app.softwork	routing-compose-wasm-js	0.4.0		N/A
com.documents4j	documents4j-transformer-msoffice-base	1.1.6		54b7f305c9153675955641ba6769774d532ed6a2
com.documents4j	documents4j-transformer-msoffice-base	1.1.7		c762331ce69f77fed2de0daaafcfc7d346d8a504
com.documents4j	documents4j-transformer-msoffice-base	1.1.8		bdb5121db1c0302a232683cb4e7e038197578e7d
com.documents4j	documents4j-transformer-msoffice-base	1.1.9		44e56f68aab753a2e0413de6ba6456fc9611cf1e
com.extopy	commons-macosx64	0.1.1		N/A
com.extopy	commons-macosx64	0.1.1	metadata	91074d19d63f375ac93a06efe48e56a524682382
com.extopy	commons-macosx64	0.1.2		N/A
com.extopy	commons-macosx64	0.1.2	metadata	bb0a510bc9368b694cd88a0b6cbb2d43a1fdef38
com.gfk.senbot	SenBotArchetype	0.2		3f696a6f04a6bc61a9a7d583ca9b51005d9eed2e
com.gft.mobile	multistep-flow	1.0.0		eab0903dbe878b08c946fd410399f6a1ae4ce284
com.gft.mobile	multistep-flow	1.0.1		b34dcc22a7badcbe271c7d0d9bf374afa29ee038
com.gft.mobile	multistep-flow	2.0.0-alpha01		2c63a7a9c9c6689a94fa701e2134ec9bb3d4f62f
com.github.alexarchambault.artifact	artifact-app_2.10	0.1.0		f231587e23659779ed178e538be8528d74fa4c92
com.github.bloodshura	desktoputils	1.0.0		76e527755ff4f2ef8647d0da91f0092c9245886a
com.github.bloodshura	desktoputils	1.1.0		876752626e6205df15ba5292a6bda68c1d47549c
com.github.datatables4j	datatables4j-core	0.6.0		1eb2ea7c1f34fbb4b0917b0171c704191de68101
com.github.datatables4j	datatables4j-core	0.6.0	standalone	d6d9c66dde8267bc8dfc626c5c8449f1ff96dc1e
com.github.datatables4j	datatables4j-core	0.7.0		19c59909a3cbbcbec7d9dd46f3c78dd520e053e8
com.github.datatables4j	datatables4j-core	0.7.0	standalone	e56e29da3337dd687c8a12462d6b722f6d502fa3
com.github.jknack	extend.java	0.1.0		e26668a0af859b73155cf34d3847b51c69c0ed92
com.github.jknack	extend.java	0.1.1		776d7928f00731a1c947673c1cbd94ebf67ea71d
com.github.jknack	extend.java	0.1.2		7a86dedf5b87a1a94b6643741a94254782bda250
com.github.phantomthief	more-lambdas-jdk8-test	0.1.31		8904a946fd7d6b4e156f2c4bdc5b46cc578d2f2e
com.github.phantomthief	more-lambdas-jdk8-test	0.1.32		861bfd9f8b5bf12f68ac660370e7cfda12bb65a7
com.github.phantomthief	more-lambdas-jdk8-test	0.1.33		5900072d40a3b269daad5f7110d97937a15aa8cf
com.github.phantomthief	more-lambdas-jdk8-test	0.1.34		a8aa7c7d0763faea304be28a195831c0899f129f
com.github.phantomthief	more-lambdas-jdk8-test	0.1.35		ed7e8bbc53723b0f3ce6c9f46ea3e6d742ca3db8
com.github.phantomthief	more-lambdas-jdk8-test	0.1.36		307bf1765003b9c003ca619311fb5b4fdac8bd6b
com.github.phantomthief	more-lambdas-jdk8-test	0.1.37		bc60ffc059ae45d8f3a5c07f91893fa1d1e9571b
com.github.phantomthief	more-lambdas-jdk8-test	0.1.40		4277a4c2420a00ecc2c7211702b25d2cff4ad40c
com.github.phantomthief	more-lambdas-jdk8-test	0.1.41		5a16528cd3392e4c9a38c2ce8ece88d9ac31844c
com.github.phantomthief	more-lambdas-jdk8-test	0.1.42		71a50bf8057b410c5112deb12a8b096792d1e0b2
com.github.phantomthief	more-lambdas-jdk8-test	0.1.43		016bdcf61dbd9fcec742fbc0f0d3816de7a50b5f
com.github.phantomthief	more-lambdas-jdk8-test	0.1.44		3ddd6eca31a5875afb76dac19fa49e96d39a7fee
com.github.phantomthief	more-lambdas-jdk8-test	0.1.45		22527427bf21f90088bb7ad724c482c393faf82f
com.github.phantomthief	more-lambdas-jdk8-test	0.1.46		58e79544de6d23502316d8360bfd34180414e96a
com.github.phantomthief	more-lambdas-jdk8-test	0.1.48		ad6af3e640ce9779ad38a7804471541793d7e5e1
com.github.phantomthief	more-lambdas-jdk8-test	0.1.49		f5f46998ef7ce6553f8536bfc479c60de60ddfeb
com.github.phantomthief	more-lambdas-jdk8-test	0.1.50		e3100c3b3446b7027c140d6b903f4f4bdf876940
com.github.phantomthief	more-lambdas-jdk8-test	0.1.51		4979467d3f2b32c5c092fa0b7ee30422e89566d9
com.github.phantomthief	more-lambdas-jdk8-test	0.1.52		4d9219733fc0b1ea2934fbf4a7f43843305a0ab1
com.github.phantomthief	more-lambdas-jdk8-test	0.1.53		125e5a6f03abc8f89c51d5f2549c073c2cdf24df
com.github.phantomthief	more-lambdas-jdk8-test	0.1.54		b90520c957f9568678ede4fd11a4215e7efa0e01
com.github.phantomthief	more-lambdas-jdk8-test	0.1.55		9df72af907d5c22b96c23e3dd5a46f976d381fb7
com.github.xuwei-k	applybuilder_sjs0.6_2.12.0-RC2	0.2.2		399eb853e83ab6426c53531514464ad41b61d632
com.github.zhangquanli	qcloud-lvb-spring-boot-starter	1.0.0		ec00064c7de92dd7e7a71a267e67ba4064f7e34a
com.gocypher.cybench.client	gocypher-cybench-runner	1.0.0		3a9f3a9e461bd789b822cb4fad7780d33518c96f
com.gocypher.cybench.client	gocypher-cybench-runner	1.1.0		1ffbbee5e57757be3ddef17f82a274b0f5f6d36b
com.gocypher.cybench.client	gocypher-cybench-runner	1.2.0		da045c4b4cf1cc136191a9c965f4d3f72b8bf5c0
com.gocypher.cybench.client	gocypher-cybench-runner	1.2.1		1e1fd909de9104216f30b6648c23c293da26e3f7
com.gocypher.cybench.client	gocypher-cybench-runner	1.3.0		fa0bfc103edd5e37ed63264876ce43dcc0746c61
com.gocypher.cybench.client	gocypher-cybench-runner	1.3.1		0ac2b5858a671c9580ccb7d935c097007592cc9c
com.gocypher.cybench.client	gocypher-cybench-runner	1.3.2		5ff2836cf5e51e126261c81f14d59e1980d81bda
com.gocypher.cybench.client	gocypher-cybench-runner	1.3.3		a93dadc81fe24cf380125d25c796c7eedccc5603
com.gocypher.cybench.client	gocypher-cybench-runner	1.3.4		dcb4cf119dd519849c7a6ac138f073ba15ae2e08
com.gocypher.cybench.client	gocypher-cybench-runner	1.3.5		982e802458155d621e12d2ff99384c32650775de
com.hianzuo.android	LibLruCache	1.0.0		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	19.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	19.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	19.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	20.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	21.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.13		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	22.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	23.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	24.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	25.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	25.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	25.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.wsatWab-1.0	25.0.0.4		N/A
com.idc.webchannel.pac4j	extensions	1.9.0		N/A
com.idc.webchannel.pac4j	extensions	2.0.0		N/A
com.ing.baker	bakery-state_2.12	3.3.0		b269d6b6cefb3946427ba723290713e56937f7e4
com.ing.baker	bakery-state_2.12	3.3.1		024895a445dd22477376eb49437c26930239edee
com.ing.baker	bakery-state_2.12	3.3.2		5f2dc9da030c655fcf4bb8768897c6ddb60f3394
com.ing.baker	bakery-state_2.12	3.3.3		9c9694f2cf9754ce86a10a2096e8d4b1881741cc
com.ing.baker	bakery-state_2.12	3.5.0		ec5acb8ce80b4285a244c94b10350761b270939d
com.ing.baker	bakery-state_2.12	3.6.0		26116ceb990763ecfc4fef69074fce15c6f1d229
com.ing.baker	bakery-state_2.12	3.6.2		9533532188dd37d134b1a30062988db4e7db4c05
com.ing.baker	bakery-state_2.12	3.6.3		76596aa398374c1218aa0c07da2318e123e053fe
com.liferay	com.liferay.site.apio.api	1.0.0		04e60bf01fee690915c2ee6d600163446db81cb4
com.liferay	com.liferay.site.apio.api	1.0.1		299de2b06bffbd0bae52bde02ced060fc8281860
com.liferay	com.liferay.site.apio.api	1.0.2		604e02974a36beefac372971442fdc16cb3f8688
com.liferay	com.liferay.site.apio.api	1.0.3		64d644ef4acb7ba221277e0e2c06531f5443ef6d
com.lovenull	bck	0.0.1		58ca45418583f803674f4881b5718a3e18371ca0
com.lucidchart	nark-pagerduty-plugin_2.10	1.0		1ee9cb7a00d1797d2c1feea4e671c5cecf8e1d8a
com.malliina	mobile-push_2.13	1.18.4		2d845fe9dde14fd9902ea88b31ca7ebb83e931a0
com.malliina	mobile-push_2.13	1.18.8		33252940258838370aec655aa6547d4879361187
com.malliina	mobile-push_2.13	1.19.0		3c3bb16fbe4d020f57deaf64e14ca66f5dd788c1
com.malliina	mobile-push_2.13	1.20.0		b5be48864db9eb1b54e8034e44b1eea76620c135
com.malliina	mobile-push_2.13	1.21.0		569974b6434690a18b550a4e0fad9158f722c909
com.malliina	mobile-push_2.13	1.22.0		48e630d549a7f39ce19a1a17a0df41a2b963d2a4
com.malliina	mobile-push_2.13	1.22.3		d48cc428f994f79f9983a6d8cf24aae8d3bebf7b
com.malliina	mobile-push_2.13	1.23.0		e0c108e6756e75c2910b94fe9471d8ae0dbcb701
com.malliina	mobile-push_2.13	1.24.0		5ba4d5b6dfec79c39f54dbc8a39154fcb9f30201
com.malliina	mobile-push_2.13	1.24.1		9cce28f667db3a0161db75a0233379ec580fcc2a
com.malliina	mobile-push_2.13	1.25.0		7565f2df314d97401af9744ba635ff4b009d0aed
com.malliina	mobile-push_2.13	1.26.1		9d14c61aec035e132dfbc39b4b9e164f56ccd5cf
com.malliina	mobile-push_2.13	2.0.0		972729de8d02600d9aac4dce993ac631cac54786
com.malliina	mobile-push_2.13	2.0.1		949f90819670c706ba28418e45b40b401ba2c2f9
com.malliina	mobile-push_2.13	2.0.2		2df6ee156eb73f8b6caf174c1c9f5000ff390586
com.malliina	mobile-push_2.13	2.0.3		9eb1a710bbf5a03207b91bfccdb2163fe0057c52
com.malliina	mobile-push_2.13	2.1.1		53d30961f668a31c504652ebbeed3030cd356419
com.malliina	mobile-push_2.13	2.1.2		8502c7485858b9940e27a4afd0e21a4d0b570d2a
com.malliina	mobile-push_2.13	2.1.3		40ef70d642a5a1e225575fd08cc49e2d2160a189
com.malliina	mobile-push_2.13	3.0.0		136418c02d6eba33371d3e474c923926fa9ce4f7
com.malliina	mobile-push_2.13	3.0.1		7889fbfe2a1ff024066c16beb7c1321035e302c9
com.malliina	mobile-push_2.13	3.1.0		8809174c53cca37b9a7d745398b50596973295ed
com.malliina	mobile-push_2.13	3.10.0		e7bcb3bd925508f0950017ce3e9ab8ce1e3a06ec
com.malliina	mobile-push_2.13	3.11.0		4f5cf9557b4c6c5507ed66c8912d3341eb27e044
com.malliina	mobile-push_2.13	3.11.1		a686cc73163ed92a5e25341ecf77b977055e9087
com.malliina	mobile-push_2.13	3.11.2		9fbf802c91ed208406af2a66443699bd2749d0af
com.malliina	mobile-push_2.13	3.11.3		0e0352e60502817721c0af50e8207e1113622b8b
com.malliina	mobile-push_2.13	3.11.4		0085ae69ec8bd0a2e3b5f1f5e8cd74fce828e676
com.malliina	mobile-push_2.13	3.12.0		aa7884b9a1ea3a240297c0e84f4d39be7d627da2
com.malliina	mobile-push_2.13	3.12.1		792363ecebecf7643b6f2b4de823d536713661df
com.malliina	mobile-push_2.13	3.13.0		04515cc4076b34065952408a20f117c24466930d
com.malliina	mobile-push_2.13	3.13.1		ba976c33cbf03d86181f7438a7de2a90a381b88b
com.malliina	mobile-push_2.13	3.4.1		b8a87ecc6b0240820045962232403d1b9c321df3
com.malliina	mobile-push_2.13	3.4.2		97d4e5f81f589f500fe6268b16bf77d9f287ed0f
com.malliina	mobile-push_2.13	3.5.0		e04f0bbc8a9ccf9765747332017099833f39019e
com.malliina	mobile-push_2.13	3.5.1		1a30b7ef674058590e34e942fbeca148a18499be
com.malliina	mobile-push_2.13	3.6.1		d4ca58b813819853bc4f9b653664871bac03b3af
com.malliina	mobile-push_2.13	3.7.1		b714baae9d43a21d1f8f06c2de118a088b2167ab
com.malliina	mobile-push_2.13	3.8.0		729ea3d36952269d3c29f074ea7da6ab251506c4
com.malliina	mobile-push_2.13	3.8.1		b021a6582db2e0f80c9d617755ca83b5dcc8af8e
com.malliina	mobile-push_2.13	3.8.2		691f302447245f346b20602c7475be875183cb1c
com.malliina	mobile-push_2.13	3.9.0		d795b29e3f85f8764aa764c7bd66f55f98b2e16e
com.outr	sourcecode_2.11	0.2.4		2c3acf18968404c802e362f0951c16ccfc16b92e
com.projectdarkstar.ext.berkeleydb	db	4.5.20		6cecbd48963063dbb00b81359571419c9a6acb53
com.qcloud.oceanus	flink-mesos_2.11	1.10.1		f17226eac8cd69cb9044ca70d26132a01efb3308
com.rpiaggio	log4cats-loglevel_sjs1_2.13	0.0.1		f875aff8af8409ba7f82079694a9bf60f9e7bfaf
com.rpiaggio	log4cats-loglevel_sjs1_2.13	0.0.2		35a66514dd8b04d949d1b31e85956f6ca8d193ea
com.rpiaggio	log4cats-loglevel_sjs1_2.13	0.1.0		682f4e79faa2890284f541d4bfd554bedd393dc4
com.rpiaggio	log4cats-loglevel_sjs1_2.13	0.1.1		da0fe80136e25fe7ddf00ccb6688a7c37cf0e517
com.rpiaggio	log4cats-loglevel_sjs1_2.13	0.1.2		64d2f6c5568203ca435d3e9c2c6d2ff2eb0ed999
com.rpiaggio	log4cats-loglevel_sjs1_2.13	0.2.0		e7119aa46834ffc649ab759b0bbf4f4691b7bcfe
com.rpiaggio	log4cats-loglevel_sjs1_2.13	0.3.0		ad5d145bccc9d3896285129d9e067289b36e1b69
com.rpiaggio	log4cats-loglevel_sjs1_2.13	0.3.1		fc80c3159c6751b781ce3222445bde1f12b86b84
com.skrstop.framework	components-starter-banner	1.2.1.20231221-RELEASE		799935d2d4be8c885e31c681fd6161579cf13cfc
com.skrstop.framework	components-starter-banner	1.2.2.20240510-RELEASE		78090e870f39df3baeb57892cac520f2418ac2c9
com.skrstop.framework	components-starter-banner	1.3.1.20231221-RELEASE		f12ec512219cc674ade13ff9b6db71cefd33961e
com.skrstop.framework	components-starter-banner	1.3.2.20240510-RELEASE		014662290c2eaab55b36ee27b8407ea216b5fd77
com.sksamuel.exts	exts_2.10	1.27.0		9c5739a5aa6f2e1aa447c8bcecc42f47410ea543
com.sksamuel.exts	exts_2.10	1.36.1		ea4c2117e4152f2b3e2e3dc1c3bf80db6a77ee7f
com.sksamuel.exts	exts_2.10	1.37.0		9c89f23bb9bfa8af5a016b44cd207fb158c780b5
com.sksamuel.exts	exts_2.10	1.37.1		b02af7f09f6adec1bb17eb00ad2f7e2e094ce23b
com.sksamuel.exts	exts_2.10	1.38.0		3ea618f9a9b9e4d2c914840b3064f8bc7c670963
com.sksamuel.exts	exts_2.10	1.39.0		b1c60294f9de2c38f6676c9330a32d3689b3b7de
com.sksamuel.exts	exts_2.10	1.40.0		ac45c7e202e2c47c1bdaad88d7211aa668304fce
com.sksamuel.exts	exts_2.10	1.41.0		5440991351b9d7e6e72368ac477aacee3aadc457
com.sksamuel.exts	exts_2.10	1.42.0		5f7b5c81ca702a558e57b5ed1c6df3188ed9cf7a
com.sksamuel.exts	exts_2.10	1.43.0		36f48cbd5d6030bd3dd6f1f5beb43b0541d8e629
com.sksamuel.exts	exts_2.10	1.44.0		a933c407ca7276032784b57302dba337fb47059a
com.sksamuel.exts	exts_2.10	1.44.1		42556ff7e65c61e9d664a2b4aeb83d9e4f38ecdf
