at.released.weh	bindings-chicory-jvm	0.1-alpha01		4bbd1536c2c6961fcbcdf85a831789598b7c8fb5
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-beta01		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-beta02		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-beta03		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-beta04		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-beta05		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev10		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev11		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev12		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev13		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev14		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev2		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev3		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev4		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev5		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev6		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev7		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev8		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-dev9		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-rc01		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-rc02		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.0.0-rc03		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.1.0		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.2.0		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.2.1		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.2.2		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.3.0		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.3.1		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.3.2		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.4.0		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.5.0		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.6.0		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.6.1		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.6.2		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.7.0		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.7.1		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.7.2		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.7.3		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.7.4		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.7.5		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.8.0		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.8.1		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.8.2		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.8.3		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.8.4		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	3.8.5		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-alpha.1		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-alpha.2		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-alpha.3		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-beta.1		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-beta.2		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-beta.3		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-beta.4		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-beta.5		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-beta.6		N/A
com.apollographql.apollo3	apollo-normalized-cache-sqlite-android-debug	4.0.0-beta.7		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	2.0.4		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0	metadata	52860a5c55e929c55f0614bfd7c52d826bd111a3
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0-alpha01		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0-alpha02		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0-alpha02	metadata	44974e340e1b9c6439842871e34b93d115f73a2a
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0-alpha03		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0-alpha03	metadata	fd30032344412d06743b90a5cbbfe81f6adf24dd
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0-beta01		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0-beta01	metadata	fbcfcc108c6675eda465ff74537ab3674b90f0db
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0-beta02		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.0-beta02	metadata	7d18628b9fb4ba5ecbb69f70a3cb2f58759bf255
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.1		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.1	metadata	21cb44552edba42d250243d95d72b99d5f3db7ba
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.2		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.0.2	metadata	c8e2222e15e8fe2e46cc777e8c567774bddbe910
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.1.0		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.1.0	metadata	c272b312e21f1c4fed02b5b1258f31600419292e
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.2.0		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.2.0	metadata	ff62d662a48c46f2226336afd7fbeb400a33353a
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.2.1		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.2.1	metadata	7c62d1a13e260176af1aeb846ebd416b8c183fb5
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.3.0		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	3.3.0	metadata	084e06188033aa1d6892ae0a65e16fff29d1a9ea
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.0.0		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.0.0	metadata	305383a98dc55507de8a3723bd613d522408a72c
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.0.0-alpha01		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.0.0-alpha01	metadata	7251fa52fb3297ef2e7ba4e61d23d34c85403b43
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.0.0-alpha02		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.0.0-alpha02	metadata	924a7d3b289ba623850d4e2ee6a0664d9c3bfe9f
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.0.0-beta01		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.0.0-beta01	metadata	2aed7685b5d81591db1f778e1765e04e29f584b0
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.1.0		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.1.0	metadata	6965e22d3b18509d3bfe711686222fb863f839d8
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.2.0		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.2.0	metadata	50f32609abf7cbc4d0fd7b044a22db53493484f6
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.3.0		N/A
com.arkivanov.mvikotlin	mvikotlin-timetravel-proto-internal-watchosarm32	4.3.0	metadata	f80184e309ff44f2ff812e8ebdc7e78d7a25393c
com.childrengreens	context-multi-source-spring-boot-starter	2.1		ca1142400e1efdb250234ef0fe16237d1ce136f9
com.childrengreens	context-multi-source-spring-boot-starter	2.2		8596d2e501c8c0043909f8dd367c22957ca77886
com.childrengreens	context-multi-source-spring-boot-starter	2.3		949011ceaf60330796a6fe2343a168b8aa9b42fe
com.childrengreens	context-multi-source-spring-boot-starter	2.4		70867a0be4fe7b4f976b460a0ec344fbed86e238
com.childrengreens	context-multi-source-spring-boot-starter	2.5		fabb7d4a24aab3643f67df3a38a0bb749fbff954
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	2.3.18		95798833bdd3ba387b5e6b25518dce005d5e57d3
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.0.0		f66dd1b5f98aff24f3c4baeae58b49f3f398b3e0
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.0.1		6677e41eeb8c48060e4f2d0bdef4cd3d2d2544a9
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.1.0		e9a960d373e7b27b4dfaefc075508b046fbfa0ce
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.1.1		b4e1202295194946cdbd98edcae444e6eb9b6fec
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.1.2		ad4633358f9fa36ed3ebdd07f8bcd1ab87a36f48
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.2.0		1752a01ba2a0061b13c6360daddd0e21bd5c3395
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.2.1		9e45e727de8fad0f25835575a3fa25ff5e801e19
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.2.2		3ec8ebe86006257c5516602749df35691feb5171
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.2.3		94e4f8a47b1812077289e52443f5526db29ef631
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.2.4		64502c0f943d811d75d00bb9237cbd9c8b1c9ac2
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.2.5		d0bf3abb1b00dee57f592fa88ee160318f60ed56
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.2.6		d34dbcf7b72dc79d92f990fd6df0de52c1a81061
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.2.7		3aef174e0bc6470ea287430e9bd14ca4744ce1b0
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.2.8		c34a307cc44ae744344f1dec8514bafbbd352ed5
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.3.0		a49e64c20fb8409a5baef02cef0480cf8b1f965a
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.4.0		f92afb4ac1092b3c8e77ee5b600a485a94a9a134
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.4.2		ec7060dd09805c33c86e855291a5104be46ea832
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.4.3		0f0afa5b69dcec7fa64d9939e81301fca6bfe72e
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.4.4		d1470a19df03ea481f47a634dd7944d44b67bfd6
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.4.5		0256939e60034a6a22b168f089157c8bcbcac70a
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.4.6		c1e671727f27604d9787c59e5bac06f6c632bdc5
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.0		c50ffd336d83a633659d7d12fa528f1c8ba80a42
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.1		00a4bb61e1139fcdf8649a8d368c73bdeb9f8f2e
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.10		94c9d532184c4a08b4d139e7373a95b20b93ec8c
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.11		0537985e97f7deeefd6f52963dc2e571922d5dcb
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.2		e5df9e57d9dee0325c3ef231157d76661f0372bc
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.3		e06baeebc9bc4abb5e621a74984270789149be77
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.4		7866eaa6dcafb408cc644dc2e73a6b2eb9ec116e
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.5		85faa5ef29a00f0d71c364f6f42c52e2a5cdb0c1
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.6		47aa218e9e9f72c2a277bdae1d6eef533d9ca98c
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.7		0607ed8b28a85ed0385b51bfe09de996af1a7db1
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.8		23c280c71178060df2ca3d56e420bc06d3412894
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.5.9		c213104c9416444544b970e40e2faaa3c2af6c78
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.0		37d8a640cfde2683bc4f3021034c6f8987ed34d7
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.1		011f5de487b9b84bdd35efd893573388c56381cd
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.2		0bfbd6b323e437be6ec401e5407fd85566dbae4a
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.3		69e2ee9540350f403710582bb130625ca1e930e3
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.4		7959d739e8afa6b865fe4fbc96a1f7bac3ab7e4c
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.5		83d5ede3f6bb2f9a21ccd54c3da99689926f490c
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.6		521be883f3754ffa98aad29de7c51d0d50ece325
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.7		b3cd93d92ca2f5dc9c6909866d24caaa10ce4561
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.8		4a681ebf9820d0f342850b902aa08329e66547c7
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.6.9		c29011297081d7d8d449218d77ce39d9bbcf6b85
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.8.10		fbbdb653cec8e703bc2b1a1015294d7d9ac09aed
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.8.11		2ea60e2dc52e1bd690a0665f4b76ead6509e113c
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.8.9		4edc06d6f752ef82d34bdc80c9eb1654144036b4
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.9.0		4c1776a8341ee962a09cbe2684fa64840bf79438
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.9.1		693541120fe3c06630fd3065f84db1b6f7a37be5
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.9.2		692bc1b0fa191fcdb555a14f23300dffb6a43ad6
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.9.3		233819431b90026d70d4094e1388b6596f973f94
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.9.4		f620081c5821cb1fe9ae702e3d64ed5098e85f98
com.eurodyn.qlack.fuse	qlack-fuse-scheduler	3.9.5		ba91b5ded24dab83a322614c2836026785a34d8b
com.fastjrun.codeg	apiworld-api-body	1.1		add15890f711baa20f7c02937870b3ddde726d2d
com.fleeksoft.ksoup	ksoup-engine-kotlinx-watchosarm32	0.2.0		N/A
com.fleeksoft.ksoup	ksoup-engine-kotlinx-watchosarm32	0.2.0	metadata	f20805f58a63b70ab1a1d2d2b50a217d268294d9
com.github.cloudyrock.mongock	mongock-springboot-v2.2-dependencies	5.0.0.BETA		f302a90d129ec341055bd3912b28dd6f26f65641
com.github.cloudyrock.mongock	mongock-springboot-v2.2-dependencies	5.0.1.BETA		47e3bc79995af16fff140230e6b6efcc85919a95
com.github.grossopa	hamster-selenium-parent	1.0		N/A
com.github.grossopa	hamster-selenium-parent	1.1		N/A
com.github.grossopa	hamster-selenium-parent	1.10.0		N/A
com.github.grossopa	hamster-selenium-parent	1.11.0		N/A
com.github.grossopa	hamster-selenium-parent	1.12.0		N/A
com.github.grossopa	hamster-selenium-parent	1.2		N/A
com.github.grossopa	hamster-selenium-parent	1.3		N/A
com.github.grossopa	hamster-selenium-parent	1.4		N/A
com.github.grossopa	hamster-selenium-parent	1.5		N/A
com.github.grossopa	hamster-selenium-parent	1.6		N/A
com.github.grossopa	hamster-selenium-parent	1.7		N/A
com.github.grossopa	hamster-selenium-parent	1.8		N/A
com.github.grossopa	hamster-selenium-parent	1.8.2		N/A
com.github.grossopa	hamster-selenium-parent	1.9		N/A
com.github.mizool.technology.typemapping	typemapping	0.29		N/A
com.github.mizool.technology.typemapping	typemapping	0.30		N/A
com.github.mizool.technology.typemapping	typemapping	0.31		N/A
com.github.nblair	preauth-simulation-filter-servlet_2.5	0.2.0		8fe1b0b0ec6efaa0c05524fa392f0acfc500afae
com.github.play2war	play2-war-core-common_2.9.1	0.8.2		fad0221212c18c546205fa4934b1ec31d4731d25
com.github.snake19870227	star-tiger-framework-sms-spring-boot-starter	0.6.0		5975afff78c6b8fa9bad2d8bddcddcfb25edf5f2
com.github.snake19870227	star-tiger-framework-sms-spring-boot-starter	0.6.1		afc9de44dc46533b2c40e92c2bfa53ea6d7e5f73
com.github.snake19870227	star-tiger-framework-sms-spring-boot-starter	0.6.2		bec09d4f3510274f2c7d90c6c7015ce9ebf791db
com.github.snake19870227	star-tiger-framework-sms-spring-boot-starter	0.6.4		ad21ae1fadafec7e001b76bd37c44683064e16f9
com.github.snake19870227	star-tiger-framework-sms-spring-boot-starter	0.6.5		5e1d6b3396bb80685ae07c298d05ec2e4e1e17a3
com.github.snake19870227	star-tiger-framework-sms-spring-boot-starter	0.6.6		19a381097835aaa98846aeb3cbb62b6fd2711be9
com.github.snake19870227	star-tiger-framework-sms-spring-boot-starter	0.6.7		24d5b6a36364e8af600d7f35a31767d3b2eb17a2
com.hypertino	inflector_sjs0.6_2.10	1.0.0		2d478dd144e9ae2f9f4572121d156f6385cfa230
com.hypertino	inflector_sjs0.6_2.10	1.0.1		ef54d89eab55a94a35cf900489a823b980b2f013
com.hypertino	inflector_sjs0.6_2.10	1.0.10		0298add58d94ebb1da29c510b17985c4c9a987fb
com.hypertino	inflector_sjs0.6_2.10	1.0.11		556bbc7582e9adeeda7e9f40d3d55110bd45c944
com.hypertino	inflector_sjs0.6_2.10	1.0.12		786ed4dd1cea571b292e01c990c52416fb771650
com.hypertino	inflector_sjs0.6_2.10	1.0.13		c5e109966c7c709420c2be93194fdbc2cfe3ecb2
com.hypertino	inflector_sjs0.6_2.10	1.0.2		d6411e1ac1e94189184a3ce73a8fd654aa2d02c4
com.hypertino	inflector_sjs0.6_2.10	1.0.3		f7c39a356e16fbf2cd8b0a8a35c091595d30e82d
com.hypertino	inflector_sjs0.6_2.10	1.0.4		16a1074077218f7f66ab5c1f78bd9ae43fb26c6d
com.hypertino	inflector_sjs0.6_2.10	1.0.5		27c8d095a78ff02ad2644e70e275d88e97d70e87
com.hypertino	inflector_sjs0.6_2.10	1.0.6		bb2c765ed2dd550d2041a2abf29b43ea489d3e4d
com.hypertino	inflector_sjs0.6_2.10	1.0.7		dd5604a46eb887d93b8d9fc3b607f1a4fbb8c624
com.hypertino	inflector_sjs0.6_2.10	1.0.8		a07682c05d41fc32dec46dd28e161ee78898385a
com.hypertino	inflector_sjs0.6_2.10	1.0.9		3d79ac4373fd0d70d433743d97a2b269cdedd6c4
com.io7m.stonesignal	com.io7m.stonesignal.distribution	1.0.0-beta0001		31f902f79e3a4f5bbf8befe642dc66bd362fb04a
com.itextpdf.android	pdfua-android	8.0.3		56a381d9084fb5a30cc2edc6a7f8557a3be74759
com.itextpdf.android	pdfua-android	8.0.4		46712f3944fc2d8af1d68623617bd3ab722d2e01
com.itextpdf.android	pdfua-android	8.0.5		3fd1422ee71f0f9a155970b85cbc40808478bae8
com.itextpdf.android	pdfua-android	9.0.0		48d785a21cc67ce9352c6dbd9d5af1cf8ce3f5c6
com.itextpdf.android	pdfua-android	9.1.0		7c484e0c6a898ed0b243976d7afb5856852cd9a5
com.itextpdf.android	pdfua-android	9.2.0		3fded4d6997ffdbf051c7511199eb41e652b1611
com.liferay	com.liferay.multi.factor.authentication.spi	1.0.0		c4f5047f1cdd44a30cdcf3651d47616bba3fea1d
com.liferay	com.liferay.multi.factor.authentication.spi	1.0.1		5edac5aa1d06d47ef46dbbec688f147bed8b487e
com.liferay	com.liferay.multi.factor.authentication.spi	1.0.2		8ece87f9ac0ed1ebfb0036573d46f7baf7d2dbd2
com.liferay	com.liferay.multi.factor.authentication.spi	1.0.3		a58fe8dd2588f650c9692944cef1beee3c057117
com.liferay	com.liferay.multi.factor.authentication.spi	1.0.4		fcdbb08c1b02d89ae0938c1a4c1270bacee69826
com.liferay	com.liferay.multi.factor.authentication.spi	1.0.5		c9d04dd0bc2e04ecd0468e3b2d27e9e2b656243c
com.liferay	com.liferay.multi.factor.authentication.spi	1.0.6		a2ded4b78f53e2dd09ef68ae16f563a5cf8e8f14
com.liferay	com.liferay.multi.factor.authentication.spi	1.0.7		92b598c97cef3a11d410bccb7e98613d56730a26
com.liferay	com.liferay.multi.factor.authentication.spi	1.0.8		af637ed6d96e81ecfaad4ea8a5f29437cd0b3b35
com.liferay	com.liferay.multi.factor.authentication.spi	2.0.0		7e04fe7a9c516d3ef6e7a68bf7a8f1486f82ebfc
com.liferay	com.liferay.multi.factor.authentication.spi	2.0.1		2b8006f9c3a722c090af377a4edb272b8b947ae4
com.liferay	com.liferay.multi.factor.authentication.spi	2.0.2		b906b6745ce03ab05cb652641308a9c1227e35ff
com.liferay	com.liferay.multi.factor.authentication.spi	2.0.3		48b17b4010eca52e21090441812e203dacea507d
com.liferay	com.liferay.multi.factor.authentication.spi	2.0.4		3f9c6e1af80a5f35b6c0234d0db958200c24fb64
com.liferay	com.liferay.multi.factor.authentication.spi	2.0.5		4837afe088be49571e020568f820a95daef6d75f
com.liferay	com.liferay.multi.factor.authentication.spi	2.0.6		718505bbe374d35bdc03b203c2cd97c78c4485ed
com.liferay	com.liferay.multi.factor.authentication.spi	2.0.7		63123f370a2278f5af3a49e09a6b4ef65f4201f7
com.liferay	com.liferay.portal.instances.api	1.0.0		dd46b1f9650f0bbde8605c7ba442c2af6ac85bed
com.liferay	com.liferay.portal.instances.api	1.0.1		d1aecfd4a5606aeccb5635b941525d7ca593563c
com.liferay	com.liferay.portal.instances.api	1.0.10		ff79fafe177b302e8a061517b857559359d62dde
