app.tulz	tuplez-full-light_3.0.0-RC3	0.3.6		e7c2528170335c8586ecf1cadcf8c41be682b2bc
aws.sdk.kotlin	supplychain	1.4.34		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.35		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.36		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.37		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.38		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.39		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.4		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.40		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.41		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.42		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.43		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.44		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.45		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.46		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.47		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.48		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.49		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.5		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.50		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.51		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.52		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.53		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.54		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.55		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.56		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.57		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.58		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.59		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.6		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.60		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.61		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.62		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.63		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.64		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.65		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.66		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.67		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.68		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.69		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.7		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.70		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.71		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.72		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.73		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.74		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.75		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.76		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.8		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	supplychain	1.4.9		a4f3606ab94d4513ab9375bc390cd84d5c65af32
ch.sbb	springboot-graceful-shutdown	1.0		b357a66acc20a4ad23514ad3d80de2c1b1c11ad2
ch.sbb	springboot-graceful-shutdown	1.1		ecab731a6aef3ba5bf3511147815428617089105
ch.sbb	springboot-graceful-shutdown	1.1.1		08011200e175c646445e99d1320efc08b03daa14
ch.sbb	springboot-graceful-shutdown	2.0		b40620c5ca06a9911e59c744f9b8ca0d7d2895b9
ch.sbb	springboot-graceful-shutdown	2.0.1		208ad2d3a637ea46670e5af34934b2ea90b9ddba
cn.jdevelops	jdevelops-data-jdbctemplate	2.0.7		9d4e2947e62162ae79571659e97e98e96288bbbc
com.adobe.granite	com.adobe.granite.activitystreams	0.0.14		16cf210ee0a92ce28b3a96e7a57a33f32c2a30fc
com.adobe.granite	com.adobe.granite.activitystreams	0.0.16		b7a6ebee8aa513733b4ce63e5bceab189874e7aa
com.adobe.granite	com.adobe.granite.activitystreams	0.0.18		82b4817f6f10da0c2ded5c15a25c43da2c19add6
com.adobe.granite	com.adobe.granite.activitystreams	0.0.32		921d97855caf67b3dc5c8375f59a3ea47770caab
com.adobe.granite	com.adobe.granite.activitystreams	0.0.38		3ded92806cec49e08b91e35018c1ee7d08166364
com.adobe.granite	com.adobe.granite.activitystreams	0.0.8		8115652bd2b1c49e13c2469588a447a9772d829f
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.10		b6f449d6cd4b47c20bcbdec5667214cb591b5702
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.11		a7f962d5847aedefc20ab0ea329df63834b63ae7
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.12		3acd570241c9032aa7fa5ead09f8f51a5adb7e3f
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.13		87cb8ac3a43affac6c9d7f73cddd1383fa5f78d0
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.14		c77ff3ccfd71042062599e2897d127ba38daef62
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.15		e2a41ed4b3ce7f3e244fbe1b4d3e75bf012a580e
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.16		78c2779edd0e375496b9cbcc8097b1c8c1bb15ac
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.17		0e75df818b59cd66bf960085b1bd87e00d771869
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.18		5d3aff7b77687b304e1dba18bb289ce796fdef67
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.19		96699a932f285e8374fa3cf3964c5fd4f2619055
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.2		9ee1a6892ffee4b2441e9a55b04b3aab34033723
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.3		74651c4bfbd12e085d0d4e44760c6b17d99dda7c
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.4		c53c63064c3a2ae1836a3f3870ba3c50a58f594f
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.5		c801a27f309dc119c7cdbbf7a9f69411f032d848
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.6		90226ac6524639f13105b82a1ec28f37cd1a473a
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.7		5608e63577d52d63e1dfc69f482610bbaad8acf5
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.8		8429ca2d16fce2d38ba90c1e10877facd0bda557
com.anaptecs.jeaf.core	jeaf-core-service-api	1.6.9		a85baf65236e156955cbbcb0edb3c6892db164f4
com.anaptecs.jeaf.core	jeaf-core-service-api	1.8.0		0196c8bdc0defab096a4d07f6c790fd2ec9c9330
com.aoindustries	ao-fluent-html-servlet	0.1.0		a5e4bd0ff7e7ab858308cc384013d67504ae9171
com.aoindustries	ao-fluent-html-servlet	0.4.0		fcc7a9469e584748fac4deaff3a1a006c8e7d2a6
com.avides.springboot.springtainer	springtainer-awss3mock	1.0.0		5a10ee0612d21a5d1a70aeb87b4839d5e4ce28ca
com.avides.springboot.springtainer	springtainer-awss3mock	1.1.0		3090dc94387f66afdf34438c47340bdc5f698483
com.avides.springboot.springtainer	springtainer-awss3mock	1.2.0		6cf6f20fad4f5a3dd41fc10d1c09e0d680071c23
com.avides.springboot.springtainer	springtainer-awss3mock	1.3.0		a25ced41539853085b2d3d572cb4a1b61938b763
com.avides.springboot.springtainer	springtainer-awss3mock	1.4.0		b6964a6e65385b5045bef5eceff8ead56491da57
com.bigossp	admob-mediation-spec	4.0.2.0		N/A
com.bigossp	admob-mediation-spec	4.1.0.0		N/A
com.bigossp	admob-mediation-spec	4.1.1.0		N/A
com.bigossp	admob-mediation-spec	4.1.2.0		N/A
com.bigossp	admob-mediation-spec	4.1.3.0		N/A
com.bigossp	admob-mediation-spec	4.2.0.0		N/A
com.bigossp	admob-mediation-spec	4.3.1.0		N/A
com.bigossp	admob-mediation-spec	4.3.2.0		N/A
com.bigossp	admob-mediation-spec	4.3.2.1		N/A
com.bigossp	admob-mediation-spec	4.4.0.0		N/A
com.bigossp	admob-mediation-spec	4.5.0.0		N/A
com.bigossp	admob-mediation-spec	4.5.1.0		N/A
com.bigossp	admob-mediation-spec	4.5.1.1		N/A
com.bigossp	admob-mediation-spec	4.6.1.0		N/A
com.bigossp	admob-mediation-spec	4.7.0.0		N/A
com.bigossp	admob-mediation-spec	4.7.1.0		N/A
com.bigossp	admob-mediation-spec	4.7.2.0		N/A
com.bigossp	admob-mediation-spec	4.7.3.0		N/A
com.bigossp	admob-mediation-spec	4.7.4.0		N/A
com.bigossp	admob-mediation-spec	4.8.0.0		N/A
com.bigossp	admob-mediation-spec	4.8.2.0		N/A
com.bigossp	admob-mediation-spec	4.9.0.0		N/A
com.bigossp	admob-mediation-spec	4.9.1.0		N/A
com.bigossp	admob-mediation-spec	5.0.0.0		N/A
com.bigossp	admob-mediation-spec	5.0.0.1		N/A
com.bigossp	admob-mediation-spec	5.0.2.0		N/A
com.bigossp	admob-mediation-spec	5.1.0.0		N/A
com.bigossp	admob-mediation-spec	5.2.1.0		N/A
com.darkrockstudios	symspellkt-fdic-js	3.0.7		N/A
com.data-artisans	flakka-zeromq_2.10	2.3-custom		98e949c7a805e30c90b668d9a9422dfc29c1b0ed
com.edugility	liquibase-jul	1.0		7b7adafd1297b5113444cdcafbb586cc392056c9
com.edugility	liquibase-jul	1.1		65cb271f8c7c3812cc42f2628b8334175dfddd8e
com.giancarlobuenaflor	kflogger-iosarm64	0.0.1		N/A
com.giancarlobuenaflor	kflogger-iosarm64	0.0.1	metadata	272496a1b2e6e3582bb7dcbd4ac811217344ada5
com.giancarlobuenaflor	kflogger-iosarm64	0.0.1-alpha		N/A
com.giancarlobuenaflor	kflogger-iosarm64	0.0.1-alpha	metadata	cebdbd59e6f3a31f84cc7f4cf8c817c96e355474
com.giancarlobuenaflor	kflogger-iosarm64	0.0.2		N/A
com.giancarlobuenaflor	kflogger-iosarm64	0.0.2	metadata	bab1abf5094e86501a89b43c4a1a46c767cb0852
com.giancarlobuenaflor	kflogger-iosarm64	0.0.3		N/A
com.giancarlobuenaflor	kflogger-iosarm64	0.0.3	metadata	6417b87212bf82a36ed2d02a02a364b010be2147
com.giancarlobuenaflor	kflogger-iosarm64	0.1.0		N/A
com.giancarlobuenaflor	kflogger-iosarm64	0.1.0	metadata	8246442a58c2742fe60d6b1ce18cbf1e0cbc3b8c
com.github.aly8246	weekend-spring-boot-starter	1.0.0.RELEASE		8dde889ca9ead1d303c2de9f165e0a8f6b69b3b0
com.github.aly8246	weekend-spring-boot-starter	1.1.0.RELEASE		7eea26e80cef5f7cc91ef354b52bf2122a49bcf5
com.github.aly8246	weekend-spring-boot-starter	1.2.0.RELEASE		683d6fd67d302a2070fe30dc07341625df688fe9
com.github.aly8246	weekend-spring-boot-starter	1.2.1.RELEASE		ef2b5493fcf8febf161e040ec88f99ece78c0837
com.github.conhea	floatingactionbutton	2.0.0		N/A
com.github.conhea	floatingactionbutton	2.0.1		N/A
com.github.conhea	floatingactionbutton	2.0.2		N/A
com.github.marcosemiao.openjpa.db2.rownumber	openjpa-db2-rownumber	1.0.0		c3eec72650085c4237788fbfee2e175b86a500dc
com.github.marcosemiao.openjpa.db2.rownumber	openjpa-db2-rownumber	1.0.1		3514f74232973212d1ef60207eb68a8afca7919d
com.github.matthewbeasley	bitbucket-scm-collector	2.0.6		N/A
com.github.mvv.sager	sager-zio-interop-cats_2.12	0.1-M11		6f3169d0f962ac2573df8dc65bad58d377b1ee19
com.github.mvv.sager	sager-zio-interop-cats_2.12	0.1-M12		bede2850236518c0ebafe21b323766122f121e09
com.github.mvv.sager	sager-zio-interop-cats_2.12	0.1-M13		8e1bc5ce60e9d7f36e7b1958c365fe4d19d1a478
com.github.stephanenicolas.dart.v2	dart-annotations	2.0.4		0e520faa7ce5e4cc10961595caa3e684136cf04f
com.github.yydzxz	bytedance-open	1.0.14.RELEASE		f58f584d234b0baa46a8a31d406cf93fbcc980c4
com.github.yydzxz	bytedance-open	1.0.15.RELEASE		7a9836ddd8d6c3b44826411b88a51e0c0e94cb8f
com.github.yydzxz	bytedance-open	1.0.2.RELEASE		fcacb6563cf14f38fee88cd789be9beb4edbfc50
com.github.yydzxz	bytedance-open	1.0.3.RELEASE		ea86acffc19e78fc9a2c1ecba07c1b97a6611733
com.github.yydzxz	bytedance-open	2.0.0.RELEASE		15bb18a6c3574dc5a8a2a5a0a9a277f97c3ff6f0
com.github.yydzxz	bytedance-open	2.0.1.RELEASE		dccd1ba80e835e34a143339baaea231a86334622
com.github.yydzxz	bytedance-open	2.1.1.RELEASE		782199c5771c23ac71d8a0f813290c8aec8369f6
com.github.yydzxz	bytedance-open	3.0.2.RELEASE		7184eff50a5ee2f719ce21d2b6a567fb6fb5bdc0
com.github.yydzxz	bytedance-open	3.0.4.RELEASE		edff90ba072a4a286af5a7b887441fe5193ce63b
com.github.yydzxz	bytedance-open	3.1.2		4cce9a86ab9f822d343bc16c2ecb4864c5f5e6ed
com.github.yydzxz	bytedance-open	3.2.1		6f2b839c4128326913e5b097b4f78201cf458d52
com.github.yydzxz	bytedance-open	3.2.4		659c07bea68660fe3605bc9b984daa8fb141d9ca
com.github.yydzxz	bytedance-open	3.2.5		70ec57c1e0d5f3ae9db5f2be3715890f50882ef0
com.github.yydzxz	bytedance-open	3.3.0		3fd28d32d3b6d9d4ca77b3c4cfac4d2735d176a9
com.github.yydzxz	bytedance-open	3.3.1		16539a85cd37f23be37eb739053678dc3b3dd5f0
com.github.yydzxz	bytedance-open	3.3.2		ccea1c8786c58815c9f0af154bc9d8833d16edc6
com.github.yydzxz	bytedance-open	3.3.4		049de98e08f15182a0459b89eca5d67baaee47e2
com.github.yydzxz	bytedance-open	3.4.0		cd8da305a8b5db343f1af9918cef3151503c4369
com.github.yydzxz	bytedance-open	3.4.3		5574ead4029d520ff407d41afe934328651adb74
com.github.yydzxz	bytedance-open	3.4.5		4d40efc55c3478aee2a183528c1cb082d0711a42
com.github.yydzxz	bytedance-open	3.4.6		38be494406930c7fba5daf512a76132567c35f71
com.github.yydzxz	bytedance-open	3.4.7		edf25ee97a712ccddb1143fa58e7608134af37ef
com.github.yydzxz	bytedance-open	3.4.8		4280a06dcdfe66886e93cd8adda3c5a43c981472
com.github.yydzxz	bytedance-open	4.0.0		1ebcb6c1b47907f99951582ee2ebb35e7c60b1bd
com.github.yydzxz	bytedance-open	4.0.1		36b7c0bfbd98c9d75f76589318c02cdacb9ccdb7
com.github.yydzxz	bytedance-open	4.0.2		526d344574b868ca7bb588b1674b9d8367815fcc
com.github.yydzxz	bytedance-open	4.0.3		55009328e2b2b4772b8f802fb95d5d784c11ae83
com.github.yydzxz	bytedance-open	4.0.4		ce5daa9dadd11395757603b863b3d62383091086
com.github.yydzxz	bytedance-open	4.0.5		e31dbbdfca0e647f50066ac14e225c27f7513974
com.github.yydzxz	bytedance-open	4.0.6		2d76b4a1f83296f3d451d32290862bfa26451dfe
com.github.yydzxz	bytedance-open	4.1.0		2100686bda1490989fcce255f845b16fac93af99
com.github.yydzxz	bytedance-open	4.1.1		c13eb067385caca39e4f7ebc716623eee3b645b9
com.github.yydzxz	bytedance-open	4.1.2		d98427e43e49f742f68ffb65e04387caa11f37cd
com.haoxuer.bigworld	bigworld-member	1.0.1-20200627		75044c3d9dd5e9407a9dc9a4e3c7312e73a85b47
com.haoxuer.bigworld	bigworld-member	3.3.10-20210917		ae33b585ef10cce1c67fc543a85781444ac3bbda
com.haoxuer.bigworld	bigworld-member	3.3.11-20211020		f11beb197677629a0128c048192b29e46f8ae67e
com.haoxuer.bigworld	bigworld-member	3.3.12-20211205		9cbfda4f5f2a6a5ea4dde7ef9816b1a1bc1a678a
com.haoxuer.bigworld	bigworld-member	3.3.13-20220115		92efd781916db3672288def2d06027aa252a647d
com.haoxuer.bigworld	bigworld-member	3.3.14-20220307		f1b6a5bd20e175ecb2c61f37c4419abcffb3854e
com.haoxuer.bigworld	bigworld-member	3.3.16-20220327		523b4cc832703e0ab6d754290c0747cd55bf536a
com.haoxuer.bigworld	bigworld-member	3.3.17-20220716		a8ee7d5eb0851f995fe7dcf9cc37efdd22b1d4db
com.haoxuer.bigworld	bigworld-member	3.3.7-20210610		7b7a503ed97b043949063be3c8c406959aab1fba
com.haoxuer.bigworld	bigworld-member	3.3.8-20210622		09a74587925fb8f8c34e51a9658b63eff871f7bb
com.haoxuer.bigworld	bigworld-member	3.3.9-20210805		372285d547abbe5940bc43b1779c8331353e2d11
com.karadzhov	scala-iso-language-i18n-zh_native0.4_2.12	0.3.0		8786f7afe2cc897bc9292433c0820f1d2a404ca4
com.karadzhov	scala-iso-language-i18n-zh_native0.4_2.12	0.3.1		5563b371108b493317690a09780927e52675027a
com.karadzhov	scala-iso-language-i18n-zh_native0.4_2.12	0.4.0		8b60225f9b5ada2ad6f12b15ff80271f7c550573
com.karadzhov	scala-iso-language-i18n-zh_native0.4_2.12	0.5.0		a18269874d3c69bd3cf63d0f8ed35f45c209c77a
com.legsem.legstar	legstar-jaxb	2.0.0		dbdc5717d4f6c6a4b726f41a13f4de1346ed1dce
com.legsem.legstar	legstar-jaxb	2.0.1		5cf468534455e84cf8e3eab69459a78b9b879796
com.legsem.legstar	legstar-jaxb	2.0.2		9c9da51546838e6a57f32afb93032d11d1f6a18a
com.legsem.legstar	legstar-jaxb	2.0.3		54293477877b69176d2d8a17977d76b48c3deea1
com.legsem.legstar	legstar-jaxb	2.0.4		a9b4da9ac34390d4b22baf2d38069f4f1d919d56
com.legsem.legstar	legstar-jaxb	2.1.0		c93b44c35bd55abfca38399c328016e9ad6ddb5e
com.legsem.legstar	legstar-jaxb	2.1.1		c42b77415339af8455f7dd5a9e7471cd9781b5cc
com.legsem.legstar	legstar-jaxb	2.1.2		4a0af93f2732abd55b9d8ae008298014946a8620
com.lgou2w	ldk	0.1.8		N/A
com.lgou2w	ldk	0.1.8-beta10		N/A
com.lgou2w	ldk	0.1.8-beta11		N/A
com.lgou2w	ldk	0.1.8-beta12		N/A
com.lgou2w	ldk	0.1.8-beta12-hotfix1		N/A
com.lgou2w	ldk	0.1.8-beta12-hotfix2		N/A
com.lgou2w	ldk	0.1.8-beta12-hotfix3		N/A
com.lgou2w	ldk	0.1.8-beta8		N/A
com.lgou2w	ldk	0.1.8-beta9		N/A
com.lgou2w	ldk	0.1.8-rc		N/A
com.lgou2w	ldk	0.1.8-rc-hotfix1		N/A
com.lgou2w	ldk	0.1.8-rc2		N/A
com.lgou2w	ldk	0.1.9		N/A
com.lgou2w	ldk	0.2.0		N/A
com.lgou2w	ldk	0.2.1		N/A
com.lgou2w	ldk	0.2.2		N/A
com.link-intersystems.dbunit	lis-dbunit-commands	1.0.2		579832dd58e010c738f7605281e000143a00a337
com.nablarch.framework	nablarch-core-repository	1.0.1		06e0d4907ee37cbe963c415b11f70a625820357c
com.nablarch.framework	nablarch-core-repository	1.1.0		132edc7429ffd704ff20ad655a26667251965d96
com.nablarch.framework	nablarch-core-repository	1.2.0		44b36ca384b4a7693ff4873814c423d964f790fa
com.nablarch.framework	nablarch-core-repository	1.3.0		91badd6ecac0d888407d7be2330fefd044e9d3e9
com.nablarch.framework	nablarch-core-repository	1.4.0		014c736aaef119ffda7888aaf3d99a2d3bfdd754
com.nablarch.framework	nablarch-core-repository	1.5.0		d1d0c04fdf7ac76ba65fb84f1d053f78c3b2511b
com.nablarch.framework	nablarch-core-repository	1.6.0		223d624422d62566f129ae23d84cfaacd169c9a3
com.nablarch.framework	nablarch-core-repository	1.6.1		ed70fabc70fffa6181e5cf1e0456b569adb6c104
com.nablarch.framework	nablarch-core-repository	2.0.0		2ec2619d3949e3affa8641c6b0fc4f5fb4014039
com.nablarch.framework	nablarch-core-repository	2.0.1		98a1061350b0e1e49b572a106f080df875e0ac2f
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.0+13.2.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.0+13.2.0	metadata	2a9695dc2a9e48a757a086df6539054e8f26378e
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.0-beta.1		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.0-beta.1	metadata	38e201344c7e398c7b8f8aab6ebb268924177d22
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.0-beta.2		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.0-beta.2	metadata	6e218caf7a9a1b2ada97bb76dc89c66682f9e80d
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.0-beta.3		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.0-beta.3	metadata	2a19e78eb3dfb41ecb7860de6590f17a9860bb3a
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.1+13.2.1		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.0.1+13.2.1	metadata	118113d79d9eb5a6d40edba414d8067fadd6e263
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.1.0+13.3.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.1.0+13.3.0	metadata	8436b87f789bb222966770bc58d0f510c7bf8cb9
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.1.1+13.4.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.1.1+13.4.0	metadata	26f98a3e3f27d2ef918b232a5c1477c89a772a88
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.1.2+13.5.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.1.2+13.5.0	metadata	bbc5963d8e373463d78e92d76204c00173eb8146
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.2.0+13.6.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.2.0+13.6.0	metadata	9f2d52bfbd9285be9123a0cc35aa34d93cc6dfb7
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.0+13.7.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.0+13.7.0	metadata	bd608faeba47bd8b468b37073dff2282b056ac6a
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.1+13.8.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.1+13.8.0	metadata	54ac8423384e199de1087acf8266066c206136f1
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.2+13.9.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.2+13.9.0	metadata	cdaddf05fb173edb4793d29ff6e122d8c2ae9bb4
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.3+13.12.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.3+13.12.0	metadata	6724bebd4a6f296237e5688ba8da17ed33f22fdf
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.4+13.12.1		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.4+13.12.1	metadata	a12703f9c12b2b552d5aab43f2e10a08352844c7
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.5+13.13.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.5+13.13.0	metadata	362ede56a4240501d0faa763082904e3611b3ef7
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.6+13.13.1		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.6+13.13.1	metadata	d508c9cf418a5da46cd575feb92c749806808db5
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.7+13.15.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.7+13.15.0	metadata	40d8cda1828ad14953659a439b48a342736988ff
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.8+13.15.2		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.3.8+13.15.2	metadata	8cd1487abb59dc3c6d3ce58538cf69c0fbc1e69d
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.4.0+13.16.2		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.4.0+13.16.2	metadata	0c269b5ffeb646a45cbe2913a3b99a84aa8d9942
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.4.1+13.17.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.4.1+13.17.0	metadata	588a50c43df127c11ef12deb4441f0c40081e6d8
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.4.2+13.17.1		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.4.2+13.17.1	metadata	0f8bd9c1a749f0d6fb0481ec2b446bdec24fe184
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.5.0+13.18.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.5.0+13.18.0	metadata	a75d50bd0152752a2b2da16cc6f64f0e321ff6c6
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.5.1+13.18.1		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.5.1+13.18.1	metadata	b22d94d4ecec57e93743d6144c7374b89d0c4489
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.6.0+13.19.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.6.0+13.19.0	metadata	47af032d2a3f0ffd975aae5964a6f2fa1259b41e
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.6.1+13.21.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.6.1+13.21.0	metadata	c2369878e825a38511d7c67216da1a21dd3cd347
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.6.2+13.22.0		N/A
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.6.2+13.22.0	metadata	b04f0ebc32dcb51f575e631ba8663936aa877111
com.revenuecat.purchases	purchases-kmp-either-iosx64	1.7.0+13.24.0		N/A
