be.doeraene	urldsl_3.0.0-RC2	0.4.0		4307e50e6281f0a7e6ba70dcfca7eb185e05fd9c
com.fifty-five.cargo	facebook	1.0.1		N/A
com.fifty-five.cargo	facebook	1.0.1-beta		N/A
com.fifty-five.cargo	facebook	1.0.2		N/A
com.fifty-five.cargo	facebook	2.0.0		N/A
com.fifty-five.cargo	facebook	2.0.0-beta		N/A
com.github.jcategory	jcategory	0.0.1		63376453dafde12ab73ac04d8f5c46a7c868c08b
com.github.jmjlbmn	huiche-codegen-querydsl	1.0.0		181c03229b95d6b62d9081410eb07d2ec6857ade
com.github.jmjlbmn	huiche-codegen-querydsl	1.0.1		ba21fa0a877f2c5f3761fe6d02f86bbab0b1e665
com.github.jmjlbmn	huiche-codegen-querydsl	1.0.2		c95f0719adbf7ddc745f4fb74d0f2eb2c01591a5
com.github.jmjlbmn	huiche-codegen-querydsl	1.0.3		ea0d16a1acc348c6babaff11fa8d172a1cbfaf70
com.github.jmjlbmn	huiche-codegen-querydsl	1.0.4		8fc9bce1651157a6aa2647637fd34fbf24675223
com.github.jmjlbmn	huiche-codegen-querydsl	1.0.5		e090ed043bc9f42d3cfbc789b42c1fd40b31af02
com.github.jmjlbmn	huiche-codegen-querydsl	1.0.6		384a8fa0a32496dc3c1ae6f439ab61306ed96eec
com.github.jmjlbmn	huiche-codegen-querydsl	1.0.7		2c2f9dd094f385d6f28bd391d6d7e4007dbbac96
com.github.jmjlbmn	huiche-codegen-querydsl	1.1.0		92c3f066ce2c7404fdd96747287bb9f694bb430b
com.github.jsonzou	jmockdata	1.0		c281b4f7ab7cec708cc8bbc559ac0918ceb06168
com.github.jsonzou	jmockdata	2.0		4c398250f818059abfa5e09e5d476e85bcb86cf4
com.github.jsonzou	jmockdata	2.1		0e4aef5c01115f9bba8ba4160781a4858deca8ad
com.github.jsonzou	jmockdata	2.2		a06e30639c9872ea792dd7fed095ec32453ad66a
com.github.jsonzou	jmockdata	2.3		7fe7ab99ba542baa38cb310b021dc4528689cb18
com.github.jsonzou	jmockdata	2.4		1e850dd35ce054bbca550b4cc747faef11fe4f5f
com.github.jsonzou	jmockdata	3.0.0		4bb602be64177061273fed6c6e51fbd4c559dbd8
com.github.jsonzou	jmockdata	3.0.1		f1c370be5b9ea29ba9c52eecc6415d0d7cfaf337
com.github.jsonzou	jmockdata	3.1.0		d76055144cd39d6d5f3f12f3a51a9de335be4e07
com.github.jsonzou	jmockdata	3.2.0		d1de8e09abec579bf954f325469ca34220667ec4
com.github.jsonzou	jmockdata	4.0.0		c56a4a55dbcdd7abcd29ba78a02e6d05942d3c8c
com.github.jsonzou	jmockdata	4.0.1		f542cb00d9960d1432daf00da1f55990a2ac28f2
com.github.jsonzou	jmockdata	4.1.0		dc56658143e9e78d1f21cfc4cc5c458161269569
com.github.jsonzou	jmockdata	4.1.1		324a646247209a7d9abbb7e403fc1b7b3fbd8087
com.github.jsonzou	jmockdata	4.1.2		823553d620e68632779aa9c1619d984cc60a8364
com.github.jsonzou	jmockdata	4.2.0		59a71a57ce29cf76862cf98546f982e6a09e5994
com.github.jsonzou	jmockdata	4.3.0		191fd859a3dcb05a362158e2c4b60aedba699d62
com.github.kancyframework	springx-boot-utils	0.0.1-RELEASE		df4bf7cd2b4278d8d00806cdaae1058e34cd1296
com.github.kancyframework	springx-boot-utils	0.0.2-RELEASE		978a06097d8251594f54fbfa1aafce58cd4afebc
com.github.kancyframework	springx-boot-utils	0.0.3-RELEASE		2dca741f9b0dbdb4cabdad1db0724058d7941009
com.github.kancyframework	springx-boot-utils	0.0.4-RELEASE		d555f289f5e4a5e9b11be1ce7bd7b6b731a75859
com.github.kancyframework	springx-boot-utils	0.0.5		59c21e8c657738babb8949215a8f53f2a31a7e90
com.github.kancyframework	springx-boot-utils	0.0.6		1bf386cace07620d46ccb47b6959d60a16aad68b
com.github.kancyframework	springx-boot-utils	0.0.7		7836c333b636e2965bde2f44bcfc107777189ea4
com.github.scalaprops	scalaprops-gen_3.0.0-M1	0.8.1		0b88610a07bc3ffdd9021236ddec07ddddcfd7ad
com.github.shyiko.ktlint	ktlint-reporter-json	0.10.0		b87af794b58f16f4a35b39e7b09c15be2c877aa3
com.github.shyiko.ktlint	ktlint-reporter-json	0.10.1		c22c9c74824ba874c9788c5b373a92a77627e703
com.github.shyiko.ktlint	ktlint-reporter-json	0.10.2		6cafa32bc24ca086f5157164c66163b6401ce85d
com.github.shyiko.ktlint	ktlint-reporter-json	0.11.0		909bd407acb5ba8acf2823f5755491533506cf1d
com.github.shyiko.ktlint	ktlint-reporter-json	0.11.1		9ff9755756d8edf560cbbf431190812e86dfd185
com.github.shyiko.ktlint	ktlint-reporter-json	0.12.0		ba254afae9ddb52cf74ad25765499ad38738cab5
com.github.shyiko.ktlint	ktlint-reporter-json	0.12.1		df1ea9755ab4a5a7649a70f5a35175173c5367d5
com.github.shyiko.ktlint	ktlint-reporter-json	0.13.0		854db35052465d75aa5f8f8a2478c0b176533746
com.github.shyiko.ktlint	ktlint-reporter-json	0.14.0		b920d890fc981039b64b6f4b8dc6e934f391aa07
com.github.shyiko.ktlint	ktlint-reporter-json	0.15.0		f326ff207bdd35425aa12d0afae090637adda362
com.github.shyiko.ktlint	ktlint-reporter-json	0.15.1		00e29872ffdddb7cac2859a3d2b4b43a141c8273
com.github.shyiko.ktlint	ktlint-reporter-json	0.16.0		2bbac08d8e1e0ae028a29a2900d592fac428cfc1
com.github.shyiko.ktlint	ktlint-reporter-json	0.16.1		6a1d4fa0bdd607efe28267c820bf368a9fb708fc
com.github.shyiko.ktlint	ktlint-reporter-json	0.17.0		21e336fdbf74f8855fc5ad6e23e61cf7c2015ccd
com.github.shyiko.ktlint	ktlint-reporter-json	0.17.1		cda61165599f3a68b496925c5211da8f4cf49313
com.github.shyiko.ktlint	ktlint-reporter-json	0.18.0		182ce0d8bbe604ea2b9157e1bf08d1d694bf2eea
com.github.shyiko.ktlint	ktlint-reporter-json	0.19.0		45685cd33165a79fd2ddb4e7ebd1372661d65947
com.github.shyiko.ktlint	ktlint-reporter-json	0.20.0		07dcd2a4159c7c9923fe609cf1a093f90384ed90
com.github.shyiko.ktlint	ktlint-reporter-json	0.21.0		7174e868d89cb51a28475a606abcc7666b5d7b34
com.github.shyiko.ktlint	ktlint-reporter-json	0.22.0		1dbbe346f7e60903511bbeecf3c3048db85f2013
com.github.shyiko.ktlint	ktlint-reporter-json	0.23.0		5e6f39750744e7fc346fe2a52a47fda3daff6053
com.github.shyiko.ktlint	ktlint-reporter-json	0.23.1		24763c553da4e4b3594c7fe59a3a70aaf0d9afa6
com.github.shyiko.ktlint	ktlint-reporter-json	0.24.0		255dfd9e72348679bcff7dffb0a5b5f024b60cdc
com.github.shyiko.ktlint	ktlint-reporter-json	0.25.0		ab342b09c281d17a0e02aac81df535636b81f8a7
com.github.shyiko.ktlint	ktlint-reporter-json	0.25.1		03821e2268d336cbc6d4d34459655b131bbf9fca
com.github.shyiko.ktlint	ktlint-reporter-json	0.26.0		c2016ff6210dd859bfad0ea51794ff868bf70612
com.github.shyiko.ktlint	ktlint-reporter-json	0.27.0		c73531b182f281e20be86a6c2e66453a6ccde9b6
com.github.shyiko.ktlint	ktlint-reporter-json	0.28.0		0364f4f4b1b361952ca58de6b3a040c91f796392
com.github.shyiko.ktlint	ktlint-reporter-json	0.29.0		34206ae6254aef44284268c10ec5ae363c7911bb
com.github.shyiko.ktlint	ktlint-reporter-json	0.30.0		b571aba99b16f3d0bc2bed0022892722b1fbf8e1
com.github.shyiko.ktlint	ktlint-reporter-json	0.31.0		393fe05ddc1378dcdf0655a7bca51dcd452fc46e
com.github.shyiko.ktlint	ktlint-reporter-json	0.9.0		61ebcf6a760b2b09ae5756b8667400c17392d5e5
com.github.shyiko.ktlint	ktlint-reporter-json	0.9.1		f2eea90520ecc79b677365432d6925edfa681e95
com.github.shyiko.ktlint	ktlint-reporter-json	0.9.2		0b761892adbd6f6182ec95bd510827489ef01925
com.github.sigalhu	elasticsearch-metrics	0.0.0		7a00214e300c22e78273e13cfaf796cbe71ce9a0
com.github.siroshun09.mccommand	mccommand	2.0.0		N/A
com.github.siroshun09.mccommand	mccommand	2.1.0		N/A
com.github.siroshun09.mccommand	mccommand	2.1.1		N/A
com.github.siroshun09.mccommand	mccommand	2.2.0		N/A
com.github.siroshun09.mccommand	mccommand	2.2.1		N/A
com.github.siroshun09.mccommand	mccommand	2.2.2		N/A
com.github.siroshun09.mccommand	mccommand	2.3.0		N/A
com.github.siroshun09.mccommand	mccommand	3.0.0		N/A
com.google.api.grpc	proto-google-cloud-optimization-v1	0.1.0		ed486902deb5c979b8ede45a4edacd84229f49de
com.google.api.grpc	proto-google-cloud-optimization-v1	0.1.1		285b1d612528dfe4c579f8dcd85ecfa43bdc6bd7
com.google.api.grpc	proto-google-cloud-optimization-v1	0.1.2		6f851d6701aa28ef3eeac53bdb623fa524768176
com.google.api.grpc	proto-google-cloud-optimization-v1	1.0.0		edb77321360aadc2cb4a5157f601823579fd6425
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.0		6639602d4cf46aee3ede221340968c266e49e908
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.1		7dacd09759f7468908994e16674ef06aa7755c96
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.10		2655c39031283a4795d29cca409729272e654127
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.11		ec1fa2754d7b6caef47432f1261aab2bad30c342
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.12		9beb51a5e52956eec3dc668f67de7de8e4c2397d
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.13		dc9ef215dd18cdb589cbf0f3cf14c13277d20dc2
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.14		6a5e1533480ebfd56909ce83b041a6ca01c6482e
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.2		06f93c0460621de0befd0f711d48dd0b0f753431
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.3		8d3135919dd0d6f28c2934f7a10fc33e68c7c142
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.4		8f9bc4d7fa563710eb824ff06f314b025faef2be
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.5		06b6eebd095b1b0554249eaaea667a300eb3bc81
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.6		ab7ea25a3c237f1abffbe15c37eb5062576347a9
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.7		f8d47eb2daa9f65dc0a88b3c0d21802a036bdf18
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.8		50f8e8388f9e7f506694322327f33f6a2c5e93f7
com.google.api.grpc	proto-google-cloud-optimization-v1	1.1.9		6e5ec121747b16d442586bac5546b507a3b683e6
com.google.api.grpc	proto-google-cloud-optimization-v1	1.10.0		a753754b841c549aef7a5ca6abe86d6197016868
com.google.api.grpc	proto-google-cloud-optimization-v1	1.11.0		cbe0da6d80bd3cd689eac427e16c5096dbb14ff8
com.google.api.grpc	proto-google-cloud-optimization-v1	1.12.0		66b8e739e30f2cff16ffc2d65cfe571077bf8729
com.google.api.grpc	proto-google-cloud-optimization-v1	1.13.0		4bd4bf191183a23f1c1739f50a29cd7e5954ea5e
com.google.api.grpc	proto-google-cloud-optimization-v1	1.14.0		5aaa9ae3431c0872178504d36b29db1b76967ffa
com.google.api.grpc	proto-google-cloud-optimization-v1	1.15.0		54f5a1d2978f35cf4d30d6057aa23ac1292172eb
com.google.api.grpc	proto-google-cloud-optimization-v1	1.16.0		18e7fb0cf1c1ca7b707ddd3aed41aae28369ddce
com.google.api.grpc	proto-google-cloud-optimization-v1	1.17.0		9f6b27dd108a0a5e2963869141ff5be9b8c6270d
com.google.api.grpc	proto-google-cloud-optimization-v1	1.18.0		8d596eceb7e776db51aaa24cc34cee6790832c77
com.google.api.grpc	proto-google-cloud-optimization-v1	1.19.0		dec9a028510e4e731de56d30787f0aa7138a8091
com.google.api.grpc	proto-google-cloud-optimization-v1	1.2.0		f0beadb40a466659b435a00e77d417a96ecbaf89
com.google.api.grpc	proto-google-cloud-optimization-v1	1.20.0		c989f6cde786f956e7b234a4d7d124670d2834f0
com.google.api.grpc	proto-google-cloud-optimization-v1	1.21.0		871ee7c294af1e5e849cd98f746eba8c869f47ce
com.google.api.grpc	proto-google-cloud-optimization-v1	1.22.0		9319d042c39e73a2f7e3282f00fe3f818c67553d
com.google.api.grpc	proto-google-cloud-optimization-v1	1.25.0		eaa9d81bbc294d783e20a446ea04314116f8304c
com.google.api.grpc	proto-google-cloud-optimization-v1	1.26.0		5e9b4da67a162c56944d88803ed8ebe34ab965d0
com.google.api.grpc	proto-google-cloud-optimization-v1	1.27.0		f4fcff700cfc7a2252c4ec04a9e23bbec73a615e
com.google.api.grpc	proto-google-cloud-optimization-v1	1.28.0		6276dee4d724490e8568f7670f68c55317930c48
com.google.api.grpc	proto-google-cloud-optimization-v1	1.29.0		dde10d59660122601d7c36d4f7ded21056917bed
com.google.api.grpc	proto-google-cloud-optimization-v1	1.3.0		b24c5d9f242ebb03edac0734aa9d4dfa87f92370
com.google.api.grpc	proto-google-cloud-optimization-v1	1.30.0		0e3fc9c39dc0626e34b04ddc0766e1187302b9a2
com.google.api.grpc	proto-google-cloud-optimization-v1	1.31.0		9c30ee310e6660f002079f30b8474565bdeec92f
com.google.api.grpc	proto-google-cloud-optimization-v1	1.32.0		a629a23e0133683e915d13f8e51bd6aba1383c64
com.google.api.grpc	proto-google-cloud-optimization-v1	1.33.0		7019d492352e1a34c6c3473e09efb551736dad6b
com.google.api.grpc	proto-google-cloud-optimization-v1	1.34.0		ae48a3887dda3a6502e73e9085aa133c5f0da9b5
com.google.api.grpc	proto-google-cloud-optimization-v1	1.35.0		61bd761d625a170f0d0424f174f3e756a7159b5f
com.google.api.grpc	proto-google-cloud-optimization-v1	1.36.0		1f7f250f7a1faebbd2ae817b5910f8b9f0ad4eda
com.google.api.grpc	proto-google-cloud-optimization-v1	1.37.0		69033ae1ecdbfba537565fc736eb8240e137d5f1
com.google.api.grpc	proto-google-cloud-optimization-v1	1.38.0		d9181f4894a9f597faba100341935e36641bcb4b
com.google.api.grpc	proto-google-cloud-optimization-v1	1.39.0		51fc61ce24f12e8295ac917d5214217b0f6087c9
com.google.api.grpc	proto-google-cloud-optimization-v1	1.4.0		ce1b345e43dc3c48a8974a773a72cf0cde27a5f8
com.google.api.grpc	proto-google-cloud-optimization-v1	1.40.0		1509e750719827fff35582ee39a3774d3f991f0d
com.google.api.grpc	proto-google-cloud-optimization-v1	1.41.0		18177ed2d2ec2618f72163f237672d1882643e88
com.google.api.grpc	proto-google-cloud-optimization-v1	1.42.0		ac9dc4619bf0b81f9239cbeb99fb7bb6a7a93b83
com.google.api.grpc	proto-google-cloud-optimization-v1	1.43.0		7d6825d0402c24907ef002ec46dd9082ac3084b0
com.google.api.grpc	proto-google-cloud-optimization-v1	1.44.0		e5e29a2d9cc2aea147bad4ad92eeffe595aae746
com.google.api.grpc	proto-google-cloud-optimization-v1	1.45.0		961317b949fcccee9b0002b8c416d2972e084be1
com.google.api.grpc	proto-google-cloud-optimization-v1	1.46.0		987878ad5ba6a7dd18266ac148b3c9976779c835
com.google.api.grpc	proto-google-cloud-optimization-v1	1.47.0		a84553b7cce5d3503cb796a44cf5c0278ef99eaf
com.google.api.grpc	proto-google-cloud-optimization-v1	1.49.0		0c29812deded16ee38568534aa90f7defe3871fb
com.google.api.grpc	proto-google-cloud-optimization-v1	1.5.0		516a2e6466841574d1654341f2fdc06577849007
com.google.api.grpc	proto-google-cloud-optimization-v1	1.50.0		1c8be8e6c0e00771e5bb662b4f84ed0044ae9918
com.google.api.grpc	proto-google-cloud-optimization-v1	1.51.0		26ee4758d2853bea0a163a66f9e6b483f6b37a35
com.google.api.grpc	proto-google-cloud-optimization-v1	1.52.0		b5dc67a21f9d8a3df5f6beb68b4a3dd30f752ee8
com.google.api.grpc	proto-google-cloud-optimization-v1	1.53.0		5303e022a7fba54afc2de9800ad5c3027e250935
com.google.api.grpc	proto-google-cloud-optimization-v1	1.54.0		24c62b8a5e6eb18b214af57d9ba2fed242f24bf1
com.google.api.grpc	proto-google-cloud-optimization-v1	1.55.0		deabb019dd02604c49abb07b7785f78a451dd4c2
com.google.api.grpc	proto-google-cloud-optimization-v1	1.56.0		c7f5e0fe937c8442e261457a40d789d770dcaf09
com.google.api.grpc	proto-google-cloud-optimization-v1	1.57.0		a9ebc75506cc2933a65237c1cd04baa0ac0e4924
com.google.api.grpc	proto-google-cloud-optimization-v1	1.58.0		29b357f96932179e463cd74b4f300d1295cff9cd
com.google.api.grpc	proto-google-cloud-optimization-v1	1.59.0		b403ac79e29ff34c2e4892f4a74a7ed3cc526dfb
