ai.suppa	suppa-android	0.0.1		N/A
com.amazonaws	aws-android-sdk-ses	2.1.8		6c1fa4ea1a8d1cd1e450f9f32b7bb771b17dcd3a
com.amazonaws	aws-android-sdk-ses	2.1.9		5c89ff11f5ec3c0a64802432023f34ff19039505
com.amazonaws	aws-android-sdk-ses	2.10.0		61454dd1e0ffd902f92adbc254af588ca4978066
com.amazonaws	aws-android-sdk-ses	2.10.1		b926484e1193cf1937b35f8f74bef6df16e3bfda
com.amazonaws	aws-android-sdk-ses	2.11.0		10de1b00b421e025d457a2ccc0ba424d115f7c9b
com.amazonaws	aws-android-sdk-ses	2.11.1		6a15bf3e5209083e981048848b94a1c2754794af
com.amazonaws	aws-android-sdk-ses	2.12.0		71fa8e865cab8dcc7c65cba01e8fe53402290f94
com.amazonaws	aws-android-sdk-ses	2.12.1		bd053b12301c9522a14d85bcd312457c631a00f9
com.amazonaws	aws-android-sdk-ses	2.12.2		aa9b94bae8a97d5c1238ee4a5399a326dcb5fe06
com.amazonaws	aws-android-sdk-ses	2.12.3		88a1012fa9558d5f132839b9780b6ad3d656b888
com.amazonaws	aws-android-sdk-ses	2.12.4		b019c40cb7e86ee099f0b69c97a65710fe778217
com.amazonaws	aws-android-sdk-ses	2.12.5		7b501dfc0ea250439263ded0d20373d7b9c7c013
com.amazonaws	aws-android-sdk-ses	2.12.6		2fbdf79c1bed43a708101f82fff117f1c27b35fa
com.amazonaws	aws-android-sdk-ses	2.12.7		247c61402b1de403d61ed523fab76e794664d24c
com.amazonaws	aws-android-sdk-ses	2.13.0		23c784e99c9d6309d60a5106666edaffe53c94f7
com.amazonaws	aws-android-sdk-ses	2.13.1		7a76a0db7720f54655655d6423262e1d19d1d39c
com.amazonaws	aws-android-sdk-ses	2.13.2		3505bd1924e0706bbaee4594e07288f53bdde358
com.amazonaws	aws-android-sdk-ses	2.13.3		e8f53228ea1f533069505b4255e9916baa6d8032
com.amazonaws	aws-android-sdk-ses	2.13.4		6770875d202b7da89402b89b6e19220575e62ba0
com.amazonaws	aws-android-sdk-ses	2.13.5		4e97fa78ba0c119665d24e077585a210434b4ad0
com.amazonaws	aws-android-sdk-ses	2.13.6		0f4239185ac946c64e7f6b6678a6adcbdd3d0ed5
com.amazonaws	aws-android-sdk-ses	2.13.7		106d09ca4893a27a5f86a16d7d900edba84faec1
com.amazonaws	aws-android-sdk-ses	2.14.0		0b305923f480c12feec8732e19eeb6dc29561a87
com.amazonaws	aws-android-sdk-ses	2.14.1		a39e2581b5aaf0b00ed6b52aa33817909c750f22
com.amazonaws	aws-android-sdk-ses	2.14.2		23e0b4467a28e1b08c7c850a976a2de0ea88f708
com.amazonaws	aws-android-sdk-ses	2.15.0		e1e0feb1cacde766f114be413542291945e547ad
com.amazonaws	aws-android-sdk-ses	2.15.1		30753f7e6dacdac31a7481f414f32171fcc21fae
com.amazonaws	aws-android-sdk-ses	2.15.2		e2e4c7eeefb98f3a4ce0662e35738f819f01bdd2
com.amazonaws	aws-android-sdk-ses	2.16.0		85ce0d13ff1e34cb90125dfb8da43c13bb64d2f4
com.amazonaws	aws-android-sdk-ses	2.16.1		adf3fa38f2999a2688933fc57fd4c387dc77bdf9
com.amazonaws	aws-android-sdk-ses	2.16.10		a67764614b13c344de51e699e24778968f48eb1b
com.amazonaws	aws-android-sdk-ses	2.16.11		412643b2fa0a71e79e62094a225d8d7f2cf99533
com.amazonaws	aws-android-sdk-ses	2.16.12		605a3a883dcd7a6015807ed6ffb4406954c3d5d8
com.amazonaws	aws-android-sdk-ses	2.16.13		b7c5901512f8fa322bf4ee3b3bd0b3df63637676
com.amazonaws	aws-android-sdk-ses	2.16.2		cffde23a49c32bdbd5a19362320fad02399385aa
com.amazonaws	aws-android-sdk-ses	2.16.3		0825140724807cf0420fa666e3abc54f139822ad
com.amazonaws	aws-android-sdk-ses	2.16.4		078b717c4f77630acd6d2723e8c2ab9928128ecf
com.amazonaws	aws-android-sdk-ses	2.16.5		608f07f07bdb9c0250f4f44ef1ba51f92b3de8b5
com.amazonaws	aws-android-sdk-ses	2.16.6		5ed0400e9ed88c8137b855499fcde2936f9354c0
com.amazonaws	aws-android-sdk-ses	2.16.7		3b58b6b558a33e54a2a5bfbaf75abbb64188d1e2
com.amazonaws	aws-android-sdk-ses	2.16.8		7c65734a37b5bd89bca819cbf9b4c3824df8db37
com.amazonaws	aws-android-sdk-ses	2.16.9		f7a88ae33573d01f486581b949fea8d6f4c25355
com.amazonaws	aws-android-sdk-ses	2.17.0		N/A
com.amazonaws	aws-android-sdk-ses	2.17.1		N/A
com.amazonaws	aws-android-sdk-ses	2.18.0		N/A
com.amazonaws	aws-android-sdk-ses	2.19.0		N/A
com.amazonaws	aws-android-sdk-ses	2.19.1		N/A
com.amazonaws	aws-android-sdk-ses	2.19.2		N/A
com.amazonaws	aws-android-sdk-ses	2.19.3		N/A
com.amazonaws	aws-android-sdk-ses	2.19.4		N/A
com.amazonaws	aws-android-sdk-ses	2.2.0		87c0e526f16aed1e4fe9b0697ecef4bca2a069f0
com.amazonaws	aws-android-sdk-ses	2.2.1		5bfb0d00c15fa87b2a078dd6c512879f16de13e4
com.amazonaws	aws-android-sdk-ses	2.2.10		ab62c7472ac8c9c3a59968e3222162360af17e0b
com.amazonaws	aws-android-sdk-ses	2.2.11		bf568bc283269e88bfd7d5e2e4aa6d39db68e1b0
com.amazonaws	aws-android-sdk-ses	2.2.12		09a2e9d9046fa3e70058a245c34a9cb79711147b
com.amazonaws	aws-android-sdk-ses	2.2.13		aa4c55db51a0548cbad96885d886482955ffd14c
com.amazonaws	aws-android-sdk-ses	2.2.14		2fbb8a7eb789242cd2e7abc6f5d58e8bd16aba5c
com.amazonaws	aws-android-sdk-ses	2.2.15		dbe81ebd1c9d28ef79885b1bbef496870a825732
com.amazonaws	aws-android-sdk-ses	2.2.16		6026214afbf1e7e54a65965b7b1e9a9c3f0dcb71
com.amazonaws	aws-android-sdk-ses	2.2.17		497956337cac0b4a1b5f0bedec4697c4f1bec7c1
com.amazonaws	aws-android-sdk-ses	2.2.18		c6fb10f5861ce5c2cc1852802f9e960842e48976
com.amazonaws	aws-android-sdk-ses	2.2.19		e95520665a812a353c6cfa57f1e0cf6677f4aa24
com.amazonaws	aws-android-sdk-ses	2.2.2		fb223e591e12adfd1b2a2d2cdf02857faafba3f8
com.amazonaws	aws-android-sdk-ses	2.2.20		d86ead29a9182ec78e3d4c687c00b07dd230e27d
com.amazonaws	aws-android-sdk-ses	2.2.21		c13dd8f633face7e55dcbd842aa6af15c3787c71
com.amazonaws	aws-android-sdk-ses	2.2.22		50853bb98ae3cda4a5abac1ebf61b657b1317f7c
com.amazonaws	aws-android-sdk-ses	2.2.3		be6dba84006f8e982396297d51c14c93c205bbe5
com.amazonaws	aws-android-sdk-ses	2.2.4		281203cea942ab1c31c46e1debfbf5a95f6805d4
com.amazonaws	aws-android-sdk-ses	2.2.5		588546be1c423592e9bfbba6e25f7aeb0e963944
com.amazonaws	aws-android-sdk-ses	2.2.6		c2a2b19b6fdbe7fbd5a85816215f1621899ffa54
com.amazonaws	aws-android-sdk-ses	2.2.7		5a5cf369302ea19ea9d8c17470c9fd9ccecad06a
com.amazonaws	aws-android-sdk-ses	2.2.8		b4ce760f69250399b20d40c60fb8f16fdb88f049
com.amazonaws	aws-android-sdk-ses	2.2.9		92f5d5ae402303ff8806d7b2f99c50ae68933898
com.amazonaws	aws-android-sdk-ses	2.20.0		N/A
com.amazonaws	aws-android-sdk-ses	2.20.1		N/A
com.amazonaws	aws-android-sdk-ses	2.21.0		N/A
com.amazonaws	aws-android-sdk-ses	2.22.0		N/A
com.amazonaws	aws-android-sdk-ses	2.22.1		N/A
com.amazonaws	aws-android-sdk-ses	2.22.2		N/A
com.amazonaws	aws-android-sdk-ses	2.22.3		N/A
com.amazonaws	aws-android-sdk-ses	2.22.4		N/A
com.amazonaws	aws-android-sdk-ses	2.22.5		N/A
com.amazonaws	aws-android-sdk-ses	2.22.6		N/A
com.amazonaws	aws-android-sdk-ses	2.22.7		N/A
com.amazonaws	aws-android-sdk-ses	2.23.0		N/A
com.amazonaws	aws-android-sdk-ses	2.24.0		N/A
com.amazonaws	aws-android-sdk-ses	2.25.0		N/A
com.amazonaws	aws-android-sdk-ses	2.26.0		N/A
com.amazonaws	aws-android-sdk-ses	2.27.0		N/A
com.amazonaws	aws-android-sdk-ses	2.28.0		N/A
com.amazonaws	aws-android-sdk-ses	2.29.0		N/A
com.amazonaws	aws-android-sdk-ses	2.3.0		ee995ccd1df35a363a5e4d46ddb47b78d5af0d80
com.amazonaws	aws-android-sdk-ses	2.3.1		7856da41c097e930907b366a79950a673a059f3b
com.amazonaws	aws-android-sdk-ses	2.3.2		964866e5f84d0a0a3bdaf3b7ef14c5f6158d5e81
com.amazonaws	aws-android-sdk-ses	2.3.3		5395b6e68282595f61e790cc8ac20fb533cb53eb
com.amazonaws	aws-android-sdk-ses	2.3.4		ed2589fd1718b7a478e0e3d560c90916d5e25a64
com.amazonaws	aws-android-sdk-ses	2.3.5		36abe25d8d4214eb8d74dc908dddda72bfaf9601
com.amazonaws	aws-android-sdk-ses	2.3.6		56243a462f22f14fd3ef359588d1592234fe3ecc
com.amazonaws	aws-android-sdk-ses	2.3.7		6e0d62bef1b267773a2f370f9542a25fda4b7628
com.amazonaws	aws-android-sdk-ses	2.3.8		0ad128b50fbe6349db1fd6b80a6a5f286394b401
com.amazonaws	aws-android-sdk-ses	2.3.9		c4f80ebd2beea56ed1347334b241a919211e13f5
com.amazonaws	aws-android-sdk-ses	2.30.0		N/A
com.amazonaws	aws-android-sdk-ses	2.31.0		N/A
com.amazonaws	aws-android-sdk-ses	2.32.0		N/A
com.amazonaws	aws-android-sdk-ses	2.33.0		N/A
com.amazonaws	aws-android-sdk-ses	2.34.0		N/A
com.amazonaws	aws-android-sdk-ses	2.35.0		N/A
com.amazonaws	aws-android-sdk-ses	2.36.0		N/A
com.amazonaws	aws-android-sdk-ses	2.37.0		N/A
com.amazonaws	aws-android-sdk-ses	2.37.1		N/A
com.amazonaws	aws-android-sdk-ses	2.38.0		N/A
com.amazonaws	aws-android-sdk-ses	2.39.0		N/A
com.amazonaws	aws-android-sdk-ses	2.4.0		c75ea21a34370df525225a44cf34f1810600e3eb
com.amazonaws	aws-android-sdk-ses	2.4.1		263d611e8ce164bffe6f89323820e0583a13b834
com.amazonaws	aws-android-sdk-ses	2.4.2		e307ba3e342f42f8480cf3058d1901263d041ae3
com.amazonaws	aws-android-sdk-ses	2.4.3		33df88e188161b584aab88230201cb9cc2c9f199
com.amazonaws	aws-android-sdk-ses	2.4.4		c9aaf7461186086da3060942f9407815b89515c1
com.amazonaws	aws-android-sdk-ses	2.4.5		75dd2881df4b9d6781f663994aacf863a47b9236
com.amazonaws	aws-android-sdk-ses	2.4.6		fbf52296f038d4ac44fd069faf2c8b8e6603f6e5
com.amazonaws	aws-android-sdk-ses	2.4.7		e907b9a74b6ba6d55a157cf626e3293865e7f793
com.amazonaws	aws-android-sdk-ses	2.40.0		N/A
com.amazonaws	aws-android-sdk-ses	2.41.0		N/A
com.amazonaws	aws-android-sdk-ses	2.41.1		N/A
com.amazonaws	aws-android-sdk-ses	2.42.0		N/A
com.amazonaws	aws-android-sdk-ses	2.43.0		N/A
com.amazonaws	aws-android-sdk-ses	2.44.0		N/A
com.amazonaws	aws-android-sdk-ses	2.45.0		N/A
com.amazonaws	aws-android-sdk-ses	2.46.0		N/A
com.amazonaws	aws-android-sdk-ses	2.47.0		N/A
com.amazonaws	aws-android-sdk-ses	2.48.0		N/A
com.amazonaws	aws-android-sdk-ses	2.48.1		N/A
com.amazonaws	aws-android-sdk-ses	2.49.0		N/A
com.amazonaws	aws-android-sdk-ses	2.50.0		N/A
com.amazonaws	aws-android-sdk-ses	2.50.1		N/A
com.amazonaws	aws-android-sdk-ses	2.51.0		N/A
com.amazonaws	aws-android-sdk-ses	2.52.0		N/A
com.amazonaws	aws-android-sdk-ses	2.52.1		N/A
com.amazonaws	aws-android-sdk-ses	2.53.0		N/A
com.amazonaws	aws-android-sdk-ses	2.54.0		N/A
com.amazonaws	aws-android-sdk-ses	2.55.0		N/A
com.amazonaws	aws-android-sdk-ses	2.56.0		N/A
com.amazonaws	aws-android-sdk-ses	2.57.0		N/A
com.amazonaws	aws-android-sdk-ses	2.58.0		N/A
com.amazonaws	aws-android-sdk-ses	2.59.0		N/A
com.amazonaws	aws-android-sdk-ses	2.59.1		N/A
com.amazonaws	aws-android-sdk-ses	2.6.0		c10e956ebb78646d8b803083a41cb8700e70876c
com.amazonaws	aws-android-sdk-ses	2.6.1		500920ad842b1da5737c9097f1535aa463469873
com.amazonaws	aws-android-sdk-ses	2.6.10		75607ede281a5279081848245980a524b60f0b37
com.amazonaws	aws-android-sdk-ses	2.6.11		d92aaaf4c2959edf2df538d31739853880f40092
com.amazonaws	aws-android-sdk-ses	2.6.12		0edc4ddf5c6e9c948d20dbbbf5ebff2ec680c2ab
com.amazonaws	aws-android-sdk-ses	2.6.13		f4bdbecd80d2c561dffaff23e29562b08bb7834e
com.amazonaws	aws-android-sdk-ses	2.6.14		f5e3b326fcfcb1adb220747bda00bf7f7f915257
com.amazonaws	aws-android-sdk-ses	2.6.15		03cf612d34636ced1631fd24a3e625c2441c3eb7
com.amazonaws	aws-android-sdk-ses	2.6.16		38d8a9f4380e4305fb78079680bf4094e8b14632
com.amazonaws	aws-android-sdk-ses	2.6.17		f5296267da453d1bec406ad7365deadce8eb3dd1
com.amazonaws	aws-android-sdk-ses	2.6.18		62280f0d6b2c33404fce0a83cab84d5470f73556
com.amazonaws	aws-android-sdk-ses	2.6.19		0f9895e34e46c002edfb4e0374d5ff613145b25f
com.amazonaws	aws-android-sdk-ses	2.6.2		c19fee411cb4771b0cf8bd0e683ae295901c27a7
com.amazonaws	aws-android-sdk-ses	2.6.20		9767ef83974ad425add684c939c46c9b2346b603
com.amazonaws	aws-android-sdk-ses	2.6.21		d746f3a1730b1d1dcf87af2d7f699dc4c1b9c566
com.amazonaws	aws-android-sdk-ses	2.6.22		ac5e1203427833f6f983f087c8351bb4e3a274e9
com.amazonaws	aws-android-sdk-ses	2.6.23		1f4df3cc0cacc0904281ce3c1c76be18e6b99115
com.amazonaws	aws-android-sdk-ses	2.6.24		fda36ed86a5469025a0e4262ef0681575fb5f5ef
com.amazonaws	aws-android-sdk-ses	2.6.25		1a912853a8ca33cc1be1ce935e8f9a7494cf25fa
com.amazonaws	aws-android-sdk-ses	2.6.26		f0033029db88d83147dc996d4862622ed064100e
com.amazonaws	aws-android-sdk-ses	2.6.27		3cd053ac0220defa21c553272af1841a6b3b0a51
com.amazonaws	aws-android-sdk-ses	2.6.28		7b3715ffcedcdf6bcdfe249c75e752a7fe5c0e11
com.amazonaws	aws-android-sdk-ses	2.6.29		411e14c2a959929aa2da7b34c2ebb8b45fd181d4
com.amazonaws	aws-android-sdk-ses	2.6.3		dc2aee06f6058d3629a85eaaed997e5f18a6b646
com.amazonaws	aws-android-sdk-ses	2.6.30		9bf0402684b51b61d9324a639078788a826a1c1b
com.amazonaws	aws-android-sdk-ses	2.6.31		d55cc923222d8b39d6629ad21408e5c0e50c1f87
com.amazonaws	aws-android-sdk-ses	2.6.4		a40ba73a0b790e37909fc8c8dfc095930bd18a7a
com.amazonaws	aws-android-sdk-ses	2.6.5		52666ac4180bc8488c88cd5ece638853a740139f
com.amazonaws	aws-android-sdk-ses	2.6.6		beb59a9c8d569642c12234e66d7749c56a76ae98
com.amazonaws	aws-android-sdk-ses	2.6.7		4302f83017324a32796a3a9f92ebb08ac3bbbbe0
com.amazonaws	aws-android-sdk-ses	2.6.8		a96a18ebcd5d911ad0b3a6ccea0881f289eace1d
com.amazonaws	aws-android-sdk-ses	2.6.9		c1abe95855189b4e16d02e40c20342829baca487
com.amazonaws	aws-android-sdk-ses	2.60.0		N/A
com.amazonaws	aws-android-sdk-ses	2.61.0		N/A
com.amazonaws	aws-android-sdk-ses	2.62.0		N/A
com.amazonaws	aws-android-sdk-ses	2.62.1		N/A
com.amazonaws	aws-android-sdk-ses	2.62.2		N/A
com.amazonaws	aws-android-sdk-ses	2.63.0		N/A
com.amazonaws	aws-android-sdk-ses	2.64.0		N/A
com.amazonaws	aws-android-sdk-ses	2.65.0		N/A
com.amazonaws	aws-android-sdk-ses	2.66.0		N/A
com.amazonaws	aws-android-sdk-ses	2.67.0		N/A
com.amazonaws	aws-android-sdk-ses	2.68.0		N/A
com.amazonaws	aws-android-sdk-ses	2.69.0		N/A
com.amazonaws	aws-android-sdk-ses	2.7.0		e9dc2274bd11fb4a438bd3434b975772c4549f21
com.amazonaws	aws-android-sdk-ses	2.7.1		a249699176b65da485ad0083de09c175eeec598d
com.amazonaws	aws-android-sdk-ses	2.7.2		ce4083029b9d053cbc194d8054df0c6b3c0ed1cc
com.amazonaws	aws-android-sdk-ses	2.7.3		c45420a2808e7fbb5057f6768a3059d690e091d4
com.amazonaws	aws-android-sdk-ses	2.7.4		e4755e54bb6ce32734f4c791b345510f7058601b
com.amazonaws	aws-android-sdk-ses	2.7.5		882f6582513de8ba989fd30c5fb71a8cd694ab68
com.amazonaws	aws-android-sdk-ses	2.7.6		86e93917166387f7ec702807621345b641e31e38
com.amazonaws	aws-android-sdk-ses	2.7.7		9f9cf5b350bca79ce3a67740ca81dbe6c0e141af
com.amazonaws	aws-android-sdk-ses	2.70.0		N/A
com.amazonaws	aws-android-sdk-ses	2.71.0		N/A
com.amazonaws	aws-android-sdk-ses	2.72.0		N/A
com.amazonaws	aws-android-sdk-ses	2.73.0		N/A
com.amazonaws	aws-android-sdk-ses	2.74.0		N/A
com.amazonaws	aws-android-sdk-ses	2.75.0		N/A
com.amazonaws	aws-android-sdk-ses	2.75.1		N/A
com.amazonaws	aws-android-sdk-ses	2.75.2		N/A
com.amazonaws	aws-android-sdk-ses	2.76.0		N/A
com.amazonaws	aws-android-sdk-ses	2.76.1		N/A
com.amazonaws	aws-android-sdk-ses	2.77.0		N/A
com.amazonaws	aws-android-sdk-ses	2.77.1		N/A
com.amazonaws	aws-android-sdk-ses	2.78.0		N/A
com.amazonaws	aws-android-sdk-ses	2.79.0		N/A
com.amazonaws	aws-android-sdk-ses	2.8.0		e457c8e7d330659d918151b339c6c1de62d0c1c9
com.amazonaws	aws-android-sdk-ses	2.8.1		edf92522e9f219be6bf89fa04dcede6b057307e7
com.amazonaws	aws-android-sdk-ses	2.8.2		fb4a6e38a3e91424b6dbafd05def100a9f4f40e6
com.amazonaws	aws-android-sdk-ses	2.8.3		edd56d63e582b3d2b69f4ab3062c0813e232769f
com.amazonaws	aws-android-sdk-ses	2.8.4		1b905ac8895a3e202ef8c92a66583eb024fc5978
com.amazonaws	aws-android-sdk-ses	2.8.5		f6fb362e5ddc1bdacedd47a167b8d8fa7e55ee2e
com.amazonaws	aws-android-sdk-ses	2.9.0		2426712f8dba593007f787f35c4ae68ae969f5f6
com.amazonaws	aws-android-sdk-ses	2.9.1		0b9d2937672eaf310ab2a214d39fe6647b49ed26
com.amazonaws	aws-android-sdk-ses	2.9.2		bce1d796cd647fe851445702cdaf079293837f01
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.10.0		743f98859020713ae14b5d5814568cda98ac8571
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.11.0		e9caef978f5c06dd6a42b31231a071b4ccb98e3f
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.6.0		8661457ce4619e003daad0089e545c1e228b7c8a
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.6.1		85bcbe21d3265614fe90486b94294267ca956ce9
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.6.1-RC02		c9a3749596ca0151616a8dcef5562a61669787f7
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.6.2		2e7dd55016e0f9d1e4f55aa196cbf5701d2dddae
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.6.3		7c323499e2422a06f1f579fc3a46b5a758f54f26
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.6.4		971461c9d16de8101bd1ca56c8ee162e613823fd
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.6.5		6f9abb140b2fd9b9a2cef7f7e5dd2a5330873a44
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.6.6		57faec15576715e018d9de06fc144e1e51fce975
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.8.0		1d76ebac32ccb88894ba93f1d46612073dfc498f
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.9.0		ba639ab69f7a41c9fee4a5409f117dae4f432d16
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	1.9.1		3a2e6980c5d7d9ca3fcaa153b63542ac18557c94
com.anaptecs.jeaf.rest	jeaf-rest-request-executor-api	2.0.0-RC1		a7fadcc15b8f1ff1e26f80c671a9b7f99975fffb
com.covisint.core.support.hibernate	hibernate-support	1.0.0.RELEASE		10700a25609eb7d5ff2a5da631f20fa013d7aee1
com.dubsmash.volley	library	1.0.20		6e3382f8cd118a374c93786df6f442910b4b5537
com.dubsmash.volley	library	2.0.0		6eca2a40ee3a17ebce843bc73131341a5234a0a7
com.dubsmash.volley	library	2.0.1		8b2572dd32db404209ac150a0a0ef38bc45316cc
com.github.kolema-tech	sigma-pay	1.0.8		N/A
com.github.ptgoetz	storm-signals	0.1.0		eb1de9b5f6795cdadff3fc44e14efbb2ae15de36
com.github.ptgoetz	storm-signals	0.1.1		09b899266e6072660d90ed9ba9cf84052d28efbb
com.github.ptgoetz	storm-signals	0.1.2		9bacc80f1f4eaa10b6c2ce2d0e07f896f5942132
com.github.ptgoetz	storm-signals	0.2.0		c2465aaed185e41a3979b7c8e6fed5978856ed1a
com.github.ptgoetz	storm-signals	1.0.3		604ea1b195f20b3f4d37a6074c66c96109160250
