app.softwork	icons	0.1.0		N/A
com.1gravity	bloc-core-iossimulatorarm64	0.8.1	metadata	4ce078c4bf2d98bc825ccc2b5e10bb540b2fa100
com.1gravity	bloc-core-iossimulatorarm64	0.9.0		N/A
com.1gravity	bloc-core-iossimulatorarm64	0.9.0	metadata	5c1405c4678a4d6900c03bd6909a11e80d4939c6
com.1gravity	bloc-core-iossimulatorarm64	0.9.1		N/A
com.1gravity	bloc-core-iossimulatorarm64	0.9.1	metadata	b86a6ab158161897cd3c279acc2eb83c889ee6c2
com.1gravity	bloc-core-iossimulatorarm64	0.9.2		N/A
com.1gravity	bloc-core-iossimulatorarm64	0.9.2	metadata	00f92739e1adcc5af1b672db4a9a763ec96b28ef
com.1gravity	bloc-core-iossimulatorarm64	0.9.3		N/A
com.1gravity	bloc-core-iossimulatorarm64	0.9.3	metadata	85e607076bfb6cf08d08cb48c8a01020927b7c0e
com.adobe.marketing.mobile	campaignclassic	1.0.0		N/A
com.adobe.marketing.mobile	campaignclassic	1.0.1		N/A
com.adobe.marketing.mobile	campaignclassic	1.0.2		N/A
com.adobe.marketing.mobile	campaignclassic	2.0.0		N/A
com.adobe.marketing.mobile	campaignclassic	2.0.1		N/A
com.adobe.marketing.mobile	campaignclassic	2.1.0		N/A
com.adobe.marketing.mobile	campaignclassic	2.1.1		N/A
com.adobe.marketing.mobile	campaignclassic	2.1.2		N/A
com.adobe.marketing.mobile	campaignclassic	2.1.3		N/A
com.adobe.marketing.mobile	campaignclassic	2.1.4		N/A
com.adobe.marketing.mobile	campaignclassic	2.1.5		N/A
com.adobe.marketing.mobile	campaignclassic	2.1.6		N/A
com.adobe.marketing.mobile	campaignclassic	2.1.7		N/A
com.adobe.marketing.mobile	campaignclassic	2.1.8		N/A
com.adobe.marketing.mobile	campaignclassic	3.0.0		N/A
com.adobe.marketing.mobile	campaignclassic	3.1.0		N/A
com.adobe.marketing.mobile	campaignclassic	3.1.1		N/A
com.adobe.marketing.mobile	campaignclassic	3.1.2		N/A
com.adobe.marketing.mobile	campaignclassic	3.1.3		N/A
com.backbase.oss	blade-common	4.20.0		f49be83fce700fce9cc522bcb43a61482c63aebf
com.backbase.oss	blade-common	4.21.0		5e8d0b29b7f19625b2be5e6f8803926ed4c52d59
com.developcollect	dc-infra	1.0.1		b4fb982248a9a2e5680d96fceec10e28158a1251
com.developcollect	dc-infra	1.0.2		235136416c8239568b9ca186982133f3d6016398
com.developcollect	dc-infra	1.0.3		c5060718985fb278739e09556fa66eb22eed8c91
com.developcollect	dc-infra	1.0.5		be66a1b2ef876de217a94f2f5c0ce4265d3b5673
com.developcollect	dc-infra	1.0.6		54e1e77c493c7351ce3001631f2a7e30541aa6e6
com.developcollect	dc-infra	1.0.7		6551cb0e4b5e995814a0deb874d761d559827bff
com.faasadmin	faas-sms	1.0.2		59c3a1872edfb6af75765b83b3298df095bc0294
com.faasadmin	faas-sms	1.0.3		8acf3ad9577aa6f68bc301d30671a61ae1699a54
com.faasadmin	faas-sms	1.0.4		449f4f61f578e095ee30131b1759711f46849e56
com.faasadmin	faas-sms	1.0.5		567b94ebbf2752bbd517bc519854f60400203772
com.faasadmin	faas-sms	1.0.6		8832409c0cb388ce6f7dafc5ed03a4781f1dca81
com.faasadmin	faas-sms	1.0.7		5f9b6f15d76052a106632443ae6ea44cef60dd55
com.faasadmin	faas-sms	1.0.8		fe1ed307c63cb689c39a154940f60357add2467f
com.faasadmin	faas-sms	1.0.9		dec14de523aa962aca3ea4ff388b93607a593e30
com.faasadmin	faas-sms	1.1.0		c3ae9e217ca0435360407b838e243b0064bf3e11
com.github.aarsy.googlemapsanimations	googlemapsanimations	1.0.3		N/A
com.github.moaxcp.x11.x11-protocol	x11-protocol-xevie	0.16.0		86ded9c4c207711f8d847a35c2bee696039d85bc
com.github.moaxcp.x11.x11-protocol	x11-protocol-xevie	0.17.0		92722e3a80339c6096f998dffe64588f5fc38ac0
com.github.moaxcp.x11.x11-protocol	x11-protocol-xevie	0.18.1		79db4c0f19962007c4d84741038e4f1badff118b
com.github.moaxcp.x11.x11-protocol	x11-protocol-xevie	0.18.2		4c41e7c108f749d5a38f7e527f80b507c2b218b0
com.github.moaxcp.x11.x11-protocol	x11-protocol-xevie	0.19.0		c5243ff9f6112668c9fd1b75e0fac012d5304134
com.github.moaxcp.x11.x11-protocol	x11-protocol-xevie	0.20.0		826f14cada59873c17f0bbe3ad5dd90d60077652
com.github.moaxcp.x11.x11-protocol	x11-protocol-xevie	0.21.0		50d0dfc053f82995881bc86c778d07b1a7787810
com.github.moaxcp.x11.x11-protocol	x11-protocol-xevie	0.22.0		1dd6f0577a51e6076695e89eb59c9f20bc3b69c8
com.github.ojaynico	ojaynico-kotlin-react-native	1.0.8		30c3d535c7add83a78755449a38014c55c35c250
com.github.ojaynico	ojaynico-kotlin-react-native	1.0.9		d95b35a19a9f3165ebfab2447640c89ff9054c77
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.0		8f9bcab4d6bc7ef6bb804c357a97c987921b78e0
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.1		bc3613246c5138f42517c6ba08b12f31fe370ca5
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.2		0b2c40f28f218423792db1f29ab2e02856398bbb
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.3		966ca9b6c08ec78dcb84b5bb50b35316b31da1cb
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.4		417b1e904b8a3541ea934766948b9f32f932944d
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.5		1cd987e4d83dd718f55de80f5a530f1a8520de0f
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.6		f816602c72f7a7d1f64e0d6e0888271f9fc94e54
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.7		9a9c15ea09ed1181ad0310fd08a14331a02d27d0
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.8		6852066b6cf59681cb3d7bf5663e6d9e887e7a3a
com.github.ojaynico	ojaynico-kotlin-react-native	1.1.9		93fecfad89c34a08d155b0c934e2458097c50b4a
com.github.ojaynico	ojaynico-kotlin-react-native	1.2.0		c191f245520f900631e3aab3e8784b5bb62801a1
com.github.ojaynico	ojaynico-kotlin-react-native	1.2.1		33b15b99f2fc93a3d60e54c7c9a6691711b7ef00
com.hazelcast	hazelcast-3-connector-root	5.0		N/A
com.hazelcast	hazelcast-3-connector-root	5.0-BETA-1		N/A
com.hazelcast	hazelcast-3-connector-root	5.0-BETA-2		N/A
com.hazelcast	hazelcast-3-connector-root	5.0.1		N/A
com.hazelcast	hazelcast-3-connector-root	5.0.2		N/A
com.hazelcast	hazelcast-3-connector-root	5.0.3		N/A
com.hazelcast	hazelcast-3-connector-root	5.0.4		N/A
com.hazelcast	hazelcast-3-connector-root	5.0.5		N/A
com.hazelcast	hazelcast-3-connector-root	5.1		N/A
com.hazelcast	hazelcast-3-connector-root	5.1-BETA-1		N/A
com.hazelcast	hazelcast-3-connector-root	5.1.1		N/A
com.hazelcast	hazelcast-3-connector-root	5.1.2		N/A
com.hazelcast	hazelcast-3-connector-root	5.1.3		N/A
com.hazelcast	hazelcast-3-connector-root	5.1.4		N/A
com.hazelcast	hazelcast-3-connector-root	5.1.5		N/A
com.hazelcast	hazelcast-3-connector-root	5.1.6		N/A
com.hazelcast	hazelcast-3-connector-root	5.1.7		N/A
com.hazelcast	hazelcast-3-connector-root	5.2-BETA-1		N/A
com.hazelcast	hazelcast-3-connector-root	5.2.0		N/A
com.hazelcast	hazelcast-3-connector-root	5.2.1		N/A
com.hazelcast	hazelcast-3-connector-root	5.2.2		N/A
com.hazelcast	hazelcast-3-connector-root	5.2.3		N/A
com.hazelcast	hazelcast-3-connector-root	5.2.4		N/A
com.hazelcast	hazelcast-3-connector-root	5.2.5		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.0		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.0-BETA-1		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.0-BETA-2		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.1		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.2		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.4		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.5		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.6		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.7		N/A
com.hazelcast	hazelcast-3-connector-root	5.3.8		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.2.4		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.2.5		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.3.3		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.3.4		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.3.5		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.3.6		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.3.7		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.3.8		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.4.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.5.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.5.1		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.5.2		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.6.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.6.1		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.6.2		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.6.3		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.7.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.8.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	0.9.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.0.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.0.1		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.0.2		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.0.3		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.0.4		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.0.5		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.0.6		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.0.7		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.1.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.2.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.2.1		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.3.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.3.1		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.4.0		N/A
com.huaweicloud.sermant	sermant-dynamic-config	1.4.1		N/A
com.jameswald.skinnylatte	common	1.1-r2		N/A
com.linkedin.gobblin	gobblin-api	0.0.0.mavenTest1		c82944ccec43a9665144450a071557d4b4ff8a63
com.linkedin.gobblin	gobblin-api	0.0.0.mavenTest1-hadoop1		b1f46994c82f7b4a925a9b23246671928640b72c
com.linkedin.gobblin	gobblin-api	0.10.0		780c8e7fc717232ecdfd04a665b9fe372663b75b
com.linkedin.gobblin	gobblin-api	0.11.0		34179719f49cecbbacee0c30ec4c93bce0caba38
com.linkedin.gobblin	gobblin-api	0.6.0		201c912530dcbcc98f005bec49d32303d8b5a249
com.linkedin.gobblin	gobblin-api	0.6.0-279-g116c79b		701ca139a5a19a7009f7559065dd47daa8dd8314
com.linkedin.gobblin	gobblin-api	0.6.0-hadoop1		4b0bace8b74fbf60c053f2aee30a28bbe7fea82a
com.linkedin.gobblin	gobblin-api	0.6.2		cd7e4c5f798036d1136fbcd603344a1fbd0a259b
com.linkedin.gobblin	gobblin-api	0.6.2-hadoop1		be65c7d75a364d85a9f658993c382575a585501b
com.linkedin.gobblin	gobblin-api	0.7.0		1552433bb88a3858812045dc8c5b4bc751a609f8
com.linkedin.gobblin	gobblin-api	0.8.0		5a176d19919a4480f07be9e98ee7b92d57434587
com.linkedin.gobblin	gobblin-api	0.9.0		229b3e82d186c086dc25516e9bb24edd8544cea1
com.lutzseverino.discordbooks	discord-books	2.1.3		N/A
com.lutzseverino.discordbooks	discord-books	2.7.0		N/A
com.lutzseverino.discordbooks	discord-books	2.7.1		N/A
com.mclarkdev.tools	libwebsvc	1.1		e5bb4581418dadc51340e405001de5b6eb7dd266
com.mclarkdev.tools	libwebsvc	1.5.1		924ac0401150ba4aed428a8db8cdd00bae4964e1
com.mclarkdev.tools	libwebsvc	1.5.4		a27e6bc1009c3f598ad201c04f89afbb6560e545
com.michaelpollmeier	colordiff_2.11	0.15		b904db5631a77d83c479591d65ba8e0b19777268
com.michaelpollmeier	colordiff_2.11	0.8		ac484fb6181dfe1ed5b3d7d08e31da9ce2eede3b
com.michaelpollmeier	colordiff_2.11	0.9		8d287ddeaa12b30faf9c78e808730b04d0d426e7
com.qiniu	stream-hudi	0.0.4		7ada436fa690a26b1a88681c6044e735d3eec4f1
com.qiniu	stream-hudi	0.1.0		ec3c19712624f11ac851d8b573ff1bc834f688ba
com.sap.cloud.servicesdk.cloudplatform	auditlog	0.0.9		376cda93644490c15a0889f6bd2ddbde12c3fafb
com.talk2object.plum	plum-view	0.0.4		3a57dda6b680d1020d0d33397077628deeec9fd4
com.talk2object.plum	plum-view	0.1.14		fc20d1985bc54385898ff0b918d347f467144a13
com.talk2object.plum	plum-view	0.1.15		6d3523c81666abb21c32156c7124e3f8a64a6f83
com.talk2object.plum	plum-view	0.1.16		17a0a10a0536c276b7e56f94835317b65f29d3b1
com.talk2object.plum	plum-view	0.1.21		1d8a4c30b7ccced08bc19979d1d73da2d2ff5c30
com.talk2object.plum	plum-view	0.1.22		b2bf284c803737332e6c265ca846b5e6e7aad26e
com.talk2object.plum	plum-view	0.1.9		398b47b80e4898585506eb6ff2cd5f6477f9baf7
com.vanish-standard	staffstart-app	0.1.0		da560f9cb2e718e2db8122fb189786e569ad2c4d
com.vanish-standard	staffstart-app	0.1.1		a05394bbc5fb8eccb7e6461fa22d5e44bb0be0cd
com.vanish-standard	staffstart-app	0.1.2		9362cd29c8a664c382f746688a2745a6fe53b82c
com.vanish-standard	staffstart-app	1.0.0		9362cd29c8a664c382f746688a2745a6fe53b82c
com.vanish-standard	staffstart-app	1.0.2		9362cd29c8a664c382f746688a2745a6fe53b82c
com.vanish-standard	staffstart-app	1.0.3		9362cd29c8a664c382f746688a2745a6fe53b82c
com.vanish-standard	staffstart-app	1.0.3.hotfix.1		9362cd29c8a664c382f746688a2745a6fe53b82c
com.vanish-standard	staffstart-app	1.1.0		9362cd29c8a664c382f746688a2745a6fe53b82c
com.vanish-standard	staffstart-app	1.2.0		9362cd29c8a664c382f746688a2745a6fe53b82c
com.vanish-standard	staffstart-app	1.2.1		9362cd29c8a664c382f746688a2745a6fe53b82c
com.yugabyte	cassandra-unit-shaded	4.3.1.0-yb-1		83ffe9f36797000e349184a60313f1bdbd80e399
de.zalando	eventlog	1.0.8		52bae015b9750032f5c881772cb363987b1a90fa
dev.petuska	klip-core	0.0.1		941a173b657adec2dac77329e8bf141b4119aa7a
dev.petuska	klip-core	0.2.1		91244d70f8c64ef2c73c881a86bdc37cd69fb13a
dev.petuska	klip-core	0.2.1	all	a1f14eecb04d4a40137e8b2e36e26d9703551f3c
dev.petuska	klip-core	0.2.2		7bc90056ed3999d52b0b27ed2c75f815e73c6b42
dev.petuska	klip-core	0.2.2	all	4ea430829faee375081b628c267db9f5e16734fa
dev.petuska	klip-core	0.3.0		02d9f55ff886404ee74fa9368ab311055f32c0c5
dev.petuska	klip-core	0.3.0	all	31eb30dc0c46a35b1cb91cb97e25ee8e7cb45385
dev.petuska	klip-core	0.4.0		c3cf9b23e3922e72ac0eb2265081c5cb7a5b503b
dev.petuska	klip-core	0.4.1		ced2c781a76844758c8bbba9fe5dd0fc9a873e0c
es.weso	shapepath_2.12	0.1.100		dbd636fcecaf0dc59775d6f1cd46c9e5ea91fd5f
es.weso	shapepath_2.12	0.1.101		e3ce3c81d993ea09309a68531f5d27ed0444b9fc
es.weso	shapepath_2.12	0.1.104		2bf6db98a445ed1f1c855e5ef7dcdb310f10a5f5
es.weso	shapepath_2.12	0.1.105		3aee16b66e8cda40377c9a12443803b69ff574e9
es.weso	shapepath_2.12	0.1.106		9dcf64655b2c344f131d253a1c8234a478d81c01
es.weso	shapepath_2.12	0.1.107		c2404956490fe895d417f7ff78c4b8b5b7989459
es.weso	shapepath_2.12	0.1.108		de2627324c01e87d018aca3e8c8a636b09b1d919
es.weso	shapepath_2.12	0.1.108-ult		dcf5d097da576822fef07dd184bc77a9324e30b9
es.weso	shapepath_2.12	0.1.108-ult_0		f6bbb007a6c35cbe09eb40aed3e270b7ad146a0a
es.weso	shapepath_2.12	0.1.109		68f8df72276120f13e738379114b78b77478bcba
es.weso	shapepath_2.12	0.1.91		014f57eac991ca048dcac1dd0b6e56fffde91066
es.weso	shapepath_2.12	0.1.93		49553d545f041a1429a699f0e0456b89e450c474
es.weso	shapepath_2.12	0.1.94		176e37fa6f4c613048ee1657eecd7b034cfcebe9
es.weso	shapepath_2.12	0.1.95		63a74507fa5ef8bfda894c9c8f2cdabae5dc1f92
es.weso	shapepath_2.12	0.1.96		c3399a125b0d38508dbfab3efc790078452a3f44
es.weso	shapepath_2.12	0.1.97		768808beaca7b3da3009b6e106ee6e409a92b0df
es.weso	shapepath_2.12	0.1.98		80edcf5c004b716233359ab7d356756738f096ce
es.weso	shapepath_2.12	0.2.0		740e9b930881d75f8d90fac667c86fce14a3624f
es.weso	shapepath_2.12	0.2.1		300f777240548c4869a6d825948802c188452bcf
es.weso	shapepath_2.12	0.2.10		2578d63b7e341db916fa03a324c0cb560f383d99
es.weso	shapepath_2.12	0.2.14		94185c0de86ae01c8590c807ea3653cd2eccb8da
es.weso	shapepath_2.12	0.2.15		33aa9f8937c3ef130aa005a4066a7e69c7efc246
es.weso	shapepath_2.12	0.2.16		d761ac3e13deb7a39d821960429a5a0a26641a57
es.weso	shapepath_2.12	0.2.18		cd2325687ad376455a6b4ae354eab4513975344f
es.weso	shapepath_2.12	0.2.2		85995c6fc8c28b522ebe6937562a8051b6830e4e
es.weso	shapepath_2.12	0.2.20		9d6ea51d9c834aaa218324042065f6d3ecf71664
es.weso	shapepath_2.12	0.2.22		12d953b4a41b6d1bc527952e7981f7cf408061b8
es.weso	shapepath_2.12	0.2.23		0a82ed929ade166d38051b3d2c6bce9dd92848a6
es.weso	shapepath_2.12	0.2.24		754b1b32b3aa94b4fcf4f2e791a471ac76841c19
es.weso	shapepath_2.12	0.2.25		34fcd13f4bc45d4e2e55791bc31b752347c5cfe0
es.weso	shapepath_2.12	0.2.26		e73b8549f741e56f2843abe4a4083391a5308548
es.weso	shapepath_2.12	0.2.27		0feaec6e83c3ebb2d220cc76ed357563482df85b
es.weso	shapepath_2.12	0.2.28		54d98a115abc3aec2075f7d16a9e4e0d316afc98
es.weso	shapepath_2.12	0.2.29		b2a7d3b5505e6200067a6565d86c29c301c60622
es.weso	shapepath_2.12	0.2.30		e7c8670679fffbec7e7273a6123efa8547e42dc7
es.weso	shapepath_2.12	0.2.31		ecca60ea1f648ae9c3046236aaabf03fe274162d
es.weso	shapepath_2.12	0.2.32		5aa1e596f826cd24c48d192789100982dd90018b
es.weso	shapepath_2.12	0.2.33		1d74cce74ef2b5b66a69abde6415949f7a9e3a5e
es.weso	shapepath_2.12	0.2.4		2276273fec17eaef071821bc2eb556bf792398d3
es.weso	shapepath_2.12	0.2.5		93304cc036c582560c70e23ee6cd549b578a26a1
es.weso	shapepath_2.12	0.2.7		c2ca918d8172f609cf8bd2fb245834978e0d1abe
es.weso	shapepath_2.12	0.2.8		67097ec9908a092eee027f92117242f3b312edb3
es.weso	shapepath_2.12	0.2.9		aa3161ffed832bdfc410f76e7a3892385268af9e
io.advantageous.reakt	reakt-vertx	2.1.0.RELEASE		a09679eb07f9d9433f27a98003aa53e813c78d64
io.advantageous.reakt	reakt-vertx	3.0.0		1dadb403eec9782e4cc6e2373f42996b0c17c207
io.crashbox	yamlesque_sjs0.6_2.13	0.2.0		7c5369b048631264bec426c28f26686b2df1ea88
io.gitee.vinrichard	ui	1.0.0		N/A
io.gitee.vinrichard	ui	1.0.1		N/A
io.gitee.vinrichard	ui	1.0.2		N/A
io.gitee.vinrichard	ui	1.0.3		N/A
io.gitee.vinrichard	ui	1.0.4		N/A
io.github.FunnySaltyFish	data-saver-mmkv	1.2.0		b0342c7777a7888bdf04a7c81cbadd44af44e767
io.github.FunnySaltyFish	data-saver-mmkv	1.2.1		6fa16741ceaa0b3255528290a5ded86ccf0f5501
io.github.FunnySaltyFish	data-saver-mmkv	1.2.2		7eb3d26c29d9630d138f3021883958bf3dabee6a
io.github.cdklabs.cdk_cloudformation	jfrog-artifactory-newvpc-module	1.8.0-alpha.1		3b72daa83ecd67f3c9476b400a098aa176c7e8bc
io.github.cdklabs.cdk_cloudformation	jfrog-artifactory-newvpc-module	1.8.0-alpha.2		00e3ce28c726da20b09f49dc9e0d957e3e0fd097
io.github.cdklabs.cdk_cloudformation	jfrog-artifactory-newvpc-module	1.8.0-alpha.3		10d7c4b674abdd2b301905db303e90427246cbd5
io.github.cdklabs.cdk_cloudformation	jfrog-artifactory-newvpc-module	1.8.0-alpha.4		168651588e851058b3ee7b28b6b02bed782be076
io.github.cdklabs.cdk_cloudformation	jfrog-artifactory-newvpc-module	1.8.0-alpha.5		e87203c77f170f488957b782068f87e03a04de03
io.github.cdklabs.cdk_cloudformation	jfrog-artifactory-newvpc-module	1.9.0-alpha.5		7b68f5298969f71f993785232764d8a70b834419
io.github.cdklabs.cdk_cloudformation	jfrog-artifactory-newvpc-module	1.9.0-alpha.6		20faab3df39b68bb5f3dcf370fc48fcedf55de51
io.github.cdklabs.cdk_cloudformation	jfrog-artifactory-newvpc-module	1.9.0-alpha.7		70a1fd6c9c19097458976b260a126ee36a901531
io.github.generaloss	jpize-net	24.2.1		7459d9c2ee3657affdb8ebb81059b7a0c6f756de
io.github.generaloss	jpize-net	24.2.2		ec235cb2a97979a985870ee59e703c96f1f3930c
io.github.jeqo	dropwizard-modules	0.0.1		N/A
io.github.jeqo	dropwizard-modules	0.0.2		N/A
io.github.jeqo	dropwizard-modules	0.0.3		N/A
io.github.jeqo	dropwizard-modules	0.0.4		N/A
io.github.jeqo	dropwizard-modules	0.0.5		N/A
io.github.jeqo	dropwizard-modules	0.0.6		N/A
io.github.jeqo.dropwizard	camel	0.0.1		6612b4b74986e2e9ae04b237b890404d459896c8
io.github.jeqo.dropwizard	camel	0.0.2		31da2a877c4161d9b4978b13aef5f4da8ae182d9
io.github.jeqo.dropwizard	camel	0.0.3		c8ab0a0b5c1535648d5322624ede9e7b66000bac
io.github.jeqo.dropwizard	camel	0.0.4		4da87e63e3b1fc4e4c0ce4221e709b9339bd983a
io.github.jeqo.dropwizard	camel	0.0.5		d169cea58f730a95776039e32d288c0550f03a68
io.github.jeqo.dropwizard	camel	0.0.6		19654413041c5a7c795b1450949828b155b9b64f
io.github.josephchay	jfxion-framework	1.0.0		c0354cbc11073eb99bd2a064700111ec1815f5da
io.github.josephchay	jfxion-framework	1.0.1		18dfe897950591e81dde4e304b7f21f7ff878d1b
io.github.mhmmedinan-core	core-crosscuttingconcerns	1.0.3		6d07e095a54c41bda467f8ede937bfadf50be8d8
io.github.mhmmedinan-core	core-crosscuttingconcerns	1.0.4		4833bfb96cca9dfbfb3360f7f5b64ee4e1bb2c93
io.github.nextentity	spring-boot-starter-nextentity-common	1.0.0		0a26572c6b657ae4a3f7ecc5dc7d0fe6be351a73
io.github.nextentity	spring-boot-starter-nextentity-common	1.0.0-jdk8		9c6e94282a6a7cf6924432b0f1df1490c2da875a
io.github.nextentity	spring-boot-starter-nextentity-common	1.0.1		2b4b08fd90ed6dc31933d417994240cb81b3abae
io.github.nextentity	spring-boot-starter-nextentity-common	1.0.1-jdk8		d8c43376c5eb1f1d2335880ad4e2d65ad4640322
io.github.nextentity	spring-boot-starter-nextentity-common	1.0.2		f3b57f8747f61d2e65081b3a1cda4f9ad54e700d
io.github.nextentity	spring-boot-starter-nextentity-common	1.0.2-jdk8		ed5f1e21a2c3a5fe8c8fc9dbba1910326d7a1b6f
io.github.pandulapeter.kubriko	plugin-persistence-iosx64	0.0.1		N/A
io.github.pandulapeter.kubriko	plugin-persistence-iosx64	0.0.1	metadata	03cb4c5cd71ff23997f5a98e571ef29af8b08417
io.github.pandulapeter.kubriko	plugin-persistence-iosx64	0.0.2		N/A
io.github.pandulapeter.kubriko	plugin-persistence-iosx64	0.0.2	metadata	02ce5b948863f87133d81bb35dda1d3b6f481078
