com.bizo	args4j-helpers_2.10	1.0.0		46c40f6ebc30294aa74b8fce44de2893e0b3f5fd
com.daml.ledger	participant-state-kvutils_2.12	100.13.48		e22d24702896ae52e248950c50ade571f0bbbc20
com.daml.ledger	participant-state-kvutils_2.12	100.13.49		e22d24702896ae52e248950c50ade571f0bbbc20
com.daml.ledger	participant-state-kvutils_2.12	100.13.50		e22d24702896ae52e248950c50ade571f0bbbc20
com.daml.ledger	participant-state-kvutils_2.12	100.13.51		faf0da25f54aaa29ecfe3e47cc85b8a488e49f1e
com.daml.ledger	participant-state-kvutils_2.12	100.13.52		0516ea594a798e914fe5e82eaa8e6b02c75321d6
com.daml.ledger	participant-state-kvutils_2.12	100.13.53		1530fce82c5add4c8c557547d1e4a5ebab36a593
com.daml.ledger	participant-state-kvutils_2.12	100.13.54		1530fce82c5add4c8c557547d1e4a5ebab36a593
com.daml.ledger	participant-state-kvutils_2.12	100.13.55		2ac829983a5ee1e174b7efe673e9a848cca59f77
com.daml.ledger	participant-state-kvutils_2.12	100.13.55-snapshot.20200226.3267.c9b9293d		74b7e93e85f59b371caec62109486f88414f90b2
com.daml.ledger	participant-state-kvutils_2.12	100.13.55-snapshot.20200304.3329.6a1c75cf		83070f5278ef832134fd7620a5da127a02745a5e
com.daml.ledger	participant-state-kvutils_2.12	100.13.55-snapshot.20200309.3401.0.6f8c3ad8		2ac829983a5ee1e174b7efe673e9a848cca59f77
com.daml.ledger	participant-state-kvutils_2.12	100.13.55-snapshot.20200309.3401.6f8c3ad8		2ac829983a5ee1e174b7efe673e9a848cca59f77
com.daml.ledger	participant-state-kvutils_2.12	100.13.56-snapshot.20200318.3529.0.6ea118d6		133a0aa58780eaa0d1fbbd10ba181cc2637f9e58
com.daml.ledger	participant-state-kvutils_2.12	100.13.56-snapshot.20200325.3626.0.a3ddde3a		c1167d0edafe7ad5770c102ecad18c0054fb5e59
com.daml.ledger	participant-state-kvutils_2.12	100.13.56-snapshot.20200331.3729.0.b43b8d86		9d93e0351388afe7d710708700c138138562b06f
com.facebook.presto	presto-i18n-functions	0.235		77d613733744bbc663f7ae6a76753984c61b1947
com.facebook.presto	presto-i18n-functions	0.235.1		6ed99b8dd64ab081baacd202878a2588a9580fdb
com.facebook.presto	presto-i18n-functions	0.236		38b98450667df0a7a69847648239d480b869f994
com.facebook.presto	presto-i18n-functions	0.236.1		119cf9996483239c6fbc66cc8de775f7a55a62dd
com.facebook.presto	presto-i18n-functions	0.237		70248f36daa2c413e1622a1792382add918317ec
com.facebook.presto	presto-i18n-functions	0.237.1		548344b111be063bd0a458fdea60e494473bfc7e
com.facebook.presto	presto-i18n-functions	0.237.2		e7e0b4bf60624cd19354a7614ce6f3c192898697
com.facebook.presto	presto-i18n-functions	0.238		6985a67541c9f8abde1ffe5f111960f63dc90cdc
com.facebook.presto	presto-i18n-functions	0.238.1		e353dcc6e77c9578736c4bd607c7f2f7a98f982d
com.facebook.presto	presto-i18n-functions	0.238.2		94da1d7e705f87951d77cfcb3a8c958924ed2d01
com.facebook.presto	presto-i18n-functions	0.239		c64a212e97f6089cd114d1f31dc86e322b1eff80
com.facebook.presto	presto-i18n-functions	0.239.1		8e24892989965042a7b15eedec8c0f72edc4ea6e
com.facebook.presto	presto-i18n-functions	0.239.2		2f40bc6bf9bee6e6dd20773bc14a5858cd052074
com.facebook.presto	presto-i18n-functions	0.239.3		ef57072cca0a8e29bff7780fd7debb567864fe0f
com.facebook.presto	presto-i18n-functions	0.240		fc9439545fb3bc0ed2a52fdaf5b8eb26daa19bd5
com.facebook.presto	presto-i18n-functions	0.240.1		34a0b7f08f35e639034676db84780cd2247a6843
com.facebook.presto	presto-i18n-functions	0.241		71c20311dfc3d228fe7ef1738b11b8602f3b3600
com.facebook.presto	presto-i18n-functions	0.242		c80d858e4a13b4c0cdd781da9acb8ca4d358b9b0
com.facebook.presto	presto-i18n-functions	0.242.1		54da0dfd012fbd08f2b8001f47e12d9c00b4906d
com.facebook.presto	presto-i18n-functions	0.243		9c9c94c38c6c49a249ffd9c18b22491071f58392
com.facebook.presto	presto-i18n-functions	0.243.1		6ad544a0b8996d121f98928265cd29771bf7f05a
com.facebook.presto	presto-i18n-functions	0.243.2		41fafc0602ad4d886eb6c3d96ae0a0823b64362e
com.facebook.presto	presto-i18n-functions	0.243.3		b6f2aed31a9d46ed4cf53e0af1647f88101fecf3
com.facebook.presto	presto-i18n-functions	0.243.4		0d1aa71f6fa52bb8508774c1e85721459d59355f
com.facebook.presto	presto-i18n-functions	0.244		301c3372eea6d6f0d1e647a8773110e496fc4217
com.facebook.presto	presto-i18n-functions	0.244.1		0c27f470fd175fe54ed4161cfece0379e6fdf1c4
com.facebook.presto	presto-i18n-functions	0.245		3b27a4e4a68a142e7f909edbcc869b30490acc76
com.facebook.presto	presto-i18n-functions	0.245.1		2563320c94dafad6dc90cb7dd59bc164a0439216
com.facebook.presto	presto-i18n-functions	0.246		510862c5ad6869f847863a826c742cdbd2700797
com.facebook.presto	presto-i18n-functions	0.247		6bf6f48eee25a51b9df6ca587c758460f3a9160e
com.facebook.presto	presto-i18n-functions	0.248		43d947b8f62438f70db02fd89bdb18984e163c81
com.facebook.presto	presto-i18n-functions	0.248.1		722d28dc6031d499ba92660d203f24e4e2e618b6
com.facebook.presto	presto-i18n-functions	0.249		89bbd25e921076f580ce556cc8a817fc918f1760
com.facebook.presto	presto-i18n-functions	0.249.1		c7b88d51b10ee8994bd4cc7134396dc43f5371e1
com.facebook.presto	presto-i18n-functions	0.250		d38e7ed59496392267eea00e59aff923fb72f7a0
com.facebook.presto	presto-i18n-functions	0.251		c9b15db654aa37fbc0641d93afec9884ff0e3f64
com.facebook.presto	presto-i18n-functions	0.251.1		0e92f9c939e8f7b3c03097e262b30b210f2b5bf0
com.facebook.presto	presto-i18n-functions	0.252		023143ef10a92cad6d7f5df9af6f9c8f40e33202
com.facebook.presto	presto-i18n-functions	0.253		7f97f654e6912b60740ff707b41b999329ad90b3
com.facebook.presto	presto-i18n-functions	0.253.1		3b0e493ba40757084306e7b680a385f605ae1165
com.facebook.presto	presto-i18n-functions	0.254		84751b98dab6fbe1e131b1696b40322dc1ad9d83
com.facebook.presto	presto-i18n-functions	0.254.1		cd419ce6650e66197ed735647e1cf882469fb3d2
com.facebook.presto	presto-i18n-functions	0.255		b3dd2331c2c4fa1bb3e1344153fbb8cb1d3e3c66
com.facebook.presto	presto-i18n-functions	0.256		9364f7ccabcd6f3f6075e01fc435bf63ea6250f6
com.facebook.presto	presto-i18n-functions	0.257		0f0782d913432781b0a387cc8138d6499a790f2c
com.facebook.presto	presto-i18n-functions	0.258		85954b74bbb763ab4ca3fbf2e6f8f95561015ba1
com.facebook.presto	presto-i18n-functions	0.259		fbd24647ed15fca5866b8ddc9dd06e4a0d221597
com.facebook.presto	presto-i18n-functions	0.259.1		2156544a02740a54aaf0d083af64a990b859fb76
com.facebook.presto	presto-i18n-functions	0.260		04509d6e8dea7cd4862126c0712fac3bbc79a231
com.facebook.presto	presto-i18n-functions	0.260.1		d2f789d5622459ad0cbb87f41923ffcf695568d6
com.facebook.presto	presto-i18n-functions	0.261		9b0e3a2b0c1c50031fd4d7f4c6cec0070279d450
com.facebook.presto	presto-i18n-functions	0.262		9882392347948fe58d64efa13fc7c933898513aa
com.facebook.presto	presto-i18n-functions	0.263		2c660316e3a1be30b08f70781f0f8082b4698179
com.facebook.presto	presto-i18n-functions	0.263.1		2fc6a80f78a3f8c5be1b8387ffeca99fbd0eeadd
com.facebook.presto	presto-i18n-functions	0.264		0a5c1df6724b5351fba45d6d2e2bf2ecd7e60203
com.facebook.presto	presto-i18n-functions	0.264.1		dad45245c6e2a6c09dad0ec5ddccc2a7647f6592
com.facebook.presto	presto-i18n-functions	0.265		3e33deadac7b4692aca4c197ff77493267891fea
com.facebook.presto	presto-i18n-functions	0.265.1		ff0a7038a95ff081e8b578439b83f1d842205f2b
com.facebook.presto	presto-i18n-functions	0.266		095032c9e971b1b60fdd10e6e8c0a67ba73d27b2
com.facebook.presto	presto-i18n-functions	0.266.1		67bddf392109fc3222ccdb9950ffb018b453c730
com.facebook.presto	presto-i18n-functions	0.267		adb0379d126e17b29fcf460a8f0cc23cd896596c
com.facebook.presto	presto-i18n-functions	0.268		b1ae73e1c919ac62e8f0a03d49de511455b1d951
com.facebook.presto	presto-i18n-functions	0.269		deeb869e76c1766981e27bb671be05646aa0319b
com.facebook.presto	presto-i18n-functions	0.270		04e2edeb83c8b0124e5b9fe2e1e309e92b4c306a
com.facebook.presto	presto-i18n-functions	0.271		bcd723c8c6b1b11a2db96dcda54ea15ab05876d9
com.facebook.presto	presto-i18n-functions	0.271.1		619dff0f494d1aed2235e5457d7e70a09985d679
com.facebook.presto	presto-i18n-functions	0.272		992238df5521ed04e4760a236d4012b2a452289e
com.facebook.presto	presto-i18n-functions	0.272.1		9762c5e9fc6546a33e005c8ca60943200a1702ee
com.facebook.presto	presto-i18n-functions	0.273		3e73ec4589b830ab617fd6ae393b911781e49b84
com.facebook.presto	presto-i18n-functions	0.273.1		90cf4081b1880f11e2c1f48542ef2739e99b7c58
com.facebook.presto	presto-i18n-functions	0.273.2		a435a77ac1753c7cc88c7fa7dc1362fd91f1c4d2
com.facebook.presto	presto-i18n-functions	0.273.3		1f79d6d601b5ec77e62c3c33f15a677a8725fb84
com.facebook.presto	presto-i18n-functions	0.273.4		0254fa402e03ed9e0df5d81d508242c5cb701cb5
com.facebook.presto	presto-i18n-functions	0.274		53496d138cc85bddb21171b06275b74c529dc5be
com.facebook.presto	presto-i18n-functions	0.275		c4b39675a2a61b5a0c5b7ca3ffd4d71f9dc84748
com.facebook.presto	presto-i18n-functions	0.276		2a7771abbf2b937f852b4160cb63bf8df641720e
com.facebook.presto	presto-i18n-functions	0.276.1		34433b08b1231327ebd6a1c52e5443bd7bea081d
com.facebook.presto	presto-i18n-functions	0.276.2		156b62cb73b8b9f65db4c02b0e4ca6fa37363350
com.facebook.presto	presto-i18n-functions	0.277		b62fa8755652c0c0895d5a9945896173e477ce75
com.facebook.presto	presto-i18n-functions	0.278		1275e3f8233233b86512bdcf5d4d0ba599b58f7d
com.facebook.presto	presto-i18n-functions	0.278.1		760198f7e8f59883c9c14208205e6789eb8534f9
com.facebook.presto	presto-i18n-functions	0.279		35612744d8c737f92de4f58764cdd2f566eb3756
com.facebook.presto	presto-i18n-functions	0.280		f7a69191716ad6163e15f372dcf0da45c0c4004a
com.facebook.presto	presto-i18n-functions	0.281		99f1800d070bd0832e6d39834faefb40f891f881
com.facebook.presto	presto-i18n-functions	0.282		0c7322deb851bb61c0893e929e2be93686b8d7f9
com.facebook.presto	presto-i18n-functions	0.283		14ae24bb603a354e573a913b4ef42bfe08cedcc0
com.facebook.presto	presto-i18n-functions	0.284		b5d00b8e5e3642da81101f755a42503c784bd376
com.facebook.presto	presto-i18n-functions	0.285		3da4729636f5c97c000128ea7fcd6364c4eb345a
com.facebook.presto	presto-i18n-functions	0.285.1		ee01b46314e348233febf87c78700605bab318bf
com.facebook.presto	presto-i18n-functions	0.286		3c3f8b2a6f88a0cab412cd2d46df5dcb6aead7c5
com.facebook.presto	presto-i18n-functions	0.287		d52ebdf89491250269b2d45445edcecf91be70be
com.facebook.presto	presto-i18n-functions	0.288		cffdecd05ac13c18ca746ee3c52455eaa49eadee
com.facebook.presto	presto-i18n-functions	0.288.1		f0ea41e209c97d29366ea00a138f0db12cbcaafb
com.facebook.presto	presto-i18n-functions	0.289		fea70c270eb89627f323bafe85a7390bab024484
com.facebook.presto	presto-i18n-functions	0.290		425b9c56fd5443751085ab3f2fc00dc76fe40944
com.facebook.presto	presto-i18n-functions	0.291		a1bd57f28e13a81552446f6c160cb0dfe448351c
com.facebook.presto	presto-i18n-functions	0.292		bc40fd817fbb246bea23a137aab46b876ace2cc0
com.fresco-kitchenos	kitchenos-client-sdk.internal-configuration-api-android	0.0.2		N/A
com.github.SilentSamurai	spring-boot-starter-speedy-open-api	0.0.2		fd8ee24837b90b51727c8b2486922f18ad03236e
com.github.aloiscochard	xsbt-proguard-plugin_2.9.2	0.11.3-0.1.2		56d6d5ab0969a122d20b09960d00a4758f8524de
com.github.j-mie6	parsley_sjs1_3.0.0-RC2	3.1.1		7f092e48a69f18325ddee584bddbe76440da4cf4
com.github.j5ik2o	reactive-dynamodb-v1_2.12	1.0.1		95a6358db54d57e66a4e889211439c23a6bd12ff
com.github.j5ik2o	reactive-dynamodb-v1_2.12	1.0.10		14327345f154cb3484feea03bd84f05d2b861c48
com.github.j5ik2o	reactive-dynamodb-v1_2.12	1.0.11		4a3c2dceefe48a29b894b204944a52aebd35679f
com.github.j5ik2o	reactive-dynamodb-v1_2.12	1.0.12		ec27b0507f8d8d081c1b5a548e2d10b5269f3c51
com.github.j5ik2o	reactive-dynamodb-v1_2.12	1.0.3		44ebf5df70d32f606214755cb66afbedbea96858
com.github.j5ik2o	reactive-dynamodb-v1_2.12	1.0.6		6946b5460caeb049d8c215d3bfcfe311365f1eea
com.github.j5ik2o	reactive-dynamodb-v1_2.12	1.0.8		b82f3770de4500648727e0c2f6d19df8acd2e820
com.github.j5ik2o	reactive-dynamodb-v1_2.12	1.0.9		c5c587509064c4b0b7958752a2e4dcc6789ddb65
com.github.ssmplus	ssmplus-interface	3.3.6		dac1c6767f565c28a443615a675dd93b394a5978
com.github.ssmplus	ssmplus-interface	3.3.9		c3f576ce83de1ef0973163a46fb1acac55aa50a8
com.github.ssmplus	ssmplus-interface	3.4.0		33bb7e554423c1e6c57abb100c9fa69f85b709b1
com.github.ssmplus	ssmplus-interface	3.4.1		ae10b7a44bf48ed93f90ffc3dab9b95e6927ce06
com.github.ssmplus	ssmplus-interface	3.4.2		2207afb1111422198a54e5934d5da4f6bb0fbe31
com.helger	as2-servlet	2.2.3		b3fe8471253c125377493e0760adf160e4ca7391
com.helger	as2-servlet	2.2.4		400aee0d56808da2f1bcaae3167f324778936f16
com.helger	as2-servlet	2.2.5		0e19ef41ca34634a7cca9ea186478473b37d745b
com.helger	as2-servlet	2.2.6		e32342de5b0a20b3a2a5f123ce07a23be1dcf54e
com.helger	as2-servlet	2.2.7		9bcc72f950c25fe7d89a18b323686ca5df07df65
com.helger	as2-servlet	2.2.8		770bef51bf6a6d1d374fd540a4b0f4420480565d
com.helger	as2-servlet	3.0.0		6fe87aa688956abd0b30f2b5e094426d2105314b
com.helger	as2-servlet	3.0.1		756d4edd25f129229d88ca43f0b678fafc02ee03
com.helger	as2-servlet	3.0.2		48e3652d4b22d752e7359311ef0537e0e0f98a05
com.helger	as2-servlet	3.0.3		a4c1ad2b1f273f6aa8d5f3b7d9dcd17cb476e0e4
com.helger	as2-servlet	3.0.4		f32c9436458e954feeecfc74099b361757eb6103
com.helger	as2-servlet	3.1.0		024abf484268645640a5b9e8b1feac09449066fc
com.helger	as2-servlet	4.0.0		5741bd889879f33dffb1d673c4236feedca9f723
com.helger	as2-servlet	4.0.0-b1		5d45895c02175f2fc05cc7d02809185a309bb104
com.helger	as2-servlet	4.0.0-b2		50ad53cd1a10fbc3d8223fb5d53ad6dc0d1fbc64
com.helger	as2-servlet	4.0.1		e3e09f3182a99bf82a61930d50663b4d319150d1
com.helger	as2-servlet	4.0.2		c89bef0166a575dcc037d5e852cbe88b3c956e4d
com.helger	as2-servlet	4.1.0		b9a9533f2da10e17f881d61b6443c2b375305d5a
com.helger	as2-servlet	4.1.1		d9a511ebdcb3f639c8107d3f1517c0473a575721
com.helger	as2-servlet	4.2.0		170ad89c227a30f013e89637eda5851894f9bb23
com.helger	as2-servlet	4.2.0-RC1		0a6329519b1fdf4e67ba777a9ab5831d0fc71878
com.helger	as2-servlet	4.2.1		ed7df9eb9fb36601317a8143af89c028e6d18395
com.helger	as2-servlet	4.2.2		638984699126b348423e98e22a73cd38d12712d7
com.helger	as2-servlet	4.3.0		a970b0c1971064eb4ad1f4e800b53b2536f1e12c
com.helger	as2-servlet	4.4.0		8ae0d40378669091400ea03934a4ee67fc9b1086
com.helger	as2-servlet	4.4.1		ab459c3a3d6831bbd87757fdb961ee759bb41c06
com.helger	as2-servlet	4.4.2		59022f775c2936402d16799cc6183e76aaf532b1
com.helger	as2-servlet	4.4.3		2a64d75341a1194d1610f7f38e68ad449c0f63ac
com.helger	as2-servlet	4.4.4		0cd32916c2641f6dd959c4fa9791a3b84e421e79
com.helger	as2-servlet	4.4.5		608df3d082875c136191cf8066411d85f082590a
com.helger	as2-servlet	4.4.6		8f36240708ac354c44e6a9249992aa4df55ce21b
com.helger	as2-servlet	4.4.7		abbab708c968246b0f4f7baf8e1ae0c79af1ef82
com.helger	as2-servlet	4.4.8		d821a4846e331a49cd8a6374e8442220574bff17
com.helger	as2-servlet	4.5.0		1eb68d4146aee7a6b85ec21c50e3269095e9a222
com.helger	as2-servlet	4.5.1		766123b2b744c4146608275b1db3a59905c88d27
com.helger	as2-servlet	4.5.2		efc812cdc35b8b2e854a37d8cbf38f7626b2a9a7
com.helger	as2-servlet	4.5.3		cb4589dc567b503595d4b4b362a909c97f0bf575
com.helger	as2-servlet	4.5.4		424562e83dcdd510a65dbefc01772dd2d700b573
com.helger	as2-servlet	4.5.5		29621a9677cc44e3b2c1572f7eeb3e607aa5b35a
com.jasonernst.kanonproxy	kanonproxy-core	0.0.47		ef574fa08e3bcf73843847321e2ce6bf5df9bc18
com.jasonernst.kanonproxy	kanonproxy-core	0.0.48		137530261afc56c40fff409082d251bc5aac2087
com.jasonernst.kanonproxy	kanonproxy-core	0.0.50		86e45711973629f7c6243c3b5385bb4d8f214d3f
com.jasonernst.kanonproxy	kanonproxy-core	0.0.51		0d3095e2f2e9ea179c9f263304247db04120c038
com.jasonernst.kanonproxy	kanonproxy-core	0.0.52		8a30a0f7939ddeac5c5abeb2bfc90a7df7e82bf6
com.jasonernst.kanonproxy	kanonproxy-core	0.0.53		734fe9df31cceda6cff55c5bedd312147ff4548c
com.jasonernst.kanonproxy	kanonproxy-core	0.0.54		3f5673de26a79d5c29b42e63b33ced9af47443fe
com.jasonernst.kanonproxy	kanonproxy-core	0.0.55		eae512ce9f26babab5e3c47358c9c0931ef52f63
com.jasonernst.kanonproxy	kanonproxy-core	0.0.56		a16b5998026c38d5f79fbb155cfd45b622a19bbd
com.jasonernst.kanonproxy	kanonproxy-core	0.0.57		c22e2d6cffe7876244efd99d41931aeaed76ee22
com.jasonernst.kanonproxy	kanonproxy-core	0.0.58		e3b11db6dfca34bd989e3543809cd584fb50913a
com.jasonernst.kanonproxy	kanonproxy-core	0.0.59		7d38874518fc57c71d4b8988f5a6acd396de3e0b
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.0.0		e6a1951c5a0715eb934099f225e32569ca929b96
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.0.0-M1		05e79718667a36b6052ebd7435eb3936a1a44647
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.0.0-M2		270568a3d4b7d172dca363084034c58e53095208
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.0.0-RC1		1aae96f32b701d3c45e84ed9d2a4558fc480797b
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.1.0		4b78bddda620466dd2f7c0e8796f23318c824db8
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.1.0-RC1		fec2b1e18548c67baf474ef8f79b65800f9dc6c4
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.2.0		a0d12ff0e241797f5789bd741f7bbec03672acaa
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.2.0-RC1		28c18607a09e25987a81d0f86997713c65e62d05
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.2.0-RC2		4717fa08a5806b905891eb05a860d9bae28118db
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.2.1		b3c2ae08ef9068c8da39a571301c7d294078a20d
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.2.2		e32fd72554bd863541e3fac6252927e9646b79fb
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.2.3		abd749e94e89f68cbe11647d1d2f028029a6928e
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.0		25d4e873cb9da3a4bb55900c792ea872d8dff2dd
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.0-M1		3812d78a7ed461d22389cae728bc7491f4e83167
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.0-RC1		fd3e08eae30e79d7b6fa9f35b7363832ff4ad76e
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.0-RC2		b7441bfa77d969d86c022ea7b1ca61166aeefc72
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.1		d1303f05a7c3e9c55e6326992610ddb45740e49e
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.10		c4f8fee8dff0c7a851d323fcb229ade122eb127e
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.10-M1		5586389c15f5726a61a31691fb86617331ade319
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.11		39019e5828cd842f1c7876501a9ca4d1cf651174
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.2		d4a1c7696e137c913ccadbef6a9c56bda101770b
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.3		e4e0c51db770c7f791a906a9274a542f9327c651
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.4		020f1dc7e3a0d5d960e690a3cdfa35d0eaa9bb18
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.5		034fe2fcb580b5257ac7e00f3e6efd6735b879d7
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.6		4be80d6241721cc1714290d9be220de93a3f3286
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.7		21d0711d2474be18e5d155db9da8833beb581689
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.7-RC1		f8565cc7a56227d6dd8a4bc273a038d445cf913f
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.8		a885adeceb6756b657e181cef2d71acee8a8a875
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.8-M1		c178e4793222734cc0920d4a5ce8285232438dc3
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.3.9		4aa4d066f4fdb129c7db513767bd7aa32c310d15
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.0		30449bca14d69a277dbc8ab0a998300cf5508405
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.0-M1		b7aa2d66e323683cd999365a72ac5392c2e963bf
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.0-M2		70ce84682f3a274cd9abe0a73f7a130b9f928767
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.0-M3		f1b4f9ab5eb71ea71d41dced63d4d94173e74d1e
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.0-RC1		fa3310270f7f2bae62adf7d301d141d2e10e5103
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.1		86a0bdc333cc9b191d129a00701a0938ee26fa92
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.10		d67b580f70c195f208a64373edfac9b8b3a3a74a
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.11		cc3c752b2051072d7dae06f6e5cae3a05de7885e
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.12		cc2b30dc4c960768e38fa52db18e77fc513c33ce
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.13		96b2d447683f278c5362b636a9958e621ba4d921
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.13-a5bd71c7		d05df4bf8d78f44f4a3ad20f4e8a4ceac44c1a06
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.14		e1a3e787023bdefbc8fffbcf0808ee5649c29010
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.15		690d9c02beb508bdaf193a4df0e68e27f86e0440
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.2		e06910cac55514ecb2c2b2c790f2235af3a95d5e
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.3		9ce67d811c70bf944689138a94410ebbfe9d72ea
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.4		da21d61762bcd4301cc0a966eec08651446a8cf6
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.5		84b02656ffefab7b1f5561e3bd7950a6aa4aeacb
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.5-M1		b7e6c8ae36bbd423dd75d4901f52159ad18ee2f2
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.6		4d3b21a20a689063f24a9a26375b2e535a605c0b
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.7		71c0df0ad8287a831805381511f8be721aa40976
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.8		953b771b0e227aa22e69baaa66a85b6f229437ab
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.4.9		af853b841fe7d1550356ae43a6f93f13a5300c07
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.5.0		0f1cefeb93ca25b5ae7b96a3cad5a4e4e38772bc
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.5.0-M1		5c1f0f65d4fcae9d269c3c8f022feb37ea2a98d2
com.lightbend.lagom	lagom-javadsl-cluster_2.11	1.5.0-M2		465115b5c3dc29bb20c1851a0ef011e14477d4e4
