acegisecurity	acegi-security-parent	1.0.0-RC1		N/A
com.eduworks	ec.base	3.0.2		bb4993163fea228894498af74da820bc1bf405c8
com.eduworks	ec.base	3.0.3		875591573bb24368846af02c9a1af3cf73a3a4c8
com.eduworks	ec.base	3.0.4		e7b4e633d2caebd477747b90ab58cb087054f8c1
com.eduworks	ec.base	3.0.5		e60dc898aa94e9c636e707fe1c668ed450063b7f
com.eduworks	ec.base	3.0.6		c08f690143856db7d387e5244d0cd07a25bec096
com.eduworks	ec.base	3.0.7		e720ffd41bad6f9068ead3f07ab484d3e8b3ed35
com.eduworks	ec.base	3.0.8		3a30b64f0aed68fab2e95d8876203b828a473345
com.eduworks	ec.base	3.0.9		1bd69e1579a775e6dee737d1b11adf57645bd079
com.eduworks	ec.base	3.1.0		6c754de64727169ca19f533e2926986a853943ff
com.eduworks	ec.base	3.1.1		19898d07f91bfee75469d7fb7e0820830a8a4b78
com.eduworks	ec.base	3.1.2		569b5cfd27750d19be0aee137fb160d757f19d2a
com.eduworks	ec.base	3.1.3		b36d259c0ba080254813b28fad53f93a3abe5e8d
com.eduworks	ec.base	3.1.4		8c6ee7875e4a7cff7e2805cf9399f16e77d03862
com.eduworks	ec.base	3.1.5		5d56cba8c0aa3fc366e2ecf351362f46d60f2f4f
com.eduworks	ec.base	3.1.6		060188dea5f8b826da2fbb1a71dc53145000e208
com.eduworks	ec.base	3.1.7		3ec1a52abfb1d713ad4440f29cafed6cd2017bc4
com.eduworks	ec.base	3.1.8		a0e44d4f57e2dfdf95d97148f68668ce4ebdb711
com.github.cafdataprocessing	corepolicy-elasticsearch-container	1.0.0-4		N/A
com.github.cafdataprocessing	corepolicy-elasticsearch-container	1.1.0-94		N/A
com.github.cafdataprocessing	corepolicy-elasticsearch-container	1.2.0-165		N/A
com.github.master	spark-stemming_2.10	0.2.0		4d6681c23561717f9056c2596699e0d5574a0442
com.github.master	spark-stemming_2.10	0.2.1		3492e50666e5f56e72eb556d51c16f1c02273f99
com.github.philcali	lmxml-markdown_2.9.0-1	0.1.2		6c9822e2c87ad0682ce26b446c76479432872a77
com.github.philcali	lmxml-markdown_2.9.0-1	0.1.3		8e0081ffc9da44741d23e5828aec53fff333f408
com.github.unive-ssv	lisa-imp	0.1b2		aede0b7b1e48636216eec14d27c713e7f22933dc
com.github.unive-ssv	lisa-imp	0.1b3		49512dcf8c47aed6181204df19dea712e8a31459
com.github.unive-ssv	lisa-imp	0.1b4		21baab8669ed911e2c6f9f4c4da216042eeba806
com.github.unive-ssv	lisa-imp	0.1b5		6d799fb151a4a689b85362f91cfa938bc453a501
com.github.zouchongjin	spring-boot-starter-huafon	1.0.0		6196d4061c3857ac76f5dd2d34c0b55b73205632
com.github.zouchongjin	spring-boot-starter-huafon	1.0.2		3cee0b3714bac6c27777b4a3b479b3f728ae4d84
com.hexagonkt	http	1.4.10		d9c58ae5ea896b545bbc37ac6661965e6add4802
com.hexagonkt	http	1.4.11		44f150967915d65b42946a1b0684c580f28d791f
com.hexagonkt	http	1.4.8		3a7757552cac7643fc663a99ffe7fde41df5a783
com.hexagonkt	http	1.4.9		6e6cc03667fb4f2fed54037d2eea008cb27e7967
com.hexagonkt	http	1.5.0		365004031fb0e6cf6af3e2359f1dea7dbe001d09
com.hexagonkt	http	1.5.1		0fa86fa7aa9e4b860580557a3761741edc2ee41a
com.hexagonkt	http	1.5.2		99528817d74c53aa8f1ef5c78490a2c70061d5e0
com.hexagonkt	http	1.5.3		4c857f722810c57a8678e5ed8af046e4fb04f647
com.hexagonkt	http	1.5.4		15026a2dd1b630f75a6b8c6952e46e752b938947
com.hexagonkt	http	1.6.0		e63649941b5f466f4083105a466cb403408418ac
com.hexagonkt	http	2.0.0		e21589431650173b7df7b48a45ad39d3c6048b4a
com.hexagonkt	http	2.0.0-B1		da33b23bbf646892cf748b77cc604b34b7825b8b
com.hexagonkt	http	2.0.0-B2		055b5750dd73f83c06130f435b45cf4e5d88664e
com.hexagonkt	http	2.0.0-B3		80e5d510da2ec86de07b6f3142eb1305503eab8e
com.hexagonkt	http	2.0.0-B4		db9e1f8d56f0c1e7e5e69ec77447ae42c809fc9c
com.hexagonkt	http	2.0.1		9c4b363f6964a4bdb543fd1e16d720d63d6941ba
com.hexagonkt	http	2.0.10		809681590d38ddc46a42d232f23153f8bf0a2a81
com.hexagonkt	http	2.0.11		a0074d322a895e666fee95850a08cdf98524c229
com.hexagonkt	http	2.0.12		351793331fc7adc926c1e5d4f258e01068d027fd
com.hexagonkt	http	2.0.13		1bb92fc8de4a6347bed445f21a171ce3faaf5d9c
com.hexagonkt	http	2.0.14		6c7a6dd87011f949242fb02ff6f6c300047ce429
com.hexagonkt	http	2.0.15		ff6ea2ec49f42f588c90091a4c184c6904ad48b8
com.hexagonkt	http	2.0.16		ba3f7bb8200e60bc693caf07f7185d40a219fc1f
com.hexagonkt	http	2.0.17		0bdf05fcf338aea39d85f5e1d602408ec2cc5caa
com.hexagonkt	http	2.0.18		a4455c5b14dda6484ccb96ce503bc04748d6c706
com.hexagonkt	http	2.0.19		afcdf1fa8a91f298ccb3822adfe290f9e20322b0
com.hexagonkt	http	2.0.2		27ec753dc1c72a2784b840be871af7e1dc6de5d4
com.hexagonkt	http	2.0.20		f020cf3d4a71befd3efd8310a449487921514d80
com.hexagonkt	http	2.0.21		86c95806f8bc7e9ad94d75b53d08870a434f2056
com.hexagonkt	http	2.0.22		1b8377acf252da444dea9b5ca6fb889549c3faad
com.hexagonkt	http	2.0.23		43e31b2aa756c5ab6d483100c4344601cf492e2a
com.hexagonkt	http	2.0.24		5d93b15997d8fed28fd18515136b229235a04e69
com.hexagonkt	http	2.0.25		3e6eff82710fd8aaaffb7cb908d6f76a74d9fa0b
com.hexagonkt	http	2.0.26		3196110f118970a79532c909ae5cfe940e1360c2
com.hexagonkt	http	2.0.27		5c8b05fe4956dbad0dc4d545cac1bb2118294397
com.hexagonkt	http	2.0.3		f691e1efa61e044beff500614c139cab2aa72c54
com.hexagonkt	http	2.0.4		c90316cf114ddaa5817dfa3fe0566477d6e729fe
com.hexagonkt	http	2.0.5		3709425bf9c2ee25ed0e042764d00fdab4cae382
com.hexagonkt	http	2.0.6		d5851f4c76fd8dd8306260cad935d8905f5113dd
com.hexagonkt	http	2.0.7		2c3ec3d5bc3e65579d0a18b1f467b6d2b78520e3
com.hexagonkt	http	2.0.8		4b4eb24915b4e3bfb93c3df2f9c2fd910c154b3c
com.hexagonkt	http	2.0.9		f62aff9d5da458c460e505b7a6ba630d0662fbb5
com.hexagonkt	http	2.1.0		d9dd8e799084279c63b3672d958f7433b16d5755
com.hexagonkt	http	2.1.1		0cacd00e96d790f9968184f57ff83ac9ab4749ca
com.hexagonkt	http	2.1.2		c979707590bf478c797ceda329b1ea72110bf341
com.hexagonkt	http	2.1.3		cca43fee3594ba7a09ec70bfdf85d1a18f0093a6
com.hexagonkt	http	2.2.0		224fb3f5c153d8f31507fe5cc3e48b887885de61
com.hexagonkt	http	2.2.1		92e7e020e4490f8842c35a01119aa49fdcba21ed
com.hexagonkt	http	2.2.2		f81c177895563c71dc2df5b0d65e18993edfbda2
com.hexagonkt	http	2.2.3		9d7c4fb978d28ce6e85841f855acfeb4609cecc1
com.hexagonkt	http	2.2.4		f7bcb9a6427ef9708fdd20555992cd813858b220
com.hexagonkt	http	2.2.5		7daf98f765c899d3718f12aa6b494f1babcd3da3
com.hexagonkt	http	2.2.6		7b0409d1538be201a6cf5c1bad6c48a1bbeec582
com.hexagonkt	http	2.2.7		8b34c0276d002c7c47c17f231e5a4098a598798a
com.hexagonkt	http	2.2.8		e044ad98b7dbf587158abd761aa361bf36a0b0ce
com.hexagonkt	http	2.3.0		f17557f4ed18f091349751dd500fea0a46a82d4e
com.hexagonkt	http	2.3.1		5285548d901cbb766a83bea36e92d7c1c41d078a
com.hexagonkt	http	2.4.0		ec7d55c7c2ad3b7b8ae4b0621f8ac5da4462b864
com.hexagonkt	http	2.4.1		9f12630fce4902053585aed990185b16a88d55e2
com.hexagonkt	http	2.4.2		f16d7d8e25b74849fa2506e91029814981c0fb20
com.hexagonkt	http	2.4.3		81ae52fb0fcf99982bcec0621bcfc5c8bb0b985e
com.hexagonkt	http	2.4.4		428a3be63c5a0998b1e1ba1765052d8c3ee6adc4
com.hexagonkt	http	2.4.5		8c913be2311a1ce029def79b8f4c43b787d06537
com.hexagonkt	http	2.5.0		b79021ecd3343711a04a4572f907a6c55439564c
com.hexagonkt	http	2.5.1		46182e48fdc4a3bc4f194a5983078a0ba5b50c03
com.hexagonkt	http	2.6.0		dbe4576279bc1d6edb4a51b3d7b3f1330aace4d3
com.hexagonkt	http	2.6.1		cce89b0b9efd73abdae8b06ddc7a3bffd28ba8f7
com.hexagonkt	http	2.6.2		6124fc938649c531ac1ff5773f96f48e6c8ba54c
com.hexagonkt	http	2.6.3		660ff4ddccb10cdaf110299e6156d910da64260c
com.hexagonkt	http	2.6.4		fa921d6af6bd7c10d5715a09b091e689d47c3727
com.hexagonkt	http	2.6.5		7220b437df67dc8a7ce660950301ddaa802deaac
com.hexagonkt	http	2.6.6		4dee89034fd8e114acdb8a3a71b147616c3952d6
com.hexagonkt	http	2.6.7		56ccf84eaa6c638a1726e9b915e10f72c3696ef1
com.hexagonkt	http	2.6.8		53dedaf26843395687b704027ac694566f512613
com.hexagonkt	http	2.7.0		39a6450eec2b607ea9e0b5d7231778cd07e30832
com.hexagonkt	http	2.8.0		f8e3e27fecdedcb3d162bbe75dfe3c1a63fd3af3
com.hexagonkt	http	2.8.1		3edc8828b432675212f47846010cdcc62b0fa0c5
com.hexagonkt	http	2.8.2		15e15cc052f16c9a88b9544ba0b6caa34a567cd9
com.hexagonkt	http	2.8.3		8cebcc4c3c51f5ff6c49f4cb7a644787f7437d20
com.hexagonkt	http	2.8.4		2da61183b79a48f94b6901aa0bb61943c8f659cb
com.hexagonkt	http	2.8.5		89647472ff45a1c91c690ae1c9141bb847839701
com.hexagonkt	http	2.8.6		960873e04f22a11c9c79bf2669f79c5794635c2f
com.hexagonkt	http	3.0.0		9ffaeaa5a6148aae0d4a1fefec8fd1fcbbc358db
com.hexagonkt	http	3.0.0-B1		c5c2aadb03e1370e33a2a2161024cf00cfdfef3c
com.hexagonkt	http	3.0.0-B2		0d188c205def4dae942b802441727b4eaf7374f6
com.hexagonkt	http	3.0.0-B3		dfd6643a97498acd7047ee8838321824f46bbf3b
com.hexagonkt	http	3.0.0-B4		44a1a929c0a8797e4862f4791849dbcbaf99fa6a
com.hexagonkt	http	3.0.0-B5		c6e520aa47022314650d109853cc8b08800d7a97
com.hexagonkt	http	3.0.0-B6		804abc6efe14640d9e8c048ba2080c70fe9a907f
com.hexagonkt	http	3.0.0-B7		42f5cb777e179ec7e428a15ccfa33d57e5d0a429
com.hexagonkt	http	3.0.0-B8		dcdb2a149442481c48e2748ad857c36c784523b0
com.hexagonkt	http	3.0.0-B9		937352eeae9c5b686a072bce9475741a3814cce8
com.hexagonkt	http	3.0.1		56b0b29d35ae99f65fa7287cb3c1e49129ea6872
com.hexagonkt	http	3.0.2		74ec89521d9e290cb011631f74da735c28350631
com.hexagonkt	http	3.0.3		6bec416b00f681fa042bd1beaee6ca979643b7b8
com.hexagonkt	http	3.0.4		f863dfb3473040f7e8b717d36d959bb5f4e5a039
com.hexagonkt	http	3.0.5		5ab056f5e26688f66e12c31267f083013ff0482b
com.hexagonkt	http	3.1.0		d2c21d2da51e0d18b0ec279cefa886b7e965c045
com.hexagonkt	http	3.2.0		407771ae3886d7336b51439d23dbf9f7099f532c
com.hexagonkt	http	3.2.1		49bd58d2888dc18cb505ff622f82c60828aab5c8
com.hexagonkt	http	3.3.0		17db86af6d626d64f2ead65620ad40be66f508db
com.hexagonkt	http	3.3.1		409add7b6ca159d5bb6eb69286df48d6809ba896
com.hexagonkt	http	3.4.0		7263e4b5f755cf4783b9da83631f1d6f4cf5473b
com.hexagonkt	http	3.4.1		9947ff8902b91b53767ebb5ac6f21dada8268527
com.hexagonkt	http	3.4.2		50fd209ce96f18383b1107ca447a213eefc2b37c
com.hexagonkt	http	3.4.3		0f4c16807ebf634b81faa92abdf5261411c354cf
com.hexagonkt	http	3.4.4		9c9489bec15d2f9fc2784a856db950483c8ca7e9
com.hexagonkt	http	3.4.5		b3d1c5efdfdbac314381725df082e7ad22014892
com.hexagonkt	http	3.4.6		5308b309dc0e8fcf046e272d96255887362ba635
com.hexagonkt	http	3.4.7		e8fbe241bdd01e4fd954309b9b436342effb876c
com.hexagonkt	http	3.5.0		7bec491cf5ddcc8985dd9cc3e52d649da0253309
com.hexagonkt	http	3.5.1		d3476c5e3f686dd110877f9a30fb5211fdd11047
com.hexagonkt	http	3.5.2		37a1a939c03582caf2751783aa65eef4a884a2fb
com.hexagonkt	http	3.5.3		723f97cb2de5714ce10d1c2d354adddfbf76fbc7
com.hexagonkt	http	3.6.0		ffdfb35de1563e7d4b2296305821fb302fdac4ce
com.hexagonkt	http	3.6.1		94688a3b7b2f0de6486d6bc5aa6bb47f80118c90
com.hexagonkt	http	3.6.2		363dcdd4adc7e0d776b537212456df49e99fe628
com.hexagonkt	http	3.6.3		fba0fbd3f2893d853cabed3c8fd9514136ad5456
com.hexagonkt	http	3.6.4		12710426d2fb17d624f82d5993891ac7e4289600
com.hexagonkt	http	3.6.5		d316995202da97a01fef351cf1d4dd7b23a97ca3
com.hexagonkt	http	3.6.6		42f8cba51a3b13cd5b496b91dd7017612372f8b2
com.hexagonkt	http	3.7.0		63e5819b02f3463be5c8050f4d0660fcbda7c09f
com.hexagonkt	http	3.7.1		29dcfab70675a9753612a67e3fb4181cc917be10
com.hexagonkt	http	3.7.2		9c232ff61126151384ec61aaafc97df26196dc9d
com.hexagonkt	http	3.7.3		a0d092092ed9d9465de229498446c4524d65721f
com.hexagonkt	http	3.7.4		521f9a281d55873d0331a90124f02e561ce7b909
com.ibm.cloud	dph	0.1.0		fcbc4ebf99e048b06263c9357eb22f04e05931c0
com.ibm.cloud	dph	0.2.0		a1568611db3bd85e5aeeae83b569b76afe712ae1
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.0.0		N/A
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.0.0	metadata	01351c909ca4d799440375d9bdf56bd3769a78df
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.0.1		N/A
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.0.1	metadata	20ef5fe13cefe69d6df59418f7b0ea9e43cdbf90
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.0.2		N/A
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.0.2	metadata	cbe65eb39d66f362c190380f046a96d235da9a3a
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.0.3		N/A
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.0.3	metadata	cfa6e4f0c755193c941c279b3cb2ebaf5f21052e
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.1.0		N/A
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.1.0	metadata	1937766ef5ca5376d6825689752066e1419a964e
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.1.1		N/A
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.1.1	metadata	3c1d94a428440d14890bbe4504f3daf432c022ad
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.1.2		N/A
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.1.2	metadata	68809a750e5b25bb97252ec613cd368619ae2a0b
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.2.0		N/A
com.inkapplications.kimchi	analytics-logger-watchossimulatorarm64	2.2.0	metadata	587aacd32318dde8ce27110a1383f0a56a8c7214
com.koekiebox	git-maven-plugin	1.1		1f38058acb8ee2299419b36e8037b4fb76f6946e
com.mycila.testing	mycila-testing	1.0		N/A
com.mycila.testing	mycila-testing	1.0-rc1		N/A
com.mycila.testing	mycila-testing	1.0-rc2		N/A
com.mycila.testing	mycila-testing	1.1		N/A
com.mycila.testing	mycila-testing	1.2		N/A
com.mycila.testing	mycila-testing	2.0		N/A
com.mycila.testing	mycila-testing	2.0-rc1		N/A
com.mycila.testing	mycila-testing	2.1		N/A
com.mycila.testing	mycila-testing	2.2		N/A
com.mycila.testing	mycila-testing	2.3		N/A
com.mycila.testing	mycila-testing	2.4		N/A
com.mycila.testing	mycila-testing	2.5		N/A
com.mycila.testing	mycila-testing	2.6		N/A
com.mycila.testing	mycila-testing	2.7		N/A
com.mycila.testing	mycila-testing	2.8		N/A
com.mycila.testing	mycila-testing	2.9.ga		N/A
com.persist	kafka-appender_2.11	1.2.0		5a0dd48eaec60aa759a4662a8b8aa210b593da9c
com.persist	kafka-appender_2.11	1.2.1		b562b4e5890601e135d545fcf548131c80c87d93
com.persist	kafka-appender_2.11	1.2.4		5f79f50620535123ee02cb42de3733d79f368622
com.persist	kafka-appender_2.11	1.2.5		783958d5cb03020240c7abd61e6731c5816c28cc
com.plumelog	plumelog_dubbo	2.0		a816589f68842d6d5e18fcbf43f02a9ae60a61eb
com.propensive	rapture-json-json4s_2.12	2.0.0-M8		91d9f6b172f56d7fc48aa1c2aa7e133cd1e68985
com.propensive	rapture-json-json4s_2.12	2.0.0-M9		c9de451aff27cd8ccec4b791dd9174b160c3a7a0
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.0.0		26c1f43023f2d374b0bf17933caa3a8c51827047
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.1.0		849f067afba0b0b44837ad450df70136e3b49430
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.10.0		06dae9624c77ddf7210d538af97bdf4c326437cc
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.11.0		d373ddfec58e008ffe6c70653ce4badebecf6271
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.12.0		063e1804a79b64fca3ab77893484af998857faa5
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.13.0		8e4197b20accaab2003cbb8e9f31c6d38d31bf3a
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.14.0		f7ffc54300ab29722614b72bdfe1c9eed6aa811d
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.15.1		dc0a93a1e12b75ef0f769cbd69a3e15c0040c8d2
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.16.1		5a8e0890c8477e0a5e25132bac4bf54bb8a89518
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.17.1		4fcafb34a57f82cfb043a370a44e358dc368c6ca
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.17.2		6a09afe302451686ee267cc546826a16c0796ac0
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.18.0		b440e6695ad20498b3a6c6b6e94acae3af0083a9
com.sap.cloud.sdk.cloudplatform	security-scp-neo	3.19.1		c4709d9cf7242703332c78ca4f231b594e200fa6
