at.favre.lib	id-mask-parent	0.6.0		N/A
com.gitee.zodiacstack	zodiac-oauth	1.6.5		438d5b4d0d42ba88c6b10bb2d2dd4017a25ad54f
com.gitee.zodiacstack	zodiac-oauth	1.6.6		165e29e060495c5d8bfb6aea53b432ef868476d3
com.gitee.zodiacstack	zodiac-oauth	1.6.7		b30c7e57cacda9283383d0860bd7fe380928d6cb
com.gitee.zodiacstack	zodiac-oauth	1.6.8		65941e697250d8bb4567b664dd165f544f763546
com.gitee.zodiacstack	zodiac-oauth	1.7.0		e6a79d60a641aeb82353aeef6e24005f67794740
com.gitee.zodiacstack	zodiac-oauth	1.7.1		3719ba4a55730850c649b9de6bad3279c12337d1
com.github.JulienPeloton	spark3d_2.11	0.1.0		ea04422a3b0ea8422f2875ab8c21e63c77fdb7b3
com.github.JulienPeloton	spark3d_2.11	0.1.1		f442b47b88f31a79bf26273b72da664285228fd5
com.github.apuex.springbootsolution	runtime_2.12	1.0.0		5bf1c3ad60af869eb16ec9e9701f9b27fcc288e3
com.github.apuex.springbootsolution	runtime_2.12	1.0.1		2519e06aec3b6d76864c1ee0324c37db77d64ba2
com.github.apuex.springbootsolution	runtime_2.12	1.0.2		cb99f73a22cb636835e66c6e11177d7f65b4b59d
com.github.apuex.springbootsolution	runtime_2.12	1.0.3		19fcaa34649b1ee410ced5fb54e0deb5b81fdb68
com.github.apuex.springbootsolution	runtime_2.12	1.0.4		dbc195123395edf638b595c07fe7b63516149634
com.github.apuex.springbootsolution	runtime_2.12	1.0.5		17a515c588ac0cd30d3bbd8bc593809bdab3f3e1
com.github.apuex.springbootsolution	runtime_2.12	1.0.6		e5b1ddce7fac96183c2a36e2b24aa65be5e4d724
com.github.apuex.springbootsolution	runtime_2.12	1.0.7		17336e97d32dc6baea03c37773785f3c93073634
com.github.apuex.springbootsolution	runtime_2.12	1.0.8		d21d1e0ae045236cee24420ba37b9a0385e7c84c
com.github.joschi	tinylog-gelf	0.1.0		07998908084022a60d3ca3360a22ba3764142345
com.github.joschi	tinylog-gelf	0.2.0		7de26007c508ad282430e65d64822f3e4bc03a94
com.github.joschi	tinylog-gelf	0.3.0		75519a2b7c06325dc65c774872792cae893d131b
com.github.joschi	tinylog-gelf	0.3.0	shaded	8d18b14f318557b44dcb2e152c5d573ac142ac38
com.github.vhall.android.base	vhall-live-native	1.0.1		N/A
com.github.vhall.android.base	vhall-live-native	1.0.2		N/A
com.github.vhall.android.base	vhall-live-native	1.0.21		N/A
com.github.vhall.android.base	vhall-live-native	1.0.22		N/A
com.github.vhall.android.base	vhall-live-native	1.1.0		N/A
com.github.vhall.android.base	vhall-live-native	1.1.1		N/A
com.github.vhall.android.base	vhall-live-native	1.1.2		N/A
com.github.vhall.android.base	vhall-live-native	1.1.2.1		N/A
com.github.vhall.android.base	vhall-live-native	1.2.0		N/A
com.github.vhall.android.base	vhall-live-native	1.2.1		N/A
com.github.vhall.android.base	vhall-live-native	1.2.2		N/A
com.github.vhall.android.base	vhall-live-native	1.2.3		N/A
com.github.vhall.android.base	vhall-live-native	1.3.0		N/A
com.github.vhall.android.base	vhall-live-native	1.3.1		N/A
com.github.vhall.android.base	vhall-live-native	1.4.0		N/A
com.github.vhall.android.base	vhall-live-native	1.4.0.1		N/A
com.github.vhall.android.base	vhall-live-native	1.4.0.2		N/A
com.github.vhall.android.base	vhall-live-native	1.5.0		N/A
com.github.vhall.android.base	vhall-live-native	1.5.1		N/A
com.github.xenoby	util_2.10	0.3.6-16-g2519ab6690		05e85be66d8186d74e6b14b9e35dfd9e76cb5339
com.github.xenoby	util_2.10	0.3.6-20-g0afae98f36		012e6725e70146022c9993814cb0ac9409d61104
com.google.code.simplelrucache	simplelrucache	1.0		42c8a7f13bd7c68c05501909af6bd35bb974c101
com.hedera.pbj	pbj-runtime	0.1.0		171c89f8e37f7b7ed1c083dd78f0d70f59054a30
com.hedera.pbj	pbj-runtime	0.1.1		171c89f8e37f7b7ed1c083dd78f0d70f59054a30
com.hedera.pbj	pbj-runtime	0.10.0		52a63c05a6d436b80d9198767ac6e0ee34ba43c3
com.hedera.pbj	pbj-runtime	0.10.1		df2d786a79b4f3a0d4c50049b4b680a8bab09d93
com.hedera.pbj	pbj-runtime	0.10.2		2242893c2a483d006926358448cf35067aae59cc
com.hedera.pbj	pbj-runtime	0.10.3		31446f7a59ee902840275326a8506f876544c324
com.hedera.pbj	pbj-runtime	0.11.0		b060a3b4a3cce16820053d5202537bdf2c2a1d8c
com.hedera.pbj	pbj-runtime	0.11.1		5a6061d90bbae928b9f02ec72bec7c26c31d4fa7
com.hedera.pbj	pbj-runtime	0.11.2		fa9c1be257c8c4250d515f1e96f1cf9bfd05eb3d
com.hedera.pbj	pbj-runtime	0.11.3		50d3e6939411c203348b2ac86f6792f0c0bee131
com.hedera.pbj	pbj-runtime	0.2.1		96b7eb940e15bdb226c1762df3f7c123dfd01c14
com.hedera.pbj	pbj-runtime	0.2.2		96b7eb940e15bdb226c1762df3f7c123dfd01c14
com.hedera.pbj	pbj-runtime	0.3.0		e584132c710b23fd4695e6acb68dff1e6b2ca381
com.hedera.pbj	pbj-runtime	0.3.1		9a59cf4ce5b416c47412faadfb535586a2322167
com.hedera.pbj	pbj-runtime	0.4.0		559b2fbb8e178e546cca6bc1ef2177778680db4f
com.hedera.pbj	pbj-runtime	0.5.0		e013a6e31bdcd2a17b31464e19cacb4ee54a17f1
com.hedera.pbj	pbj-runtime	0.5.1		a14203245b395f79ce61193a4745f63351fe56d9
com.hedera.pbj	pbj-runtime	0.5.2		631340cfd12601273affbe701b0d8f3619a5285f
com.hedera.pbj	pbj-runtime	0.5.3		5d40ebaa5f6d842ea9dc4bcb51c861aba212ad23
com.hedera.pbj	pbj-runtime	0.6.0		efe8c02dd25232d0cd2745cdf6e1ee101f72ba7d
com.hedera.pbj	pbj-runtime	0.6.1		5d40ebaa5f6d842ea9dc4bcb51c861aba212ad23
com.hedera.pbj	pbj-runtime	0.7.0		64d6cd98e025e63e297135d846a90c49db1c2718
com.hedera.pbj	pbj-runtime	0.7.1		5aa729495cfac29a63a0175e732a1bb3ace645cc
com.hedera.pbj	pbj-runtime	0.7.10		4d5fa6f443e28648286d59a6b72bc4e0a3433f86
com.hedera.pbj	pbj-runtime	0.7.11		203294a3cdef4e18df3262edca3fd713a6f797e6
com.hedera.pbj	pbj-runtime	0.7.12		b31376c938b0420bcc2fc36f20cfa89594e504a9
com.hedera.pbj	pbj-runtime	0.7.13		d72660b3ff15367b94e8e0a497340577aa7dedf2
com.hedera.pbj	pbj-runtime	0.7.14		a4aa3e45c4fb7e6be1d8e5ed600451270c92e25f
com.hedera.pbj	pbj-runtime	0.7.15		142eb272829216ff50f476d550083bbb40db4d6d
com.hedera.pbj	pbj-runtime	0.7.16		142eb272829216ff50f476d550083bbb40db4d6d
com.hedera.pbj	pbj-runtime	0.7.17		142eb272829216ff50f476d550083bbb40db4d6d
com.hedera.pbj	pbj-runtime	0.7.18		51a0e2d9fd994b01563cce5ea7d563e62fb72023
com.hedera.pbj	pbj-runtime	0.7.19		75fc8421093985c91fe35d7afea9d6cf9ec04bd2
com.hedera.pbj	pbj-runtime	0.7.2		b6c0b60500f2d8bdfb13ab60b248f8e27888e72e
com.hedera.pbj	pbj-runtime	0.7.20		757ea3dbdd0fd043a8a936f2bd253c3a0bcd9ec1
com.hedera.pbj	pbj-runtime	0.7.21		ab4b46146d85a1b62ece4ec5ec706e56c535dc4e
com.hedera.pbj	pbj-runtime	0.7.22		757ea3dbdd0fd043a8a936f2bd253c3a0bcd9ec1
com.hedera.pbj	pbj-runtime	0.7.23		757ea3dbdd0fd043a8a936f2bd253c3a0bcd9ec1
com.hedera.pbj	pbj-runtime	0.7.3		b6c0b60500f2d8bdfb13ab60b248f8e27888e72e
com.hedera.pbj	pbj-runtime	0.7.4		b6c0b60500f2d8bdfb13ab60b248f8e27888e72e
com.hedera.pbj	pbj-runtime	0.7.5		171f873c3f7168229fd86a531f76e1350a681a23
com.hedera.pbj	pbj-runtime	0.7.6		411098f917b8e388d4a40f2104b2ea8450eb0386
com.hedera.pbj	pbj-runtime	0.7.7		b3813eb77791af8adb83159c509c1b944a9cb59a
com.hedera.pbj	pbj-runtime	0.7.8		d76dfba8d584c1f3bd70fcb09707b2ad1e67e626
com.hedera.pbj	pbj-runtime	0.7.9		4d5fa6f443e28648286d59a6b72bc4e0a3433f86
com.hedera.pbj	pbj-runtime	0.8.0		ab4b46146d85a1b62ece4ec5ec706e56c535dc4e
com.hedera.pbj	pbj-runtime	0.8.1		ab4b46146d85a1b62ece4ec5ec706e56c535dc4e
com.hedera.pbj	pbj-runtime	0.8.2		4b0243aee73b09b41ee538c6aec333c7b5f6d540
com.hedera.pbj	pbj-runtime	0.8.3		d7e1cfb8b9487f010f5e1745bce603eac863a2f5
com.hedera.pbj	pbj-runtime	0.8.4		29231e99e827421428fd7af1a01607244d4d5e75
com.hedera.pbj	pbj-runtime	0.8.5		29231e99e827421428fd7af1a01607244d4d5e75
com.hedera.pbj	pbj-runtime	0.8.6		971aefb81c86ca2c432e91839680afc4dfa4fff7
com.hedera.pbj	pbj-runtime	0.8.7		6336371f220d89f937d9d02187af09ecd810dd0c
com.hedera.pbj	pbj-runtime	0.8.8		704293d188fcb114d10ab9b9b49b62cfbec1d945
com.hedera.pbj	pbj-runtime	0.8.9		368eeadbff39e91ab5aec0466606cbc73b3a1150
com.hedera.pbj	pbj-runtime	0.9.0		ed12ed6df2cb327c399017a7da6327f02c99bd0e
com.hedera.pbj	pbj-runtime	0.9.10		212555dfbee3a0dbb04cba1aad3cb655ab0570a4
com.hedera.pbj	pbj-runtime	0.9.11		98b744738022cb28fd1caf6740d1b01ee4b43b13
com.hedera.pbj	pbj-runtime	0.9.12		98b744738022cb28fd1caf6740d1b01ee4b43b13
com.hedera.pbj	pbj-runtime	0.9.13		6bfd24a95d467bbc277440911a4d95e0dce34dcf
com.hedera.pbj	pbj-runtime	0.9.14		828a1acf2e716e6eb1ff68302872369b6abb0c2e
com.hedera.pbj	pbj-runtime	0.9.15		ef1b86ccfe8f2f1658d9de7d456a37449300b865
com.hedera.pbj	pbj-runtime	0.9.16		8ec2976d0ce2a56e68c2df01bd61fac9b21cbbcf
com.hedera.pbj	pbj-runtime	0.9.17		e47c57f8595fb6509b3a5e105e668e2561ea0b16
com.hedera.pbj	pbj-runtime	0.9.18		367fa71e06e1530a2bb594a5b738e48c7c8816a1
com.hedera.pbj	pbj-runtime	0.9.19		ddf3bfb6fcd9636a8ffe0ddd6e29ea9d94fd614c
com.hedera.pbj	pbj-runtime	0.9.2		8433372eb8bb3c6d0475fc63646d216a4ae642f8
com.hedera.pbj	pbj-runtime	0.9.20		8f3edfd119c2b44e3eeec9c6254c8016b2f4881a
com.hedera.pbj	pbj-runtime	0.9.4		2fb858559a58e840699558243171bd0fd776b7a9
com.hedera.pbj	pbj-runtime	0.9.5		2fb858559a58e840699558243171bd0fd776b7a9
com.hedera.pbj	pbj-runtime	0.9.6		d96f53360aa45721cb1caefb655087bd1dc6d236
com.hedera.pbj	pbj-runtime	0.9.7		d96f53360aa45721cb1caefb655087bd1dc6d236
com.hedera.pbj	pbj-runtime	0.9.8		d96f53360aa45721cb1caefb655087bd1dc6d236
com.hedera.pbj	pbj-runtime	0.9.9		d96f53360aa45721cb1caefb655087bd1dc6d236
com.innoventsolutions.birt.runtime	org.apache.commons.codec_1.9.0.v20170208-1614	4.8.0		65deb3882534cce094a81eda7766684d1e9a0849
com.jpattern	jpattern-cojen	2.2.1		d4dbe92a17c1a9db99e48be092ca367a0a8fc366
com.jpattern	jpattern-cojen	2.2.2.1		adbddd95670ef5b0d4cdc19ebcbc1b6c0461513f
com.jpattern	jpattern-cojen	2.2.2.2		d43b7104e7178058f1ba9972b4d22bc7c0e030c2
com.jwebmp.jre10	jwebmp-jstree	0.58.0.21-RCTEST		fc7509682db80b9f61d2a603a9f88b8ac17f709c
com.jwebmp.jre10	jwebmp-jstree	0.59.0.14		418e85c7ca51de1822ed50ba1b5c58ac0c5b1bee
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.0		ee8089852ed5df31f82f903b410553b8daaef08e
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.1		c9a78282bad794a1e1716c72d34d405d7b739218
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.10		75c515db175f59a24211b8346b9c1e98ceb763d6
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.11		88c3b44b57933a6e026af6addc946d793da51506
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.2		b81778c9056119b5a0015566bbc150ffd44f27b5
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.3		e05af94448f285d965790fd4c1ea13d65189dd43
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.4		9f9e8ef22ea710911e075afeeea14f300715ba8d
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.5		cba5338a462f98972d2e997656e37ce6eb39254a
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.6		d19c5a790439635f6b82b17f3ca4c82d84a7cdea
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.7		4532edd2f7078251df02e90c7bb7082a10b523f4
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.8		24a37253fa8a4dac80621a62ba223bcb7c7aab3f
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	1.0.9		6eede5b44531c262a8a9dfed213f66e25ea7c456
com.liferay	com.liferay.frontend.taglib.aui.form.extension.sample	3.0.0		ea4a2ab72602f12daf10cbecab3e675f8200f693
com.link-intersystems.gradle.plugins	multi-module	0.1		4da882cc48a5bc6a8f78e6970ec46c36d0a80348
com.nbsaas.boot	project-api	1.0.1-2025		f932b807886c0b4f37a606081ccb2e3e4cfaa2f5
com.spotify	apollo-extra	1.0.0		8c53bd51f685829ea52f985b127cb91bb1851d40
com.spotify	apollo-extra	1.0.1		679b091dc9475ce31797ea83ac89f8cf44f1805b
com.spotify	apollo-extra	1.0.2		9492a4685e2af0125f6340cfa6ba47eb7e706d0d
com.spotify	apollo-extra	1.0.3		5f062833973519733565beaa97380277a338928b
com.spotify	apollo-extra	1.0.4		7524417b766bfd13449fb6891d67f8fd1dc05da0
com.spotify	apollo-extra	1.1.0		1ee22e9ab6ea021b2e62cc887017cf44b3d9d011
com.spotify	apollo-extra	1.10.1		39b5569f1d82f9e89bdbb6d352b2132ea381103a
com.spotify	apollo-extra	1.11.0		600c779b4e375ca31fb602cc738e1c61bdfcb068
com.spotify	apollo-extra	1.12.0		15b99b39fd8ed3482c29e9366513ef0b897e56a3
com.spotify	apollo-extra	1.12.1		0ed46898e3ab66b59d5c8743ab00dc3306b6cb04
com.spotify	apollo-extra	1.13.0		0592a5bf867b332ed5271802cef0d70b9f6934c7
com.spotify	apollo-extra	1.14.0		b5617879fa34f713d0415698b34d2f5c78483a7f
com.spotify	apollo-extra	1.14.1		ed04c96842e281aa2d181f4c8240501b71e8532b
com.spotify	apollo-extra	1.15.0		4389bbc9dca70dddd9d9939b5e18fa1635732bc1
com.spotify	apollo-extra	1.15.1		20bd3f71effcbe5eee07d258a9ad95b778636e4a
com.spotify	apollo-extra	1.15.2		fbfa943da295c84e50a0344e1ac59b1520125703
com.spotify	apollo-extra	1.15.5		f766f2ae2278aed5839053782ecda62cbfd7356b
com.spotify	apollo-extra	1.15.6		b3fbfbd8ac69efeba082d15ea6d5f2034be247db
com.spotify	apollo-extra	1.15.7		c27871bab6545d3dc32aa555d51574702ac6c32e
com.spotify	apollo-extra	1.15.8		fb6eae23d1367693a8d51eab44535e71091d9920
com.spotify	apollo-extra	1.16.0		6709f0de828fc3a4cdd1772df4376a0b4f229b84
com.spotify	apollo-extra	1.16.1		b32f7cb36c852b1629b4635537d51d000898a564
com.spotify	apollo-extra	1.17.0		95d19511d45cb73867c844adc3fdc31e681391eb
com.spotify	apollo-extra	1.17.1		2761b4d2b7aafd2f7279365cf14280f65f57e20a
com.spotify	apollo-extra	1.17.11		98aa088c412d8b26e782acde2998ef359229a80c
com.spotify	apollo-extra	1.17.2		eb6827ef2fb5912138e0d7e5215b20ed7d7ddfe6
com.spotify	apollo-extra	1.17.4		b20f9c30f66c284ef34d389f39f8600285e6bf95
com.spotify	apollo-extra	1.17.5		491c284d1e3a1f8debf47b6283f5c2abb2527d7d
com.spotify	apollo-extra	1.17.6		0772ab47628a0f71655becea1150df85c889ce69
com.spotify	apollo-extra	1.17.7		d274f8199969342e3ed747e21e9a622bbae93520
com.spotify	apollo-extra	1.18.0		b29b73b4f70a9e99650672f3b8601ad66fef47bd
com.spotify	apollo-extra	1.18.1		6b9b276dd65b27fa2160ef8b60e93af236e1b8c1
com.spotify	apollo-extra	1.19.0		0fe7b7561d68ccd4c1ab9ae34b2e83dba323b1e7
com.spotify	apollo-extra	1.19.0-RC		732e35f2a5fcaddcbef602781eaa63f45a8f543a
com.spotify	apollo-extra	1.19.1		31a252412456eda151cab5778d43b6cfb1d22f13
com.spotify	apollo-extra	1.2.0		b2ddc7dd4df0a86b3b906098bc54a3abe182c94a
com.spotify	apollo-extra	1.2.1		e033de2eaf8c2d20d70c4a28de5fa5fa647605d0
com.spotify	apollo-extra	1.2.2		b33ff27a0aeb8de63a9ed0942f19d3a73e7247a9
com.spotify	apollo-extra	1.2.3		58918ddd35044f56bde1dc50776e01455d83b2d1
com.spotify	apollo-extra	1.2.4		ef1ad48d43bf516ecebff5a37fba3ce5c5541d53
com.spotify	apollo-extra	1.2.5		c02be566426530dc813e9ed75848862e9b697ac4
com.spotify	apollo-extra	1.20.0		a750e2b2002723a6d8e8fbd39fa9f720b064ba61
com.spotify	apollo-extra	1.20.1		6cfdc879b293ec877895798c72c4858ec1981725
com.spotify	apollo-extra	1.20.2		843b8a80d7ad9560028f2eae8b75949b016eea38
com.spotify	apollo-extra	1.20.4		a798d0533ab9b1f719f29cfc853bc175755cc261
com.spotify	apollo-extra	1.3.0		a47bab112dc2bd100bad84a4c91c8fe16379f496
com.spotify	apollo-extra	1.3.1		a1398429f56c0cd621055c2bb96dd97b8b2b6a1d
com.spotify	apollo-extra	1.3.2		5e349e74c594282766ed16721929dad972706931
com.spotify	apollo-extra	1.4.0		451555d61d532b02eee0886efc42c265b729a601
com.spotify	apollo-extra	1.4.1		9ecb74fb65c1823c6dfbb35f07babc388904b8ef
com.spotify	apollo-extra	1.5.0		5c11d95e6e95cdf0318ce401a8e944e2a9793757
com.spotify	apollo-extra	1.6.0		d8f3d43403fd2ce7914ba7fe530c389f55bd3d89
com.spotify	apollo-extra	1.6.1		5e830976b2e26ebf2b5a7069cc9ac712cd11a1dc
com.spotify	apollo-extra	1.6.2		c9d03023976d162559a0690f2deb4de704343c1b
com.spotify	apollo-extra	1.6.3		d3a165ae91299c3b2d8ce967d3b9803c16fd3eb8
com.spotify	apollo-extra	1.6.4		3266a84eecc62cd8e04689924dff4fd1fb7db081
com.spotify	apollo-extra	1.6.5		9e0c7c9d80b2270c0515b9ee906928c067c225c0
com.spotify	apollo-extra	1.7.0		eb9accc63b5e286baace4bd5b08a708d76f98ef3
com.spotify	apollo-extra	1.8.0		4ee6dc37f21bec2deadfb4687ff57f35c342cac4
com.spotify	apollo-extra	1.9.0		e8bdcbb9630d50917504477401f43cd393e972db
com.sun.xml.rpc	jaxrpc-samples.helloworld	1.1.5		de563f5e31284291640ba11482cac15be04bd973
com.sun.xml.rpc	jaxrpc-samples.helloworld	1.1.6		5a95866631a6405ffc19641d5f339e7b7317db28
com.themodernway	themodernway-server-hazelcast	1.0.10-RELEASE		363e1cd73c9688467fdfe7e2809aca4377450f55
com.themodernway	themodernway-server-hazelcast	1.0.11-RELEASE		338ae43ab6d13de0738d05e3f2748adcc42d4c82
com.themodernway	themodernway-server-hazelcast	1.0.12-RELEASE		c920b6ee528a07e50fe6d2846cd2bf2a971d7ef5
com.themodernway	themodernway-server-hazelcast	1.0.5-RELEASE		c99967f9fb28a84bf3433610699b43a58362cfb9
com.themodernway	themodernway-server-hazelcast	1.0.6-RELEASE		17e6eff7e442928568eba124fa77e414e4e17b58
com.themodernway	themodernway-server-hazelcast	1.0.7-RELEASE		8540e1838e47a5bae5b6140ba3fe72d7509b897b
com.themodernway	themodernway-server-hazelcast	1.0.8-RELEASE		4ea5c4609eddf24c3d8b2f327216c689890e307f
com.themodernway	themodernway-server-hazelcast	1.0.9-RELEASE		6915acc21a06aeef66e55e3b63ca6ab433f7f27e
com.themodernway	themodernway-server-hazelcast	1.2.10-RELEASE		0da64115aeef02e09db22a4af73c006e6b12a2d6
com.themodernway	themodernway-server-hazelcast	1.2.11-RELEASE		b33171bec541b0fcf14dd611b49143506ac0cece
com.themodernway	themodernway-server-hazelcast	1.2.14-RELEASE		b19911a0f096c5e6d3bc3a04aab72ad6e5d09cc2
com.themodernway	themodernway-server-hazelcast	1.2.15-RELEASE		f52b21ecac07ef03a013f11cbf4a978f81aff755
com.themodernway	themodernway-server-hazelcast	1.2.16-RELEASE		3707826a14f342e8754048e16cff19f4364e01b1
com.themodernway	themodernway-server-hazelcast	1.2.17-RELEASE		112c2ed39836ffd3b42c1880462c575872d983df
com.themodernway	themodernway-server-hazelcast	1.2.2-RELEASE		9759de7d391dff1b2790c15fa53697882a18d72a
com.themodernway	themodernway-server-hazelcast	1.2.3-RELEASE		5a9b4dc30ec6d74d39e18cc7ffdcf37875681c71
com.themodernway	themodernway-server-hazelcast	1.2.4-RELEASE		d79bf29af61a6bd54fcda0776a87a771a6d89404
com.themodernway	themodernway-server-hazelcast	1.2.5-RELEASE		8741ae442b414d55d7c381b50ad26202283b2153
com.themodernway	themodernway-server-hazelcast	1.2.8-RELEASE		8e6e54471c09658807eec3cec6e787064c194542
com.themodernway	themodernway-server-hazelcast	1.2.9-RELEASE		4f2e770760e8e53c3905e0097b4d867d629c00c2
com.tvd12	test-util	1.0.0		20bda35d87f41b8667e8c8690e5953a1b4466668
com.tvd12	test-util	1.0.1		ade2a23d01d74dab7f445d2f64457a52b85ad1d1
com.tvd12	test-util	1.0.2		e529d1c995bbc26845438090c1b5f94122f1411c
com.tvd12	test-util	1.0.3		e8d7943f82a95d906828284d8fd6545d9a25a45d
com.tvd12	test-util	1.0.5		5bba7be0893298bd79b28e30f49f8a629bd3f82e
com.tvd12	test-util	1.0.6		dba62f462ff19b82bceb5fb25bc88086846df355
com.tvd12	test-util	1.1.0		2ee5d10ef064a349a8d589319f7a31212f0d3453
com.tvd12	test-util	1.1.1		fb095c8f8052d750bd060d01bffee324da3384de
com.tvd12	test-util	1.1.2		28291d493b2f61a8420915bf948e9be458119a13
com.tvd12	test-util	1.1.3		3148a08b4299dabd809811c2f060f006abd45bac
com.tvd12	test-util	1.1.4		10e67931ee494e534ede7cb74a2956e850fe1582
com.tvd12	test-util	1.1.5		921b75adc073e121cb41edf8a72befcbbc7012f7
com.tvd12	test-util	1.1.6		254b1150df2b15dcb1f22c163804d2e060293ca2
com.tvd12	test-util	1.1.7		8b856c9ea31c75b0ed998bf6b55816eb671098bd
com.tvd12	test-util	1.1.8		8911789f6dabba0117a2d2f17d4ddcd5928f0fce
com.walterjwhite.java.infrastructure.datastore.api	repository	0.0.17		e71e89f10c3dd37addc2c54d566acb3b010b38c0
de.adorsys.xs2a.gateway	adorsys-integ-adapter	0.0.1		5d98ce9ab1a68bd2589fe1928304c4f52f9a269f
fi.evident.cissa	cissa-root	0.5.0		N/A
fi.metatavu.mecm.reader	mecm-reader	0.0.10		f8cb9b25ffb090e3c5d695b009bde8504d58b459
fi.metatavu.mecm.reader	mecm-reader	0.0.10	jar-with-dependencies	1a3451680740adab627b0467fc59ad58e7083923
fi.metatavu.mecm.reader	mecm-reader	0.0.2		937b664fbbb9c0f08016b3b67f529338fbf7a2f5
fi.metatavu.mecm.reader	mecm-reader	0.0.3		c2362b201bba3713db4f0546a265d1019c1ca0fb
fi.metatavu.mecm.reader	mecm-reader	0.0.3	jar-with-dependencies	6e304c6e380a983a875017f23ccf5b37d487cded
fi.metatavu.mecm.reader	mecm-reader	0.0.4		c0d336c363925ed76a5ee0e7507cd2e3f52b7761
fi.metatavu.mecm.reader	mecm-reader	0.0.4	jar-with-dependencies	f3f9c6ac45727895f65b320a713f876232242884
fi.metatavu.mecm.reader	mecm-reader	0.0.5		9f6180e4dfad25380739135a2ab66336151e639a
fi.metatavu.mecm.reader	mecm-reader	0.0.5	jar-with-dependencies	76cac712e8a83cf784bb9d3ecfeb5aea58a3f7fa
fi.metatavu.mecm.reader	mecm-reader	0.0.6		b76cffe139586c77ea83f879cb881ef0f983b426
fi.metatavu.mecm.reader	mecm-reader	0.0.6	jar-with-dependencies	cbf061b8baaef9f84b76fcf63fdef6fe34d0f383
fi.metatavu.mecm.reader	mecm-reader	0.0.7		9aa6207310b112950eef66c320507e04ff49af81
fi.metatavu.mecm.reader	mecm-reader	0.0.7	jar-with-dependencies	9888ec4ade0fb300cec0304523a11a679d7dab8c
fi.metatavu.mecm.reader	mecm-reader	0.0.8		8245fed0a80c609dfdab3820a9be5cfb3213ef3e
fi.metatavu.mecm.reader	mecm-reader	0.0.8	jar-with-dependencies	bdf45ddff4075a535073f6d1d06cf2cf1768ec9b
fi.metatavu.mecm.reader	mecm-reader	0.0.9		731a531a4b3ba343c1a88da46376c09e9757540e
fi.metatavu.mecm.reader	mecm-reader	0.0.9	jar-with-dependencies	d2f8218c98667ad60b59b89b99b06040f997b812
io.github.aderan.board2	room-whiteboard	0.0.1-alpha01		N/A
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.10.0		c6a408c4a8fb11293c15d8dc21e894f11339bd2a
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.10.1		e2fb09c217b903d0bde2dfd4ae3902e6d6daa219
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.10.2		47ee329cf013358282e3f71f496dedea3f32bd97
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.10.3		f5d522cc2408782e0866b1cae7bfd117549f6678
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.10.4		dd52ca69a8ee7c7454c34d0b982926d9c11b903b
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.10.5		d05364841232471308792bd5ebf1b9d3cf82bf9d
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.10.6		b11ca0a8e59475fca60312ae065e474ff0484979
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.10.7		5675b390d54f9b01a0fa895e06c7c2a7fdd4b5c4
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.10.8		f9e2c04fef97caa7fa6271250e6089380f7ef9b3
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.11.0		5869eadafa1e2b242c4c683df325b55428f89158
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.11.1		e6c9b49f1bc4dda16d4d5962d33bdf4ac313278c
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.12.0		41cf30eb3cd492a511c19ebb1400e7c7622fdb98
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.13.0		77cced6bf4697ddfbf893c6e98df7cfd6ed53b50
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.13.1		fc0c85fffd9a4435ea7a3aefd0773669977f19f6
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.14.0		0b4d64bbd8943c793e768e6af645c1411b780650
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.15.0		89ae6a9514349280ebdf77c1484c9e1b65608c7d
