at.released.cassettes	cassettes-base-androidnativearm64	0.1-alpha01		N/A
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.27.2	metadata	95898c6fab3ac5d79936d5b7db6da2abfeeecec2
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.28.0		N/A
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.28.0	metadata	b6107d5bda28995c24c2d7428fed052448e17205
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.29.0		N/A
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.29.0	metadata	80ade7b1cac6a30f289c843bdd789e0cc86ee64b
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.29.1		N/A
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.29.1	metadata	ee030ac92776a74c2b7e49bc59ca06db0d24f51c
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.29.2		N/A
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.29.2	metadata	d852d705ec93c8585bf99c3a0c7605ebaeb4842d
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.30.0		N/A
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.30.0	metadata	f61ab748eb75a2bb90a2680bcbca2d052ef26479
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.30.1		N/A
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.30.1	metadata	5c06a1d8f1085091c85b536c6685a5ac68485a4c
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.31.0		N/A
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.31.0	metadata	8188c794f944f229b8499086fd3308cfa042a015
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.31.1		N/A
com.fresco-kitchenos	kitchenos-client-sdk-configuration-api-iosarm64	1.31.1	metadata	8e096088fa4d869b0040c01c20633f6be2e27ab6
com.github.colin-lee	mybatis-spring-support	1.0.0		c7ee833e231a054e595040576a1424aa450b7528
com.github.csabasulyok	gradle-latex	1.0		2cbe66c5a1a7605dd31e4032005747e8a1e62173
com.github.debugthug	TruJet	1.0.0		f933af941ebaa18ff5807afa5983bf49944f9752
com.github.jeffreyning	nhesb-service-servlet	0.0.3-RELEASE		48dbc549f3b77558b776f7253c17161311d0686f
com.github.kimffy24	ejoker-support-rpc-netty	2.2.0-rc		920dde810bab6228c56ae1c4d7c493b5eb3e9810
com.github.kimffy24	ejoker-support-rpc-netty	2.2.3		5a44bebb0857fdaf340db1b44adb6fe271b49c5e
com.github.kimffy24	ejoker-support-rpc-netty	3.0.0		cf4a6b5d2be4a0414ad07256f7551e583b5e553e
com.github.kimffy24	ejoker-support-rpc-netty	3.0.1		794a67902265c9bb8bb30cbda371f99a71dae5ee
com.github.kimffy24	ejoker-support-rpc-netty	3.0.3		5df0556efe275dea2f6a08618c14ec73f312065a
com.github.kimffy24	ejoker-support-rpc-netty	3.0.5		e2fbece36ec795e9bce59b5de6f1ef839a86da28
com.github.kimffy24	ejoker-support-rpc-netty	3.0.7		3a54f510b22fc0f2b9147c3d648c37022cbd2104
com.github.kimffy24	ejoker-support-rpc-netty	3.0.7.1		3ef96b0b3d44bdef980e739542a8cf4c9f5488c8
com.github.mercurievv	bulyon-http4s_2.12	1.0.12		e3d4de6b6731c60315d7e74ec74309fa013b44af
com.github.pcmehlitz	worldwind-pcm	2.1.0.180		7a4680fa3717866fd0f25666bf121586c2ddbd2a
com.github.pcmehlitz	worldwind-pcm	2.1.0.181		36a633ea8fcf6858ba752c621bcdb6bbf918a52a
com.github.pcmehlitz	worldwind-pcm	2.1.0.185		7b9cd884e1a71eb880e114f665a81d459439859b
com.github.pcmehlitz	worldwind-pcm	2.1.0.187		bdf9e74c48450903c2ca11016c8b05f24d2c7a52
com.github.pcmehlitz	worldwind-pcm	2.1.0.197		c191a971cab4b9019d79fbc9b837b7ad61e52bb0
com.github.pcmehlitz	worldwind-pcm	2.1.0.198		dfa1dfd8e4d4e14ba59bc7daa9caf3bb8576142b
com.github.pcmehlitz	worldwind-pcm	2.1.0.202		d4d37a59f348368c032cb336ba4c0ff9b0a94616
com.github.pcmehlitz	worldwind-pcm	2.1.0.206		6c92938ec79a4ee75ae40182c64088a516ea2d79
com.github.rmannibucau.sirona	sirona-plugins-api	0.6		f17979c4b94b1f739aaa993f4835322ff7d864f0
com.github.rmannibucau.sirona	sirona-plugins-api	0.8		19187c7f74361253beb64acdbf5b15a44c56ff87
com.github.tackfast	jarboot-common-gateway	1.0.1		63f306df2291a7e41569a747c9174a39add86e19
com.github.tackfast	jarboot-common-gateway	1.0.2		29632820812e9470d892c15efb825210642d0ee5
com.github.tackfast	jarboot-common-gateway	1.0.3		0727f6838964361620300dd516ba3fca76c0eb3a
com.github.tackfast	jarboot-common-gateway	1.0.4		f46ad10cb7c94e759edfd4cd8ed9510dbe0d6149
com.github.tackfast	jarboot-common-gateway	1.0.5		0791e3ae78da256b9c8389af95f13d1ac87092ff
com.github.yujintao529	mixdpic	1.10.0		N/A
com.github.yujintao529	mixdpic	1.10.1		N/A
com.inkapplications.shade	internals-js	2.0.0		d6f16ae9e5503ec80de8c84b380d4826e54e0b11
com.inkapplications.shade	internals-js	2.0.0-alpha		f82cb4d7011b5d7494162c980d0747484440751f
com.inkapplications.shade	internals-js	2.0.0-beta.2		d6f16ae9e5503ec80de8c84b380d4826e54e0b11
com.inkapplications.shade	internals-js	2.1.0		d6f16ae9e5503ec80de8c84b380d4826e54e0b11
com.inkapplications.shade	internals-js	2.2.0		N/A
com.inkapplications.shade	internals-js	2.2.1		N/A
com.liferay	com.liferay.user.associated.data.test.util	1.0.0		e646335a2d05863ee04d7545386a0cdacfbb6eea
com.liferay	com.liferay.user.associated.data.test.util	1.0.1		d3fada929abf0b244186656fe9e483d1ddb6a03f
com.liferay	com.liferay.user.associated.data.test.util	1.0.2		a8807242186e68dc40c61896c03258d5c7195ac7
com.liferay	com.liferay.user.associated.data.test.util	10.0.0		360cfbb7227bc6b7a572d20c03d418139bd7c813
com.liferay	com.liferay.user.associated.data.test.util	11.0.0		36aa8931ea50cabd279842f0c2582d2929c04f83
com.liferay	com.liferay.user.associated.data.test.util	12.0.0		d5cb3397d4d6a015908d1e6ad30aa0e1be2370cf
com.liferay	com.liferay.user.associated.data.test.util	13.0.0		60fc2580e089a7131ebc06b9b285a17eb525ebe4
com.liferay	com.liferay.user.associated.data.test.util	2.0.0		c0b20b2944d17adc771998215cd4501b459e13ad
com.liferay	com.liferay.user.associated.data.test.util	3.0.0		73e616bd41cedb1592b104ca07fe7548cd2ae714
com.liferay	com.liferay.user.associated.data.test.util	3.0.1		aead1016b006e5f40aa9cfd40e3073dffbc9ecce
com.liferay	com.liferay.user.associated.data.test.util	3.0.2		8c88d0e9e9c792ca5048208f8316ce154d779900
com.liferay	com.liferay.user.associated.data.test.util	3.0.3		3eb85c229a0f73378f93e732c71c350ebcffb347
com.liferay	com.liferay.user.associated.data.test.util	3.0.4		7ee09dfc5a5d590e3d7dd5ae7b1449645d4479f3
com.liferay	com.liferay.user.associated.data.test.util	3.0.5		7d5d4d93a3874c520578704349fdc9dfd9937f7f
com.liferay	com.liferay.user.associated.data.test.util	3.0.6		9ff9ef3f91dbf25daa51d03a2ca4242cb3691804
com.liferay	com.liferay.user.associated.data.test.util	3.0.7		b10d034894d8360ee3defa85d4c10b1558d6787c
com.liferay	com.liferay.user.associated.data.test.util	3.0.8		d2416480d6dd7535bc4d5a916bd72f3471a6bfb4
com.liferay	com.liferay.user.associated.data.test.util	3.0.9		a0e57e80c31da4c6b28a0e5982eefbc00a7b9ce2
com.liferay	com.liferay.user.associated.data.test.util	4.0.0		7665c36a6a712767d196197b325a52dfd73c050e
com.liferay	com.liferay.user.associated.data.test.util	4.0.1		42c9171ca1e3e523ea212f2c015a7067ac1e1d00
com.liferay	com.liferay.user.associated.data.test.util	4.0.10		0815f93179228e5e49c87fdfc572ec7b65e8c346
com.liferay	com.liferay.user.associated.data.test.util	4.0.2		90a6a2697d96230932aec0f1607a056e0511c458
com.liferay	com.liferay.user.associated.data.test.util	4.0.3		118e280a01faa8d8a7e04aca5d49372e34d53f52
com.liferay	com.liferay.user.associated.data.test.util	4.0.4		fde8759188d1acbeed7cd426f8c9698c63ecef21
com.liferay	com.liferay.user.associated.data.test.util	4.0.5		7d537b6a86c1bcdfcfcf3b00a8e2a51bc7451fb1
com.liferay	com.liferay.user.associated.data.test.util	4.0.6		90e305a8c9198c81a57e4b5a71eba84050b04abd
com.liferay	com.liferay.user.associated.data.test.util	4.0.7		b3aadea42a153c1215f4ef83d45cce9b8531465b
com.liferay	com.liferay.user.associated.data.test.util	4.0.8		f1ec3e944d836540349e335699b6211b626c6c4c
com.liferay	com.liferay.user.associated.data.test.util	4.0.9		62dcc543e5b49db4c169a3fe7419d89dc8c0090e
com.liferay	com.liferay.user.associated.data.test.util	5.0.0		ca125dd8cb342710474c41044f57d5f50912227a
com.liferay	com.liferay.user.associated.data.test.util	5.0.1		b71971381228a59a203d206f1eb0e19a478448e2
com.liferay	com.liferay.user.associated.data.test.util	5.0.2		7945dac35efd583c9d7152262cb2b66545e55920
com.liferay	com.liferay.user.associated.data.test.util	5.1.0		d6c9ecc0c09dd15fd6b36b4d6bed465dbb4fbf01
com.liferay	com.liferay.user.associated.data.test.util	5.2.0		6a445ea432807b895a9bd90d25118ad1f71c6711
com.liferay	com.liferay.user.associated.data.test.util	5.2.1		e7d22b56e924cf5b2bd2cd3ef0e425ced5d8df54
com.liferay	com.liferay.user.associated.data.test.util	5.2.2		78b3eb9fff097272aed3561411b64cade4aec444
com.liferay	com.liferay.user.associated.data.test.util	5.2.3		85218047c0fbf31f781af8de089e91fc442913ba
com.liferay	com.liferay.user.associated.data.test.util	5.2.4		f9b2153c6c30581fdb8fcd791654a2c20100015f
com.liferay	com.liferay.user.associated.data.test.util	5.2.5		59faa5b0b2df350acf4d52328119cb409daf7e5c
com.liferay	com.liferay.user.associated.data.test.util	6.0.0		420fa5308b666439c272efe9d44408778a5581b0
com.liferay	com.liferay.user.associated.data.test.util	6.0.1		323a863324c4f79742b60e2a7819e6ec94cc46e3
com.liferay	com.liferay.user.associated.data.test.util	6.0.2		c73387532512c33e69de77b47a5166b5af5ae3a8
com.liferay	com.liferay.user.associated.data.test.util	6.0.3		5ea0a5f59c4dbfc0c01b8890d6f0df85a19927dd
com.liferay	com.liferay.user.associated.data.test.util	6.0.4		4277abf4e3cb3b5fd647e78ce8cbb82b8bf4524b
com.liferay	com.liferay.user.associated.data.test.util	6.0.5		eea0b56baa3d46506f47d1bbf62a3fb3786293ef
com.liferay	com.liferay.user.associated.data.test.util	6.0.6		4b5076b4f776a7ebc836d2142366f6be0ec57eda
com.liferay	com.liferay.user.associated.data.test.util	6.0.7		baa61c135e3265c79eefabfa713ec02355915b81
com.liferay	com.liferay.user.associated.data.test.util	6.0.8		5dc7f64c40dcaa5ac5048669be0ee469b005e1ab
com.liferay	com.liferay.user.associated.data.test.util	6.0.9		416876f77193cf7fafa2814bbaef92ed42ce6683
com.liferay	com.liferay.user.associated.data.test.util	7.0.0		de42332342bdfc1dd6dce732291ad036038abdf3
com.liferay	com.liferay.user.associated.data.test.util	7.0.1		5d6acced454ac031867842d87f8c2174075f06ef
com.liferay	com.liferay.user.associated.data.test.util	7.0.2		4efddafcaba6ae6a7d830babcc0b745abf67fa2c
com.liferay	com.liferay.user.associated.data.test.util	7.0.3		c57c20caecf90fe49ee3cf84426773f16a41fd37
com.liferay	com.liferay.user.associated.data.test.util	7.0.4		3a8784c9673992ca529e3675d13f470083edf478
com.liferay	com.liferay.user.associated.data.test.util	7.0.5		907c4bb818b4b6820692980a43df52c84af712c2
com.liferay	com.liferay.user.associated.data.test.util	7.0.6		5c24f901252f7a3c5c494c6a3af77df2705e2ed3
com.liferay	com.liferay.user.associated.data.test.util	8.0.0		e3c0c60b59c334d464d89b7e5cc7d031ea8e2dad
com.liferay	com.liferay.user.associated.data.test.util	9.0.0		8f279f85d4efb1dc07796e0f1aebcfcad409fd5b
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.0		f14314eaf2e61c40cd72843d7bb6d26b4923673e
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.0	jspc	43920e5a3ce2fa11648e244e3abc79ea1ff0c685
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.1		876bef43572eb1d3f754a3a43872acc01ed0dca6
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.1	jspc	a133695b011b8fb7efd639b1fae69a6a86d98f04
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.10		b3b2c344b140041530e607c6f08c6553890dab50
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.10	jspc	f44a4c6eab9066a93c77a3373ba477a0d22a6037
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.11		5f6ca4c7c8ec480f7824a77e2ce147c4c8e0e85e
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.11	jspc	9fa2c9a95faaa35c975c9d3f46d42e1410ab7ee9
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.12		6716e92c6fedc7f2e54856a31723903aea2d37cf
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.12	jspc	ab7423d6408c66d80d8b01d80b384bd16ee44b11
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.13		d6457ecb2e8cc4765d8427b9e4cdc8bc8804e9a6
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.13	jspc	45f75b9f5d2cf7bb3d6995dc691f4da8767c29ab
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.14		b3171c7dd07be70d4ab05435d0a7d31e848760e5
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.14	jspc	a86fc935ee33a1957f415ec158e730800b2b73f1
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.15		eec0eaee8573c010ccf953d607733d66566a0dce
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.15	jspc	5b1569a9d8a0c9ea8e0a1f1b661287f8b41233bc
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.16		c56813afe9911a33307251956bd7643445ad0525
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.16	jspc	502107aee0b33fecfcb6aa68e7b72e13316887bc
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.17		f96e6f7f45fa70a5457a3019d2a29a468dce8803
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.17	jspc	7b92938a1798014ddb20c1b80b6b3742d0a0ab26
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.18		eca0acec0d015be25990cd14652733250f181c06
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.18	jspc	f873ddd7e0c0e426bd105e729920730b5d788e76
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.19		c07cf2fd5243c6721f6aca60a7d8039d1c59bd44
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.19	jspc	036060aec27544b9b8aca7d71d96c4f41542362a
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.2		4ddf7725b237e7aa0aaaa99e3bc0a197abc85e76
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.2	jspc	e3093aae53713c5ece04e88dc97edf38bd5e5f5f
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.20		ecd9bb508f1cd6936cf0474d694343b3d70852c9
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.20	jspc	0053513a2c2e2d6780fdf91cc6242a590180d6fb
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.21		789134594507b6cbd5b2bb59bcd4aacb2fbf9e66
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.21	jspc	050d2f09499f10273a0433f8f5c487bd901adce5
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.22		27b8cf455fe729f96d6de750714db6d25cfe6e97
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.22	jspc	5d03d1c770540fe6a67d4cb64ce0448367337ff7
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.23		395fde9ab57e86c3cf0d10e5f18c8be1ca6fb6a2
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.23	jspc	c6174c1eda1f05765114fdb35cecdaf92f797e14
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.24		8d369350834eedeff47a6bb31f1aa6a200437564
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.24	jspc	1caa50455cad30f5ff12101c2ea0bed9cf47df02
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.25		b41a1660256a6b704bda4e962a75563a53593931
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.25	jspc	fc8a262cbb2f4283de2b352a7a07a52696163816
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.26		0d8990b05149d7dac508b4646fdab2d39941c9a9
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.26	jspc	9ed60b7d17eda1cbb1b9a9a51064506d152c84a7
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.27		341cddc65fcca8b5edd279a4ff1fe01e258072e5
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.27	jspc	a0315a26064ed9c31305acad90e1f456239fd6d0
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.28		46937e98e91f025553e68228307864af86929320
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.28	jspc	ac47c24968220a02d7cc8c056850c7bdbf983287
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.29		66f7e694bd22693d6e849644b9191ae19d0a06c9
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.29	jspc	a59c3b58a01ccc2f7e9245f3377e34c0014071a2
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.3		88b5fe71d6d033fa43cea1569bef0dc8b2eaac0a
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.3	jspc	6a7b5d2a9447f19c0773fea1063adf599f2c7b5f
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.30		16d60f55d6e3d04de80e1f11caee533c4e4a7e56
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.30	jspc	5cf731f829107b2e64142693c6ba0fda6562804c
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.31		83b71928f4d9d630d3ecdbe7885e21baa95a2553
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.31	jspc	0be3aa89988abf5b382b9156ace28857b4295719
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.32		3963637c3096c32bcec97e9431c6eb434fb7541a
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.32	jspc	021c94c64d579385cbfb946561c9bdd5b3b2c62d
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.33		025f20b8470b0be0ad96d84e3efafedcac57af0f
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.33	jspc	95bdf8864affabb59b5f36287f84fbff66be3a07
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.34		28220f3d4dff6a6985054ba528e41d546bc3b1ce
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.34	jspc	702db6cf22e3b3fc7e4547e7ea982763a5f7f71f
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.35		2529cee406b43c2872e50a02983f46f0bdf844bb
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.35	jspc	07d31fa6c07109aa4913e90bba14b2cf8bfb42ef
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.36		2477ba4f8c8f57022d16c60b81a4e5bf509bbcdd
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.36	jspc	51ef56b46cb46fd95688519dd872c2428706c670
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.37		a1d619e774bc69481def9f3dc8f0b7b84528fc54
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.37	jspc	fa2bdd577a96e08f8ce40a3e32814b80fd166fd3
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.38		65c893c5197cea4dcf473f3edab0add30abc78f8
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.38	jspc	95b741771403ee5fbab0f50e48041221d8fcc3d1
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.39		fbcc89bbe75a107800645384ab362e8d88a220bd
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.39	jspc	bd520576f601fb10ac619eb1f90d309540f722d9
com.liferay.commerce	com.liferay.commerce.product.asset.categories.navigation.web	1.0.4		449da48fd292bda9a899ee41e8b5798dd0651f6e
