cn.com.antcloud.api	antcloud-api-unicontact	1.0.3		c3fd82e91d10a5d24211700a10f0d82cbf6ec53d
com.github.chen0040	java-genetic-programming	1.0.10		91a43379ce7ae80cdcbe776f8420055245f2530d
com.github.chen0040	java-genetic-programming	1.0.11		37c083543ba9839c4b231063556be087b9d64493
com.github.chen0040	java-genetic-programming	1.0.12		3f6a50129ba8de657110cb0987213dea81259eca
com.github.chen0040	java-genetic-programming	1.0.13		901a3207f4a0ffd90d68fc711a1e0a481808cf6d
com.github.chen0040	java-genetic-programming	1.0.14		d524726f9565c2f431012540622e6fe74338b4dd
com.github.chen0040	java-genetic-programming	1.0.2		ca7584ccf2dd395badf478243a805506f55b8f7c
com.github.chen0040	java-genetic-programming	1.0.3		1607044fa3efd351801b935901226520a14addf5
com.github.chen0040	java-genetic-programming	1.0.4		4da61d4c7dfc53b1eddbde8006e06d28b73373a6
com.github.chen0040	java-genetic-programming	1.0.5		323503a37970ccc4451d53da648c14e9a2b1bc31
com.github.chen0040	java-genetic-programming	1.0.6		94175a14081ef0c2bf70334441970b50cf611c65
com.github.chen0040	java-genetic-programming	1.0.7		c27a8dae9e0687699734db07c07742d589eb271d
com.github.chen0040	java-genetic-programming	1.0.8		3bca8a9d098140733a10aed828d3fe590ca8f8d8
com.github.chen0040	java-genetic-programming	1.0.9		bdb25427ceab2a609abefeed051d167bd15b490e
com.github.g-chenning	datasource-wcn	0.0.1-RELEASE		96ca4ebdf62c907b058aedc858de7a01939c0fda
com.github.g-chenning	datasource-wcn	0.0.11-RELEASE		6f260180e23b57629a66046b15c6a05fd205af14
com.github.g-chenning	datasource-wcn	0.0.12-RELEASE		b15d5f886719a3ac21660db9d4d8b094151cdef1
com.github.g-chenning	datasource-wcn	0.0.13-RELEASE		63532d34a68589427189bbc15d1aaeee3db44f43
com.github.g-chenning	datasource-wcn	0.0.14-RELEASE		8e909e1ea08c397c6bb9920573c5e3febd923a82
com.github.g-chenning	datasource-wcn	0.0.2-RELEASE		91c98f055dd27209f79e2df934ab6f642d32b18a
com.github.mrpowers	spark-fast-tests_2.11	0.11.0		7fa2a26486fb2fabb9b0846e38e6ce30453a1dec
com.github.mrpowers	spark-fast-tests_2.11	0.12.0		ee705ebda61f38fa4b91cf69b34ef285d5e552b0
com.github.mrpowers	spark-fast-tests_2.11	0.12.1		30a73ff526bfb9cadd816ee756a453f9a0a6a107
com.github.mrpowers	spark-fast-tests_2.11	0.12.3		7492beebd431db938b880bed4328e04df1a5eba3
com.github.mrpowers	spark-fast-tests_2.11	0.12.5		ca6b17d62a83ffaea2236ec6aa70526d545a9a7f
com.github.mrpowers	spark-fast-tests_2.11	0.21.1		9a466fa9e7586c3050d0fc806f11da1f58dd5fa9
com.github.mrpowers	spark-fast-tests_2.11	0.21.2		1a426285fc0f708659f21e2c3418d4a109e7c2f0
com.github.mrpowers	spark-fast-tests_2.11	0.21.3		e5b5a261b4b89ed8ba201e5b8f2296fa5c3d1dba
com.github.mrpowers	spark-fast-tests_2.11	0.22.0		e8057cc1d182ef464becef4ddaee576ddaf3c804
com.github.mrpowers	spark-fast-tests_2.11	0.23.0		4e81eb56eba6dff375c9f7fe34a7d26bfa69455f
com.github.mrpowers	spark-fast-tests_2.11	1.3.0		86dc528f2a4247ae0443ab19dd3230324fe79179
com.github.mrpowers	spark-fast-tests_2.11	2.3.0_0.11.0		8b9a09a51e26193c1079cb98cf0b3906ede1ccdb
com.github.weibin268	my-mica-mqtt	1.0.0		e7e69ad6c405a7c19dc07e39775872f98609e2e6
com.github.weibin268	my-mica-mqtt	1.0.1		eba009a21ccb24b7c6ae3e64cbd3233929a60020
com.github.weibin268	my-mica-mqtt	1.0.2		781c67969a0f4c7cce985acb7f7f8ae0c3ca311a
com.github.weibin268	my-mica-mqtt	1.0.3		9c2d3f368308a3d1fdd90a0e4f689bbfd2f787c0
com.github.weibin268	my-mica-mqtt	1.0.4		dc670f9be7a79c799d6dcdf93e53ad0a7b3b1361
com.github.weibin268	my-mica-mqtt	1.0.5		3371e431be7243b117076079aec92d0708d5527c
com.github.wmlynar	jy2-example	0.0.1		8fe985e3b0a88f76bfe72ec83191064058dc8324
com.github.wmlynar	jy2-example	0.0.10		37afab8579282850ebba97b55e967d8c16af748f
com.github.wmlynar	jy2-example	0.0.11		4a66775e5f46a57f2a96ef16f3cb9dcd6608e94b
com.github.wmlynar	jy2-example	0.0.13		8527b467bc7b0677517c0885ca5ed03e2a95b004
com.github.wmlynar	jy2-example	0.0.14		85bf4be2e2926f5d04ae2d50ecf03d2b16ccc5bf
com.github.wmlynar	jy2-example	0.0.15		ef74a06f453f1c56635039d51f378cad1f332888
com.github.wmlynar	jy2-example	0.0.16		d74da50a521068edcff2625934122983f9d4f29a
com.github.wmlynar	jy2-example	0.0.17		da507f6e02e24c58cc3e2dd47f0a93668b08323d
com.github.wmlynar	jy2-example	0.0.19		1a28da9b1e2856d68070d8991b320651c531d632
com.github.wmlynar	jy2-example	0.0.2		ba70c77ab32ddf5b5e39cb50167039ffb2cd0c3b
com.github.wmlynar	jy2-example	0.0.20		7d0db960406e08ad4b9e208838eede270de16068
com.github.wmlynar	jy2-example	0.0.21		df44b58cc65b802c95b1e5c5be85f6e63b1ee5ce
com.github.wmlynar	jy2-example	0.0.22		2b399d1f5ff297ac3ba6052b629e5efdfb480765
com.github.wmlynar	jy2-example	0.0.23		07f88b11e44590945298460da55904e6104d1704
com.github.wmlynar	jy2-example	0.0.24		fc1c14ba0665da51f0a0e34c2c57e6282179b479
com.github.wmlynar	jy2-example	0.0.25		36ae2c0e27abaf135d4d91b53a7fbcf0a7dfe4a7
com.github.wmlynar	jy2-example	0.0.26		877dc6a06c66a130293eecd8a8e3898895679454
com.github.wmlynar	jy2-example	0.0.27		e117857ad6fb9af23b28f72cd84e3b5c6f2729d3
com.github.wmlynar	jy2-example	0.0.29		48babb34557b38bd4746f108d22bb222aa3171cb
com.github.wmlynar	jy2-example	0.0.3		7e0387d60d55affffe8b4a37eaf1b80e413fb133
com.github.wmlynar	jy2-example	0.0.31		3ee15a22a7c9eb39dfb8a360ced52b6d4e643ce1
com.github.wmlynar	jy2-example	0.0.32		1666e3247daa3705f5c19f07e39c25379fd49e5d
com.github.wmlynar	jy2-example	0.0.33		3475e3252f0d69fc20de1aea671d1599205ae49c
com.github.wmlynar	jy2-example	0.0.35		9e15b43f06cdce3c8d3145f8e011fe3b33a2b7dc
com.github.wmlynar	jy2-example	0.0.39		7b90df98a75f89b33be504ec1fd2730a3d01377a
com.github.wmlynar	jy2-example	0.0.4		ce7179b87b0cbfe3b77d05bb6abcc7952efae2cc
com.github.wmlynar	jy2-example	0.0.5		10debcfb88bf2ad0bd2cbb3972bf843d97c825d9
com.github.wmlynar	jy2-example	0.0.6		bee31e3f49704e6b14c824ce39e1f9d4270e5231
com.github.wmlynar	jy2-example	0.0.7		607ba5d774886e66f31902f6ac7e0d6d9a7123fe
com.github.wmlynar	jy2-example	0.0.8		e36efd3759ff381e7df212c6c9c98ce157d1bfe5
com.github.wmlynar	jy2-example	0.0.9		de1e074f8ab4ad75e231005261526b82fee92623
com.infilos	relax-json	2.11.0-1		N/A
com.infilos	relax-json	2.11.2-1		N/A
com.infilos	relax-json	2.11.3-0		N/A
com.infilos	relax-json	2.15.0-7		N/A
com.infilos	relax-json	2.15.4-0		N/A
com.infilos	relax-json	2.16.2-0		N/A
com.infilos	relax-json	2.17.0-0		N/A
com.inkapplications.shade	serialization-linuxx64	2.0.0		N/A
com.inkapplications.shade	serialization-linuxx64	2.0.0-alpha		N/A
com.inkapplications.shade	serialization-linuxx64	2.0.0-beta.2		N/A
com.inkapplications.shade	serialization-linuxx64	2.1.0		N/A
com.inkapplications.shade	serialization-linuxx64	2.2.0		N/A
com.inkapplications.shade	serialization-linuxx64	2.2.1		N/A
com.innoventsolutions.birt.runtime	org.eclipse.equinox.frameworkadmin.equinox_1.1.0.v20180512-1128	4.8.0		39a9be20d943fe5698287682efb16e6e22aec1bb
com.io7m.portero	com.io7m.portero	1.0.0		N/A
com.io7m.portero	com.io7m.portero	2.0.0		N/A
com.juul.tuulbox	temporal-js	3.1.0		07468396f8810e87d5444cb2432e9bb17b0c3992
com.juul.tuulbox	temporal-js	3.1.1		4912dc43ee9a466d1a39a5129751948b6f0fc180
com.juul.tuulbox	temporal-js	3.2.0		0e32d590a6c48f1d377c89df2085faee4abd5948
com.juul.tuulbox	temporal-js	4.0.0		1cb9c4fd7c9a87ee61dc69e54d393aade332031a
com.juul.tuulbox	temporal-js	4.0.1		f89b5a191400142c1e2da24025f196f878b4ac4d
com.juul.tuulbox	temporal-js	4.1.0		83ffd5e9513f58f68aa9f8aa16f3ed8505b5d1f2
com.juul.tuulbox	temporal-js	4.2.0		669f69ed5cec1bcc683f425b6d2ed83bcd3ba686
com.juul.tuulbox	temporal-js	4.3.0		e498973403c8155aed19aca060f60edee2e4c819
com.juul.tuulbox	temporal-js	4.4.0		8d61cf96174b125eae2ae0c9bdede252145f43a3
com.juul.tuulbox	temporal-js	4.5.0		62d0cc4a6e6844257d790e8339d255e9f1c2cb8f
com.juul.tuulbox	temporal-js	4.5.2		61e810a289d6caaab99ab41dac3ea35729c5a38c
com.juul.tuulbox	temporal-js	4.6.0		2e505ccf0c9937d9bf4f273469c66c67813d60dc
com.juul.tuulbox	temporal-js	4.7.0		855fbb834c0559e25a963d35832965ec230618e7
com.juul.tuulbox	temporal-js	4.8.0		072538a51eb72cdbc190d7539906903127eb5b85
com.juul.tuulbox	temporal-js	5.0.0		4d54a40fb5ba4d108b3cbaf4d6559f7fb20e0450
com.juul.tuulbox	temporal-js	5.1.0		a03dd5090931b239060fe386b3682ae71ade4b88
com.juul.tuulbox	temporal-js	6.0.0		aade0cc2032deb0f16b41fc422085c1f111a8d71
com.juul.tuulbox	temporal-js	6.0.1		2f9cfcbf10a731802632cb10af9778a88761c92f
com.juul.tuulbox	temporal-js	6.1.0		85f42bdcd4f4232f166ae61ff3cdd03fc645815e
com.juul.tuulbox	temporal-js	6.2.0		4809474a253b855f1c1be0f1936dc16cf2686f89
com.juul.tuulbox	temporal-js	6.2.1		d72bf269ebbd137faefd0ac4934e8a854a528052
com.juul.tuulbox	temporal-js	6.3.0		83acd2cc7052a6baaeba307242ea00ce4e552af8
com.juul.tuulbox	temporal-js	6.4.0		0f35b62594984e6abad63694bbfd16da31cd66b9
com.juul.tuulbox	temporal-js	6.4.1		N/A
com.juul.tuulbox	temporal-js	6.5.0		N/A
com.juul.tuulbox	temporal-js	7.0.0		N/A
com.juul.tuulbox	temporal-js	7.0.1		N/A
com.juul.tuulbox	temporal-js	7.1.0		N/A
com.juul.tuulbox	temporal-js	7.2.0		N/A
com.juul.tuulbox	temporal-js	7.3.0		N/A
com.juul.tuulbox	temporal-js	8.0.0		N/A
com.juul.tuulbox	temporal-js	8.0.1		N/A
com.kohlschutter.junixsocket	junixsocket-selftest	2.10.0		741005a57cd31fc8879ca4e74defdb07f0e0b563
com.kohlschutter.junixsocket	junixsocket-selftest	2.10.0	jar-with-dependencies	df406739adfdda463b034604261bf8b0f211b88a
com.kohlschutter.junixsocket	junixsocket-selftest	2.10.1		839907f85fb3da0b64a6deffb0c2951a4733dbec
com.kohlschutter.junixsocket	junixsocket-selftest	2.10.1	jar-with-dependencies	64ee694b0d8ce8946800673a9d79cee5835924ef
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.0		81ac548ccb70ec4e445a2e673ab252513f97352b
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.0	jar-with-dependencies	3f86e242eed71c3eacd3a630f7063f5d2c3036be
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.1		123a820db6ec6ba764658ba9f53e2d3af54aef78
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.1	jar-with-dependencies	2f5355ba7e7cbcf19533d79989bd4aec39d6f152
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.2		5ed50c2a55773f25ce96a86ac6a39bfa6d6f2b22
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.2	jar-with-dependencies	20eca926a13b0ab3000355769a50cf898ee16a65
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.3		e0ba1ae37ee4ec752ea556ec141a6b6c3fd898a9
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.3	jar-with-dependencies	e79250244d2bd492535e04e62ce03e877c8fa2f7
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.4		7c13cbb7114af4c81ec3df5c7eb0ee3ebf3d8188
com.kohlschutter.junixsocket	junixsocket-selftest	2.3.4	jar-with-dependencies	70092177e96cb5a6acbc1c73bb82c8af4352b241
com.kohlschutter.junixsocket	junixsocket-selftest	2.4.0		a4345e9feae303b693c26a0a670460f3877b1ec5
com.kohlschutter.junixsocket	junixsocket-selftest	2.4.0	jar-with-dependencies	fb5e45d9cf75cecfc630ed89587ffcafe1cf07d4
com.kohlschutter.junixsocket	junixsocket-selftest	2.5.0		9d6499e4c613baa6473ecff78625c96fc216644c
com.kohlschutter.junixsocket	junixsocket-selftest	2.5.0	jar-with-dependencies	eb47bd4859ccc3090af8bfbdc29b48abdceee987
com.kohlschutter.junixsocket	junixsocket-selftest	2.5.1		6b754da6f808dc892327cfd80ad30f475fb5ba00
com.kohlschutter.junixsocket	junixsocket-selftest	2.5.1	jar-with-dependencies	cfd2c7ccdbc6296e730aeaaf085647e6f4199c74
com.kohlschutter.junixsocket	junixsocket-selftest	2.5.2		454bb7dad83964ab8d0583e694d2a908b1c74872
com.kohlschutter.junixsocket	junixsocket-selftest	2.5.2	jar-with-dependencies	b63575058f16b71bfa3865a862bb567ba8b1d368
com.kohlschutter.junixsocket	junixsocket-selftest	2.6.0		ba84416ec1b37f4b0619e35d665067f8eb7c56bf
com.kohlschutter.junixsocket	junixsocket-selftest	2.6.0	jar-with-dependencies	fbdbf7565b880ea5e51ec2f29b5ec7ce44778d83
com.kohlschutter.junixsocket	junixsocket-selftest	2.6.1		4b827572528c0a3f88fe1fd01a7473fadbcc6046
com.kohlschutter.junixsocket	junixsocket-selftest	2.6.1	jar-with-dependencies	6cd14b91ebde0bfba12bdfd5d717d4a35471c439
com.kohlschutter.junixsocket	junixsocket-selftest	2.6.2		3d344398f64df47aea832afb5ae89c417ea965ac
com.kohlschutter.junixsocket	junixsocket-selftest	2.6.2	jar-with-dependencies	6462d5600d88b06204ef32af05a57935354eee56
com.kohlschutter.junixsocket	junixsocket-selftest	2.7.0		371262a2c9f644420fb0d8e889993b79b6c4a38e
com.kohlschutter.junixsocket	junixsocket-selftest	2.7.0	jar-with-dependencies	9722c627e30e8bba7976a67908b0079166a41a93
com.kohlschutter.junixsocket	junixsocket-selftest	2.7.1		528231761b1833f802176e50ee4e41d1b0478d82
com.kohlschutter.junixsocket	junixsocket-selftest	2.7.1	jar-with-dependencies	cc311e24c5acb90721cb7de8cfcc44cdca46b9fd
com.kohlschutter.junixsocket	junixsocket-selftest	2.7.2		9a7b019de5317b382f36f38ae491ee9672542657
com.kohlschutter.junixsocket	junixsocket-selftest	2.7.2	jar-with-dependencies	6f1b4f853321d31c5163686bd7773746e44e12e8
com.kohlschutter.junixsocket	junixsocket-selftest	2.8.0		318408ceb83c541fec287b6479ada0ccf56b9293
com.kohlschutter.junixsocket	junixsocket-selftest	2.8.0	jar-with-dependencies	2188e3a8ee80b99e6dcb5ec44b23ab11eba28f57
com.kohlschutter.junixsocket	junixsocket-selftest	2.8.1		83a344475c7c9467e97a555d9218fcc90b591b1a
com.kohlschutter.junixsocket	junixsocket-selftest	2.8.1	jar-with-dependencies	381d27c9be938e6eb4535ec843d34a25cea28380
com.kohlschutter.junixsocket	junixsocket-selftest	2.8.2		c54bf1e249b7afa3c71f0e3ca8e34bbfdf24d919
com.kohlschutter.junixsocket	junixsocket-selftest	2.8.2	jar-with-dependencies	7013ff4727f62af8b30c578f06812873136ced03
com.kohlschutter.junixsocket	junixsocket-selftest	2.8.3		debbeb82dd2087c97ec4d74bc8b72cf06cd9e441
com.kohlschutter.junixsocket	junixsocket-selftest	2.8.3	jar-with-dependencies	f0ce361853cd41873078f65ab20242054192d2c5
com.kohlschutter.junixsocket	junixsocket-selftest	2.9.0		73962f36885162116d9ec0f50105da9350e75f20
com.kohlschutter.junixsocket	junixsocket-selftest	2.9.0	jar-with-dependencies	b13b4499729ca587e9d737a1ea982a816fc613fa
com.kohlschutter.junixsocket	junixsocket-selftest	2.9.1		11093a8b78f3febc55aa72fb04a2c8d7ed8e8964
com.kohlschutter.junixsocket	junixsocket-selftest	2.9.1	jar-with-dependencies	7f458260fcb7c5244d7912a8069ed3ddcc913909
com.northdata.api	northdata-api-model	1.167.0		d1dcf8add715361776ed9546b12f8c17fa93ca21
com.northdata.api	northdata-api-model	1.171.0		9639e282d7c486fdcf471d8ba333f3b784923e85
com.northdata.api	northdata-api-model	1.177.2		94bb0aba3585063294b1b03b8aae2c7b91f491e1
com.northdata.api	northdata-api-model	1.183.1		a0f654bfecc8fd0efd223fb09776f24e35099619
com.northdata.api	northdata-api-model	1.183.2		e40c6b423ffed78b738151263b5d20ec445561ad
com.northdata.api	northdata-api-model	1.184.1		91bc9553f7e67273170f6071c5f222f613238bd0
com.northdata.api	northdata-api-model	1.185.1		63f142024d9fc651164602de965bc33e35c39277
com.northdata.api	northdata-api-model	1.193.1		69203ba670e317ef0cf435e431caec7d3491e399
com.northdata.api	northdata-api-model	1.193.3		0561d34815ae97b30ba72965b4321163d2665c2c
com.northdata.api	northdata-api-model	1.193.4		560e4ed2afdf3a278fa34381dc573b781b911736
com.northdata.api	northdata-api-model	1.193.5		ec180f4a47f879014509cf8c2fda85a60753c892
com.northdata.api	northdata-api-model	1.193.6		474d3d12bba8442f3f94d1163bb418fb246f2adb
com.northdata.api	northdata-api-model	1.196.29		0e3fedfa537b251aa11889c570125729cde8ab7d
com.northdata.api	northdata-api-model	1.196.71		162272eadb2a003862afe1831e4fdaacd2df180d
com.northdata.api	northdata-api-model	1.232.10		0537b3aff6f00392c7139c418302cfdb5939951e
com.panforge.demeter	demeter-parent	1.0.0		N/A
com.panforge.demeter	demeter-parent	2.0.0		N/A
com.panforge.demeter	demeter-parent	2.1.0		N/A
com.sap.cds	cds-feature-ord	3.6.0		5f2571c6a56ba1f10c8274b78e0721f2006d26ac
com.sap.cds	cds-feature-ord	3.7.0		b22268edf706f8fe95105ad52229ea27d432d483
com.sap.cds	cds-feature-ord	3.7.1		3ed9428899e8415339746e4715fabf1f9ce9d062
com.sap.cds	cds-feature-ord	3.7.2		867665070abe3b03a038e34a809e54aca2f23ff5
com.sap.cds	cds-feature-ord	3.8.0		56d6cb1ed47711e6a6b8ba6a8f7ea8b0c36980de
com.sap.cds	cds-feature-ord	3.8.1		50dfd6dcfff413c21a3d36ad347f0909e9eea6bc
com.sap.cds	cds-feature-ord	3.9.0		3bc3915b4a058167cd7395a969d7db272e9831f7
com.sap.cds	cds-feature-ord	3.9.1		9e2b0700c2f9295eba51080297536ef74f163ca5
com.shinesolutions	aem-healthcheck	1.2		N/A
com.shinesolutions	aem-healthcheck	1.3		N/A
com.shinesolutions	aem-healthcheck	1.3.1		N/A
com.shinesolutions	aem-healthcheck	1.3.2		N/A
com.shinesolutions	aem-healthcheck	1.3.3		N/A
com.squidpony	squidpath	4.0.0-beta1		8192a39301abf429c074f0398bee1c234f6c88c0
com.squidpony	squidpath	4.0.0-beta2		0e729459d8c9264dd3379961020d578bfdf83944
com.vnetpublishing.lisp	jrelisp-core	0.0.1		ecb4d24ae53988e0a1a35b18a339db0ff1d27b54
com.zhufucdev.hgtk	core-jvm	0.0.1		3f5d9007a20832ad211438a4542ca55f36eecb27
com.zhufucdev.hgtk	core-jvm	0.0.2		06dd5fdac2fcc64a36d778d3108a7c304111365e
com.zhufucdev.hgtk	core-jvm	0.0.3		f06397d258c11333a13bda0f2328da22c628d8f8
com.zhufucdev.hgtk	core-jvm	0.0.4		438e854c08288ba196f000321e69df7a153106c7
com.zhufucdev.hgtk	core-jvm	0.0.5		ab96fe356148435e8a29be24d60fd17ef9de3c72
com.zhufucdev.hgtk	core-jvm	0.0.6		fefae5ceab14d85b6a94bb1fb25022bddee8b37b
com.zhufucdev.hgtk	core-jvm	0.0.7		bdb64d672407b97f006ecaeecdaf88f5f90deb29
com.zhufucdev.hgtk	core-jvm	0.0.8		bdb64d672407b97f006ecaeecdaf88f5f90deb29
cool.klass	klass-model-bootstrapped-graphql-schema-query	0.1.0		e6c6e2785be61fed9cfe0961a718968bf596d938
cool.klass	klass-model-bootstrapped-graphql-schema-query	0.2.0		2fdc7525968df89444e09d97037bfba90eaef745
cool.klass	klass-model-bootstrapped-graphql-schema-query	0.3.0		0bacdd9fefd4225aa9ee61c83d31f68e09211512
cool.klass	klass-model-bootstrapped-graphql-schema-query	0.4.0		c967cb85761d2f5755705a4bcd00f1c95fcb38f6
cool.klass	klass-model-bootstrapped-graphql-schema-query	0.5.0		cb78d767a055f33119b2c582200d745648523ca2
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.0.0		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.1.0		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.2.0		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.3.0		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.3.1		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.3.2		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.3.3		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.4.0		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.4.1		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.5.0		N/A
dev.rikka.tools.materialthemebuilder	dev.rikka.tools.materialthemebuilder.gradle.plugin	1.5.1		N/A
dev.zio	zio-connect-fs2_2.12	0.4.0		42f713788b262104682216a010c8a92b58dbc5d5
dev.zio	zio-connect-fs2_2.12	0.4.1		f6ce62d584f5b8a8c06fb9a34cb165e59fba22f5
dev.zio	zio-connect-fs2_2.12	0.4.2		7228d328f7eb2d89f89a4996ff526ccda1a8de1f
dev.zio	zio-connect-fs2_2.12	0.4.3		74adf63fd3d8eea81f542cf0fcd078314b926388
dev.zio	zio-connect-fs2_2.12	0.4.4		593a8cced3051e1899e8a77f6726dcf27ccdb0d2
gov.nih.ncats	gsrs-fda-substance-extension	3.1		b74f46146564be4496fa2218bb8491cb9ccfdc35
gov.nih.ncats	gsrs-fda-substance-extension	3.1.0.5		b63098c0bdfcce9f541b3fc6616a74cb1d96abac
gov.nih.ncats	gsrs-fda-substance-extension	3.1.1		d3871f2b14cd869c5d46848861d7c5e97f139abb
gov.nih.ncats	gsrs-fda-substance-extension	3.1.1.1		ed8fc2fe166d18580e64d7582388b3de4ceca8c6
gov.nih.ncats	gsrs-fda-substance-extension	3.1.1.2		f88b2977607ca5e6318bd12932fa3baf2f5e0b23
im.ene.toro2	toro-ext-mediaplayer	2.2.0		N/A
im.ene.toro2	toro-ext-mediaplayer	2.3.0		N/A
io.agrest	agrest-cayenne	3.10		1558ee1fe6d2057be70f7d5014d58e37685e100e
io.agrest	agrest-cayenne	3.11		7086e572e4ebaad72ccef9ef0e9bbcac3ca7fe13
io.agrest	agrest-cayenne	3.5		303f27dbd1186317356d4a67563e853ff5c8a88a
io.agrest	agrest-cayenne	3.6		289355967a8de318ec280af9d97da62b5335a339
io.agrest	agrest-cayenne	3.7		234973a2da772266fc7874ecf96ac8fede59f6bc
io.agrest	agrest-cayenne	3.8		2662444081e4c2b52aa9290add92d723ff7086fc
io.agrest	agrest-cayenne	3.9		e2d5362dfb358776ef7b2328f00b584edeed6f78
io.agrest	agrest-cayenne	4.0		b75488ee15a81237d469aa9ff5297f9c7931165c
io.agrest	agrest-cayenne	4.1		5874fca741035baee2d0a8e9504d8829756015cb
io.agrest	agrest-cayenne	4.10		df93d29527d38eee1cea8b4eebb509a1536399de
io.agrest	agrest-cayenne	4.2		863ad816106903904bcfcd3fd2e9c093f2110a2b
io.agrest	agrest-cayenne	4.3		cd1fc5c27535c4166d5d7cb6d80c53587445b08c
io.agrest	agrest-cayenne	4.4		eca03b6f3fb5cec3a28d631d87ca52614b3be60c
io.agrest	agrest-cayenne	4.5		05d2687d2e7d03666061dc12b715e6853f8eeb07
io.agrest	agrest-cayenne	4.6		d690abc9f8ec7a6d34ce46ca90b8fd490b08973d
io.agrest	agrest-cayenne	4.7		077573e5f24683606f8904bad66ce499bcab6fb5
io.agrest	agrest-cayenne	4.8		241df3fe997e4ebebf616a62258406088f1823e2
io.agrest	agrest-cayenne	4.9		9cb836c93e9cd0cd27dcbaf745305036953fe33d
io.agrest	agrest-cayenne	5.0-M20		a1d96cfb67674d5dfb0c719ccad8f8595ea19fd0
io.agrest	agrest-cayenne	5.0-RC1		01877e5f5edc5305e9be0e291bda80c99c28aacc
io.agrest	agrest-cayenne	5.0.M1		b48407d75d41eff0504744f680192bbbf1980ebd
io.agrest	agrest-cayenne	5.0.M10		836fad3bedf9cec813b8091aa2134d1354c5bef3
