app.hypi.mekadb	client	0.1.1		2c0555707ed1363d61ac0cf58dcc870051076333
com.didiglobal.booster	booster-task-resource-deredundancy	4.5.0		d85749e857d30bef399b8cc763b30cf28ba35f28
com.didiglobal.booster	booster-task-resource-deredundancy	4.5.1		8bc3886f6e3747bd68e6dad07f01aa8fa31c3280
com.didiglobal.booster	booster-task-resource-deredundancy	4.5.2		8e79282276689c66becc7d5278fed9b2d3efcafd
com.didiglobal.booster	booster-task-resource-deredundancy	4.5.3		d2c984dc9605555ab6524b4121ea8d36d1889670
com.didiglobal.booster	booster-task-resource-deredundancy	4.6.0		fb357d378e6756cb3e60e19fbfc402bceb29a547
com.didiglobal.booster	booster-task-resource-deredundancy	4.7.0		6e24fb57006248e4d661d490251e8db50f6a8c74
com.didiglobal.booster	booster-task-resource-deredundancy	4.7.0-alpha1		56aa2f368471e28627e3eaf02f2360618160e524
com.didiglobal.booster	booster-task-resource-deredundancy	4.7.0-alpha2		29cf180c4f13576dcb2e0ed276d7e1508581be05
com.didiglobal.booster	booster-task-resource-deredundancy	4.7.0-rc1		294b2c08c8f0c99fd57fdd6d422e4ab661728d6b
com.didiglobal.booster	booster-task-resource-deredundancy	4.8.0		eb6ea2b37de5cf3432ad32aa44418a6d6065b9a6
com.didiglobal.booster	booster-task-resource-deredundancy	4.8.0-alpha1		32aae2911446bab43c5b7310923700400897abbe
com.didiglobal.booster	booster-task-resource-deredundancy	4.9.0		c9a1f45905f52f04927dec62282c9c06c1c3c3b0
