ai.dragonfly	democrossy-docs_3	0.1		e51011baa32489279c6447f687504f0c0f097ed9
com.google.cloud	google-cloud-servicedirectory-bom	0.2.2		N/A
com.google.cloud	google-cloud-servicedirectory-bom	0.2.4		N/A
com.google.cloud	google-cloud-servicedirectory-bom	0.2.5		N/A
com.google.cloud	google-cloud-servicedirectory-bom	0.2.6		N/A
com.google.cloud	google-cloud-servicedirectory-bom	0.3.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.0.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.0.2		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.0.3		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.1.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.1.1		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.2.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.2.1		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.2.2		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.2.3		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.2.4		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.2.5		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.3.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	1.3.1		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.0.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.0.1		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.0.2		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.1.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.1.1		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.1.2		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.10.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.11.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.12.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.13.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.14.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.15.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.16.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.17.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.18.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.19.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.2.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.2.1		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.2.2		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.2.3		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.2.4		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.2.5		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.2.6		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.2.7		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.2.8		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.20.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.21.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.22.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.23.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.24.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.25.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.28.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.29.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.3.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.30.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.31.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.32.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.33.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.34.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.35.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.36.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.37.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.38.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.39.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.4.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.4.1		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.4.2		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.4.3		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.4.5		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.40.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.41.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.42.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.43.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.44.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.45.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.46.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.47.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.48.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.49.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.5.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.50.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.52.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.53.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.54.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.55.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.56.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.57.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.58.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.59.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.6.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.60.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.61.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.62.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.7.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.8.0		N/A
com.google.cloud	google-cloud-servicedirectory-bom	2.9.0		N/A
com.jameswald.skinnylatte	espresso-support-v4	1.1-r1		N/A
com.jameswald.skinnylatte	espresso-support-v4	1.1-r2		N/A
com.moengage	security	0.0.01		N/A
com.moengage	security	1.0.00		N/A
com.moengage	security	2.0.0		N/A
com.moengage	security	2.1.0		N/A
com.moengage	security	2.1.1		N/A
com.moengage	security	2.2.0		N/A
com.moengage	security	2.3.0		N/A
com.moengage	security	2.4.0		N/A
com.moengage	security	2.5.0		N/A
com.moengage	security	2.6.0		N/A
com.moengage	security	3.0.0		N/A
com.moengage	security	3.1.0		N/A
com.moengage	security	3.2.0		N/A
com.moengage	security	3.3.0		N/A
com.moengage	security	4.0.0		N/A
com.navercorp.pinpoint	pinpoint-cassandra-plugin-it	2.3.0		e9ef7c82313ed2e787449676da58038666d8e0ea
com.netflix.nebula	gradle-resolution-rules	0.10.0		c9e197efc4d3811fdd9fd6e8503a01e899154055
com.netflix.nebula	gradle-resolution-rules	0.11.0		feea0aba359b9a715f81bdc094792e2a8c05c992
com.netflix.nebula	gradle-resolution-rules	0.12.0		e0edb388283febeceff5fff0a8589e1b755043d4
com.netflix.nebula	gradle-resolution-rules	0.13.0		77121de5bd2094f1dcd1de17532b1df5864374a5
com.netflix.nebula	gradle-resolution-rules	0.14.0		b0194e2c74cfb31f6fbfbf908ef6d5ac944e2112
com.netflix.nebula	gradle-resolution-rules	0.15.0		93f063a48eda07b84dccc6053e7c03add1940903
com.netflix.nebula	gradle-resolution-rules	0.15.1		e8523f50cc4226eaed302b3c8e44f4b3f47786e2
com.netflix.nebula	gradle-resolution-rules	0.16.0		5f8daa73a0ac63dc73c9300af4d12e4261493ef6
com.netflix.nebula	gradle-resolution-rules	0.16.1		6107eae589d5673afdc5f49b9850b87582b78062
com.netflix.nebula	gradle-resolution-rules	0.17.0		17e145c843609247b67181d37a38e5fd44432da5
com.netflix.nebula	gradle-resolution-rules	0.18.0		82bc21760223dea51b84c9bff3fec731a5094159
com.netflix.nebula	gradle-resolution-rules	0.18.1		a87cbe08506f6437ad28431fe70cc0604862d989
com.netflix.nebula	gradle-resolution-rules	0.19.0		d2b7796d506d548f70c0309857d32ad8aaba1452
com.netflix.nebula	gradle-resolution-rules	0.20.0		e4d4e3d1178ff4d54fbe277b15633768039aa717
com.netflix.nebula	gradle-resolution-rules	0.21.0		b03a157176eb48fcb568eaa83300b91391c0fc8a
com.netflix.nebula	gradle-resolution-rules	0.22.0		3f439d0be41c1c12db0f367f877e8cb6d8d85298
com.netflix.nebula	gradle-resolution-rules	0.23.0		e4dd36102477129e78670ca623159a9a4279d2e8
com.netflix.nebula	gradle-resolution-rules	0.24.0		d4666de67ea3712488a81d6f8c05130e64a18c09
com.netflix.nebula	gradle-resolution-rules	0.25.0		04c1c7500110b5bdf4630c7070c3ee4b357c1f05
com.netflix.nebula	gradle-resolution-rules	0.26.0		8289635ab17a6b5922f5443b3d67a7dbe0c556b5
com.netflix.nebula	gradle-resolution-rules	0.27.0		59e01efa6e05fc58e848c99abb8905fb371a8f3f
com.netflix.nebula	gradle-resolution-rules	0.28.0		48ae85cb1d5547777ce768c94428a868996b8a24
com.netflix.nebula	gradle-resolution-rules	0.29.0		88de26cbe2b3b57421c419e3abcf92b9e32655d1
com.netflix.nebula	gradle-resolution-rules	0.30.0		1460477c2dca80a16fc866da0b3a1f1c9702ee94
com.netflix.nebula	gradle-resolution-rules	0.31.0		48ce332e84d329b3448669642fa6a0e24a7bcf7d
com.netflix.nebula	gradle-resolution-rules	0.32.0		1ac4fbeabf57fbf293a8d5c7eb196383d88319fa
com.netflix.nebula	gradle-resolution-rules	0.32.1		0e338ca65dd9e20c49a9f0b9a7010664dd3d4a76
com.netflix.nebula	gradle-resolution-rules	0.33.0		2ac0ade1540f549d449070939b7b355ab60e25fc
com.netflix.nebula	gradle-resolution-rules	0.34.0		5152d2aeb723511c4980c3cd33c45ac056f8879b
com.netflix.nebula	gradle-resolution-rules	0.35.0		210718ecebc9126df1e6515830492cfffa80e4dd
com.netflix.nebula	gradle-resolution-rules	0.36.0		07b15773ac921524a4b87f00ef309d9ad1f8efdf
com.netflix.nebula	gradle-resolution-rules	0.37.0		26d41085fb6ce26bc0f17ad9dbc92f4966041cee
com.netflix.nebula	gradle-resolution-rules	0.38.0		ae9aed51ff056b51137e8db4c58472cfeabc3df8
com.netflix.nebula	gradle-resolution-rules	0.39.0		8041f854cb382051c85fe32159559d92a7559f23
com.netflix.nebula	gradle-resolution-rules	0.40.0		4e5214798620180f54f49059bc4ff685bb6f4d88
com.netflix.nebula	gradle-resolution-rules	0.41.0		7509e6bdb590053d3fb46506534a8dc16284def9
com.netflix.nebula	gradle-resolution-rules	0.42.0		64d1167e0d37d5be11082d70d251fb7b264ae08f
com.netflix.nebula	gradle-resolution-rules	0.43.0		f4f66e3aaccbb42a00162c506b6be9c129e07403
com.netflix.nebula	gradle-resolution-rules	0.44.0		cdab141ad4a9eda15e18ed6ce8aff6bd44d049bf
com.netflix.nebula	gradle-resolution-rules	0.45.0		b07e2452a6b221213f31b51b16bab9ae97254acb
com.netflix.nebula	gradle-resolution-rules	0.46.0		00de1e69c01cb24ed22980cebb54f4ba7be6b99a
com.netflix.nebula	gradle-resolution-rules	0.47.0		174a200707128d3327482c9255c2c9137c27541c
com.netflix.nebula	gradle-resolution-rules	0.48.0		c9ccbfcf53dd284c314e50b715b859eb018c94fd
com.netflix.nebula	gradle-resolution-rules	0.49.0		07cc17e6e35261f624242bbd545a9dd5ab31ab00
com.netflix.nebula	gradle-resolution-rules	0.5.0		3fbd48353625879873a9ecd088c16da31cb9b5e5
com.netflix.nebula	gradle-resolution-rules	0.50.1		5719a2a7622a36a04c09efe07040719ec959426b
com.netflix.nebula	gradle-resolution-rules	0.51.0		8b8de8bf31833dbd6997620da2841903f2b51079
com.netflix.nebula	gradle-resolution-rules	0.52.0		697a32076bbba3db77894bd29a3e933ece42f9d2
com.netflix.nebula	gradle-resolution-rules	0.53.0		21b4942c85a3a8bc884af412149a2d3868841190
com.netflix.nebula	gradle-resolution-rules	0.55.0		8b71589b1edaf5aef2d439b52787ffd1f5cba0c4
com.netflix.nebula	gradle-resolution-rules	0.55.0-rc.1		62a6588c3bc83d09dfb1aa49f86fe6549e9b8284
com.netflix.nebula	gradle-resolution-rules	0.56.0		b1d98a5ff44f637d34d3d74d47966c1d8be61672
com.netflix.nebula	gradle-resolution-rules	0.56.0-rc.1		c0f1f2888c4e420b025e4904298676bccb42a75d
com.netflix.nebula	gradle-resolution-rules	0.58.0		547e41eb550e01647a1c477d8423b79d8cda3cff
com.netflix.nebula	gradle-resolution-rules	0.59.0		73805ab06ce947d640e0b44920276751c5198ffa
com.netflix.nebula	gradle-resolution-rules	0.59.0-rc.1		f28ee129608acf6c74cf564c1968687cdc7f6842
com.netflix.nebula	gradle-resolution-rules	0.6.0		427d31deb76f414359329524305fec346f0a1a12
com.netflix.nebula	gradle-resolution-rules	0.60.0		409be813319ed54f00659741c50fe481b92c06fe
com.netflix.nebula	gradle-resolution-rules	0.60.1-rc.1		6b06c87a4be5bd7d1b4331b8cfd0d910dae39a95
com.netflix.nebula	gradle-resolution-rules	0.61.0		c5d0d58cad594eda5b1004e1c3a11a865483f42d
com.netflix.nebula	gradle-resolution-rules	0.61.0-rc.1		54caff780f7bd72ffb649fb3f5b9ee584484fb36
com.netflix.nebula	gradle-resolution-rules	0.62.0		5aac76464ed3fd362e189eeb0332f178126842b4
com.netflix.nebula	gradle-resolution-rules	0.62.0-rc.1		0c164ea6b4c318eca1f802bbd82a4f75b4e44f8e
com.netflix.nebula	gradle-resolution-rules	0.63.0		95d5cc2179cd9fe8cac5262cdd2c2e3f2091f388
com.netflix.nebula	gradle-resolution-rules	0.64.0-rc.1		f7c58fd56dd7fd4b3c3a5e40c6babc7202d40841
com.netflix.nebula	gradle-resolution-rules	0.65.0		5e88b2e87045636e06f466d758e8d19c914aad7e
com.netflix.nebula	gradle-resolution-rules	0.65.0-rc.1		90be59c3fee63ccaceee03ac0b5001a0c5805153
com.netflix.nebula	gradle-resolution-rules	0.65.0-rc.2		f8e4feded14e1d02f896a1a491c21795bdd8f5e4
com.netflix.nebula	gradle-resolution-rules	0.66.0		bbf71837fad0e6e79f3704b7d276e79f2de1ed3a
com.netflix.nebula	gradle-resolution-rules	0.66.0-rc.1		b72935a6d71971180fc95be41c21e46ee421fa77
com.netflix.nebula	gradle-resolution-rules	0.66.1		3ba232cb6c71c0e819f75a55accd4099bfa15234
com.netflix.nebula	gradle-resolution-rules	0.66.1-rc.1		5b79b9c6467ab3f9cf3dc09bddfe91e30cfe57e4
com.netflix.nebula	gradle-resolution-rules	0.66.2		b00a3aede68fb031095f93e02b7c2326230cfa91
com.netflix.nebula	gradle-resolution-rules	0.66.3		0df238c1a4fd048435e279a89cea8ca9fd309396
com.netflix.nebula	gradle-resolution-rules	0.67.0		3e65f36f0b9624eff11249caf82a331669ee8a40
com.netflix.nebula	gradle-resolution-rules	0.68.0		930054353fd8d4a432aeb9efb06e23f5c5f4a39d
com.netflix.nebula	gradle-resolution-rules	0.69.0		80235ab33920db30d9916ddbd30b5a817a870c62
com.netflix.nebula	gradle-resolution-rules	0.7.0		9d51b0e0e42d47ead2785818dffc1acb7c94058a
com.netflix.nebula	gradle-resolution-rules	0.70.0		f3b9633e5d06a03ff4adb40ddd27cc5d73142cc4
com.netflix.nebula	gradle-resolution-rules	0.71.0		81b0a03b0739a6c450ed861a8dcdff4546cc668f
com.netflix.nebula	gradle-resolution-rules	0.72.0		4b55c7d0ee2b5ed3d0319d705d967aefc8083f05
com.netflix.nebula	gradle-resolution-rules	0.73.0		887bec112c81d9c863ebbb37471bb981536742f8
com.netflix.nebula	gradle-resolution-rules	0.74.0		5b8b8c8a0d3bd9fc30d70605c9ba90c4520b4c7c
com.netflix.nebula	gradle-resolution-rules	0.75.0		67cc3158c6fe5826acef32e15e3cf39f03df49b0
com.netflix.nebula	gradle-resolution-rules	0.76.0		66aa6cf38786823353e36761fafc4e499c5278de
com.netflix.nebula	gradle-resolution-rules	0.77.0		e6a7d324b188adda5d211019a8e20d7cd2ca5655
com.netflix.nebula	gradle-resolution-rules	0.78.0		ce6db18069014585584355c4193f07ee65a6cec8
com.netflix.nebula	gradle-resolution-rules	0.79.0		ee9c1f3e69879a70cfcc4bf99f15230851af7d02
com.netflix.nebula	gradle-resolution-rules	0.8.0		f34817848672deb45db59534dd5e36e740d9aed9
com.netflix.nebula	gradle-resolution-rules	0.80.0		4bb3660d7ac87f109c96b151dde6cbcba98f753a
com.netflix.nebula	gradle-resolution-rules	0.80.1		1056b8ff938f87e33c83c5eb104d4103712ee4a2
com.netflix.nebula	gradle-resolution-rules	0.81.0		6d7b14c72b3c492fd3aa00ae260a8ea70941a7d1
com.netflix.nebula	gradle-resolution-rules	0.82.0		ecfba59181dc806f2265ff3ee05ebc110f1120e2
com.netflix.nebula	gradle-resolution-rules	0.9.0		9563bad579bb975e09991f084d8b6b429ee2e4f8
com.opdar.gulosity	gulosity-replication	0.1.1		b7d9292ac36702d8649b9272f5adcdf945bffc5d
com.oracle.oci.sdk	oci-java-sdk-certificates	2.10.0		b043a26f5ff24ede664ea7b77b5e33b55185280d
com.oracle.oci.sdk	oci-java-sdk-certificates	2.11.0		9dc9f0c74cc3ca82df5ec832f6f31abb8a382b18
com.oracle.oci.sdk	oci-java-sdk-certificates	2.11.1		12f2fbba5a1b13765f8373caf40e43ee269a2bfb
com.oracle.oci.sdk	oci-java-sdk-certificates	2.12.0		1c17cdd7fb9e24273135babd92f143903f0207e4
com.oracle.oci.sdk	oci-java-sdk-certificates	2.13.0		4c9db01e885bfeebf8c03e23f8833a54875f646c
com.oracle.oci.sdk	oci-java-sdk-certificates	2.13.1		13462340682e76f79dfc4d9684f04ff5462c3ac4
com.oracle.oci.sdk	oci-java-sdk-certificates	2.14.0		250943ed7ad82fba74a2d6099ede21face8e6653
com.oracle.oci.sdk	oci-java-sdk-certificates	2.14.1		43250fa96fbabc5574558370db86a676bc4bfcfe
com.oracle.oci.sdk	oci-java-sdk-certificates	2.15.0		ef32b8ec0d6a17d253414dc9f6257a24c696ecc6
com.oracle.oci.sdk	oci-java-sdk-certificates	2.16.0		876d20627f5422001b9af33315a1014dc495d63c
com.oracle.oci.sdk	oci-java-sdk-certificates	2.17.0		d491d9b07b78f13bc5ad4afd6116f85ba11525f7
com.oracle.oci.sdk	oci-java-sdk-certificates	2.18.0		9385614f26bc383f9be6f8b7f9d5790490b6fc95
com.oracle.oci.sdk	oci-java-sdk-certificates	2.19.0		d98433876f5ced46a5e40aa7148da066820f1617
com.oracle.oci.sdk	oci-java-sdk-certificates	2.19.1		8eef6a1e857813e61ab434d80b20c763b27b26d4
com.oracle.oci.sdk	oci-java-sdk-certificates	2.20.0		b1ac5c1b9e3f3ae8f0015591d1ab1c74e943ab4a
com.oracle.oci.sdk	oci-java-sdk-certificates	2.21.0		4d2c4c4032f9d80d3b14b92caccc7a3083e78dff
com.oracle.oci.sdk	oci-java-sdk-certificates	2.22.0		368fcdd3c02dda93ab083146b4aacad1f5a78270
com.oracle.oci.sdk	oci-java-sdk-certificates	2.23.0		05af3e5a80eaddbce8f9d2e9d384799c4dc4a353
com.oracle.oci.sdk	oci-java-sdk-certificates	2.24.0		cebb3ba3ef9480adf27fc92d19a00c9965f1d190
com.oracle.oci.sdk	oci-java-sdk-certificates	2.25.0		dcff7722cbaf05800a998c52b96f4b8886034b9b
com.oracle.oci.sdk	oci-java-sdk-certificates	2.27.0		ccfd0a499545170c03d3afbb0bc5e898c9f3780e
com.oracle.oci.sdk	oci-java-sdk-certificates	2.28.0		bd7c79fb60957b7ce0aa690312d1337b917db6ac
com.oracle.oci.sdk	oci-java-sdk-certificates	2.29.0		1dda518a529482b3bf03f87f815bcffc8890d11c
com.oracle.oci.sdk	oci-java-sdk-certificates	2.30.0		6264c1cdaf3bf46b4b233d7d15ca4872ef21af9e
com.oracle.oci.sdk	oci-java-sdk-certificates	2.31.0		5393fd2e832b5479399dc887bb59e3949151ca31
com.oracle.oci.sdk	oci-java-sdk-certificates	2.32.0		6956594aea6a0187f2cdb561883672637fd3ef1f
com.oracle.oci.sdk	oci-java-sdk-certificates	2.33.0		c2725118419e68868c2644a176ed202df8d7caeb
com.oracle.oci.sdk	oci-java-sdk-certificates	2.34.0		c686c6d2e87a3051f9f39721181d93f847bd8227
com.oracle.oci.sdk	oci-java-sdk-certificates	2.35.0		6c9a5c5f134b34a6c8ac1cdb35d569b982e99f3f
com.oracle.oci.sdk	oci-java-sdk-certificates	2.36.0		9146a1fa0aa0bd0ef41181dc9b6b52d41f86d73c
com.oracle.oci.sdk	oci-java-sdk-certificates	2.36.1		806e15a36622bf266922cd78196494c34f14d742
com.oracle.oci.sdk	oci-java-sdk-certificates	2.37.0		90e9371710f254a28c32ae6887746ac86422c272
com.oracle.oci.sdk	oci-java-sdk-certificates	2.38.0		5885614927398c8930aa091ce912fd81719bf9ca
com.oracle.oci.sdk	oci-java-sdk-certificates	2.39.0		20212cbfa254dea4fa54b305acff728051e7b4a0
com.oracle.oci.sdk	oci-java-sdk-certificates	2.40.0		fe2e3c14a053f280c92269363c4e7fbe36911e4b
com.oracle.oci.sdk	oci-java-sdk-certificates	2.41.0		cb32a97281fc4ae93ac9e5973c5998880378f271
com.oracle.oci.sdk	oci-java-sdk-certificates	2.41.1		b9465061898720b8bdad8778ee82deef9cbaa45f
com.oracle.oci.sdk	oci-java-sdk-certificates	2.42.0		a4fef151e78c0cb7161aa159b70d72ef2146968f
com.oracle.oci.sdk	oci-java-sdk-certificates	2.43.0		169e1fdc0f1b6a22db60c4f76e8d2471dba6b5ea
com.oracle.oci.sdk	oci-java-sdk-certificates	2.44.0		4a81ca1d054623f2c51948e186e7ac7ae7b55b17
com.oracle.oci.sdk	oci-java-sdk-certificates	2.45.0		4846a7eb475b91fa2e7d46a1db3c55ba38a5c80d
com.oracle.oci.sdk	oci-java-sdk-certificates	2.46.0		319a51d53cabf46c10028b080fa4eff29c943875
com.oracle.oci.sdk	oci-java-sdk-certificates	2.47.0		8687dce1ebd6405d2bff9f4f9496bc3b2f7a8368
com.oracle.oci.sdk	oci-java-sdk-certificates	2.48.0		7eec40b4bfd08b3bedb1805772757a3df8884d0b
com.oracle.oci.sdk	oci-java-sdk-certificates	2.49.0		e1ed4d480275cca1808581c24a0a59a3efea1f46
com.oracle.oci.sdk	oci-java-sdk-certificates	2.49.1		8e3b9066854eb62c8705834b981c5c3f27053c34
com.oracle.oci.sdk	oci-java-sdk-certificates	2.50.0		6997122b20b0eea7ebb13bd28a006c200453319c
com.oracle.oci.sdk	oci-java-sdk-certificates	2.51.0		a562dbeaeff463e4368dd21dea20a2d8e7ce582b
com.oracle.oci.sdk	oci-java-sdk-certificates	2.51.1		6f4d254768c73877e4a23b164a591851330bee26
com.oracle.oci.sdk	oci-java-sdk-certificates	2.51.2		fb46a7cb062892ef1cb8cc300f1f9be6c213e348
com.oracle.oci.sdk	oci-java-sdk-certificates	2.51.3		a0772824386a7fc1b9ab65b816f34f333e966779
com.oracle.oci.sdk	oci-java-sdk-certificates	2.52.0		a2a0be82636bda5c439a2b1fcab4741decb41bad
com.oracle.oci.sdk	oci-java-sdk-certificates	2.53.0		d89e8dd85bdcf29a8074dc133c82d933e2e5d51a
com.oracle.oci.sdk	oci-java-sdk-certificates	2.54.0		6c236a22dcdc1dc9dbee8ee6b22fc15e275e3a0f
com.oracle.oci.sdk	oci-java-sdk-certificates	2.54.1		c2c7c9c542223148f3dc95423a28b1e5dd3fc4c7
com.oracle.oci.sdk	oci-java-sdk-certificates	2.55.0		75f6d5d422eeac0d9319d951cf53f76f0d0c3462
com.oracle.oci.sdk	oci-java-sdk-certificates	2.56.0		c228b5104702034e655085066c669372446001f3
com.oracle.oci.sdk	oci-java-sdk-certificates	2.57.0		3111bf4b62f75c3b5cf89990fa7ab29c8e738afc
com.oracle.oci.sdk	oci-java-sdk-certificates	2.57.1		ffcf89c447eff43f12eab0fba0c71776b1057f7c
com.oracle.oci.sdk	oci-java-sdk-certificates	2.58.0		700332c75d30c7a3c6f1badbd8973e21c9beb25a
com.oracle.oci.sdk	oci-java-sdk-certificates	2.59.0		e1cb1e0a939cc7ef60c91352540aaeab16abc153
com.oracle.oci.sdk	oci-java-sdk-certificates	2.60.0		2d8f89cf9549a1c4f71d5e40564160ca3a74be1f
com.oracle.oci.sdk	oci-java-sdk-certificates	2.60.1		6c0bd3468a9edd40916c99df177aa248368aa858
com.oracle.oci.sdk	oci-java-sdk-certificates	2.61.0		7f81217d8f408c9050d6e55f3b86b333d1eca2a3
com.oracle.oci.sdk	oci-java-sdk-certificates	2.61.1		a270ee6b090135ab1c4651342af95ac74113ae66
com.oracle.oci.sdk	oci-java-sdk-certificates	2.62.0		6d0658d9159b473da6771793902e723830e68843
com.oracle.oci.sdk	oci-java-sdk-certificates	2.63.0		fbfcc704fe0633fab01c5e6eeca059bf3a4acec6
com.oracle.oci.sdk	oci-java-sdk-certificates	2.64.0		1372f984d899147cd215e05ef92f12fd3925b869
com.oracle.oci.sdk	oci-java-sdk-certificates	2.64.1		89a6249d916249aab6893f4d0848229873374930
com.oracle.oci.sdk	oci-java-sdk-certificates	2.65.0		251dd65a90becd99f946138a4814a3393a3ce3e0
com.oracle.oci.sdk	oci-java-sdk-certificates	2.65.1		c81a87198208d9fcf7e9d04dc02983c5a3a45bc4
com.oracle.oci.sdk	oci-java-sdk-certificates	2.66.0		e50dca90e31c39c3481348ae56c1f75d7272507d
com.oracle.oci.sdk	oci-java-sdk-certificates	2.72.0		486f8c511f148e9b4911492f8f7aa9fdf0adb705
com.oracle.oci.sdk	oci-java-sdk-certificates	2.73.0		526cfeda96d7d2b1b53b7c7bcad1fd1e1e3827c0
com.oracle.oci.sdk	oci-java-sdk-certificates	2.79.0		e881ea958940f3f7c4eb0e6117110cb7bcc92c23
com.oracle.oci.sdk	oci-java-sdk-certificates	2.8.0		db08374e9f214fb466792aebed8957524cb4d684
com.oracle.oci.sdk	oci-java-sdk-certificates	2.8.1		e0e03427d37cc0b6a869a6a15c19e9f39ba46c4b
com.oracle.oci.sdk	oci-java-sdk-certificates	2.81.0		1d8fb6d08face1d42a1c61f2a278de9a4ae9230e
com.oracle.oci.sdk	oci-java-sdk-certificates	2.82.0		aeab4e6bcc621391e60bb3dbfdfe5aae5a6427f5
com.oracle.oci.sdk	oci-java-sdk-certificates	2.9.0		6093d4099bf9f143c5424db826b210a04676c782
com.oracle.oci.sdk	oci-java-sdk-certificates	3.0.0		7200236edf14bd09fd583e28dc956696f3c1f6c9
com.oracle.oci.sdk	oci-java-sdk-certificates	3.0.0-beta1		18586ed741230a2fdada262e0d63bbf6ca1b4c5e
com.oracle.oci.sdk	oci-java-sdk-certificates	3.0.0-beta2		25d48bbb2295f410a6126a86b9efd0a0483957ac
com.oracle.oci.sdk	oci-java-sdk-certificates	3.0.1		84856402b86dfefa79c6d96fde15e2d45598ea37
com.oracle.oci.sdk	oci-java-sdk-certificates	3.1.0		713e58f81dc099a23e3e3fc2e9f7a607141240df
com.oracle.oci.sdk	oci-java-sdk-certificates	3.10.0		ed9b734e07bd18f65321f6813efd526d16531614
