at.released.wasm-sqlite-driver	sqlite-binary-api-wasm-js	0.7		N/A
io.github.cdklabs.cdk_cloudformation	datadog-monitors-downtime	3.0.0-alpha.3		b9d77a692e6eaf99d24a3f7a41fdc792a2bf3b80
io.github.cdklabs.cdk_cloudformation	datadog-monitors-downtime	3.0.0-alpha.4		5c51131feeb07142cb523a9646c528de215fa24a
io.github.cdklabs.cdk_cloudformation	datadog-monitors-downtime	3.0.0-alpha.5		cd967efbecbd50dfce6ebf0ad71cd73bc42e00ee
io.github.cdklabs.cdk_cloudformation	datadog-monitors-downtime	3.0.0-alpha.6		1062347dd06942a09601546060628366c62c4fb3
io.github.cdklabs.cdk_cloudformation	datadog-monitors-downtime	3.0.0-alpha.7		97d23a0e19b4abc1d7443df19e4dfef5d8970953
io.github.cdklabs.cdk_cloudformation	datadog-monitors-downtime	3.1.0-alpha.7		1d0661cca21a9ba94517bb873aa38164a2ff6db2
io.github.monaihuix	nacos-cmdb	2.4.3-Apex		5d32afb9fb4effac0250007284b519202c52c839
io.github.netwolf712	api	2.1.5		N/A
io.github.netwolf712	api	2.1.6		N/A
io.github.openfeign.form	feign-form-spring	2.0.2		267694e6d230a59aadf7f620c950fc1561fc795d
io.github.openfeign.form	feign-form-spring	2.0.4		ff795f8fa2ea8748c5a2581a4447117db1e6955c
io.github.openfeign.form	feign-form-spring	2.0.5		698a0f401d7847031dd83acedd89f21b6eb4da94
io.github.openfeign.form	feign-form-spring	2.0.6		e11f2deae7f65eb9d517b1b3e1899bfac099f258
io.github.openfeign.form	feign-form-spring	2.0.7		67c82ec0cf13dadf7b7b102444aa621186cb86ae
io.github.openfeign.form	feign-form-spring	2.0.8		2202f9695b4553ec6a5a27903da6c121d380aeec
io.github.openfeign.form	feign-form-spring	2.0.9		cc336a38313e35e6cd183b68ce20eeb136c77eae
io.github.openfeign.form	feign-form-spring	2.1.0		52c09d68270aedae17ed39c4dcb17269e21de69c
io.github.openfeign.form	feign-form-spring	2.2.0		19789a947b566863276f856d770a9e45b4f9d2f5
io.github.openfeign.form	feign-form-spring	2.2.1		7ccf07dac440b330a65dc9c62f2ff43c2649db75
io.github.openfeign.form	feign-form-spring	3.0.0		bdb7b80ef4331e6336b6b62549d3c45b7dc4ab2b
io.github.openfeign.form	feign-form-spring	3.0.1		457063b0c5269b370c99b5089e54b1c17904be1b
io.github.openfeign.form	feign-form-spring	3.0.3		bf39972b2f9982545e24af028db563e3209efb6a
io.github.openfeign.form	feign-form-spring	3.2.2		a98e06493c20dc5b5d285cd1efb6b5ab54ed3e82
io.github.openfeign.form	feign-form-spring	3.3.0		1a7f573dc3192c5d7269bc2e45f03a3b220e4002
io.github.openfeign.form	feign-form-spring	3.4.0		9171283f236957acfac2fe1c057043bf53783291
io.github.openfeign.form	feign-form-spring	3.4.1		8d90f83bf324548534ca753b97c818b4efd9bd43
io.github.openfeign.form	feign-form-spring	3.5.0		63ac5c6957e2cd0d1d0cc4a792a3494f362016d7
io.github.openfeign.form	feign-form-spring	3.6.0		9959beeda63d5c47e87470c94c44a3c1b3c6c25b
io.github.openfeign.form	feign-form-spring	3.7.0		f11a95c5a60998299f94da0cc9ee4e80f2f6176c
io.github.openfeign.form	feign-form-spring	3.8.0		71059f6e16ddbaf0e42f1b1aa0bb60cc2f823e4d
io.github.scarrozzo	ratelimit4j-parent	0.2		N/A
io.github.scarrozzo	ratelimit4j-parent	0.3		N/A
io.github.scouter-project	scouter-agent-java	1.6.5		c2dd29eea77cb7261b68a699458cc10ffd65ed1c
io.github.scouter-project	scouter-agent-java	1.6.6		d4fb15e3532c7c506c1fb12753558b1bfa5dc69a
io.github.scouter-project	scouter-agent-java	1.7.0		f12e50bf8039fc7577a0712ae74185afd24c4071
io.github.scouter-project	scouter-agent-java	1.7.0.1		86ba91ff0165970e7665069f73ae04ceb5c1b8c3
io.github.scouter-project	scouter-agent-java	1.7.1		abb70e0f855d3fb8be36cbc83acd2a5d1196a2c9
io.github.scouter-project	scouter-agent-java	1.7.2		a2b557894e6bc1cc1b353d2de06760a82f88a837
io.github.scouter-project	scouter-agent-java	1.7.3		f33c2dd12ac9da760fe84cc0b81c18048453db90
io.github.scouter-project	scouter-agent-java	1.8.0		a9965ebb697385e2923603e8b2c121019531f892
io.github.scouter-project	scouter-agent-java	1.8.1		2aa8c6c143269c9c202c4425aaac780ca5e67646
io.github.scouter-project	scouter-agent-java	1.8.2		1a868fd4115934b7a9c646dba3f2e0fd431400b3
io.github.scouter-project	scouter-agent-java	1.8.3		80629451f90b3a79dde922827f1eec3475402eed
io.github.scouter-project	scouter-agent-java	1.8.4		12fca5cd588de82f8d6436bbb5d7d3f9ad5131a8
io.github.scouter-project	scouter-agent-java	1.8.6		baf5e144047269e735ec5d9abc2b9a2c2e3cdcd5
io.github.scouter-project	scouter-agent-java	1.9.0		ca9082a4e6587776fae4cd8c3a04f921471f2b4f
io.github.scouter-project	scouter-agent-java	2.0.0		2c07f7d2cd0584ee54799fd1396849224a5e49ee
io.github.scouter-project	scouter-agent-java	2.10.0		d35bd95221a655033e86246c6ff48e27fd7578a9
io.github.scouter-project	scouter-agent-java	2.10.2		4381bdd9791ac7d8e07e97c8ad3fa1badf8a08ca
io.github.scouter-project	scouter-agent-java	2.15.0		d19022fd19e442ccc07d629762701dc73e89a565
io.github.scouter-project	scouter-agent-java	2.16.0		8dd7cf5a071cbe0dda5ccb6c3b8b59590555b5b9
io.github.scouter-project	scouter-agent-java	2.17.1		92d2a81910cb2f5156fadc775610b6f809b711df
io.github.scouter-project	scouter-agent-java	2.20.0		c1d7c8330358d8ebe153bdfe3f5ff33c7fe722fc
io.github.scouter-project	scouter-agent-java	2.5.0		a02da0961376bebd2d1039c61b20928a839f421f
io.github.scouter-project	scouter-agent-java	2.6.0		62876a377d993eff8c506b4d6d308940c0c5a807
io.github.scouter-project	scouter-agent-java	2.7.0		96f883e368b5f85696e72563f0386896b55694ee
io.github.scouter-project	scouter-agent-java	2.7.1		0a2306e062d662347ef5017f7cef28b0f478d444
io.github.scouter-project	scouter-agent-java	2.8.1		388bfaf793a33f0de8bf10635b931ecf9a7d3171
io.github.scouter-project	scouter-agent-java	v1.8.0		d8003632a3bf1a478ff4845bf2ec6ed48aa700da
io.github.swanframework	swan-parent	2.0.0		N/A
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.12.0		1c9d6ab16156cddbda2afa91be4cd79d666114d9
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.12.0+39-4315fe94		083313e1dea591877a305a5683f4601108684d5c
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.12.0+50-19f0faec		ed781f25793222a42f01c790d7a634ee9cca5516
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.12.0+91-95570dfa		40cde962aabcd564d0cf87eb84023b4f5a177d2d
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.12.0-RC2+8-d361d219		1912086d0f5df53c84ad31f8ba9540333692fab5
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.0		27130e152630522a8cd5ea02982666d374ea28bc
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1		9751b5163cb6d14f4da37b04e81226b4dd2a6a72
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+26-752cf951		1c58ebc1d0b21c90e730e3a959210d5c449834e0
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+33-6697be32		dd45494bb2388b21bd4bd3d8619f8e03895bc886
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+35-a3f83609		c4189184eb09be072f3e0226b21d8df3c6d6a52f
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+38-853cd99e		820b8c11f9b8e195306a75746048ea9d8b9b3723
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+40-6dffd6fe		c4e40736987496ddfb97c4823ce85dc76a8bf977
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+43-f8a5b224		c3119d54ea85a7106947058c9a4c22f938943006
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+46-07548c14		18891d865adff412dbce90ea95e1fe27616063fb
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+50-625001b8		7a857149c6e60824304a86c11833b2628b8bf18a
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+53-76d74fd0		f3100a3a9545ec57b2dfe5514d12ca1f387394c0
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+55-683383e5		fe8dc0bc26a6d4d14da882ef3e2fd5b07e037177
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.13.1+58-48bdd662		7211962811620cf45e3da3b762da6f82d79b1e67
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.0		01eac68e6e84c7ce3e02c3e2db9f2806ac6b38e3
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1		f50ebf9dfbf0c1db046ef5828160f0dfb06c7d7c
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+11-19323ac3		b1f025623d4a57ed1991b18d86ce7d5a789fa935
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+13-d3b7ed43		aa090398fe12a2af4616f441e63068a935a1f9a6
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+18-73889232		1e2742a6b2157240398969d2efb1e3e9bce4682b
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+20-b8fee29f		868935564fc98f195d406d3e608cb322bac492d5
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+23-df5e9c41		8f2f2fce667eabcbcbb928f6569aa6f88293d8f7
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+29-4c57b6da		acf5366e343c003ec522ccb272602ba4a2899874
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+33-07287ae9		c8c9e3f592940318d305c96efc658329b5d4d99b
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+55-63f54a08		9cf5f914f382e6a2713952eb3f3036660e4e15d8
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+57-70a70705		020dc10136c0f0784ba697296d6d2efa4195dfc7
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+6-5518a852		73963d8a1fb1b2c65cc65455543aba8f8de4dba6
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.1+8-62ea92a0		8525d55028de6245cc2dba1c3a44f5f4e9116e35
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.2		f1d95ea1f77edfecf1cce7ec0f0bc971f29df37a
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.2+6-e00443e9		53a80e4740461efbdf856516abb4fea9d7002b5e
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.2+8-3b8bd435		986f40e566e04c85d0f4ab82625e878dd4f7cf4b
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.3		a529f6cb6db856316f53b09e6367dd0b581049bb
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.4		24b4e11fb7cc8275f5091a7a93613a1aefd1f11e
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.4+15-a8f7c5e3		501a2f740cb451fc27e80012a858bfbfaa6b3485
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.4+17-0ea97161		b3bd572ace8df3f5b1a0ccd2521ffce5a21a8a6a
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.4+22-82754546		9ec12f8ff40fb46f5f0c9d7ff092d2a6ac295cda
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.4+24-1b1d13f2		4d6a186b037110a6e69189adaf25f2f2ab35d260
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.4+27-80f218ff		c892a16a45fcce0a5cc239a0bedb6893f1cf94f3
io.janstenpickle	trace4cats-opentelemetry-jaeger-exporter_3	0.14.4+41-d415847c		98eda516289cda73fb8c0a1a809f41105db37e1a
io.jcoder.odin	odin-annotations	0.1.0		1606dbe196f8a69bee9ca9516f5fe72bdf740120
io.jcoder.odin	odin-annotations	0.2.0		c76051adba3555e15038ed3becbf569aacdb28e3
io.jcoder.odin	odin-annotations	0.2.1		0a3ee2a5f8d4f0e51f1afcb3b09c50c050270a78
io.jcoder.odin	odin-annotations	0.2.2		b7781608bd49b8d1083e228d96ff8913759e3349
io.jcoder.odin	odin-annotations	0.2.4		ca353e24869e946a0bde3619c4262df0df8abc6d
io.matthewnelson.kotlin-components	parcelize-watchosdevicearm64	0.1.2		N/A
io.matthewnelson.kotlin-components	parcelize-watchosdevicearm64	0.1.2	metadata	cb2887e7b7e8bbca9f373e9489755727e3d0940c
io.oddsource.java	oss-parent	2.0		N/A
io.oddsource.java	oss-parent	2.1		N/A
io.oddsource.java	oss-parent	2.2		N/A
io.oddsource.java	oss-parent	2.3.0		N/A
io.oddsource.java	oss-parent	2.3.1		N/A
io.oddsource.java	oss-parent	2.4.0		N/A
io.playn	playn-webgl	2.0		73c360bb11796e579a671ac3676695340bf8cf82
io.playn	playn-webgl	2.0-rc1		6c388626ff5cd2a126835b1456f38a0e72226e29
io.playn	playn-webgl	2.0-rc2		099f2622eef1946c32bd103a55b927673b657f98
io.playn	playn-webgl	2.0-rc3		13d31ce436689da54c731836d6a6aa56a07a2d32
io.playn	playn-webgl	2.0-rc4		0b5d8bced24525b7c85082df27a25d369b768c7d
io.playn	playn-webgl	2.0.1		fe38179db0b383ef43821b53db381c8a2e2c485b
io.playn	playn-webgl	2.0.2		1d1303cd8a5996b4010eda53f2334ba46ce22fec
io.playn	playn-webgl	2.0.3		f08801959c962d905b0ec5994df2b08b9768ab29
io.playn	playn-webgl	2.0.4		205d6771ea55fa81c8c1ae4aac0330a9bb4db868
io.playn	playn-webgl	2.0.5		d6ba8f18d0cffa38255663f5c7201b96b95e59ff
io.playn	playn-webgl	2.0.6		07ec2808d1095180f8bc9732e8d5b0320cf53892
io.playn	playn-webgl	2.0.7		bccc358330f21bebf35da16b90e079e835c6cf43
io.playn	playn-webgl	2.0.8		97e16bcfd1b059f9fe2cf1598ab0242ab5db851c
io.quarkus	quarkus-jacoco	1.13.0.CR1		66e7d34b8dc72cb972c981e12feb63caf51aa742
io.quarkus	quarkus-jacoco	1.13.0.Final		85620db3e86ea602de86d8d86c92f5214f450a60
io.quarkus	quarkus-jacoco	1.13.1.Final		fe26c98b8b47797bb45741b36d90d74c48ba2689
io.quarkus	quarkus-jacoco	1.13.2.Final		d3d581433d53a5d0bb5f5e62891067c3d76b30e0
io.quarkus	quarkus-jacoco	1.13.3.Final		59a8460bc9cf3934cf5933c595b449ee588d4b07
io.quarkus	quarkus-jacoco	1.13.4.Final		8115839f5a2f6f71e015a91dcc6e3181d539cfbd
io.quarkus	quarkus-jacoco	1.13.5.Final		714c4d3326ce487107dc6a0ef8cbd0c505e81acd
io.quarkus	quarkus-jacoco	1.13.6.Final		14761f9abaf60714929e983f735c4295b7799fd4
io.quarkus	quarkus-jacoco	1.13.7.Final		a1d0731ff4aca31db31cf11cb56354cd9278926f
io.quarkus	quarkus-jacoco	2.0.0.Alpha1		ad65f8592ab567cd0ca3b8bdbd849085b5784cfe
io.quarkus	quarkus-jacoco	2.0.0.Alpha2		5a0a7fc88525b5be30a6dfb874b2cd4f96825259
io.quarkus	quarkus-jacoco	2.0.0.Alpha3		3b400fdafdaba1b7e7c71faf5960441b9e110d7c
io.quarkus	quarkus-jacoco	2.0.0.CR1		88f73db2d707a5bc97ae2e553102770c15ef61e5
io.quarkus	quarkus-jacoco	2.0.0.CR2		fe57cbb9b9b6b1e2327096739f8d9ae55d8b4b2a
io.quarkus	quarkus-jacoco	2.0.0.CR3		4fe3e7f7ffbe630cbf15bbfee7cc360e3ecf5661
io.quarkus	quarkus-jacoco	2.0.0.Final		fa64e880eb975a80c8240bb5772d3a9d58bacd70
io.quarkus	quarkus-jacoco	2.0.1.Final		8dc1e963afedb9cbc0116227103310455aca7b51
io.quarkus	quarkus-jacoco	2.0.2.Final		bc7c49b02057fe3437cd40235d3990a1bbd7ad3b
io.quarkus	quarkus-jacoco	2.0.3.Final		865f74daddeeb704d3b0dbbe10396443e5f17e31
io.quarkus	quarkus-jacoco	2.1.0.CR1		e46c2b41a6ae317ba61d0be8a18b29d2f0603c1d
io.quarkus	quarkus-jacoco	2.1.0.Final		07d834231b24caec4420e792dc173bd95d7d201a
io.quarkus	quarkus-jacoco	2.1.1.Final		5e521950a74f268863dd2782cfe48f8b725689a9
io.quarkus	quarkus-jacoco	2.1.2.Final		1d2bc6bfbcf8a2901d44b46ec19896f4bd289578
io.quarkus	quarkus-jacoco	2.1.3.Final		ef3a0ccf3609a356f8b6ae914061544d64383664
io.quarkus	quarkus-jacoco	2.1.4.Final		2a63eec3f877f9177ecf04b0a680eff31cbb8dff
io.quarkus	quarkus-jacoco	2.10.0.CR1		b09c51b0c6ef6004483e110c8f3b31121c3501c0
io.quarkus	quarkus-jacoco	2.10.0.Final		f139d6cc43c2b50862cea0851a6815c98dea5aa9
io.quarkus	quarkus-jacoco	2.10.1.Final		2632ad24ef698480aa245c2b40041109eabf4a14
io.quarkus	quarkus-jacoco	2.10.2.Final		c6b23d20eeb3eb3586bbfdf16b67b915b731f615
io.quarkus	quarkus-jacoco	2.10.3.Final		4cb79e746328e39c691195a7f6734a34e73554df
io.quarkus	quarkus-jacoco	2.10.4.Final		adc4406c38ce09d235e48ed5daf6cf29a2892052
io.quarkus	quarkus-jacoco	2.11.0.CR1		644e508a694eb22865b9886d32c3f7e1c94f35e3
io.quarkus	quarkus-jacoco	2.11.0.Final		84da3ad4c0d5164986ae764dc5c8ce574e6aec6a
io.quarkus	quarkus-jacoco	2.11.1.Final		25e2c7bff030780eb9eb14e0bdfdfca413ba3b42
io.quarkus	quarkus-jacoco	2.11.2.Final		9806500712a97dca803bfee1f226cd442e5e3584
io.quarkus	quarkus-jacoco	2.11.3.Final		67ec3cf7b46e820e8b89c6b1f90fd21fb2609dc0
io.quarkus	quarkus-jacoco	2.12.0.CR1		39ead23fe78261600275e4cc3d499d675bd6bbaa
io.quarkus	quarkus-jacoco	2.12.0.Final		f9ed1d0cbc38f26de50a0594f3867dc9d6ce9825
io.quarkus	quarkus-jacoco	2.12.1.Final		f8431a734ec6d5940409ce79440a1c1cd86406e4
io.quarkus	quarkus-jacoco	2.12.2.Final		88f8dbaa2442c3ec4f56a63109b3baa83f8b608e
io.quarkus	quarkus-jacoco	2.12.3.Final		122a6113535186cfac358faffa8fbd4a9d3e9f2e
io.quarkus	quarkus-jacoco	2.13.0.CR1		f6581109e95397575d4748f0edffdac816848dd4
io.quarkus	quarkus-jacoco	2.13.0.Final		1463700a13ac9dbc24906c3d219c98cce7501cbd
io.quarkus	quarkus-jacoco	2.13.1.Final		5622db07e339758935a0fe081715c42c678ae82b
io.quarkus	quarkus-jacoco	2.13.2.Final		0b26ee718fac2a744766714c7ac498ed4c484cc8
io.quarkus	quarkus-jacoco	2.13.3.Final		0d173a77e4cd7b562e7ad9ea6b68c142a8d7a7fd
io.quarkus	quarkus-jacoco	2.13.4.Final		694cee9127c644bdc386d33395490ddc77048ad4
io.quarkus	quarkus-jacoco	2.13.5.Final		7077616f464fbb344016e3e52c60661e666cbd03
io.quarkus	quarkus-jacoco	2.13.6.Final		df76bc9c067f8cc6e2ec11a0856b5da3cf9d4524
io.quarkus	quarkus-jacoco	2.13.7.Final		4148933737bc62d7c9af46c54958e7f3e37e73bc
io.quarkus	quarkus-jacoco	2.13.8.Final		2a31504df859ee1f78f0ad1ebb946b6c7b882e99
io.quarkus	quarkus-jacoco	2.13.9.Final		77de7013268ba362b624f8acfb28ed32fe1096bc
io.quarkus	quarkus-jacoco	2.14.0.CR1		8b91d4ba1807a5f87953661ba37fd5b1ae9d17ae
io.quarkus	quarkus-jacoco	2.14.0.Final		c33f9eaa2f2e0b7e80056d3560e1140749329383
io.quarkus	quarkus-jacoco	2.14.1.Final		46d41e5b004e487058cf20162dc0b28f33b11d99
io.quarkus	quarkus-jacoco	2.14.2.Final		39fc0fbde0838fb8f43f160e28fb4e3fcdb94e49
io.quarkus	quarkus-jacoco	2.14.3.Final		6c14c3b7f38beef314b25536beb03c0743de32c2
io.quarkus	quarkus-jacoco	2.15.0.CR1		2920e57b5fb799fc0095be595bf9021900d2684c
io.quarkus	quarkus-jacoco	2.15.0.Final		dd398ed37e8bc7f1d464cbda449e162985ecbb0b
io.quarkus	quarkus-jacoco	2.15.1.Final		9df2899fb4911571de9afb798330a3c0756e2941
io.quarkus	quarkus-jacoco	2.15.2.Final		e226cbdfd03a40d95bc23e2799eee67a514c48e9
io.quarkus	quarkus-jacoco	2.15.3.Final		16be6c1d3ae0e68b0239a24d7cafb18531d2b2e3
io.quarkus	quarkus-jacoco	2.16.0.CR1		d67b97db1d210b52694ea572a69f51399a7afeb4
io.quarkus	quarkus-jacoco	2.16.0.Final		081fd1e2230bb95dfa7af24bdfc28c767d02c6cc
io.quarkus	quarkus-jacoco	2.16.1.Final		5a6750d07eab2d275334cd1aed256bbbc5aa0396
io.quarkus	quarkus-jacoco	2.16.10.Final		3dc0f97daca373c3146db15b75570ba65e2dd1e4
io.quarkus	quarkus-jacoco	2.16.11.Final		0c6564865e741a9fbc71943b619b5a70bd4f2cb7
io.quarkus	quarkus-jacoco	2.16.12.Final		8098a42c590a3e0a6d6225723118d93ca9bc8dce
io.quarkus	quarkus-jacoco	2.16.2.Final		d31afaf333e2482edd09bb554a87d1e18e585273
io.quarkus	quarkus-jacoco	2.16.3.Final		84b84aba29f611126633a2299e49bb15ec88614b
io.quarkus	quarkus-jacoco	2.16.4.Final		d190296a5a4c459fcb5db32a1602e9b77d8d95b1
io.quarkus	quarkus-jacoco	2.16.5.Final		23aee52dbf371b0f4b84576c015e537ac6a380d1
io.quarkus	quarkus-jacoco	2.16.6.Final		fc39a3eb0c4e7c6d01f36fa0fa38c424e2d870f8
io.quarkus	quarkus-jacoco	2.16.7.Final		a484093d8a69d853c34108e2c516026d1a5a402e
io.quarkus	quarkus-jacoco	2.16.8.Final		973e2cad6fe4e36767ad077056d385c8922ae2bf
io.quarkus	quarkus-jacoco	2.16.9.Final		5b918cd94a1bb1c94121fd3e2d25ad56f105c9d9
io.quarkus	quarkus-jacoco	2.2.0.CR1		608af4894c49b537d4826d12c40fbc5b1601aa5d
io.quarkus	quarkus-jacoco	2.2.0.Final		b550ced945335cd503a9bfa56fcaf2979edc205f
io.quarkus	quarkus-jacoco	2.2.1.Final		f9953a6414e8e9f5035de412574a6dac89104f24
io.quarkus	quarkus-jacoco	2.2.2.Final		461235688c33082375a59d553a3e28f601b4c9d7
io.quarkus	quarkus-jacoco	2.2.3.Final		2cb9eb54c16e55379f60c536bd2ee7f342cdd011
io.quarkus	quarkus-jacoco	2.2.4.Final		ada386b7cb243261919314b10d5d37358c2547c0
io.quarkus	quarkus-jacoco	2.2.5.Final		b0aaa47cf3cdcd60ccbee0bc15f942f711541c91
io.quarkus	quarkus-jacoco	2.3.0.CR1		60e0b53d4fb6ed0e8d3ee4a660549b5ada546830
io.quarkus	quarkus-jacoco	2.3.0.Final		4de4c66e153d451626c38d9c6f9b469570ceb80b
io.quarkus	quarkus-jacoco	2.3.1.Final		0d78be7b471ab0f031ce0b7b8837517323c12774
io.quarkus	quarkus-jacoco	2.4.0.CR1		ff49b4396d862f5b77573218f4b5682258dfb419
io.quarkus	quarkus-jacoco	2.4.0.Final		caaf60423f7af385638a35d406d01d93f3158eaa
io.quarkus	quarkus-jacoco	2.4.1.Final		43f3e86e1b74fc1f765ea48eb273a0fd2dd36900
io.quarkus	quarkus-jacoco	2.4.2.Final		90c4f1b27ba4475bbb58fdb331b174117913ba10
io.quarkus	quarkus-jacoco	2.5.0.CR1		d64bd8745e32a8cdbb4257af0cf1bcab9cbe8a35
io.quarkus	quarkus-jacoco	2.5.0.Final		96ea24844eeb097c28bf3ce82039dc67ec1e1375
io.quarkus	quarkus-jacoco	2.5.1.Final		78627bc207bcd1324352a1fde097f484b7184ea6
io.quarkus	quarkus-jacoco	2.5.2.Final		9d58f75975b6c951950826fea7f14169465e90c2
io.quarkus	quarkus-jacoco	2.5.3.Final		ce2d93fd87750d9f5b4c6275cf5a3878224e5446
io.quarkus	quarkus-jacoco	2.5.4.Final		32d7998745cd9a7068f393865e8207398532ad3a
io.quarkus	quarkus-jacoco	2.6.0.CR1		2056c5ab2d7dcaf61b0a49628531bc566fde5700
io.quarkus	quarkus-jacoco	2.6.0.Final		6eb395cf19d4e6571ec3d8b6ed8c0b54f7a745a2
io.quarkus	quarkus-jacoco	2.6.1.Final		a31143ef7846a0c75992b3ff92b60e51f4aa8a01
io.quarkus	quarkus-jacoco	2.6.2.Final		ed6c2f7b2055f1036129e2b31180eeda9d33e3e2
io.quarkus	quarkus-jacoco	2.6.3.Final		9fb11c64279fea0dd1708797f33e5cb71770afba
io.quarkus	quarkus-jacoco	2.7.0.CR1		55a836d98bbebb94b655ca75a3c7de638f7a76da
io.quarkus	quarkus-jacoco	2.7.0.Final		3ccaab32e38d4ed57db1fbdbdc6d1c6b24a9aca8
io.quarkus	quarkus-jacoco	2.7.1.Final		1e880dbc1cd469472a2fe32309ccee54641e1ece
io.quarkus	quarkus-jacoco	2.7.2.Final		9eb6770f212bcf6b2c807a156b0b008ce20a7eb2
io.quarkus	quarkus-jacoco	2.7.3.Final		98df6278ff251268ee21e49758bdf6f3b0547ff6
io.quarkus	quarkus-jacoco	2.7.4.Final		38f4d78d52d5ecc2c82758f59547d05788a1f1df
io.quarkus	quarkus-jacoco	2.7.5.Final		75e4101d5620f565e9500e14ffc065ed166e81d1
io.quarkus	quarkus-jacoco	2.7.6.Final		d3e018cfd76d511998bf707d543c4ab868df7a6f
io.quarkus	quarkus-jacoco	2.7.7.Final		d4ddde9842edb4a20494657e6ffe324c146a9895
io.quarkus	quarkus-jacoco	2.8.0.CR1		2d188f1c2491da55bc1b83f2d0015166bae222b1
io.quarkus	quarkus-jacoco	2.8.0.Final		0f84ad09732b7b53ebc66a756ee3090d167274bc
io.quarkus	quarkus-jacoco	2.8.1.Final		77c0a4993b3eecfcfc910c9d55f6ec70c800e34c
io.quarkus	quarkus-jacoco	2.8.2.Final		0b2b22909ae1bfd9491e2fcddae9044c85d633f0
io.quarkus	quarkus-jacoco	2.8.3.Final		7d90b30a6bc9838ebf910e716851e873c6409370
io.quarkus	quarkus-jacoco	2.9.0.CR1		410fc80ddf41ab85e146cc681d5e0ae5213b1fd5
io.quarkus	quarkus-jacoco	2.9.0.Final		81e1f36da0a1883ef9d5b5b924ca4500a394652f
io.quarkus	quarkus-jacoco	2.9.1.Final		e73a9bc7ffbb6b4d2a4f26c2976d5e6b6f6473d5
io.quarkus	quarkus-jacoco	2.9.2.Final		f34578479f5b0406f74187d19b1870837dc0b15b
io.quarkus	quarkus-jacoco	3.0.0.Alpha1		8245922a2dcd578be93fbdb95f19184173e5eba5
io.quarkus	quarkus-jacoco	3.0.0.Alpha2		eb162d09fd3deac15a20f6e990012da5298e0efb
io.quarkus	quarkus-jacoco	3.0.0.Alpha3		1deb1a8a227e197be3db8fd126bbcd807c50efd0
io.quarkus	quarkus-jacoco	3.0.0.Alpha4		6fdb00582f6f0382c32a0ddfab81775b9ad9b43f
