br.com.jbugbrasil.bot	welcome-message-plugin	1.0-Beta		ce6352a1f45523170e100b421ff02688e41cab52
com.networknt	lambda-invoker	2.0.23		a0fe2052fd24653d04250582f30443da06d9ba68
com.networknt	lambda-invoker	2.0.24		81b086c57ebd2ea5ec931151e1a5ecd1ea4a46cf
com.networknt	lambda-invoker	2.0.25		587a877e56dab191689aaae43d176b962c72ea4c
com.networknt	lambda-invoker	2.0.26		79e990d0c7f195b98d1d7a0f48edab9cc7560866
com.networknt	lambda-invoker	2.0.27		0d292a3336c91670b0bd31abb887e51f003b05be
com.networknt	lambda-invoker	2.0.28		f84e37e396957e21d0ef5899ce1374a65bbd72a0
com.networknt	lambda-invoker	2.0.29		d03a8e068f887dad09cb52adc93cb3f391d0abb1
com.networknt	lambda-invoker	2.0.30		16ec66b05503ca5fa22ee5995d738a12c63782c3
com.networknt	lambda-invoker	2.0.31		702d9916575c10d92823092f329e505683d37500
com.networknt	lambda-invoker	2.0.32		1d00f1c2cd341621194843625ce389e7abe821f0
com.networknt	lambda-invoker	2.1.0		aa324f95121d66caee0e9ea66d32792bfdb2645e
com.networknt	lambda-invoker	2.1.1		1349c2879ba7ce2ffcb5041b9540f9f3b26bb520
com.networknt	lambda-invoker	2.1.10		ac11c11a551f29072087222a2f765c662917487f
com.networknt	lambda-invoker	2.1.11		6454396f21744c99e78cfec8da79274dc95aa8d0
com.networknt	lambda-invoker	2.1.12		83084b079c258338dce1e5c14ebc780800f373c4
com.networknt	lambda-invoker	2.1.15		6cf9ff536df96147519d968f0ac60e0d4a1e3a4d
com.networknt	lambda-invoker	2.1.16		233f8c74440f167af53814c9b2f09e7007ac5923
com.networknt	lambda-invoker	2.1.18		a4dbdafe9275d096949a6bf26afd0ba8b6529017
com.networknt	lambda-invoker	2.1.19		752a0ee560f37c51354fd877f3eb3e249372bbe9
com.networknt	lambda-invoker	2.1.2		e217e6ead657fd4208d30113ec53a15be945d702
com.networknt	lambda-invoker	2.1.20		7dcff24ec3f9be8a757b0ee01f81f59522819b65
com.networknt	lambda-invoker	2.1.22		20d797a902a3ddcaa6bfce76a361433e50396241
com.networknt	lambda-invoker	2.1.23		128266626394221cf8062486cd5f1ee5728ac012
com.networknt	lambda-invoker	2.1.24		f0e652f69eeb88465dd2d0c6f7404a3fe6087295
com.networknt	lambda-invoker	2.1.25		ad5a1a9b8304290dc9645613bd410ac233a6b87f
com.networknt	lambda-invoker	2.1.26		5335cd880ddcd7779ac5ad9743fca762dfee7e98
com.networknt	lambda-invoker	2.1.27		12ed6d64cf49b3c5741d63f898e4eb8d987bb192
com.networknt	lambda-invoker	2.1.28		8998291995fb180f791cc798062f6af0812f2961
com.networknt	lambda-invoker	2.1.29		c1c9a49ea38a96e8fdfddff9708808651344b96f
com.networknt	lambda-invoker	2.1.3		823108a8c923e280cf2d63a3f9e66f6a4d8f7ce5
com.networknt	lambda-invoker	2.1.30		a7ada3c42517295593f2091307a4df52991a11a1
com.networknt	lambda-invoker	2.1.31		947cf3ad167560dca43f7fb580e31767b4b994c4
com.networknt	lambda-invoker	2.1.32		32dc654f7a0d50340ab2d9aa7eb7b38d3a85c7ad
com.networknt	lambda-invoker	2.1.33		2689ed500a45d3a997812d5112a6752d19fdefd0
com.networknt	lambda-invoker	2.1.34		3d4a8ed7ad1a1570a63eba0c92808a7280c9ff08
com.networknt	lambda-invoker	2.1.35		4e65ae3453f83ad5d756bf319f88934b074073db
com.networknt	lambda-invoker	2.1.36		a682eabb3ece0e8e464e45e059d4b4873699cd68
com.networknt	lambda-invoker	2.1.37		e84485e5e9bd5595c9b10040898f1cfea94a19c4
com.networknt	lambda-invoker	2.1.38		0907bc801ec32343c3e107cc87ba11d55885e7fe
com.networknt	lambda-invoker	2.1.4		4fdbafcc197dc919aa159c3f3af89da42a2180b0
com.networknt	lambda-invoker	2.1.5		7812f82cfbb4093e15b2cabec70006030b52dc0c
com.networknt	lambda-invoker	2.1.6		60b65488f41d4f41eefa731b7a3aee7d8d9142b2
com.networknt	lambda-invoker	2.1.7		9481bba88a88224e09204f960fb82bfb0e0cb922
com.networknt	lambda-invoker	2.1.8		c1d10040d83cdbd7e3ed7ebcd2ec8cf0aef62631
com.networknt	lambda-invoker	2.1.9		ae15608ed107343092d35737c87e2dc6ba19dd37
com.networknt	lambda-invoker	2.2.0		c60ce465434b596edb8870532070c9a59bf42baa
com.networknt	lambda-invoker	2.2.1		4a2447ca688ca129ebb6ac6088628ee81b6acbcf
com.oviva.telematik	vau-parent	0.0.2-rc.0		N/A
com.oviva.telematik	vau-parent	0.0.4		N/A
com.oviva.telematik	vau-parent	0.0.5		N/A
com.oviva.telematik	vau-parent	0.0.7		N/A
com.qcloud.oceanus	flink-test-utils-junit	1.10.1		1b4211499533068f056f01c1b0889e666aeb0cde
com.wavesenterprise	we-contract-sdk-grpc	1.0.0		2a7614a42cf315a37a5ebb4830325cb88a8608fc
com.wavesenterprise	we-contract-sdk-grpc	1.0.1		de2015affdf277e9c7ccf4a1a65543fe0ac22302
com.wavesenterprise	we-contract-sdk-grpc	1.1.0		817fccc7692aa07f943d1e2f55d0d2f6c89160ff
com.wavesenterprise	we-contract-sdk-grpc	1.2.0		414613c1345c9df2430d3486146b2a531ee8d553
com.wavesenterprise	we-contract-sdk-grpc	1.3.0		7b31cc0360902cca572ba96348c1f5f21fc2d7bd
com.wavesenterprise	we-contract-sdk-grpc	1.3.1		4712e59ef00d96c0532a48e66cb5a56b9c1676a4
com.wavesenterprise	we-contract-sdk-grpc	1.3.2		155d20d405334ec1d45f411b84f3aadfc4623078
com.wavesenterprise	we-contract-sdk-grpc	1.3.3		4e7562adcb7b219b778004176b3c62199990075f
com.wavesenterprise	we-contract-sdk-grpc	1.3.4		533cfd982d7e9b6db956a167103542f484387f35
com.wavesenterprise	we-contract-sdk-grpc	2.0.0		487c0e2f0a6d3ed92f5b621e3defa69bd7b2a79c
com.wix.pay	smaug-client-api	1.7.0		cbedf3111446dd8a3602a14a91f2537648df84e5
com.wix.pay	smaug-client-api	1.8.0		9daf9ec2a26eb79c78f571adc1507021660bf0c3
com.xlrit.gears.runtime	gears-runtime-plugin-excel	1.18.10		bf35a60b44a5bf86b7dc964e946df24c694f8280
com.xlrit.gears.runtime	gears-runtime-plugin-excel	1.18.8		1514eefdcda713a18f286d1e9eed753f35f23167
com.xlrit.gears.runtime	gears-runtime-plugin-excel	1.18.9		39df90b39078499caa9b574269f7a36272bd21dc
com.xlrit.gears.runtime	gears-runtime-plugin-excel	1.19.0		81eafd46b5e4637724268c721eb9d8d56585a0d4
com.xlrit.gears.runtime	gears-runtime-plugin-excel	1.19.1		6dc19b976a4ca990849ff18e97e38fa44e85f9e6
de.bluebiz	modbus-javacomm	1.5		f836a9c80d5f2c738bea46346533f840013fbc46
de.bluebiz	modbus-javacomm	1.6		366ff5f614179215a1706443800a4f3db5344cc8
de.gematik.ti	openhealthcard.events	1.2.0		a40e98d5b54a50b4598c845c88407efab8754dc2
de.gematik.ti	openhealthcard.events	1.2.0	adoc	2a4b9caa8ce14a36eff1511224644877fd300331
de.jonato	jfxc	1.1		8ac2c95d604c8c43167f0103fa2cb48bdb31d801
dev.caceresenzo.privy	spring-boot-starter	0.1.0		42d4770274dd76f84c1e0488082519a5b8b4e3c8
dev.caceresenzo.privy	spring-boot-starter	0.2.0		910e2cc2ce27a026dd784a548adf76f8fb953d79
dev.caceresenzo.privy	spring-boot-starter	0.3.0		2c341ea78f095d49b94d6d7b012755c237c7cec4
dev.caceresenzo.privy	spring-boot-starter	0.4.0		9ca9c80602c9f559adb769ab8c983101adbb7823
dev.caceresenzo.privy	spring-boot-starter	0.5.0		5e19c1799a89ad43a573507b613cb39d1458a0fe
dev.caceresenzo.privy	spring-boot-starter	0.6.0		bf576076ed4690c35114362f90be59bd0c411bd3
dev.caceresenzo.privy	spring-boot-starter	0.6.1		57bac4e4830866c4b2ec52c71c27a73442dbf5b8
dev.caceresenzo.privy	spring-boot-starter	0.6.2		5433328932e4a7888fd77acf911d379c2b69b4b3
dev.caceresenzo.privy	spring-boot-starter	0.7.0		72d89d53766bc54c699ff6b541111cbd50c4a617
eu.unicredit	akkajsactorstream_sjs0.6_2.11	0.2.0		e666a9b45b87510ac349453fffcf05209570f425
eu.unicredit	akkajsactorstream_sjs0.6_2.11	0.2.4.10		0f4072a1e9917a96adc585bc52e3701d65f5e811
eu.unicredit	akkajsactorstream_sjs0.6_2.11	0.2.4.11		53e9c3a94a77f308280a52c408fba94075bb3f17
eu.unicredit	akkajsactorstream_sjs0.6_2.11	0.2.4.12		871d9e255dc3466f6bee220cf0a658ba49043b0d
eu.unicredit	akkajsactorstream_sjs0.6_2.11	0.2.4.14		8a9499e8bf60d919227a8d337ad3de879b24e9f5
eu.unicredit	akkajsactorstream_sjs0.6_2.11	0.2.4.9		f4efa1aae71693fad489bd4d36237ef3aa53a3c2
io.bootique.mvc	bootique-mvc-jakarta-mustache	3.0-M3		934c1ac8e19bfcf41f9a3391d067e9b262723306
io.bootique.mvc	bootique-mvc-jakarta-mustache	3.0-M4		f7697c3ec72ad3608cadeaca3dc55bdcefc23831
io.bootique.mvc	bootique-mvc-jakarta-mustache	3.0-M5		5d3d40e8bef4953c6d67d9b03a3b75802cabbaa5
io.bootique.mvc	bootique-mvc-jakarta-mustache	3.0-M6		08bff96a4a3ca4f8fe732bd9ee8b8d56a9557f54
io.bootique.mvc	bootique-mvc-jakarta-mustache	3.0-RC1		6cafe3066d7e8cce606960d8a881e14314538162
io.bootique.mvc	bootique-mvc-jakarta-mustache	3.0.M1		58be5a45629a7a196b616a1fc95501f1cefd01ce
io.bootique.mvc	bootique-mvc-jakarta-mustache	3.0.M2		a42e1c02fcd54c72c00e05c22bcfba49282de35d
io.eels	eel-hive_2.11	0.14.0		44321f8537f9de11dba753c8f65db55cee0f290e
io.eels	eel-hive_2.11	0.15.0		abc2c6b144ba6b738bcfed619d6c17f9861ac48c
io.eels	eel-hive_2.11	0.15.1		894fbdd500f131da886fb7723a93e17a365b0905
io.eels	eel-hive_2.11	0.16.0		12cd4ea8cdf0a2cf8a8650fc5c56451bfdb74425
io.eels	eel-hive_2.11	0.16.1		a28f84b084268e9dc2e3f0924bfedc2fc15b3a97
io.eels	eel-hive_2.11	0.17.0		1cbd9b31567efbbeaffa2519fb62e46467d28a1d
io.eels	eel-hive_2.11	0.18.0		90f8cc1579bbc454e194860cfb982ce36d8463a5
io.eels	eel-hive_2.11	0.19.0		ba8b746ac90177d4f04c704225cab5cd2025ae28
io.eels	eel-hive_2.11	0.19.1		3276172f793ec4aa317195218a096672b9e59a7b
io.eels	eel-hive_2.11	0.97.0		fce8ec99d2b931249dcfd784024370432d61ffd5
io.eels	eel-hive_2.11	0.97.1		e520b6b22b23a2fc93c19aeeab62840369c36856
io.eels	eel-hive_2.11	0.98.0		d630bfa3d083eefce954d4d16531d10b7bac8b50
io.eels	eel-hive_2.11	0.99.0		56e2b7597f277cea29907cbbb686fea9b484a9e3
io.eels	eel-hive_2.11	1.0.0		af5fb27467ed66f50ed235336ec6a7c54cd62ab6
io.eels	eel-hive_2.11	1.0.1		7224286f9d396fa210e78940f10d0625356611e8
io.eels	eel-hive_2.11	1.0.2		eb452fedb42769b016965236ee3d3c22aeac5567
io.eels	eel-hive_2.11	1.1.0		22284a2fea2971d266b6160fb6d0dd3c564ab73f
io.eels	eel-hive_2.11	1.1.0-M1		8d9cd80f71627def7b08088b939742be3a69cd9c
io.eels	eel-hive_2.11	1.1.0-M2		6af01bd15947c1b2a8e2984c8d23e3056872454e
io.eels	eel-hive_2.11	1.1.0-M3		c8a950450b93995c7e667562d2b11ac1d08ba51d
io.eels	eel-hive_2.11	1.1.1		fe92811cf2fd60fe9ad2786196c3656451c0d26e
io.eels	eel-hive_2.11	1.2.0		f94ce0200315dbf9fa26fdbf653b0c38830d7230
