ai.nextbillion	nb-gestures	0.1.0		N/A
berlin.yuna	streamline	1.0.9		5f8a7d9a3a3dc17f3f690eb137b5da35e01aa875
ca.weblite	ktswing-main	0.0.10		9ff05d833f704c4f426143a0a3b23c3b1498217f
ca.weblite	ktswing-main	0.0.11		ef2b800162cfb74ad73b5234e69fe249feb58dfb
ca.weblite	ktswing-main	0.0.12		81c564283f5813f2151ff88f80a11b2520dafdda
ca.weblite	ktswing-main	0.0.13		3468a1f24c314bebac5a4c945e221b1d989ee028
ca.weblite	ktswing-main	0.0.14		6e595e6199022e2d70aa2915280941d95bbb5039
ca.weblite	ktswing-main	0.0.15		a6d3b9017c288bab88d53b55ec6810160e6c88d0
ca.weblite	ktswing-main	0.0.16		488dd5efc5af035f5a5aa19a8dbe330dccd54c29
ca.weblite	ktswing-main	0.0.8		8320d2e21713cbf9587131431258ea8e0c6ecb0e
ca.weblite	ktswing-main	0.0.9		b50131474acace8620dd3f163010cd385ac72e09
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.0.0		dd86d724da78aa4dae50859cf84b0215103673d2
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.0.1		5d1c1a293f4e3a79a346126556aa6258b69954db
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.0.2		38efa69c8a2b734647ca8024dd0fc8fb35d9684f
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.0.3		55ff9935b71533ccae482d7a92ad3c5e693e5597
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.0.4		127d9bc72ec2a4f3eaddc52276efcfafcb7eca91
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.0.6		195e7ee499ea91ec234c06bc714dc18ee1284593
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.0.7		ec0c9670edef32f967274eac061ce6360adfb2db
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.0.8		18cc09f011f9c65d8fdc63e0d13d752a64b1ef24
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.0.9		f87b0724fc5beec18d241d652c943c61deb2c2bb
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.0		da1f3a2ce5ef3c2de83524985080dbd5bd744068
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.1		35fce6f2f932ec2ecbaaa96240842fc05e415ee2
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.2		7a2181205dd6f57f732357ff732cda0262b797e3
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.3		259c3b7a126bae7eba9eccfba090d961ee270c51
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.4		c426754f07bf85bc4c4607b11abcc4e1a77c48c5
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.5		3e02f22478776ba4ad84a526e6d2f8ce5bcd1455
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.6		3fb3fd1069f471181c4f5954132a7a9d4c378d5d
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.7		86a849649542bd3cd645843cb24d95d6dda7c8e0
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.8		27416b1236f2553c33d286f2ac20accda3d3aeba
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.1.9		9048c88f7290dacddd491673ab81971a8d8e3aa1
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.2.0		8974d2d4b8c9251437a3541720bed11b0944f006
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.2.1		3ad2109855b60e411c80c3de8008d636898990e0
cn.fox-tech	fox-edge-server-protocol-bass260zj	1.2.3		c05e86cece7b63c821e16c0b5d6d83f05101204e
com.adobe	com.adobe.aio.aem.event.management	0.0.14		b5ab5a63f3b08aa1b13ed5ff668baef3247b8f3e
com.alexecollins	docker-java	0.8.10		4c1b5e5af1ec52812b4447bcd310be1dc53e2965
com.alexecollins	docker-java	0.8.11		cb56c0ca6331481443b56b35534f5126169e2632
com.alexecollins	docker-java	0.8.12		4ee9a8e8a50a8bc7077cb4ec4b4cb9384253e5e0
com.alexecollins	docker-java	0.8.13		b941d696ea96c337e25d36036c9b646f9bc4fa66
com.alexecollins	docker-java	0.8.14		475da7dd7cd55ec61f928ba25f5e8619529d3446
com.alexecollins	docker-java	0.8.9		ea669a4e255fb79b7bc798c01635f11a732f9902
com.buession.cas	cas-server-support-logging-console	3.0.0		ea3a0f9c70a762506d6234e149dc8d7fdaf52e31
com.cloud-lego.spring.boot	lego-lock-spring-boot-core	0.0.1		97dbad6bd56380b551ec41815c9f848cb3aa7546
com.cloud-lego.spring.boot	lego-lock-spring-boot-core	0.0.2		efb0d5c64a5d7d8a2cc7dd35a0dc80c554646263
com.codacy	op-rabbit-upickle_2.13	0.1.0		2ecdd010e40b09205f936a6f338d9defe6359970
com.codacy	op-rabbit-upickle_2.13	0.1.1		f3f30e1a3207b51d085dffb9a6b147329afffc7c
com.codacy	op-rabbit-upickle_2.13	0.1.2		7a3277f328c44c3e3e837fe7da16c24ea47788fb
com.codacy	op-rabbit-upickle_2.13	0.1.3		14125c9fd132dbb34e5413a810b4d79628289f38
com.codacy	op-rabbit-upickle_2.13	0.1.4		d26445cf56afd06dfe53d469fc527f92b0fbb55f
com.coditory.sherlock	sherlock-sql-coroutines	1.0.0		b3acdb58dc2db3d7f58a6eed6360d9d006b63b4a
com.coditory.sherlock	sherlock-sql-coroutines	1.0.1		4ee98a1f90c6eaa0c55ca058bafbf07bc6b757ab
com.coditory.sherlock	sherlock-sql-coroutines	1.0.2		8785e933449b0170c7b85487c1683e8b6460ed8d
com.coditory.sherlock	sherlock-sql-coroutines	1.0.3		9c8c4de8fd9668dc98d3240f3f47fe990ca443e4
com.dwolla	pgp-testkit-bcpg1.75_2.13	0.4.4		e86fee2f7b0e5ae044ea8c55098ba93ab2a337ef
com.dwolla	pgp-testkit-bcpg1.75_2.13	0.4.5		f187843fff5682b930e0689b61a41bffdc2193a6
com.dwolla	pgp-testkit-bcpg1.75_2.13	0.4.6		72c4264302df7ba1de12fd9531562a4464a2086d
com.github.Andy-Shao	Gear	1.0		5e5d6af69999382b2231486020a8294ee8f24015
com.github.Andy-Shao	Gear	2.0		21fc0e46d7b54e60088e2e052b4d6d689068c2f5
com.github.Andy-Shao	Gear	2.1		1fbad523267d85ea0196d36fde9a3d72797a8adf
com.github.Andy-Shao	Gear	2.2		f57723d1f0e22489c98c5cd47d09e93a158712ba
com.github.Andy-Shao	Gear	2.3		d66722b086bef863c85eb8d3c92a7f55dfb90a51
com.github.Andy-Shao	Gear	2.4		4a3a0af2aaf39516bd47e73090be54b0fb4ef16d
com.github.Andy-Shao	Gear	3.0		b56ff5ad89e080ee4e9ae7de96370f75cc337208
com.github.Andy-Shao	Gear	3.1		fdf19591b1bd73f12ac6aaf7f6ae497b9804bd94
com.github.Andy-Shao	Gear	3.2		a2debc2c18fe7915e73f733d5a40195ded07a78b
com.github.Andy-Shao	Gear	3.2.1		60047899df48c796ca68cd654625050286aa0044
com.github.Andy-Shao	Gear	3.2.10.RELEASE		583310dba04b2694bc429f2d7dbc5517e601b17f
com.github.Andy-Shao	Gear	3.2.11.RELEASE		3c50981a544777e83d36dae3af5db2b3a2019099
com.github.Andy-Shao	Gear	3.2.12.RELEASE		6f7c2ece4127268d3647dcfa90ccdc0efc4bb4aa
com.github.Andy-Shao	Gear	3.2.13.RELEASE		c3f64a048a61a671e2a6572964f7d1a7e84188f1
com.github.Andy-Shao	Gear	3.2.2		12813efbdb699cd96cb9e7798e742db4d14568f8
com.github.Andy-Shao	Gear	3.2.3-RELEASE		675b3df77888856651114bc8bf34e44fb29be213
com.github.Andy-Shao	Gear	3.2.4.RELEASE		2bfc7958305772a949250ba32ca4f71aca7e4719
com.github.Andy-Shao	Gear	3.2.5.RELEASE		a4c8127cb1406ee5302c9ead05bf3f34758e21e3
com.github.Andy-Shao	Gear	3.2.6.RELEASE		71f9a22cb6abfb4f9203c7ea68b52e0190e9b31c
com.github.Andy-Shao	Gear	3.2.7.RELEASE		ac1c927ec8abe3c2f1b9af3098b3e20f288d1141
com.github.Andy-Shao	Gear	3.2.8.RELEASE		4c3f3db9eb76f6765caa1bbf0680b31793f110d3
com.github.Andy-Shao	Gear	3.2.9.RELEASE		818c1fdcfd6542d9da80d2eec8aef9905925e7e8
com.github.Andy-Shao	Gear	3.3.0.RELEASE		13340a0ca4fd25edb6622f0ea6593e57422c694e
com.github.Andy-Shao	Gear	3.3.1.RELEASE		d3a836c62f05a4f2e135c8d0a60c51f2c19c81ed
com.github.Andy-Shao	Gear	3.3.2.RELEASE		60082c6043ac44eb15b10a9c389213e817ba510b
com.github.Andy-Shao	Gear	3.3.3.RELEASE		6db07b0c5f99db63ba7f2820d964c7259fb34ed2
com.github.Andy-Shao	Gear	3.3.4.RELEASE		e2a6823cff632c79cf405c02033897e020980a50
com.github.Andy-Shao	Gear	3.3.5.RELEASE		5b992cce3b034fc148841bcc719bf0e126b5fd43
com.github.Andy-Shao	Gear	3.3.6.RELEASE		e1c64c1644eaaa6063a1ab9972e72f8e6a95567f
com.github.Andy-Shao	Gear	3.3.7.RELEASE		2ac5a9e4a37e7efeea187f6f70cc324f7c191ae4
com.github.Andy-Shao	Gear	3.3.8.RELEASE		4184a83a9e4a615f9203e246790fd53520f018e7
com.github.Andy-Shao	Gear	4.0.0.RELEASE		803cd57e0a813a6060f6ceb070f3904bae925a8b
com.github.Andy-Shao	Gear	4.0.1.RELEASE		90e7033f4bc27ea5f4d6e4fec98a08f58df5ccf7
com.github.Andy-Shao	Gear	4.0.2.RELEASE		832148335549890321dfeceaf09f8c4fef050835
com.github.Andy-Shao	Gear	4.0.3.RELEASE		5aa6ac5bb2c69367980cbdb4655923d90a26d4e9
com.github.Andy-Shao	Gear	4.0.4.RELEASE		b5a00caa0c979b73f1af00360619b019fb682340
com.github.Andy-Shao	Gear	4.0.5.RELEASE		f06dda8894d6dac0e26f5c237e4b8bb6b2e18824
com.github.Andy-Shao	Gear	5.0.0.RELEASE		6b27a936fd8d0c67656fd72faf3685722c0f2db7
com.github.anerdib	plain-object-mapper	0.0.1		0832364d343a974fe59f11eaa9823bc0fd2d18db
com.github.benhutchison	microjson_sjs0.6.0-RC1_2.11	1.1-RC1		7de9f1ed5229947f58c3e7cd117cdd895a8d8b00
com.github.gerp83	SlimAdapter	1.00		N/A
com.github.gerp83	SlimAdapter	1.01		N/A
com.github.gerp83	SlimAdapter	1.02		N/A
com.github.gerp83	SlimAdapter	1.03		N/A
com.github.gerp83	SlimAdapter	1.04		N/A
com.github.gerp83	SlimAdapter	1.05		N/A
com.github.gerp83	SlimAdapter	1.06		N/A
com.github.gerp83	SlimAdapter	1.07		N/A
com.github.gerp83	SlimAdapter	1.08		N/A
com.github.tadukoo.maven	TadukooUtilPOM	0.5-Beta		N/A
com.github.tadukoo.maven	TadukooUtilPOM	0.5.1-Beta		N/A
com.github.tadukoo.maven	TadukooUtilPOM	0.5.2-Beta		N/A
com.github.zhangchunsheng	excel-to-pdf	1.0		4212cc6b8964cb1df3b26000f5d74c9145a31d75
com.github.zhangchunsheng	excel-to-pdf	1.0.1		ca2f451fbd9b4fb4389d4e6818b992ac774616ad
com.github.zhangchunsheng	excel-to-pdf	1.0.2		0899514468360c8007f5af91cb396c2aad2640f8
com.google.cloud	google-cloud-advisorynotifications-bom	0.1.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.10.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.11.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.12.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.13.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.16.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.17.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.18.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.19.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.2.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.20.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.21.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.22.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.23.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.24.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.25.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.26.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.27.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.28.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.29.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.3.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.30.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.31.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.32.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.33.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.34.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.35.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.36.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.37.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.38.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.4.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.40.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.41.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.42.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.43.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.44.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.45.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.46.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.47.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.48.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.49.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.5.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.50.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.6.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.7.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.8.0		N/A
com.google.cloud	google-cloud-advisorynotifications-bom	0.9.0		N/A
com.huaweicloud.sermant	sermant-tag-transmission	1.2.0		N/A
com.huaweicloud.sermant	sermant-tag-transmission	1.2.1		N/A
com.huaweicloud.sermant	sermant-tag-transmission	1.3.0		N/A
com.huaweicloud.sermant	sermant-tag-transmission	1.3.1		N/A
com.huaweicloud.sermant	sermant-tag-transmission	1.4.0		N/A
com.huaweicloud.sermant	sermant-tag-transmission	1.4.1		N/A
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.12		cfa761339dc6b6f0fae7c2e4d0b8612731b2b329
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.12	jspc	237f025feb70f9e253fe9cb0331f405a46bb028c
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.13		2a21866348d6e11b09fcc1dd77bb3e8070171b40
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.13	jspc	e2e67947fb021446bdc3e6018791cef8adf06149
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.14		5bebf6ca0004e3af8e305cdbb29766546460d860
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.14	jspc	bc3e90d31cec2d33f2398b05fcc7c0f9aefb171d
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.15		22f175362881aabd27bfd629e0a554f9c8d9af19
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.15	jspc	e04cd56dc9b766b2f7968d3ed6329cb71222b714
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.16		799dd8497ac516aa4660db7d91a21688bb9bf720
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.16	jspc	ab3c707a34e9ea3019fe9fbe2372619af1a65b72
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.17		8164eebdd2bf6cbd6f3d7183f07d778dc98922fa
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.17	jspc	6d79840ea25b54fcb33da502ed89012519df166b
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.18		e3d3e2042b9d7c87b154d7cbc33559aa1facf00b
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.18	jspc	0667292b4b3c6dceb003de0e2d9469094815df7c
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.19		cb68022e61592dee3d8815c321aa3a15a934d470
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.19	jspc	5937ece170bcc0e90b4a2d25dd101e412009e723
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.20		6ef6b7fbd8e5d7b99785b9725369575acc48a7e5
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.20	jspc	dc24066d99dce2d5501bbaf42f9ffe983155f02f
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.21		082144eba004e2de273daf3a8812a995accc7afe
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.21	jspc	1d9006a0d533f0005844379c0f7bc03d63da8134
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.22		a7a1a903d82dbaf008550681bec44995785998e1
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.22	jspc	bb0ad0327754d63a5c40a5a06137933187524831
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.23		b66a568521a43fb3b065657bb69504b68c580d46
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.23	jspc	c07faa3defb113875ba50cfe06f45c20050fb88c
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.24		7ab1fdfaaffc3fb3a8ba60c340e23c3fb4254441
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.24	jspc	baf64117eb3d559f45c7f21a728fecd91d5d97f7
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.25		56b0484d3fb910ac4e0e19daf74f9fa144cfa369
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.25	jspc	56e21156df3c51e98d377b1c95845aff3349d789
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.26		d516812fe5476eaf885beffda2c3534e7a96c32c
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.26	jspc	887d898229467eaf36c9afccf4ff6c97919249f2
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.27		52f884e44ce13711f32eefb57ad6150b18624f81
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.27	jspc	52dfdeb4ca9d5895dc5b543cc53d19b384bc6303
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.28		29d62907da9b0854b025af1c1ea69ec9dfb153b1
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.28	jspc	fe3cb1b53cd0cd95298c71bc44b7db050b3da9c4
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.29		e1404772295ccc310dd2b264af77cdde673e540a
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.29	jspc	61b94b2afb537a81ed5a9183d107129e0900a69e
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.30		0640333822d1828466c26815f47a306561004fc0
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.30	jspc	7b2871bd68377c0a2bb4b1726b68327865ee6e98
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.31		0eb55530aab946fbcbf147a5297e01be71491fd6
com.liferay	com.liferay.frontend.css.cadmin.sample.web	1.0.31	jspc	7a4e8e9dd8ff92bb8bd2b621543a58db7f47c1cf
com.liferay	com.liferay.portal.upload	1.0.0		905d456d59d4f2960b620b4e2ea673d73891058e
com.liferay	com.liferay.portal.upload	1.0.1		36bd516ef8637c90afa29342c20ebc94a669fea4
com.liferay	com.liferay.portal.upload	1.0.10		dac13b968b92576cd0fc12dc87cfeb7851af2f4b
com.liferay	com.liferay.portal.upload	1.0.11		cab1d338e0a89af59595c0e3718578980457772f
com.liferay	com.liferay.portal.upload	1.0.12		8ede9a55c6a2dc2b8a48143400a72eef7ca79cb5
com.liferay	com.liferay.portal.upload	1.0.13		b4fe1715ebbb858c994375d30838a23879a24d92
com.liferay	com.liferay.portal.upload	1.0.14		5f73a2cc813af61b5c3c4f2fbe8b2e40b5e60b7f
com.liferay	com.liferay.portal.upload	1.0.15		1861ba73114f815bcb1780652a85706128fc2173
com.liferay	com.liferay.portal.upload	1.0.16		a8cbdcf0d7edf894e313f64e727e7837a01de58a
com.liferay	com.liferay.portal.upload	1.0.17		e966154e1dc8040eef4e86278a05aa183839fc7f
com.liferay	com.liferay.portal.upload	1.0.18		ef26a82ceef02f2ee63258c59b36b979eff1db3c
com.liferay	com.liferay.portal.upload	1.0.19		db7fa3b8dd4842f0c810afa4ec113000a7946d46
com.liferay	com.liferay.portal.upload	1.0.2		6d778406fae51d234e8df95eefcc8d2c73d993df
com.liferay	com.liferay.portal.upload	1.0.20		667852d10ee03c67f165ca45fefbbab29eba8d55
com.liferay	com.liferay.portal.upload	1.0.21		314ca034d8dfc3cb20cfc04635bb161005cb1ae3
com.liferay	com.liferay.portal.upload	1.0.22		c52d07d576457a257c3bed4ef68a087644f5c057
com.liferay	com.liferay.portal.upload	1.0.23		e48990abc927876450d4eb7a2d9da593f2270333
com.liferay	com.liferay.portal.upload	1.0.24		8f1705ad22b925d55518407b5009316d959ddd4e
com.liferay	com.liferay.portal.upload	1.0.25		3639529f7f0f2eadc9bf97a9d4c631078c1f611a
com.liferay	com.liferay.portal.upload	1.0.26		94cfb49311a4d3abaef597e5e1b9119ba6d464eb
com.liferay	com.liferay.portal.upload	1.0.27		25f24ddae2bbef663c4f13872953a2120abbcbf1
com.liferay	com.liferay.portal.upload	1.0.28		ff6efc108995007b78be0a292777b9f4a19c05e8
com.liferay	com.liferay.portal.upload	1.0.29		7292b8a4f97d4300fbb33cb689e3ee9fcd9b8fad
com.liferay	com.liferay.portal.upload	1.0.3		ea5bc985a7763c518d37c88e24317adab0492ba5
com.liferay	com.liferay.portal.upload	1.0.4		7d3823fd79fd07eabc8411d377ba7dcbce049fbe
com.liferay	com.liferay.portal.upload	1.0.5		269b28b8a0cd8252198ab1ff9dac2a0a46689360
com.liferay	com.liferay.portal.upload	1.0.6		7f3ab930f871b381463d790d523382b9a510813a
com.liferay	com.liferay.portal.upload	1.0.7		c1a08b00af14698dfb0fa2c70693c4647258799f
com.liferay	com.liferay.portal.upload	1.0.8		6e4da31da1fe8cbac5fa7540da22483b5b8b6b98
com.liferay	com.liferay.portal.upload	1.0.9		36eb6caeabcbf6a749b801db6cc222521ac09be6
com.liferay	com.liferay.portal.upload	2.0.0		7332e730df537c083a68bcc18d442c676f4eaea2
com.liferay	com.liferay.portal.upload	2.0.1		540554a220cdb168ed6af29e575aec79d67a72c4
com.liferay	com.liferay.portal.upload	2.0.10		c61635e4d47ab9efca878b579bb4c02bc315d55c
com.liferay	com.liferay.portal.upload	2.0.11		82dfa9c01317c096ef5aa177ec5c0b3c35f1a210
com.liferay	com.liferay.portal.upload	2.0.12		a382cccc0b48ef0cb4be59192323976623d0b070
com.liferay	com.liferay.portal.upload	2.0.13		1f4a0e69f4b0ba5ffb2d481de26a282eee827f20
com.liferay	com.liferay.portal.upload	2.0.14		c737ca14603b595088944baf7927988a89a0aaf3
com.liferay	com.liferay.portal.upload	2.0.15		13b59b19743b6b0e8b25b74d077cd1f1a2c35cc3
com.liferay	com.liferay.portal.upload	2.0.16		10a8b50adc6b9b1986bb552ec2e41f3ecaa4e809
com.liferay	com.liferay.portal.upload	2.0.17		225e5c39d695a523d8d2912c0d19b91c4dbc7fa8
com.liferay	com.liferay.portal.upload	2.0.18		536aa396d78c0a50f6dd366d90ce6242d63265e7
com.liferay	com.liferay.portal.upload	2.0.19		ba11e7d59965af3fff378e9d9b5aa853f3052511
com.liferay	com.liferay.portal.upload	2.0.2		fc8100c7c30f9893f26ad8bfd4efc9c03f185533
com.liferay	com.liferay.portal.upload	2.0.20		b7a1366749bac4f169f578ba6b5114bd5a99c4d8
com.liferay	com.liferay.portal.upload	2.0.21		9e348f7449783e00b564da42591785403531cc24
com.liferay	com.liferay.portal.upload	2.0.22		834aff412dc29e5ccaad309785428a438825ec28
com.liferay	com.liferay.portal.upload	2.0.23		fa6a326595b2360b299cc9ea962a8de8846943d4
com.liferay	com.liferay.portal.upload	2.0.24		c2b3fe0a782e02a106d14e9c7203ce562bf0ebc0
com.liferay	com.liferay.portal.upload	2.0.25		4a5ca3707e2291ab9ad8442ae7c07309de11410a
com.liferay	com.liferay.portal.upload	2.0.26		fa67ccc52cb089dc63236c66b6b66c14dcb60dcc
com.liferay	com.liferay.portal.upload	2.0.27		c1ad4f3150e190946f90c8e8d23c47fccbdcc843
com.liferay	com.liferay.portal.upload	2.0.28		d99dc4f6a5b45517c7602ebecf5e73171da265ba
com.liferay	com.liferay.portal.upload	2.0.29		411ed9364685a883f4f6697eabf2ea479a42af97
com.liferay	com.liferay.portal.upload	2.0.3		1cf9c007230e3dd7e6fcb3c25436605c040f01d8
com.liferay	com.liferay.portal.upload	2.0.30		fbd7a8aa4696561ae2c14d37f6b432351aaf3bb8
com.liferay	com.liferay.portal.upload	2.0.31		b84f2dbacfa8c54ad454763bf11d46f7ef40929e
