am.ik.tsng	tsng	0.1.0		73ba4e1b65c13440b14ac1082e69b7e710c2271c
com.microsoft.playwright	driver	1.38.0		79c3e859f06f9e811af5e9349a8823ac8e7d8e72
com.microsoft.playwright	driver	1.39.0		0a7712c2e36fd08ee715d3c8e3c6ad72caf92eca
com.microsoft.playwright	driver	1.40.0		62f2a9cb0a4153d36dca81ed24e1b2ca425ab6e5
com.microsoft.playwright	driver	1.41.0		7a027f18b314492ed42e3f8ca491997fea87c25b
com.microsoft.playwright	driver	1.41.1		b236dcba241d88f1f54b19880777330b6240e264
com.microsoft.playwright	driver	1.41.2		732dd35aee2cc7cea02b0a57f13abd230a970bd6
com.microsoft.playwright	driver	1.42.0		9b15ad058e5280fab78daa4cf5040cac44ef2519
com.microsoft.playwright	driver	1.43.0		d65aced427557a7dcbe60a60a452179359ffd16b
com.microsoft.playwright	driver	1.44.0		14ed884f82f3aff58afab2050e7c25fcb354a04c
com.microsoft.playwright	driver	1.45.0		0c49049c679e133157789b29718a7f23c9e9e422
com.microsoft.playwright	driver	1.45.1		2cbf1f8aac9d504c74d31c928532edb0331b28aa
com.microsoft.playwright	driver	1.46.0		3cc0f09883183e79f82ce3bdc6eb926845e4ae65
com.microsoft.playwright	driver	1.47.0		5f42dee8e0a198c4525b601150939b956e9a0237
com.microsoft.playwright	driver	1.48.0		2a581abc9cfdf0e3e4ff98a082219760d41e9cea
com.microsoft.playwright	driver	1.49.0		7bd4d71ecf832222b0996e92abbf9d4dc682906f
com.microsoft.playwright	driver	1.50.0		fb6aefc3279051ad87f438aef3c6b9596f2ecc00
com.microsoft.playwright	driver	1.51.0		e04122cc5aed4adea6383214caa77edb9cb33beb
com.microsoft.playwright	driver	1.52.0		57e228ea19797f7e1485ac1a613c2372c2480074
com.microsoft.playwright	driver	1.9.0-alpha-0		7ce68690427d8f112a9191ddd3d6675fb0ec6a97
com.microsoft.playwright	driver	1.9.1-alpha-0		943047a4ad4d98143812ca0300fc8bd940a3f22e
com.nedap.healthcare.archie	grammars	0.10.0		f7d775f7ed6e572c8ffb9a295668782f1989ff7c
com.nedap.healthcare.archie	grammars	0.10.1		909e5b5c978d81e88a3ee35e3c06ab497ce94673
com.nedap.healthcare.archie	grammars	0.11.0		7e00ae53a032a22c30e291c5ebf47754b8f34f5c
com.nedap.healthcare.archie	grammars	0.11.1		3b1e965b4597c8fa2b8fddd6a2452ba837edb57b
com.nedap.healthcare.archie	grammars	0.12.0		6c8bc3290f5ab1cd888c693fbf60224dcb77f2b5
com.nedap.healthcare.archie	grammars	0.12.1		e3abd18bfa2e18403a8f5bb819d5cd0fc7da43f4
com.nedap.healthcare.archie	grammars	0.12.2		3a3327afdb24acf327c24d42aaa42e240a2e1bd9
com.nedap.healthcare.archie	grammars	0.12.3		eece95f6edc1107aa9e9d3423114cbf808b482e9
com.nedap.healthcare.archie	grammars	0.13.0		e09951451dd27fbc8bc10c431b19939b5de21456
com.nedap.healthcare.archie	grammars	0.14.0		9a22df7390303edce76e17d6c9b260f5867a76a8
com.nedap.healthcare.archie	grammars	0.15.0		6ca0c49b05752cdf2643d2078df52b2ebfac9b83
com.nedap.healthcare.archie	grammars	0.16.0		159a36b48dade8e30bc4c67d10dd6b8b007de450
com.nedap.healthcare.archie	grammars	0.17.0		ccb83784385b1301aa62b457a51c0cd6d9d8f0bb
com.nedap.healthcare.archie	grammars	0.17.1		e4485a7e1e4a61a0e157424dc563c0114f8a37f7
com.nedap.healthcare.archie	grammars	0.18.0		6c5a9c24e7b34d3d014a4e4e9420e9e2df691cf3
com.nedap.healthcare.archie	grammars	0.18.1		dd059e3122add9d9faab34d1c890268e882cff87
com.nedap.healthcare.archie	grammars	0.19.0		4ce0fb081f7ec9ff70f7482836f0bda677e680c2
com.nedap.healthcare.archie	grammars	0.4.0		1725a08baf23068c60defbcb6b186d08560190d7
com.nedap.healthcare.archie	grammars	0.4.1		ec0cb614b327cdc9ca796af54288a173e66ed65d
com.nedap.healthcare.archie	grammars	0.4.2		7710195fc3ecbabfafd1083aa32bd21004eb2fbf
com.nedap.healthcare.archie	grammars	0.4.3		c8194642d65d654667e4657cab11208eaad2a848
com.nedap.healthcare.archie	grammars	0.4.4		ed4de99c50a410a26859914c6230f11e4baa2c8c
com.nedap.healthcare.archie	grammars	0.4.5		8f413814b88f352bcfc2525508a2038c859bba20
com.nedap.healthcare.archie	grammars	0.4.6		d7909ec1a0d519d39b0b70b9ba2a6d05bf0bd3a4
com.nedap.healthcare.archie	grammars	0.5.0		53ee7b6a89b53779ad2c6ebb71ca8adb8b163b34
com.nedap.healthcare.archie	grammars	0.5.1		5e14c71cf67771974b7c0d19d23fa464dd93bb42
com.nedap.healthcare.archie	grammars	0.5.2		7db0fa54741f59950c925241aa8a7ed9c3b102ee
com.nedap.healthcare.archie	grammars	0.5.3		0a988e0e1e573096e873f3549a1e8bf166cca421
com.nedap.healthcare.archie	grammars	0.5.4		573467e336d3dadc7381a08faf3b4a9dde309a74
com.nedap.healthcare.archie	grammars	0.5.5		70bc413c2633c06ff03dfdd8c9483a2b39297c83
com.nedap.healthcare.archie	grammars	0.5.6		78a39da0c6eb7c9885992ac122ba4d372771c95d
com.nedap.healthcare.archie	grammars	0.5.7		a49a0dade54df3d8f60a4a43e2f30037a57a2044
com.nedap.healthcare.archie	grammars	0.5.8		c4ededd37f02752f11a93f2d4a42d363d34b342e
com.nedap.healthcare.archie	grammars	0.6.0		3c912b037dae062d15fd0df51bfcaedf48fee87c
com.nedap.healthcare.archie	grammars	0.6.1		728fd2985e2e169de604b4519aba2fac5c8fe78d
com.nedap.healthcare.archie	grammars	0.7.0		60aa741f16753441e91c3c1a58272ae1e487f5d1
com.nedap.healthcare.archie	grammars	0.7.1		cb61b7df39879207eac4c7499f0d7e87742a25a4
com.nedap.healthcare.archie	grammars	0.7.2		b05a27f8213739c2eba896f33f424399bd8ab84c
com.nedap.healthcare.archie	grammars	0.7.3		b629e4989cdf4096340a9d9a098992f62cbdc9d2
com.nedap.healthcare.archie	grammars	0.8.0		23d4d97bd7cd263378c19f715626f3a069bdb31e
com.nedap.healthcare.archie	grammars	0.8.2		d5becfd558bb559c2e005f7c84eb49a30e606007
com.nedap.healthcare.archie	grammars	0.9.0		b6184eef0761327d39d7d1bcf4533f896a65b0fb
com.nedap.healthcare.archie	grammars	1.0.0		29f9d29605a060fb6bd90052bcfcb456ddf91e4c
com.nedap.healthcare.archie	grammars	1.0.1		6cbe3509ed5397d9bd4d92aebf5173b134b04bf0
com.nedap.healthcare.archie	grammars	1.0.2		e32fcc4a75029523e16994f60c437c9f07145b1d
com.nedap.healthcare.archie	grammars	1.0.3		d162821ba75f1e11e100b41b699b6737f93b247e
com.nedap.healthcare.archie	grammars	1.0.4		af02294e3ba4bc3dab0cae8f42d20fcde07e0525
com.nedap.healthcare.archie	grammars	1.0.5		16ecd89329aafd1244dd6a4fabec4c3591a98486
com.nedap.healthcare.archie	grammars	1.0.6		7ced3637af803da36574562e4e428aaa581712d5
com.nedap.healthcare.archie	grammars	1.0.7		034c8c19fdfea6aa54db315b969c3b5d8f94c8e5
com.nedap.healthcare.archie	grammars	2.0.0		a386a185038039004c3686c8abcf099ab5ad474e
com.nedap.healthcare.archie	grammars	2.0.1		a9f389334859d42369fc0f211619c784d3a9ac4b
com.nedap.healthcare.archie	grammars	2.0.2		a0814991745b5e48b98ef02a3cf26743ea901768
com.nedap.healthcare.archie	grammars	2.0.3		4f86f2083c8369d436830295d68ee2f9ea877973
com.nedap.healthcare.archie	grammars	2.0.4		e691f3a007b1f03a84d6df2c494c540612617265
com.nedap.healthcare.archie	grammars	2.0.5		840c372635356e4a8128a6d9ac2de559c29f3c69
com.nedap.healthcare.archie	grammars	2.1.0		deb38f8a9e54e9b05334a3feefbaabb49c10adc7
com.nedap.healthcare.archie	grammars	3.0.0		8248e16b784f30dee83c29fcbcf45ee44b3077c9
com.nedap.healthcare.archie	grammars	3.1.0		141559e8ef25f103a8f9ef35875a4215cf1c5abb
com.nedap.healthcare.archie	grammars	3.10.0		929c91ad12a72ec5cdc8f2f020db39842c7cbffa
com.nedap.healthcare.archie	grammars	3.11.0		f12a03126755cd6dfc2f52e95e0ac70794382c8f
com.nedap.healthcare.archie	grammars	3.12.0		67671ed1602aa992b81cd907105d6ed7043e55ec
com.nedap.healthcare.archie	grammars	3.13.0		70c56c00eb021a12cdc01c373a68ea3ee78d063e
com.nedap.healthcare.archie	grammars	3.13.1		b2d0368608a75674fb7d18972bdad7ddd08c2aca
com.nedap.healthcare.archie	grammars	3.14.0		627b107d177451c7c90e7f7bf970b374ec812808
com.nedap.healthcare.archie	grammars	3.2.0		128f2feb2479575a00c84dc3854390aee7275411
com.nedap.healthcare.archie	grammars	3.3.0		aa5ab7dcf35a125cb73cd90258d8f32eb83af965
com.nedap.healthcare.archie	grammars	3.4.0		82dfb832f25ffa1d70c2657e9e1659d6737d1f29
com.nedap.healthcare.archie	grammars	3.5.0		fb9e4887d48f77fc5021c5a09bff1802973e8453
com.nedap.healthcare.archie	grammars	3.6.0		5129f4fbfc398d03f302d3d8584eb38ce358a619
com.nedap.healthcare.archie	grammars	3.7.0		5f3afc85d5d65201632a49db5fbdf0365dd9c400
com.nedap.healthcare.archie	grammars	3.8.0		3e1603242ac467a23b8faeb2ca8b2eea613bc38d
com.nedap.healthcare.archie	grammars	3.9.0		9b114ec06dab66ab8d343459a757054e3b5c8ccb
com.nedap.healthcare.archie	grammars	3.9.1		096e17cec8e277f4ceb40160a97b01df7191e975
com.target	lite-for-jdbc	1.8.1		38fa5107ca98db063cec7c7058e91288df8fc407
com.target	lite-for-jdbc	1.9.1		5dcb79837f4a51e8c8b47711979060cf85cca3c2
com.target	lite-for-jdbc	1.9.2		c7d3368a57a982e958298ba5b19a7af4816088c2
com.target	lite-for-jdbc	2.0.0		39ff6d88a543b9a40add49cba55d5a7dea975965
com.target	lite-for-jdbc	2.1.0		5823a18c4bb2d30d92f090a10631b8540d991fef
com.target	lite-for-jdbc	2.1.1		47c933128e4e1f3f5748a972a986130ff564c4c4
com.target	lite-for-jdbc	2.2.0		f72603e37ef1d478e2432b2b5c15919f51c6ff06
com.target	lite-for-jdbc	2.3.0		4b0281b1be1050bdfee99e7f4b170961621f041b
com.target	lite-for-jdbc	2.4.0		67b29bb1a92074c943edb41a4d90e15e3b404ad7
com.target	lite-for-jdbc	2.5.1		9df26d7a6b10af66669528306cebdaddb8ec3c35
com.target	lite-for-jdbc	2.5.2		a92ee890bba39c09efac07121d01e08408ac999e
com.target	lite-for-jdbc	2.6.0		932fd0212e35822f5928fd21fec933f17704336a
com.target	lite-for-jdbc	3.0.1		feb85d33e59e23850d5fd25a76048946a388cb62
com.target	lite-for-jdbc	3.0.2		ff7fb2f42f711ec5694e6fb5da115a962540ecd9
com.thesett.jenerator.utils	jenerator_util_shiro	1.0.103		510528f649183f5320272b653695773e8a392543
com.thesett.jenerator.utils	jenerator_util_shiro	1.0.121		150856f4db5509a051d6bfbbf297621797910609
com.thesett.jenerator.utils	jenerator_util_shiro	1.0.79		74cc6c3fb147e13ac4f53686681b5ed895a8b70f
de.adorsys.xs2a.adapter	olb-adapter	0.0.10		6d9d299dc46812ff517f26718786e5045ab5d5f2
de.adorsys.xs2a.adapter	olb-adapter	0.0.11		9568c324a9fca55644614105dce52b038ac35629
de.adorsys.xs2a.adapter	olb-adapter	0.0.9		8638c96c26ce07717411a2f123cdd03dc05d93f4
de.adorsys.xs2a.adapter	olb-adapter	0.1.0		3a99b729dca1f9fa2482aac8f7deae3985bb43fb
de.adorsys.xs2a.adapter	olb-adapter	0.1.1		b6574ca02d1aefa6ec29655547db9fd7400d3ccc
de.adorsys.xs2a.adapter	olb-adapter	0.1.10		815bc951e6e6938cf36deca3f591bb03649fde2b
de.adorsys.xs2a.adapter	olb-adapter	0.1.11		99c2908244bc52b2457172622a3fa0cc33c164cb
de.adorsys.xs2a.adapter	olb-adapter	0.1.12		5e4698c5e5c85ff85a521b81fbbff24eff1a7205
de.adorsys.xs2a.adapter	olb-adapter	0.1.13		65e7536452e9fce679f8b05e457e7a59b4ebc158
de.adorsys.xs2a.adapter	olb-adapter	0.1.14		816aa64c0add13afcfb697bab5aea9ea6fac08e8
de.adorsys.xs2a.adapter	olb-adapter	0.1.15		ad450b0029cf69c8dd00f78d169c58a73dd52f88
de.adorsys.xs2a.adapter	olb-adapter	0.1.16		314f6273ea1dcf35121460501de18ab33ac01231
de.adorsys.xs2a.adapter	olb-adapter	0.1.17		59f166607bbc3333bf4e81ee62698a47a149f29d
de.adorsys.xs2a.adapter	olb-adapter	0.1.18-alpha-release-candidate		cb8b8f0025a770f28b067fc2b279eebb5ae0a34f
de.adorsys.xs2a.adapter	olb-adapter	0.1.2		4c2d31cd0210ab30210b54a06ac10e4c19a7cbd6
de.adorsys.xs2a.adapter	olb-adapter	0.1.3		3509f93e33437a9c05c9d741a5c0fb83ef08aa64
de.adorsys.xs2a.adapter	olb-adapter	0.1.4		3c6b5e50132bb7fd10b532e11d8810b01c8a837e
de.adorsys.xs2a.adapter	olb-adapter	0.1.5		458121b08f90d47a600178c3f151e1453fb9e7cc
de.adorsys.xs2a.adapter	olb-adapter	0.1.6		660b419fbbdf88912f8beb9279e6dfab3ed4cd66
de.adorsys.xs2a.adapter	olb-adapter	0.1.7		04ebefb57f5c83c3dbbbe567dc3e4d215ee7e0d5
de.adorsys.xs2a.adapter	olb-adapter	0.1.8		3d8c760a14cd87f365a1e751c6bd3c4cc2d51977
de.adorsys.xs2a.adapter	olb-adapter	0.1.9		3f7189af81c2e6e04af418c8cf5a54f0c4d2fac1
de.codecamp.vaadin	vaadin-message-dialog	1.1.1		5c7bfa3748c1be0de063b20a2ebb7193dcd3da23
eu.codlab	kotlin-permissions-microphone-macosx64	1.17.0-alpha1		N/A
eu.codlab	kotlin-permissions-microphone-macosx64	1.17.0-alpha1	metadata	85c823f1f36dab2f5716e0913b9a01f1cecf3705
io.deephaven	deephaven-Integrations	0.10.0		d55ae63cdd40f018d37e9e15b4dc9863c643bad6
io.deephaven	deephaven-Integrations	0.11.0		5ae580486cfbf34b4d277674cdfc4becec3241a2
io.deephaven	deephaven-Integrations	0.12.0		a694efe5ac0c307650f9ad50409780bf5205a29c
io.deephaven	deephaven-Integrations	0.13.0		1f21b570d79040a87db1b9e86e3f787917659282
io.deephaven	deephaven-Integrations	0.14.0		7a062f1d4a28c9c2d12f9d735f1011434699d059
io.deephaven	deephaven-Integrations	0.15.1		cf00c4ffd6bc6cccdbbb72121753d0bd3411ea51
io.deephaven	deephaven-Integrations	0.16.0		9088761fb488f0eb4796f04fdcf810bd895360f0
io.deephaven	deephaven-Integrations	0.16.1		5bc00974298e81f64006a5249b022a8905323f62
io.deephaven	deephaven-Integrations	0.17.0		3008b2d59a75301f9cb96b95a9c35c1d22b26db5
io.deephaven	deephaven-Integrations	0.18.0		36fbc9c37924c6032bfa996ec2805b9713f42917
io.deephaven	deephaven-Integrations	0.19.0		317e053810c261516e066e003aa9c4cd9ad0981e
io.deephaven	deephaven-Integrations	0.19.1		37bfc0bedb501e4f8fbca04362dd210ef527c156
io.deephaven	deephaven-Integrations	0.20.0		ff41f2114d7d8049098b8567055d7a5b85c679cf
io.deephaven	deephaven-Integrations	0.20.1		51b7499ef76dcd6f8dd82a900530514e5a3a5122
io.deephaven	deephaven-Integrations	0.21.0		4c5baa60e90adc3049ba0b3ff1596dadbdbb1fe3
io.deephaven	deephaven-Integrations	0.21.1		228aa42b9ab8d0d660fbeaf3173948d75d9867db
io.deephaven	deephaven-Integrations	0.22.0		becb10308d7abcdfe71c37055daa774d9c0ccfcd
io.deephaven	deephaven-Integrations	0.22.1		25ddb6f8d7b44f9436596f45c54d1840c68af638
io.deephaven	deephaven-Integrations	0.23.0		f2ff77ccd5cfb0a5dda6b6be5ff2d70874ce5780
io.deephaven	deephaven-Integrations	0.24.0		47803ca0b8e907484b35e46dfd572b51a767ae37
io.deephaven	deephaven-Integrations	0.24.1		7c6d790e23c4fb5fdc084fe8cfefec32b229f4a0
io.deephaven	deephaven-Integrations	0.24.2		7949bd8e8c82258d012ba0fcc055035c24d63ffe
io.deephaven	deephaven-Integrations	0.24.3		4812d04f03fd125b7279e28a5093e73232ac1ab2
io.deephaven	deephaven-Integrations	0.25.0		8bc3cd42c6936ba30257f453ede9f3c4aa3fbfea
io.deephaven	deephaven-Integrations	0.25.1		2506a6a9d810171d8bd16ece0afaff11843a7401
io.deephaven	deephaven-Integrations	0.25.2		fd6c44d45a381063b9623a646e9a88390010cc81
io.deephaven	deephaven-Integrations	0.25.3		48549f25f77100058264197847236df489d4e254
io.deephaven	deephaven-Integrations	0.26.0		f8bf6ac8457ca2546bd572ed1e2b3d6fb64b7400
io.deephaven	deephaven-Integrations	0.26.1		6c79f45baef05652f94d51bdf694d4c18135e602
io.deephaven	deephaven-Integrations	0.27.0		86f78a39c80fe9395702e200b55bf41d34941b6b
io.deephaven	deephaven-Integrations	0.27.1		3ebd7d661f545d603ce9e0c7ed9e67afc4d32341
io.deephaven	deephaven-Integrations	0.28.0		3b8cd4696614569057a044f18c47c0abcab08912
io.deephaven	deephaven-Integrations	0.28.1		df4b81213636d9a84b2a0be174b15a3c5a522199
io.deephaven	deephaven-Integrations	0.29.0		1eb630fdd99f3a408e5063ced8f33d0b7315816b
io.deephaven	deephaven-Integrations	0.29.1		edd4230237643bdc49d103b7bc5c21324a7fb602
io.deephaven	deephaven-Integrations	0.30.0		73c8179de966b707d323d06588d188211f399e4a
io.deephaven	deephaven-Integrations	0.30.1		562a2400b4d6a5f83d63ea76d58abc97cfb900a3
io.deephaven	deephaven-Integrations	0.30.3		8e320e4439dea8ed91deec98a48921c0d6a1ed34
io.deephaven	deephaven-Integrations	0.30.4		010d9995e34dee8791b0dc3fede0e85a61fbd7d0
io.deephaven	deephaven-Integrations	0.31.0		a6be7b264561c9b387c28945b98e54ac963a4d07
io.deephaven	deephaven-Integrations	0.32.0		95082440d7e9f637e6545ca415208231eba00592
io.deephaven	deephaven-Integrations	0.32.1		0bb83defacba01e0332d8ef51221bbe648522c90
io.deephaven	deephaven-Integrations	0.33.0		fe7fde5737551e77e56f0d7d6eb8d0b3f958fa4c
io.deephaven	deephaven-Integrations	0.33.1		4bf31fcea1bf9bbbb4b80537a7f85f039bb2d883
io.deephaven	deephaven-Integrations	0.33.2		0a3fce1a45dd79fccd871466d799b7bd597e77ba
io.deephaven	deephaven-Integrations	0.33.3		e383d1bd111aa6d4bb5dad296adbebade5989041
io.deephaven	deephaven-Integrations	0.33.4		b1cd92f323c4b0c192e98158a70ec0df443513fb
io.deephaven	deephaven-Integrations	0.33.5		686f3ef847a057cb2670d9793378b279bb327360
io.deephaven	deephaven-Integrations	0.33.6		4d0ad3762e525f84826f859440fb863138066dc8
io.deephaven	deephaven-Integrations	0.34.0		5e8b091512196f051a5ccb63846694210fbbecd1
io.deephaven	deephaven-Integrations	0.34.1		941e3c314b98a9d3759c6f6a524499fefdbad538
io.deephaven	deephaven-Integrations	0.34.2		c9273b57403b185249bae98e639fe9e40f468c82
io.deephaven	deephaven-Integrations	0.34.3		29be2931045fcd4541ecfcf3c34722e76e4573ac
io.deephaven	deephaven-Integrations	0.34.4		cfd1ebc3802f73e677b2cbfdaaf93adb97d1ec70
io.deephaven	deephaven-Integrations	0.35.0		346aa0cf11365d17ff34dc4e9de2c791eeacbde0
io.deephaven	deephaven-Integrations	0.35.1		6bc6c9daef00d92cb70449f84a39e78e38dcb9cb
io.deephaven	deephaven-Integrations	0.35.2		ffa33ca17ed43c336e01619c9347f8d5f2c842c6
io.deephaven	deephaven-Integrations	0.35.3		6a5551b0eb5a0bcd6001ed860a23a8d43c6f7182
io.deephaven	deephaven-Integrations	0.36.0		e4b1cc3217dd043b02cd5734e4f91bbc51c6d16c
io.deephaven	deephaven-Integrations	0.36.1		fa84691e975fe34d3ddb310b306328dcf96de4af
io.deephaven	deephaven-Integrations	0.36.2		e6f3f656ea18e6c9bb13d16c3f6f90615afc54ac
io.deephaven	deephaven-Integrations	0.37.0		00838a0dc6d9d74d35664a1718eec3fb1ca5c44b
io.deephaven	deephaven-Integrations	0.37.1		093b769bcd3cea37034d877ad9a1f925b4cfb27a
io.deephaven	deephaven-Integrations	0.37.2		74a78e772ddbe1295a29c3daa8e9d985bcdca34d
io.deephaven	deephaven-Integrations	0.37.3		b6f475353f9b09381b5f2ce98377143aaeb5456b
io.deephaven	deephaven-Integrations	0.37.4		4c723224322a6fa65045b7ea257690b279abd5a0
io.deephaven	deephaven-Integrations	0.37.5		6201b34ad1ce3caff3aa102d5f89a9565b70c693
io.deephaven	deephaven-Integrations	0.37.6		8c0a93f75eceecd04200d69de9bc0120e1dd5acf
io.deephaven	deephaven-Integrations	0.38.0		d767627290017c651532ecf7d2615278cd4fd02f
io.deephaven	deephaven-Integrations	0.39.0		ca14a83fd6ead5b939d468ebb525ead6f3e9ffb6
io.deephaven	deephaven-Integrations	0.39.1		0ee59095a438d18dfe56759e4c47cacb52d8b4db
io.github.copper-leaf	json-forms-compose-material	0.5.0		aa8d7b83cd54eb03380768ff2b3f8c6b9e6e3706
io.github.copper-leaf	json-forms-compose-material	0.6.0		5e07c184866dcb13a5dea6244c2363aa985374f9
io.github.copper-leaf	json-forms-compose-material	0.7.0		5e0c6240592e767f74847ffda60b244f47ec3b77
io.github.easycode8	easy-log-web	1.0.10		b70f38ae27b60e0c31fecebf6a4ad2563d20c4ff
io.github.easycode8	easy-log-web	1.0.11		02bb676456f89bbc5a859fc92afbf390e24881ee
io.github.easycode8	easy-log-web	1.0.12		64f59c834a2e21a485318d26599054a920dc443b
io.github.easycode8	easy-log-web	1.0.13		6a3d46623e27f4c8016a27a73a3ba6e429984636
io.github.easycode8	easy-log-web	1.0.3		ffebe20bbe2c9f97ac5fb6e58793370a04e9873a
io.github.easycode8	easy-log-web	1.0.4		5b671918bbd3930be5d8a32d058e2860bafa8e07
io.github.easycode8	easy-log-web	1.0.5		f5cab7785ca7ac251f29d45f00118316b9aff392
io.github.easycode8	easy-log-web	1.0.6		f0385a88ecf72d1903b0992ae86fb6fbf2f9f533
io.github.easycode8	easy-log-web	1.0.7		0d78149f8a43d3cdfa679040cedfdb8a992c5ac3
io.github.easycode8	easy-log-web	1.0.8		bfc1f6c910fdd394e1131693f44a25136950c362
io.github.easycode8	easy-log-web	1.0.9		cc0562f52bc421b4e8f0de23f80a69b16d24965a
io.github.icodegarden	nursery-spring-boot-starter-hbase-api	3.0.0		e00f4cc0ed295a1df72c3e970acd2cda118197b9
io.github.icodegarden	nursery-spring-boot-starter-hbase-api	3.0.1		421d59154afe67d2d4d539cd51808dbdeb43b04c
io.github.icodegarden	nursery-spring-boot-starter-hbase-api	3.1.0		ae85cf1380ce083218f1cd6ea6a34d1c8f3b1417
io.github.limuyang2	okcronet	1.0.0		N/A
io.github.limuyang2	okcronet	1.0.1		N/A
io.github.limuyang2	okcronet	1.0.2		N/A
io.github.limuyang2	okcronet	1.0.3		N/A
io.github.limuyang2	okcronet	1.0.5		N/A
io.github.mejdi14	cmp-bottombar-tinyGlide	0.3.6		1d330a366d57641c69e34574a6e6bdcd33c0cc63
io.github.mejdi14	cmp-bottombar-tinyGlide	0.3.7		65032b78ca73494c6970c209eb3563f45d2658b6
io.github.mejdi14	cmp-bottombar-tinyGlide	0.3.8		65032b78ca73494c6970c209eb3563f45d2658b6
io.github.mejdi14	cmp-bottombar-tinyGlide	0.3.9		65032b78ca73494c6970c209eb3563f45d2658b6
io.github.mejdi14	cmp-bottombar-tinyGlide	0.4.0		65032b78ca73494c6970c209eb3563f45d2658b6
io.github.mejdi14	cmp-bottombar-tinyGlide	0.4.3		ebddd98372c33815312db4b480733ebfeb066371
io.github.optimumcode	json-schema-validator-objects-wasm-js	0.5.0		N/A
io.github.optimumcode	json-schema-validator-objects-wasm-js	0.5.1		N/A
io.github.smufan	xg-generator	1.0.0		0e130235bf378ce5129f3fe1747ec206031fbb73
io.github.smufan	xg-generator	1.1.0		e0f4b999d52e3d1c9588cb926405221019ade894
io.github.smufan	xg-generator	1.1.1		adbdd7ff625bd6fb99eb1324e7e16f0672d763f3
io.opencensus	opencensus-contrib-monitored-resource-util	0.13.0		b414efbf4a19d909fc19e564131aeb7f5ce2a729
io.opencensus	opencensus-contrib-monitored-resource-util	0.13.1		cce09b2a899890152da531c8a08d1e6e9152cbdb
io.opencensus	opencensus-contrib-monitored-resource-util	0.13.2		2d6192abcbcb65e4d2546af89f94a7f15a75a939
io.opencensus	opencensus-contrib-monitored-resource-util	0.14.0		f5826aeea5d200c1288518eac5fff673ec464a8d
io.opencensus	opencensus-contrib-monitored-resource-util	0.15.0		7e755d630cf025d0767a5f45dea39427ce5ba597
io.opencensus	opencensus-contrib-monitored-resource-util	0.15.1		b6aa0a49271a05389674e8d56772d30da6756ef9
io.opencensus	opencensus-contrib-monitored-resource-util	0.16.0		52b38eed4cb047db228d7141e7a6d6fa44b55994
io.opencensus	opencensus-contrib-monitored-resource-util	0.16.1		9edb4161978ac89f99a69544bfdc71b018a2509d
io.opencensus	opencensus-contrib-monitored-resource-util	0.17.0		e9a04739d611a1af57fd184e525e5c9030d76dbd
io.opencensus	opencensus-contrib-monitored-resource-util	0.18.0		a26b076c710d4d0871bc6917476a1ed3d024fd67
io.opencensus	opencensus-contrib-monitored-resource-util	0.19.0		10eacca66b1fe4a55255866f4b8d4a5b440ce095
io.opencensus	opencensus-contrib-monitored-resource-util	0.19.1		62fdf6399373ee55d3df86c58bc11a08df6a72c6
io.opencensus	opencensus-contrib-monitored-resource-util	0.19.2		1be816a7067aded410da233d248dda2de25542b7
io.opencensus	opencensus-contrib-monitored-resource-util	0.20.0		4cf770f064d9297e4d47763923c6623c2b1d09dd
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	5.15.17		076c18cc5acda63c96c0c4f96eb89cdb1c8f37cb
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	5.15.18		ad4194833360bb805baf8d5d3afda926beebc5f7
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	5.15.20		81b3f456c53f7cab36ad2d56030689dc1845a6dc
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	5.15.23		39e3ab83bc65af00ae13d859018f1ed99cdc08d8
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	5.15.24		07dc6c3ac49869139197093ec56061fa7be16ab8
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.5.10		706902f397cef65a07004668a9cd08d15d14da02
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.5.3		86ab3338e528e364cac75caec7a336b94e77cd45
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.5.4		c331b3362aa882fb5c3fe2a5058216fca80bd467
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.5.5		c9094b965c0f16dd00dc2c2c68a8c699835de682
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.5.6		d253e3d29b91cb671113bd21b9e5a77162e3632e
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.5.7		93b03243dcddabfd33018f286ee0425c6d98dd20
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.5.8		f1226386828503ec9fec9bf1c0eea7cda7b6c6fd
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.5.9		10af32484f67a4c07be80e702a4ee5869b6548f1
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.6.0		ba6888c109ef56f67ebbe3661759c79d27541a77
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.6.1		672cc040392525c8fd861f202406604b3a4bbc8d
