bouncycastle	bcpg-jdk15	140		6fdf17321df065223be5e73a0916a8c6dc383140
com.squareup.misk	misk-testing	2025.01.23.232157-c0af8b4		1a044a0552396bc115ddb144c3a6881bdce5013d
com.squareup.misk	misk-testing	2025.01.24.003954-afc3ab9		acbbb6a2a44089f54fba1a0f4cd1b3ddafa74b12
com.squareup.misk	misk-testing	2025.01.26.042042-2878475		acbbb6a2a44089f54fba1a0f4cd1b3ddafa74b12
com.squareup.misk	misk-testing	2025.01.27.153523-b8bddd3		acbbb6a2a44089f54fba1a0f4cd1b3ddafa74b12
com.squareup.misk	misk-testing	2025.01.27.162110-8b0d475		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.28.164805-0865899		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.28.194407-0f89dc3		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.29.031236-abdc8ba		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.29.125750-6f470ec		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.29.165218-d5653d2		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.29.181729-31f654c		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.29.201029-895a207		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.29.211040-6c04bce		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.30.133257-dfadd3f		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.01.31.151055-df54c92		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.02.03.145054-caa4684		3bf22176fb931ef582dd99e6e7f064d774fcfc93
com.squareup.misk	misk-testing	2025.02.04.000535-9e740ca		d686739a4bbfa376745cfec09e435e3f1fb5a637
com.squareup.misk	misk-testing	2025.02.04.171625-d22212a		d686739a4bbfa376745cfec09e435e3f1fb5a637
com.squareup.misk	misk-testing	2025.02.04.172425-2e2ea45		d686739a4bbfa376745cfec09e435e3f1fb5a637
com.squareup.misk	misk-testing	2025.02.05.153220-e697dee		d686739a4bbfa376745cfec09e435e3f1fb5a637
com.squareup.misk	misk-testing	2025.02.06.134224-57778b6		d686739a4bbfa376745cfec09e435e3f1fb5a637
com.squareup.misk	misk-testing	2025.02.07.183037-8eb590a		d686739a4bbfa376745cfec09e435e3f1fb5a637
com.squareup.misk	misk-testing	2025.02.09.170631-42ec76b		d686739a4bbfa376745cfec09e435e3f1fb5a637
com.squareup.misk	misk-testing	2025.02.11.001324-b072efd		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.11.033216-9159dad		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.11.123913-8a41324		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.11.145259-125d5c8		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.21.143120-9967585		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.24.122634-f35741f		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.24.201730-3eada58		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.24.220340-055c4fc		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.24.223253-7a623d7		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.25.191142-e53efc0		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.26.085343-8bec997		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.02.27.144217-6c11def		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.03.202009-d802105		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.03.202018-e95a931		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.03.222522-e289c95		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.04.013817-e7c2f24		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.04.163341-851b97c		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.04.210443-8fa2711		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.05.071407-f3a947b		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.05.075132-0013008		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.05.143846-6d8d0af		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.05.153222-bda057a		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.06.122225-31e6013		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.06.123030-77438e0		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.06.160140-7bca413		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.07.034245-87257e4		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.07.050352-9fc23f7		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.07.151417-f5b7317		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.07.152727-5eb2c85		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.07.185615-8827216		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.07.190552-4b62959		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.09.155609-976c894		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.10.204116-0a411b2		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.11.133852-c75fdea		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.11.192151-1de296b		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.12.030923-8adb388		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.12.140225-6e98206		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.13.040446-d2f030a		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.13.062309-09a68ee		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.13.144753-efe5f2d		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.13.184100-56ab6ab		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.14.123907-698aa2b		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.14.195250-9752697		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.17.032546-a9621e9		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.17.043734-66afc5e		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.03.17.160337-2c6953c		8edbeed8f46b7c788c59b9dc6f07a606eb8e2f73
com.squareup.misk	misk-testing	2025.04.01.184033-1915641		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.01.191209-88c25ca		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.01.200928-57a263a		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.01.235859-f4b2334		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.02.124500-1ebb756		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.02.171644-7a1350f		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.02.182333-80b2694		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.02.195630-a61d550		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.02.210401-915293c		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.03.151535-b69ab0e		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.03.153131-9025605		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.04.114411-d80e5d9		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.04.132805-43bcba0		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.04.161400-1ce0b62		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.07.134512-cd5a9ea		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.07.162316-b3b11f7		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.07.195645-2d2cea0		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.08.141334-a953aa8		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.08.212004-14f1a29		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.09.202256-90dc722		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.10.155641-fdf5b6c		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.10.204955-5b7fc62		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.11.203513-d84dd5e		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.11.210459-e21afc3		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.11.221911-bd60810		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.14.012240-710e0d9		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.14.135005-fc20d69		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.14.222955-4dbd317		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.15.141348-3f9c82e		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.15.173134-e7f1549		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.15.190850-edc10ed		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.16.110632-aaa75cf		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.16.165130-c4e8d60		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.16.210958-554a97b		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.18.010200-b4024c8		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.18.205229-1494a46		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.21.131031-2bcdc66		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.21.131752-85a6014		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.21.180826-e20ccf6		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.21.223051-6bca9fd		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.22.140539-f19829d		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.22.171550-cce2982		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.22.175657-dd26d95		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.23.145440-9c0a2a6		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.27.230742-6035cb3		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.28.024311-8a5bdcc		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.28.114721-1e25179		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.28.155153-6883a61		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.28.203816-9b5ed38		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.28.231800-8fc0296		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.29.071058-3c3c9d2		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.04.30.182728-7288ba1		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.05.01.193640-82510a4		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.05.01.231241-15abcc3		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.05.02.170248-78d08e3		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.05.02.190554-0cef185		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.05.02.220048-fae57e8		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.squareup.misk	misk-testing	2025.05.02.222809-f712db2		d24ce0a66767a88f0742d27a46eba372b02cfeef
com.streamsets.datacollector.archetype	stage-lib	1.1.0		0d5bc505093a6140d5f2148f7a5092d98c08c28b
com.zipwhip	zipwhip-api	1.15-FINAL		25262cad3561d1773766a88ca9baa1e64d6ba447
com.zipwhip	zipwhip-api	1.28.3-FINAL		d13101854b0b8c9b137f5985853a4a41838c59c1
com.zipwhip	zipwhip-api	1.28.3-FINAL	all	dc4e61034ef58f63735a7f06a127672a156389d7
de.alpharogroup	jobj-clone	3.2		1245d6e3977a3a02df598a15a3a2c6b4c1b71c4a
de.alpharogroup	jobj-clone	3.3		1479ff3afa16de94b8ed11c38d019c061348d535
de.fraunhofer.iosb.ilt	ConfigurableExample	0.31		21a5fd632710316bd52c0875c2d98739dcebae01
de.fraunhofer.iosb.ilt	ConfigurableExample	0.32		faea459468c5074c9866b0e6b84ca095742ef45e
de.fraunhofer.iosb.ilt	ConfigurableExample	0.32	jar-with-dependencies	f00a25d1fa2f2fb2bd2938bc70ab5b0a18612bdd
de.fraunhofer.iosb.ilt	ConfigurableExample	0.33		d075e24113af5318e6dbd2bd36c66996edcebb06
de.fraunhofer.iosb.ilt	ConfigurableExample	0.33	jar-with-dependencies	0aba965a658d9faf292269ddfc594aa1a56c13b6
de.fraunhofer.iosb.ilt	ConfigurableExample	0.34		71f10fcc30144496e8ce0a54b18237f7f0dd5561
de.fraunhofer.iosb.ilt	ConfigurableExample	0.34	jar-with-dependencies	6af4917da1246a2dd94510bd6f76c54ec97998b1
de.fraunhofer.iosb.ilt	ConfigurableExample	0.35		7e1057a4b39f112a89639d3d20c4816d89d2e309
de.fraunhofer.iosb.ilt	ConfigurableExample	0.35	jar-with-dependencies	c7aabbefdd64b9fa25a69daadd8772aabf749ec0
de.fraunhofer.iosb.ilt	ConfigurableExample	0.36		c58973235a0968e32aa216e768db19fcd7c56e2b
de.fraunhofer.iosb.ilt	ConfigurableExample	0.36	jar-with-dependencies	71f683e81cc6223edd89421774bd65da521de317
dev.zio	zio-metrics-connectors-newrelic_2.12	2.1.0		f42314f8531b993e17cab845ac8f0fca5dfd7d87
dev.zio	zio-metrics-connectors-newrelic_2.12	2.2.0		9071dbb46deae376043f524ef0ba4c669febc12e
dev.zio	zio-metrics-connectors-newrelic_2.12	2.2.1		17b3f77ebb74535c6b424b723ae7c2104ed1e276
dev.zio	zio-metrics-connectors-newrelic_2.12	2.3.0		b392b913b2271695b0649522d2c0440efc813f57
dev.zio	zio-metrics-connectors-newrelic_2.12	2.3.1		6b0aee69ca4c0b5e2f94ee75015815291582af69
fr.inria.atlanmod.neoemf	neoemf-io	1.0.0		b6345d7c61c97f9d64159758278e0c000e91ab51
fr.inria.atlanmod.neoemf	neoemf-io	1.0.1		2deec8e4df87e28ddf901d44daca2525412994f8
fr.inria.atlanmod.neoemf	neoemf-io	1.0.2		04148d4ee26e388454eb0a2c723a0a356e7efa3c
fr.inria.atlanmod.neoemf	neoemf-io	2.0.0		5169a2b1e0a72e6a9c66f66d501a78b65ccd5323
im.mange	reprobate_2.10	0.0.1		742a902ae694f4d998944b37a422f50ae536caca
im.mange	reprobate_2.10	0.0.2		b812eeec4733acfcdc4d84dbb020e8a93ac97552
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0		b4d41e98d019e3f8680978be8a99cb501a092eaa
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M1		6b1ab510325a818133762f1f27e91de82e72ce6e
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M10		a3cdcb7735bfbdbf695d0f33b39616b33aec7d35
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M10-ZIORC16		01aa52f296057f98032f035900431caaf0632bc2
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M11		6d4ce58e5c1dd882fac652fb60edfebfee2b6a55
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M11-ZIORC16		68d750af21097b76cf660fac7870d4b5df978f2e
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M12		89e8c6c8da196f70ac3d81a959793068041d6138
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M12-ZIORC16		19b0961a4cc9f34775c8fb07b390bd2acd403264
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M13		6e3fe87ef3732dc43508cf2f6aac9f5685ad84c3
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M13-ZIORC16		bc4c1d0969af08e10399ddbae8bec0e8942108f5
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M2		57533611caee3e5e8385b7aa5232a92e479597f0
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M3		bc380e9f35131330cbcd2b5f343ca0b83cf58ec1
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M4		22f3e0f6cfac3d2fe60fd7dfb0e35af4958956c6
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M5		49c090637fef768807d7fa54f060235964043166
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M6		fab4ea9ceffe6ff6e1d9bc321fddb84dbdc91e11
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M7		b4e81744f6cee588f9d7bdd9633d9afacd10b98b
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M8		f1466c0bf330e72478c823ef8292affc72717fb0
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M8-ZIORC16		9b2ae3adae0b037d3a1545767c53b6aa6e1e88ef
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M9		a7a0552f1b05b4ac11f1f874289478f4c00da4dd
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-M9-ZIORC16		881799d9bb46dd8c9ac867f38fa99102d12197e6
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.0-ZIORC16		22095c0eeda3f11b7fdda64d2f6ca5bcdc0d9f0e
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.1		f5aaa3400ba0b602ae5df9f2dcd1c5f28187cc3d
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.1-ZIORC16		299a7e189c13002ff57579c7bb254f5dfd1c079b
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.2		abaf90d1a8ad8a7708ec87d5ac4a9eca08165895
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.2-M1		74f8ea8a4cdba22ae6beaea03fa3cedaf1a2651f
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.2-M2		9e1507476f7666682802d6d9afe63e9b2af75218
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.2-M3		98b19393da78f5cb3ad955556a65fb6e2e9f62d9
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.2-M6		9c8168f4f72ee56d9a7c4ccab3c623a56c9f8b23
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.2-M7		5ac8dd7fbda6e350f587aebb465b1d804b49d32a
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.2-M7-ZIORC16		ae3a4360db299138bd92eb9a1aee8e6c2d5d6d6a
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.2-M8		616548a984f30ef2181a7e3b349e15241629be3a
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.2-M8-ZIORC16		0aa0b9c9c743be1b54705cab72551b2142c5fdd4
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.3		0e97f58f1bb5ddc84453f866f6e0854087a460eb
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.3-M1		cd37e4e10d6a5b988b053116a143ade5fef5f5f6
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.3-M2		8cdae445027f70771ac87a266203739eaa199aba
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.4		5c035a99d99bf0d74e80cfd2d646d1dca9f14e3d
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.5		3a3f65dc895e102e8f201baea1de36daba01b2de
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.6		5967fd75e14699b669ae1efde983b27672fc8e4d
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.10.7		a8675ea00a09df300d611afe70bcc462f00acb23
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.9.13		2dce4690fa97b36a9c332250d8ba0f67d603a411
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.9.14		d4f49382caacca8a09106d6c0ae1f70398777c58
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.9.14-ZIORC16		62c7db30510085f7cb75597c7edca4d72bdcae19
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.9.15		fd6c0979e42bac187b425e91a4b8c1cb8e5914e9
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.9.16		5022e7f998af911f72da93d92b3fa65d4159c00a
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.9.16-ZIORC16		931ab4fb77396265f7b76cef2ded02966eb5917c
io.7mind.izumi	fundamentals-thirdparty-boopickle-shaded_sjs0.6_2.13	0.9.17		251218e0884464c7e13098dd726b83d21e928bfc
io.appium	droiddriver	1.0.0-BETA1		N/A
io.ebean	ebean-platform-sqlanywhere	13.0.0		89934c1c469f639c073140bcc1ef43285a4f0dce
io.ebean	ebean-platform-sqlanywhere	13.1.0		670b1f52f82484ff04b9617dbf0124ed5c339f66
io.ebean	ebean-platform-sqlanywhere	13.10.0		57653bc29b2ec94fe236c96ad721a52a06761f9b
io.ebean	ebean-platform-sqlanywhere	13.10.1		18efbb3e2e369ecc8eaba4014b279b6a550b6645
io.ebean	ebean-platform-sqlanywhere	13.10.2		7a24f5b2c7aad7e38e28a2583d5931b5168ce1ec
io.ebean	ebean-platform-sqlanywhere	13.11.0		8414ebde9d63848f2c287253e903dee153c8afe3
io.ebean	ebean-platform-sqlanywhere	13.11.1		0bb300c2a5fa4dc01db29b52b6d4f670276af996
io.ebean	ebean-platform-sqlanywhere	13.11.2		c8b8d7ac428b6c48102dda5df61e7c983784a748
io.ebean	ebean-platform-sqlanywhere	13.11.2-beta-jakarta		cde8fd0e3dc6122d2a89ee25dd43cfbeb72c1381
io.ebean	ebean-platform-sqlanywhere	13.11.3		0fa8df46dbe0210bd7cb492d98f9d012f2cd7352
io.ebean	ebean-platform-sqlanywhere	13.11.4		4568468507ba006bea8cd264a0b2ec2a2b749215
io.ebean	ebean-platform-sqlanywhere	13.12.0		96b683cc74ca267421fc9592ee667bda98b2519a
io.ebean	ebean-platform-sqlanywhere	13.13.0		5b9a3f1034e338c35bdf9a84868a7e4a56ea7db4
io.ebean	ebean-platform-sqlanywhere	13.13.1		cfcab7ef9cb99cee0f72cc9ccf3ed205690482fc
io.ebean	ebean-platform-sqlanywhere	13.13.1-beta-jakarta		b6d75927e56702589d60f1dd5f99f09f4a73ed51
io.ebean	ebean-platform-sqlanywhere	13.13.1-jakarta-beta		c83469fe50644e1b21a4b85d1abf05d34a9fb4a4
io.ebean	ebean-platform-sqlanywhere	13.13.2		32920494b1a54a701602c1c2ad63b5f226bb7a42
io.ebean	ebean-platform-sqlanywhere	13.14.0		81b2875b3dacbdf1059a84084b00b2f0181caab1
io.ebean	ebean-platform-sqlanywhere	13.14.0-jakarta		a99abc1f0bb14d5bfd4ef6f8e762373d2486ae5f
