br.com.zup.beagle	beagle-yoga-proguard	1.19.0		ffb299a6a971c38706814ff7a283ee322d2d68b2
cn.ucloud	ucloud-sdk-java-ucdn	1.2.37-release		4ac9290aad6055d3a121c17dfe1c6837c4e8b364
cn.ucloud	ucloud-sdk-java-ucdn	1.2.38-release		da74b86408643c0aa2457324e3df2dbed84f64c1
cn.ucloud	ucloud-sdk-java-ucdn	1.2.39-release		b05113d43060a33a7726c3ca9405eb45acd3389d
cn.ucloud	ucloud-sdk-java-ucdn	1.2.4-release		483e8d5746211f7defbb2bc98b29e522304f47b4
cn.ucloud	ucloud-sdk-java-ucdn	1.2.5-release		a67ddccabecd22eb068604734d866809515862d5
cn.ucloud	ucloud-sdk-java-ucdn	1.2.6-release		ccbd9c78ad49695f600d136b60550f17f72a3f7f
cn.ucloud	ucloud-sdk-java-ucdn	1.2.7-release		f449b7c92bea12e66181167e06573aa1b763e2ed
cn.ucloud	ucloud-sdk-java-ucdn	1.2.8-release		c212e50a79b48bf2447d17c63640308383e33f35
cn.ucloud	ucloud-sdk-java-ucdn	1.2.9-release		753b8451ff1f1ed7e506ab4c9970f45910626148
com.adkhambek.pack	network	0.0.1		N/A
com.adkhambek.pack	network	0.0.2		N/A
com.amysta.jclouds.api	byon	2.0.0		4db3bea8f502cfe3d1c17fe5ff57dc2bde359040
com.amysta.jclouds.api	byon	2.0.1		a8948b470be65a64e63416b11ed82438b001d033
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.11		5f94c25a4656160b7cba17780c6baa0512c0bec3
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.12		5933be1db57c96c84ebfd0a9338e7847a0f383e2
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.15		37c72618541f3d6f8c1f8d785559d1edf56412d5
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.16		ba466560dfbde6b2f0d0156d17fda13205f0b59f
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.17		ecc3ff1e6e15ffe3c72e2d8d10e94fcdd816c27c
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.23		58f6bdf183bde5d7fc7e53817c5deb30b3392306
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.24		a2fb9863611ecc80304f6231799d6c11398c294b
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.25		680069f89a331cea1e70e6ea2e489c974c7f3197
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.26		8bde0aefa343f9f6333408e04be28c1a36f7a7b0
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.4		213266e36c5889f26b6c456fe051c033183e6665
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.5		e3e9623296d539716100c7b76f62392aab670b8f
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.6		3551411d9395b35e1374fccb6f9a1e88dff05be5
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.7		67f401e2be758558a8e234ad0f45dfcd27d3fb96
com.anaptecs.jeaf.commons	jeaf-commons-impl	1.5.8		1a2aba847cd1fed66623667b9e1d5c528d5f4063
com.aoapps	ao-ant-tasks-book	1.0.0		39be4054e4fb6100a1211123f8deefff2a8a6212
com.aoapps	ao-ant-tasks-book	1.1.0		41f697325e1e850f0e29a893d1329d523ce5fba2
com.aoapps	ao-ant-tasks-book	1.1.1		5ca6f44eba2ee289fa222ea8695e991301af6db6
com.aoapps	ao-ant-tasks-book	1.2.0		3cd3a4e417e97f98fe9d68b89b6d1183024dce8a
com.blossom-project.tools	blossom-tools	1.0.0		N/A
com.blossom-project.tools	blossom-tools	1.0.0.M2		N/A
com.blossom-project.tools	blossom-tools	1.1.0		N/A
com.blossom-project.tools	blossom-tools	1.1.0.M1		N/A
com.blossom-project.tools	blossom-tools	1.1.0.M2		N/A
com.blossom-project.tools	blossom-tools	1.1.0.M3		N/A
com.blossom-project.tools	blossom-tools	1.1.1		N/A
com.blossom-project.tools	blossom-tools	1.1.2		N/A
com.blossom-project.tools	blossom-tools	1.1.3		N/A
com.blossom-project.tools	blossom-tools	1.2.0		N/A
com.blossom-project.tools	blossom-tools	1.2.1		N/A
com.blossom-project.tools	blossom-tools	1.3.0		N/A
com.codenameone	googlemaps-lib-win	1.0		fc1e7dfabdc41511618f4f0c57272cc470420618
com.cognitect.aws	arc-zonal-shift	825.2.1263.0		a0ccedae2c2544c6c4c7c4a7629378068a5d8129
com.cognitect.aws	arc-zonal-shift	847.2.1365.0		8427cdcef5107ade7e9cdcae98771372d3e67d22
com.cognitect.aws	arc-zonal-shift	852.2.1525.0		6348d6694c3ce9ddcc28c6ffac46e04d7f6d8e05
com.cognitect.aws	arc-zonal-shift	869.2.1687.0		5f3d52a7822195beda434d0f5409960358cb1c75
com.cognitect.aws	arc-zonal-shift	871.2.29.35		035932201c28c281af79416b6c2b4bffb2c76bcf
com.cognitect.aws	arc-zonal-shift	871.2.31.23		035831bd07834071c65ab5fc71a553b04f45823d
com.deliver8r	servicewrapper-maven-plugin	0.0.4		e290847630846cbeb6532d4ab7195696b6b68a11
com.deliver8r	servicewrapper-maven-plugin	0.0.5		bfb7581fc68188853980b45a650bdbaefd8337a5
com.deliver8r	servicewrapper-maven-plugin	0.0.6		6ee921da679a409e33b76e38dc8e38740ace2448
com.emarsys	common	2.12.1		N/A
com.emarsys	common	2.13.0		N/A
com.emarsys	common	2.14.0		N/A
com.emarsys	common	2.14.1		N/A
com.emarsys	common	2.14.2		N/A
com.emarsys	common	2.14.3		N/A
com.emarsys	common	2.15.0		N/A
com.emarsys	common	2.16.0		N/A
com.emarsys	common	3.0.0		N/A
com.emarsys	common	3.0.1		N/A
com.emarsys	common	3.1.0		N/A
com.emarsys	common	3.1.1		N/A
com.emarsys	common	3.1.2		N/A
com.emarsys	common	3.2.0		N/A
com.emarsys	common	3.2.1		N/A
com.emarsys	common	3.2.2		N/A
com.emarsys	common	3.2.3		N/A
com.emarsys	common	3.2.4		N/A
com.emarsys	common	3.2.5		N/A
com.emarsys	common	3.2.6		N/A
com.emarsys	common	3.3.0		N/A
com.emarsys	common	3.3.1		N/A
com.emarsys	common	3.4.0		N/A
com.emarsys	common	3.5.0		N/A
com.emarsys	common	3.5.1		N/A
com.emarsys	common	3.5.2		N/A
com.emarsys	common	3.5.3		N/A
com.emarsys	common	3.6.0		N/A
com.emarsys	common	3.6.1		N/A
com.emarsys	common	3.6.2		N/A
com.emarsys	common	3.7.0		N/A
com.emarsys	common	3.7.1		N/A
com.emarsys	common	3.7.10		N/A
com.emarsys	common	3.7.11		N/A
com.emarsys	common	3.7.2		N/A
com.emarsys	common	3.7.3		N/A
com.emarsys	common	3.7.4		N/A
com.emarsys	common	3.7.5		N/A
com.emarsys	common	3.7.6		N/A
com.emarsys	common	3.7.7		N/A
com.emarsys	common	3.7.8		N/A
com.emarsys	common	3.7.9		N/A
com.emarsys	common	3.8.0		N/A
com.emarsys	common	3.8.1		N/A
com.emarsys	common	3.9.0		N/A
com.github.aselab	scala-activerecord-scalatra_2.9.2	0.2.1		3e23126dae96847b761fb8eb64905a0180e8a7f6
com.github.aselab	scala-activerecord-scalatra_2.9.2	0.2.2		c6df1761deda74cd942cdc4b99bc4f0641b1ba96
com.github.aselab	scala-activerecord-scalatra_2.9.2	0.2.3		b19004f09498d1f7aea5dbf56896524f19b9d836
com.github.kyriosdata	saep-dominio	1.0.0		62b7500b96676bb8dcc50317a1e7de5680830567
com.github.labradorgithubcanine	qmw-util	1.01		c7c7b7b0670c9e393dc96bf6e81d73e812a2a809
com.github.labradorgithubcanine	qmw-util	1.02		479af328d311c7065bc8e0a1277475c224163860
com.github.labradorgithubcanine	qmw-util	1.03		62465091d25adb13b70306d9dff0445fa7e09000
com.github.labradorgithubcanine	qmw-util	1.04		e79dfb27c384e5ad6a09a4925bfad2ee16ddff05
com.github.labradorgithubcanine	qmw-util	1.05		fc81fc640bc0503009538c98cff9d34ab26199b6
com.github.labradorgithubcanine	qmw-util	1.06		9540f1103e232a9b9e00eb50f4f3bf37f35f998c
com.github.labradorgithubcanine	qmw-util	1.07		4b692c7416bb81188c10517a6e65ddd310139fe3
com.github.labradorgithubcanine	qmw-util	1.08		63aa1c31eb5217b6bc4716ea8210a14fd0d47697
com.github.labradorgithubcanine	qmw-util	1.09		25ab14876bda194f6cc67217cf1bc9f5ddee2d5d
com.github.labradorgithubcanine	qmw-util	1.10		1031d97d6db0025b05bc24fdcb4d86e32e0f488d
com.github.labradorgithubcanine	qmw-util	1.11		bd2345934dc9ae38396b0ba1b3126e2eb84b17f0
com.github.labradorgithubcanine	qmw-util	1.12		34f398cdc23ea1c198af1437720799b5e977a86b
com.github.labradorgithubcanine	qmw-util	1.13		5dfa9f535ada169bc9ca4d99554ba0a7188e7b55
com.github.labradorgithubcanine	qmw-util	1.14		57cfac0a23b36b9f9f88ee831d03a2485190ce44
com.github.labradorgithubcanine	qmw-util	1.15		84ecd519173a1bb3aa1229a111662c04d9de5798
com.github.labradorgithubcanine	qmw-util	1.16		5df09a9492e174795785d630ec9ad5cd99184407
com.github.labradorgithubcanine	qmw-util	1.17		35cf2759c4b70aa1a369ee7a82669303fd36d9fe
com.github.labradorgithubcanine	qmw-util	1.18		9843bd12124471faf32564f596fd554a9252abbf
com.github.labradorgithubcanine	qmw-util	1.19		458d35fec2a535f90fe8b7c64122a96dddb686d1
com.github.labradorgithubcanine	qmw-util	1.20		f8c716d5d88bdd18e1bd4534ceb0ac82997c1c6e
com.github.labradorgithubcanine	qmw-util	1.21		5de7bc36ba71c5c48bc83f82d409e7408a0d3e24
com.github.labradorgithubcanine	qmw-util	1.22		c6cc0841353c8a425b8c7a467d1684e7be732131
com.github.labradorgithubcanine	qmw-util	1.23		d3b6a10e273b33681335fb1918b6ab736b2e6fd7
com.github.labradorgithubcanine	qmw-util	1.24		64c0d1864928ab62b63bc84e1b3bf697592ed136
com.github.labradorgithubcanine	qmw-util	1.25		3c45c524044654353856c819c893c05130ed334b
com.github.labradorgithubcanine	qmw-util	1.26		aa67ae721c4e1b1b3113949cc118ae11760153ce
com.github.labradorgithubcanine	qmw-util	1.27		6a424021a577323983859c9306f699de73982d55
com.github.labradorgithubcanine	qmw-util	1.28		802849e70a59069b8f61f071be04e973ff37d15c
com.github.labradorgithubcanine	qmw-util	1.29		683bc3910732aba4321a35c3c0312de69459a5bf
com.github.labradorgithubcanine	qmw-util	1.30		ea395283573055161ae32e428dfa844c5bf5d802
com.github.labradorgithubcanine	qmw-util	1.31		897d28948ba8831c13c5b75adffefac07dfd6d46
com.github.labradorgithubcanine	qmw-util	1.32		0cd60629814b3f7fe0ad196e6912de77abc33f38
com.github.labradorgithubcanine	qmw-util	1.33		ba556da2156916593203e986244f5d2376a8cc4e
com.github.labradorgithubcanine	qmw-util	1.34		4201f12626c54e04f6c88fd4210e8894fee37d1e
com.github.labradorgithubcanine	qmw-util	1.35		d7a744b74a9283e965bfb9fd4dec2cd55ecc8911
com.github.labradorgithubcanine	qmw-util	1.36		d5d01cfb814b0355b5c50022f495fbfe5df0adb2
com.github.lpezet.antiope	parent	0.0.6		N/A
com.github.lzm320a99981e	zodiac-component-sms	1.0		a6bad21f02551c859e3bf7b26994e00a97b62528
com.github.lzm320a99981e	zodiac-component-sms	1.1		a1831a59ae1fa16cc4b784bfd20ebe9165773580
com.github.persapiens	jsf-undertow-myfaces-bootsfaces-spring-boot-starter	1.6.0		047315994933c340cacdcad6a40538450bfb34c1
com.github.persapiens	jsf-undertow-myfaces-bootsfaces-spring-boot-starter	1.6.1		12dc97f81c2862a5cd4f941aefc4fcd2d01771fd
com.github.persapiens	jsf-undertow-myfaces-bootsfaces-spring-boot-starter	1.7.0		a246e1a4fd54bfefdeff36603edfe79a3d04a0ac
com.github.persapiens	jsf-undertow-myfaces-bootsfaces-spring-boot-starter	1.7.1		16852f2831586543396fc5a140df36805f9c42fc
com.github.persapiens	jsf-undertow-myfaces-bootsfaces-spring-boot-starter	1.7.2		f2497f68a47677b9d628da32262e73ba336377f5
com.github.persapiens	jsf-undertow-myfaces-bootsfaces-spring-boot-starter	1.7.3		759751854a00bec97a3a83b73365b1ffd42d3ad7
com.github.rmannibucau.sirona	sirona-api	0.6		7ef9c27768e1ff06d252fec3dae651a3771780f5
com.github.rmannibucau.sirona	sirona-api	0.8		ba9df8c906d215021e9d84982529c2fecfbf71ee
com.github.surabhigupta412	library7	0.0.1		N/A
com.holon-platform.jaxrs	holon-starter-resteasy	5.0.0		79b34147c6488d5281560a4243249ea228631504
com.holon-platform.jaxrs	holon-starter-resteasy	5.0.1		96b00596f66d8d7954c51295b9b126b27a6ca9e9
com.holon-platform.jaxrs	holon-starter-resteasy	5.0.2		d7b7fa454f174eba520eb95da69caae3d76e1cf3
com.holon-platform.jaxrs	holon-starter-resteasy	5.0.3		ae0819e1be61e0ffe35920ff03f95f45a5518257
com.holon-platform.jaxrs	holon-starter-resteasy	5.0.4		bc3580b5da205d0d7adede91df34f52928139f23
com.holon-platform.jaxrs	holon-starter-resteasy	5.0.5		13232cf86a63331cc50d6d89cc014c7ef5c0934c
com.holon-platform.jaxrs	holon-starter-resteasy	5.1.0		e77ac5af87c9864d7e272df64a4c254fcbefb059
com.holon-platform.jaxrs	holon-starter-resteasy	5.1.1		d22d279908af915609082cfa86dee21fb89f080c
com.holon-platform.jaxrs	holon-starter-resteasy	5.1.2		1de6323437bd6b07abe635ef93bed89457274a58
com.holon-platform.jaxrs	holon-starter-resteasy	5.2.0		848475cfed0c3dbf8dff4d271ab4ee688f8f5a57
com.holon-platform.jaxrs	holon-starter-resteasy	5.2.0-alpha1		d2c116cb7a36b9e6fd6162ae9414b9cc88610233
com.holon-platform.jaxrs	holon-starter-resteasy	5.2.0-alpha2		8532249e4757d57b35b7c9671992867bd6c92813
com.holon-platform.jaxrs	holon-starter-resteasy	5.2.0-rc1		97d3060fdd5fd81700c76dcebd64229078c2dd96
com.holon-platform.jaxrs	holon-starter-resteasy	5.2.0-rc2		b459849b77176a9547e9cdd325e7e2d88c6a5a19
com.holon-platform.jaxrs	holon-starter-resteasy	5.2.1		44087316c98411ee4abc86211f1f49feb06726ce
com.holon-platform.jaxrs	holon-starter-resteasy	5.2.2		05e40a809efeaac741af15ab4dbeb096824fb152
com.holon-platform.jaxrs	holon-starter-resteasy	5.2.3		60eb07f818a5209b31ca2a99e6271386bce13ef5
com.holon-platform.jaxrs	holon-starter-resteasy	5.2.4		e4b5eeac5c544e7d0d4bb853c903a98c5a8e9457
com.holon-platform.jaxrs	holon-starter-resteasy	5.3.0		a9f8374e957ecbb77c3ab1e21d6fca8ed69f9388
com.holon-platform.jaxrs	holon-starter-resteasy	5.4.0		8e91dd622fe8900ea071f87bd19abb3344ad504e
com.holon-platform.jaxrs	holon-starter-resteasy	5.4.1		293c4a5ce0cb8823308bd944f8054752ee9fd855
com.holon-platform.jaxrs	holon-starter-resteasy	5.5.0		13464b4aafcfa28345ef5cd6f5dcc5a274428196
com.holon-platform.jaxrs	holon-starter-resteasy	5.7.0		f40daf1893d0f1781d2372ee725ea0e196c43096
com.huaweicloud.sermant	tag-transmission-plugin	1.2.0		e2378d90bca544b7812bd32a2bb03156634f8e55
com.huaweicloud.sermant	tag-transmission-plugin	1.2.1		60b41078fcf2d3e1d77afdcc28b23732dfde3d3e
com.ibm.icu	icu4j-localespi	60.1		51aa0b59502c66a775a805dc55866a09959cc157
com.ibm.icu	icu4j-localespi	60.2		07c4f72e1b91b199936defaada7dc8c6ad3e0f2c
com.ibm.icu	icu4j-localespi	60.3		65d5690c34b81eb8fc70a27f3f1414a0e7e8e3e7
com.ibm.icu	icu4j-localespi	61.1		eb40956926e1a6c5da556cccd590e8817c8836bc
com.ibm.icu	icu4j-localespi	61.2		c23ddd9dff9f4665a873458254cc3a92f1a1087f
com.ibm.icu	icu4j-localespi	62.1		ca9cba60068e3d6ac5dfec749017f234c0e00b64
com.ibm.icu	icu4j-localespi	62.2		3a98b2644d8c82c0a16012f2280bfc9c24ac81b5
com.ibm.icu	icu4j-localespi	63.1		2f3e150a38324f440fb5df3d5bcc521f69dcc693
com.ibm.icu	icu4j-localespi	63.2		60e354e7607b54db63d136b2633a97418f29c484
com.ibm.icu	icu4j-localespi	64.1		ba969568c6591ea1b7421bec10e3ab2e56d534fb
com.ibm.icu	icu4j-localespi	64.2		3448d4b80bfc0c7ba09352ce727b64184525f968
com.ibm.icu	icu4j-localespi	65.1		1c8ea0d7fe03b970f2833e84ff228ffca2916a4c
com.ibm.icu	icu4j-localespi	66.1		5cc7dad04ba052c80e466f8b2e882b1484cd91ec
com.ibm.icu	icu4j-localespi	67.1		f7cde6095430fb9b88d47f652f3eda90c0679b91
com.ibm.icu	icu4j-localespi	68.1		98ddbea014960cce774ea4da11108f28c3c6e8f4
com.ibm.icu	icu4j-localespi	68.2		b0afca5a459de127003f654aab64ddd693a932ad
com.ibm.icu	icu4j-localespi	69.1		d59ae7e3afbe86d9282be8f93a0d831b66c7c792
com.ibm.icu	icu4j-localespi	70.1		446761a000571d908e70a8e11973274e2dbed1eb
com.ibm.icu	icu4j-localespi	71.1		4211ef35e5de65b7294f6e2d9ec087fb8d331c94
com.ibm.icu	icu4j-localespi	72.1		7f0264fd1aa679163f7f8b98b9f26f2469be256f
com.ibm.icu	icu4j-localespi	73.1		69a427666fdc5ba17190bc9f7f0414b5b55716f3
com.ibm.icu	icu4j-localespi	73.2		f048c5f6c9bc044584118c497a4fda815eebd6bb
com.ibm.icu	icu4j-localespi	74.1		8e3b88b55651272dec14718a86befa8ae542c693
com.ibm.icu	icu4j-localespi	74.2		6f01798c2088938e14ef16586d3b5109873848c4
com.ibm.icu	icu4j-localespi	75.1		ed0998020744c5324cb889d98692bda7932f771b
com.ibm.icu	icu4j-localespi	76.1		a3c274b61715b35a32945741a52fd835473e3239
com.ibm.icu	icu4j-localespi	77.1		7e1739a5b00c33379576a6f0c9b42dd7f3b45e5d
com.indoorvivants	mdoc-effect-ce2_2.13	0.0.2		8f9a8a9be37318c5c09696d33ed5f3e067fb6a0b
com.indoorvivants	mdoc-effect-ce2_2.13	0.0.3		81fabd62f6f0318d523f7fcf49d5b6f6325c7812
com.indoorvivants	mdoc-effect-ce2_2.13	0.0.4		62fb3045143942c4bd2c27fd9ee46e4e9c1208c1
com.indoorvivants	mdoc-effect-ce2_2.13	0.0.5		865a64438b3b3cf609d0c2d74f19672bf6969203
com.indoorvivants	subatomic-search-frontend_sjs1_3	0.0.7		42771514d25ce68f6709db9a4d9f1047d6587ec9
com.indoorvivants	subatomic-search-frontend_sjs1_3	0.0.8		b4572d2385b9d27183c77e904199616f6e91a485
com.indoorvivants	subatomic-search-frontend_sjs1_3	0.0.9		40f6cdd334234e0dbe25a3162f322f6f4465a661
com.ivianuu.injekt	common	0.0.1-dev724		9e5b49df3d0f09240c9dfec700276277329d842b
com.ivianuu.injekt	common	0.0.1-dev725		9e5b49df3d0f09240c9dfec700276277329d842b
com.ivianuu.injekt	common	0.0.1-dev731		734c1994affcf289b4bb2a47a082dcf891cd700f
com.ivianuu.injekt	common	0.0.1-dev732		734c1994affcf289b4bb2a47a082dcf891cd700f
com.ivianuu.injekt	common	0.0.1-dev733		734c1994affcf289b4bb2a47a082dcf891cd700f
com.ivianuu.injekt	common	0.0.1-dev734		734c1994affcf289b4bb2a47a082dcf891cd700f
com.ivianuu.injekt	common	0.0.1-dev735		734c1994affcf289b4bb2a47a082dcf891cd700f
com.ivianuu.injekt	common	0.0.1-dev740		262707d6a582321edff1de41809f573b97d95aab
com.jxrisesun	rs-ruoyi-boot-framework	0.0.1		58dc42c9720b0889fed0245c675f26ed4775e43a
com.jxrisesun	rs-ruoyi-boot-framework	0.0.2		5eac26a9f70183435f0e05bdf3db4bfaff93f06c
com.jxrisesun	rs-ruoyi-boot-framework	0.0.3		2e693cc4f28a82d0e2adba64bb4507c1b62c654a
com.jxrisesun	rs-ruoyi-boot-framework	0.0.4		a6674cc494a423c7c8f840ea5380275126c9bbfc
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.0		9f1bd79e51d32091f540631fd8d3dff45c09c58b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.1		6bfc48bc0472387d35086d97064536ca85dfacea
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.10		5d0d9b2c1c0558b5ebed0da944e7a74f2fecb4c6
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.11		0e3aeeb58f57f07dc68959a25861c8483a4785d6
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.12		cd5c5cc85c7ff298438be03f5a96ba2f293ba314
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.13		2ac5140514657a030820cd148c4bd2e9c4a6c8c4
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.14		ca7ce61e012ed1b4edb1e463be556cf1892bed92
