au.net.causal.shoelaces	shoelaces-jdbc-integration-tests-customcredentials	2.0		66728a12021d02454b08f4341636dbc5de976670
com.47deg	github4s_2.11	0.20.1		93cacfedb2f42d296639435b54652c581ab022e3
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.0		3794ec1b4d637701e2ee3ee05d0e6e0fe2847ccc
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.0-beta3		4ed1515889a1d5e162a7447fdb37a853c792553d
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.0-beta5		482089382e6a79d9629bbd5732e6fa2f97cbe5a1
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.1		741889378002a1d1363632f6b877d23d72dd80b0
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.2		519b78fb626de9924e95a6fd1b9704ca2ba41084
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.3		b3cb7557d6a9290b5bcff0e9c074839d12bc4c91
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.4		cb4e70abf815184e28f4a4bc162dae9ea61c163f
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.5		cc4b377671d5e612feade63c5b5d38cc021a5761
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.6		d4aef45eb32aa0be146d0faee7bee75a6f7375dd
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.7		f6e530790bb1f05ae7bcd728e8a039e6828ee93a
com.aeontronix.enhanced-mule	enhanced-mule-client-config	1.0.8		3b13f6ab6211a1f4ff90f4d2610ae54388bdd016
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.0		bd5d653e562cb8bc03c7f7cb5b8722c4358efbb3
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.1		d02654b3872a3f104f568ac2417a3dde52081b2f
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.10		69d1dc8dceab9261724c5d4381be1a6d1411adb4
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.11		66a4091c2ffbe718d58690e5196f3df566d20233
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.12		c25593b36dea8f9036aca7ffbe1441a2f5f49528
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.2		3d0213d00e6033d1d567259e1cb234367b7208e2
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.3		51390c1aaee553f69382eab2bf84ea0bfb99523e
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.4		d14fbbf94e062d617992efb8c900fc3f015c0b9e
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.5		a606b0586b48dc3c63872536bc3ad24f88bcc184
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.6		e6cf6d8681f0c2200213a37d5a83fa8903250673
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.7		66ec9022302cb76edc7c217cf358890b05ca8aa6
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.8		24cb7199bc567efc8b77591c8cb89d0e3c3cb137
com.aliyun	alibabacloud-intelligentcreation20240118	1.0.9		f8d7c880013c627ede3adb95863d67e959ecafba
com.ardoq	java-api-client	0.9.6		55c5cf7a1bc082dbb52a2ac9461bdd711a2ce031
com.ardoq	java-api-client	0.9.8		026513d08d0482f55c3c558ee3fab8adaa9f5c9b
com.ardoq	java-api-client	0.9.9		1f0b95a407264c9ff7e33293aa92adc05f12d36f
com.ardoq	java-api-client	1.0		bd72a701e78ad2158aa061b3622523bf697525aa
com.ardoq	java-api-client	1.10		2b4a6073aeca605c8671c2757eba9a5e1f3a2cbc
com.ardoq	java-api-client	1.11		6be33d9d7a7acbcb952b57ff6fe68c80aa5031e0
com.ardoq	java-api-client	1.13		ddee2711f1b80bd2518009dbe3f944a013dee5c6
com.ardoq	java-api-client	1.14		7f83ff53466e6beeee8a0e7ea023f0d08f1eb092
com.ardoq	java-api-client	1.15		8d4fa301b844763f74fc03ac1c02c75d276ca8a1
com.ardoq	java-api-client	1.16		27e753fb4031921d4bc419f7e6c6bba288f2aee5
com.ardoq	java-api-client	1.17		fcb15160c5e50b23524d0c4d4db987b16ea76f76
com.ardoq	java-api-client	1.18		c1695eb431fd5fa342eff151436cf88592093ab6
com.ardoq	java-api-client	1.2		c7d40989e374669d9bc98eaa2e62a230086510dc
com.ardoq	java-api-client	1.26		6ed66502f66d7c1aa5abf979e8e00555c0054d23
com.ardoq	java-api-client	1.3		6d40085d86ba98478a5899b6b45b2a30479ba814
com.ardoq	java-api-client	1.4		420fea720a25774bbb9fced115a605ffb59bd343
com.ardoq	java-api-client	1.5		c99d3db1a497a1b8c71bdeeb72a50ea253c750b7
com.ardoq	java-api-client	1.6		93c982efd72c40ab2ee8c99425ea31d55ebebe07
com.ardoq	java-api-client	1.7		2ff5b7397b5a07b6cfca67c98a96d635c1889697
com.ardoq	java-api-client	1.8		68ddf3239491056e8acf7e20f3b5b00681631c2a
com.ardoq	java-api-client	1.9		ee6fe6d2aec924f4087c633db66660f571038665
com.attafitamim.klib	library	0.1.0		aabdb40e9d1ebeaedc73301ba7664fad83c4503e
com.dwolla	testutils-scalatest-fs2_2.13	2.0.0-M6		c9da711ebf8528dacaf23164800562e2baaa99a9
com.dwolla	testutils-scalatest-fs2_2.13	2.0.0-M7		3fde096296b7607194655c1f7308800147e26f1b
com.expedia.www	blobs-agent-dispatchers	1.0.0		e38fa22584f11b0ea19943c833502411728aba9c
com.expedia.www	blobs-agent-dispatchers	1.0.1		1f13013efcb28d7f2c880f83ded17ff366f48495
com.expedia.www	blobs-agent-dispatchers	1.0.2		a0ebac018b56c93f3f4d49061eb20edff6928ad7
com.expedia.www	blobs-agent-dispatchers	1.0.3		fa594705f21281eb53aaf2c60a885840626d7bd9
com.expedia.www	blobs-agent-dispatchers	1.0.4		0833d035d72ba7138c6bc74b026c0435255882f6
com.expedia.www	blobs-agent-dispatchers	1.1.0		f409bbfd115d9bd6266f86373613d99470119e2a
com.github.alonsodomin.cron4s	cron4s-circe_sjs1_2.13	0.7.0		74abb19478fd911f68d7c59aa9299dd226714257
com.github.alonsodomin.cron4s	cron4s-circe_sjs1_2.13	0.8.0		889c247b8af0212ff72a391dca2961271d40a6e3
com.github.alonsodomin.cron4s	cron4s-circe_sjs1_2.13	0.8.1		8655f6f64b7cca6bfeaa06b8c8b8a34847176ce8
com.github.alonsodomin.cron4s	cron4s-circe_sjs1_2.13	0.8.2		1d4572fb3bb1306125864c515b63df29aea05956
com.github.bjoern2	yolo-tyrion-spring	1.0.0		1c6dfcc77645aeb017020d676ef356d2ebb3a07b
com.github.dzwicker.stjs.gradle	st-js-gradle-plugin	3.0.1		992cc3778b8e1460e011dfd235e82f62e5d29977
com.github.dzwicker.stjs.gradle	st-js-gradle-plugin	3.1.3		9fe3c97c4b408ef570e87426284d99f09dacb837
com.github.dzwicker.stjs.gradle	st-js-gradle-plugin	3.2.2		cfa1c45f0c76e216089e27df513ce439e743f25e
com.github.greengerong	webdriver-accessibility-check	1.0		0fa1360273afc0c7718eabf2308183d27531117d
com.github.hamsterksu	projection-plugin-api	1.0.0		8c8634ef5303dbd87ae48d95e2806b11f40ec320
com.github.japgolly.scalacss	extscalatags_sjs0.6_2.11	0.5.0		4e1715f21bc48fb30509fdf7b4d2f2646a479f3a
com.github.pureconfig	pureconfig-cats_2.13	0.12.1		088e84ae6a1a51ee685a91e92849c50327eb578c
com.github.pureconfig	pureconfig-cats_2.13	0.12.2		ee30e26bd717a593176d480bc124d0f6b64e7c78
com.github.pureconfig	pureconfig-cats_2.13	0.12.3		129706d37c7679cf66b349d4e8664a5ddff491af
com.github.pureconfig	pureconfig-cats_2.13	0.13.0		59b06f56f4c3c42934df0ba4e0eb55dd0575dd19
com.github.pureconfig	pureconfig-cats_2.13	0.14.0		078d54d3db95878afdf9bbd9e047a8a7f723d669
com.github.pureconfig	pureconfig-cats_2.13	0.14.1		8b4785d02845c74804095248c7865bde15a3384c
com.github.pureconfig	pureconfig-cats_2.13	0.15.0		bb8203881eb99a8241ae1443f74a910dfa095cce
com.github.pureconfig	pureconfig-cats_2.13	0.16.0		35c933db91cc3d438be05faebb66ba2bb78ddb17
com.github.pureconfig	pureconfig-cats_2.13	0.17.0		e046b1a364773721a8a244e6faa7fb37ade26c68
com.github.pureconfig	pureconfig-cats_2.13	0.17.1		1d9c6facf4964848a33b9bdeabb955d01812d30f
com.github.pureconfig	pureconfig-cats_2.13	0.17.2		f2add85302a90a44419aa18f9628c6dbb3e12b19
com.github.pureconfig	pureconfig-cats_2.13	0.17.3		0481935534d12da9e3e7bde780379cbad5b83185
com.github.pureconfig	pureconfig-cats_2.13	0.17.4		1f3fd32a7d5c751abab0da88e04f4fcb7cdef543
com.github.pureconfig	pureconfig-cats_2.13	0.17.5		cc69688aa17eaec656adb38b9374cccbc76e5b0c
com.github.pureconfig	pureconfig-cats_2.13	0.17.6		d5aeaa8d29a8e80b9cbdb9bf2eb29354e98cd46e
com.github.pureconfig	pureconfig-cats_2.13	0.17.7		b07c2a371776ee6cc5185e90da97a164cf7d9541
com.github.pureconfig	pureconfig-cats_2.13	0.17.8		49f2b1007ae4dad13fec8f22c1f2580f465d800a
com.github.pureconfig	pureconfig-cats_2.13	0.17.9		499a049a16ce64ec776380dd8dd5c9e972fb7783
com.github.strangepleasures	matchmetender	1.0		0532d6a15cfa590efa8c25165f0ab49bb39db834
com.github.strangepleasures	matchmetender	1.1.0		6b2c0db33c9ebe186a41a1f5189d1be454c874a2
com.github.vario	vario-collection-mutable_2.9.1	0.1.0		f00a436a260b7d7d209bed6b265d2ff0545980d5
com.github.vario	vario-collection-mutable_2.9.1	0.2.0		c49b1f5df7c49232e3385207dfabf91e632eaf9b
com.github.vario	vario-collection-mutable_2.9.1	0.4.0		82ba62673571a2c5933df5f5fccf62b7da9ab94c
com.github.vario	vario-collection-mutable_2.9.1	0.4.1		c9f8354cfaeb7c7e0a2431604cae6365760bf701
com.github.vario	vario-collection-mutable_2.9.1	0.4.2		e295da29d4c3e014a159b76eb19d1d3d61cfe1cd
com.indoorvivants	sn-demangler-core_2.13	0.0.1		8bca219edc1a2b98c753ad88458aae4abfa88628
com.indoorvivants	sn-demangler-core_2.13	0.0.2		89ac88c7b70f2265c4a6a058e6edcb5319926c13
com.indoorvivants	sn-demangler-core_2.13	0.0.3		fef8aa4b0cba13c638f9a9c531ee5ad24815ae9b
com.indoorvivants	sn-demangler-core_2.13	0.0.4		bb9b01e7a275972f1cc8135e73c2f63ae8389c05
com.indoorvivants	sn-demangler-core_2.13	0.0.5		b4ff272c0e808e9e3ba72da11f1dd6f69e678158
com.indoorvivants	sn-demangler-core_2.13	0.0.6		58378a307c640498e27b75f4c0b84c0a7ef95c3e
com.indoorvivants	sn-demangler-core_2.13	0.1.0		6c46d822806a5dede95d9e5eb332da237b94f36f
com.javaguns.roses	file-sdk-local	8.1.2.1		7b2df80244a808eb76d66c9ae7f64fd9249e29eb
com.javaguns.roses	file-sdk-local	8.1.8		82bbafbca3383822ac90831b771f6f3c78210c8f
com.javaguns.roses	file-sdk-local	8.3.0		e4e949acad183ee2d1ed3f46a2c298240481bc9b
com.javaguns.roses	file-sdk-local	8.3.1		1abc62bfc2600b15ff50e17e57f0e1779be8d8e2
com.javaguns.roses	file-sdk-local	8.3.2		160083f041fc85256de95b04e8333d82f3d303a8
com.javaguns.roses	file-sdk-local	8.3.3		7f0b12ac951a70606def736bfa5d23967d91c822
com.mastercard.test.flow	assert-core	0.0.10		cfa9c53c666805d92aa09e7fd5d191e3d6c4260d
com.mastercard.test.flow	assert-core	0.0.11		41f8e4db0b53468d6e77c65b64bcd1e3ef100f5e
com.mastercard.test.flow	assert-core	0.0.12		915d104f34655cc86e8aa0db23e2f1be156fa85d
com.mastercard.test.flow	assert-core	0.0.13		f687e2664ed2d95409ae4eaeacf583b27c3db7ac
com.mastercard.test.flow	assert-core	0.0.14		7ec2925bcfa63041158574beb63fbbc06c2600e7
com.mastercard.test.flow	assert-core	0.0.15		3f2d079598dc6e1495495cf1bdedf954072698d4
com.mastercard.test.flow	assert-core	0.0.16		c463435b43818a70621b68d4bac62c01966a9212
com.mastercard.test.flow	assert-core	0.0.4		01a3700fc3a5edde7e2125f531df004e8e83a7d9
com.mastercard.test.flow	assert-core	0.0.5		a5984be6865569ba809af9d2898d9f128db5bcad
com.mastercard.test.flow	assert-core	0.0.6		5c829c5ceb8a7c0ec79f7ad5d5f75d927075aff5
com.mastercard.test.flow	assert-core	0.0.7		eca5344b8022785391a2c4dde4292fa17c7ed929
com.mastercard.test.flow	assert-core	0.0.8		a6081d82b85bb1af19aa34d68c05234e312a9c20
com.mastercard.test.flow	assert-core	0.0.9		27fbf8fbc01cee62c3b9985b016b19e78b47a6b6
com.mastercard.test.flow	assert-core	1.0.0		38d767f051b9cf1a080595a825fa0172f2c52384
com.mastercard.test.flow	assert-core	1.1.2		d951f9b5dc8464c7c513256d6f51ad998eca607c
com.mastercard.test.flow	assert-core	1.1.4		adaaaf959d40c6d0986dc3a41e6f33885915cba8
com.mastercard.test.flow	assert-core	1.1.5		76f3faa12ed6cd090e6836571763f53baedeb928
com.mastercard.test.flow	assert-core	1.1.6		2c52b76f182773f34e5690e896e877d2a9ca8939
com.nhncloud.android	nhncloud-unity-iap-core	1.0.0		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.1.0		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.2.0		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.3.0		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.4.0		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.4.1		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.4.1-alpha01		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.4.2		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.4.3		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.5.0		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.5.1		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.6.0		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.7.0		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.7.1		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.8.0		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.8.1		N/A
com.nhncloud.android	nhncloud-unity-iap-core	1.8.2		N/A
com.opsbears.webcomponents.application.dic	annotation	1.0.0-alpha11		27743469c15bdd0fb44372a5d4fc6ccad8eb7eca
com.opsbears.webcomponents.application.dic	annotation	1.0.0-alpha13		3dfd744baed181575cb3dd4f5582127f65d613c6
com.opsbears.webcomponents.application.dic	annotation	1.0.0-alpha14		4c0e66f547390a970b56c51c5e792efba450126b
com.piroworkz	compose-android-permissions	1.0.0		N/A
com.pr-ing	lucy	1.0		9766405b8a0bca75aa7fc12b342bfd65e5eacc61
com.pr-ing	lucy	1.1		93dbfeb6590136eeb2c204f4ecb0c7188bf4ce51
com.pr-ing	lucy	1.2		029b0f1aa5cb320c0c611221061bf57530d99fae
com.sandinh	paho-akka_2_5_2.11	1.6.1		489f35f4927e23c5807acf83657a8cf1420ee04e
com.sarveshathawale	kotlintoasts	1.0.0		N/A
com.sarveshathawale	kotlintoasts	1.0.1		N/A
com.smith9.geiger	geiger-client	1.4.10		cb4570d1872130b36ef676d9f91e2563f7e34032
com.smith9.geiger	geiger-client	1.4.11		54defdbc7114ee37e8e784bd3d8dbc06c2ab06ca
com.smith9.geiger	geiger-client	1.4.12		b7ebf094c2cb6929072b95b242a28789a2497e94
com.smith9.geiger	geiger-client	1.4.13		f5d0c62aff553f06f44e07ae7c1f1fe55bf2f1e5
com.smith9.geiger	geiger-client	1.4.14		78c42c4211fea313d8e6fe20c553bbf207bcabf2
com.smith9.geiger	geiger-client	1.4.15		951f85c008e950ba5e206f42521707f0f25a9600
com.smith9.geiger	geiger-client	1.4.2		924b882b3606398bbc00425f4bf65b547a5854b8
com.smith9.geiger	geiger-client	1.4.3		0c74e3f530379b6a853927b5e85f1e0e5095b553
com.smith9.geiger	geiger-client	1.4.4		11f4d288ac6f69f6e3aa02b9ba937bf5df3c291e
com.smith9.geiger	geiger-client	1.4.5		219fa5a9fa847607d5cc5ac4cbef726f9606489e
com.smith9.geiger	geiger-client	1.4.6		989b999c0616b72778c0656ea8864b79819fb58e
com.smith9.geiger	geiger-client	1.4.7		58dce4fa8193ec67f0ea80495b976cd71c8fe5ca
com.smith9.geiger	geiger-client	1.4.8		0537147a66c3f4194086193bcc25d0fdaee14ca4
com.smith9.geiger	geiger-client	1.4.9		8e602cbc1488da432b35040077d0ce668b431da9
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.0		68f5f1a3810c76589d0330b029ae7d0c8859c784
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.10		e0909dc34806740c9cc75b3c9e59139305f7f5e1
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.11		e7689caf426ef9e8cb21b3fc6daf6fa2230d87c1
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.12		0ed1c74993fa7483405baccf32c7350392694e3f
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.13		9cfba521dfe58159783fc59a4f047955a79bd725
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.14		a717ebec9b3edd39712310e07c393a52ea47a9d2
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.15		6d79a7855bad29a0445cd1169f4448ba3d8d8c40
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.3		f2c8a09082fda6539accda5f5ce3fe5c05d1f5d5
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.4		573e3c4299f0c0b0271bbe02e8bff18173fe7777
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.5		b4fc4170c6f6a5e52583f26a2312d4b2f71558f2
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.6		623cf850517978f84516546dbd17b2bba2e80d5e
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.7		0aaef93e96d35c8ed27c868404ff0d6f8213b732
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.8		f5e4ea98daf3956a4ecd6ed0e028ccb8ae51bb34
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.10.9		9813cc9d2c35329738c8536cd9655623e107954b
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.0		11ef45791f527fa7f61b705c704a2bbe756420ea
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.1		10f6f4ecee34144ec183f9d563da2758c95ecaea
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.10		9900e005005b3b6a7b53d88d997c47aa9e9d0531
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.11		c816ca377ef142478f6ed42988262e19bdaeddaf
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.12		35a99cf5b37596df156b79de992df3921aabf708
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.13		e1020979d860d3a3f4c5bf96d6c0c78a83382e77
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.14		b55fdcbd18ee30ca60cdf2b591a804f9e86db424
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.15		4d0b9e634aec486e3469438608d8e39e9e5b0fcb
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.16		eedbbda32cd17548079f1b43f9aec4cad73a08f3
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.17		5dd5922ed92c5f615c4703ec0a1d516053f5eb4d
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.18		245c133ec1aa67ebc9f83af0853890e75ef9b8ad
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.19		8a65c7a3051c2c248bde5dfc640a3c8a56caa01c
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.2		0fcc717d1ad99d6d93d281c272975e98e02ec143
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.20		ddab0cac4a266817ebef7b64575a131459a56711
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.21		b673dc3477e089d325381d7f0a91d2b0a2884b42
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.22		99440b5ae436aaaa9b38c8022d209ec65ff2737b
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.23		f3770bbe2574d70b53f732c48234fcefac84b3c7
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.24		c00566b1cb50fde28f02b7dfcd3cc2cf993868bf
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.25		e65ade37f9b002063ca4586a838a983015a10227
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.3		9b47b3418a98077d80673a857d0f9119255094c7
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.4		aa81309b09c0752b587393d38d6d1398461b3d86
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.5		ca57dd9ca9a5509e1c8aa9bf65f97e895869b35e
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.6		ab4e00b2de915f13bf2a7c93f8daca0d4f1c1788
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.7		1533dee366bb54491108bc8425309fe42c5cd370
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.8		f5a5b8f034f50635a8c92f6b8b917e5057f0691e
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.11.9		acc318418ec5c3d724a20c1c5cb2256a6754b5a9
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.8.3		c5b8f0316a1d98bb1a823aa983920f8918655d6f
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.8.4		f449f81a84aa5d149976afefc7715e6e4743b9f9
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.8.5		8652fce653eb4122ba3724f7f3963716b761bb85
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.0		de2230ed6b2eaae4675a11e5610fd0e3f6713b8f
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.1		342b25bc958c26eaed73d6ff80b462d9f87c077b
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.10		ca2b55a02d25d2f83ac7f65eb38e493fb5d71a96
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.11		769d98d5a38419232e5564e055bbe03803e297ba
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.2		8d9d7fa00586a110b370d27b0a9bf9faab60788f
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.3		a297013cc4f8e05a333517e53935d954365c6a3e
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.4		317afb290a9ebf50e115e005f8335f85cffe5043
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.5		f0e34351ec5eaf45a26b41da24e1c17aaf1d8d20
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.6		f1da964c7bd198064077c66fc96e8f786569a39b
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.7		05a0278411b1e7ae9757ef049f6cfc2dc3e8a520
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.8		f2f2c074ff7019ce960954520e450b313a2171c6
com.softwaremill.sttp.tapir	tapir-json-play_sjs1_3	1.9.9		d66b5edcb98f0f3f2657949827df9e2a7efba0e3
com.soywiz	korlibs-extra-js	6.0.0-alpha2		N/A
com.stratio.crossdata.connector	crossdata-cassandra	1.0.0		b4941b8ec1afa1f06b38b9bf528447d8a5a066a2
com.stratio.crossdata.connector	crossdata-cassandra	1.0.1		a95a7cefbd170e914e0b551ca53067a721fbc6fe
com.stratio.crossdata.connector	crossdata-cassandra	1.0.2		0699e36ee0204af5abfdbdce48e8c21c0c7b72aa
com.stratio.crossdata.connector	crossdata-cassandra	1.1.0		f1f61f66e7895a074bd5a0a481fb19b32da5dc42
com.stratio.crossdata.connector	crossdata-cassandra	1.2.0		829d958496d9bd9b9533d30f7a3036339b7dfb05
