ba.sake	kalem-rules_2.11	0.0.1		5401027ba46476f96291a342556fa91669b81957
com.hexagonkt	starters	2.0.19		ab17e75b1c9f3c671b79f04734b2ec0d35b9ecbb
com.hexagonkt	starters	2.0.2		c5a4476088078310bf3df00815bc90f4a292fbbd
com.hexagonkt	starters	2.0.20		8aac3587545446798b8cf3993b61b0b56d06a434
com.hexagonkt	starters	2.0.21		5d469bd235588ce0fc30a6c84d0cffa165ce0a70
com.hexagonkt	starters	2.0.22		3358fe37f8e763e8142308f13f1665a15eb6a867
com.hexagonkt	starters	2.0.23		a743b9fed419d4daa1cd7d50963b73babaa3f483
com.hexagonkt	starters	2.0.24		51e68fa07b7a0cf3dea8bf15a6a805f3a567d321
com.hexagonkt	starters	2.0.25		dce13dbcbd26428a526c8896d5e4028498d29971
com.hexagonkt	starters	2.0.26		919c6cbfa71119ad26da4b82ba444978034f04f9
com.hexagonkt	starters	2.0.27		7a7d47afa4351b65ac80fc6d0d0aadb8cc4104e3
com.hexagonkt	starters	2.0.3		4f4f1705fcd36038cdc6d1c3498f9bea9da2dbe7
com.hexagonkt	starters	2.0.4		c095dc0133639b74ba34ab821e97f3ab312fa205
com.hexagonkt	starters	2.0.5		93259f724662e67950e8603df77691d428d0cab9
com.hexagonkt	starters	2.0.6		2e88889823b0099c29dc0cd975c03a570703bb5f
com.hexagonkt	starters	2.0.7		592d6a38af7e11d7ba0100447c40bab46f25bccc
com.hexagonkt	starters	2.0.8		47edc9fe94e8f388c2f860d5089dc3c3cbcebb41
com.hexagonkt	starters	2.0.9		d1199c4b72373d9732e4774a9bfbf7a021b4f857
com.hexagonkt	starters	2.1.0		595328470e59ccb6900d23db6fd3567a469e1812
com.hexagonkt	starters	2.1.1		76356a14a463fcb5906bf2e5928bc21a25ad6408
com.hexagonkt	starters	2.1.2		52038e844ab55b72a4dacfa4f7a7d62248e88ec1
com.hexagonkt	starters	2.1.3		3ad84ec6e6d16af648bf1fa477723d7cb2fd1505
com.hexagonkt	starters	2.2.0		c4876bfd7029e55d11db57e57fd2c84cd8693274
com.hexagonkt	starters	2.2.1		e5bb6cb757a140d039634209b2676b92ffee7469
com.hexagonkt	starters	2.2.2		8a671697855b4f88fb3af7ebf6fedddd7e7b8bb7
com.hexagonkt	starters	2.2.3		6379351e065a723abbb83a1267c774b8fdf363e2
com.hexagonkt	starters	2.2.4		d6e0438785365a59243b0067fb96c2708aa4fe22
com.hexagonkt	starters	2.2.5		7f9bc41e7b95f99b349e38ca6cbb10e0edd0dc42
com.hexagonkt	starters	2.2.6		54ff7576ac1e9892ba0774fa8b3038dce5d4c429
com.hexagonkt	starters	2.2.7		57cbfdeceedd826d4e96b06036d9ca8bcdfa1660
com.hexagonkt	starters	2.2.8		fe7f218331877c3c788b80427ca7bf6d165f23a2
com.hexagonkt	starters	2.3.0		30eb92ef3ec2d5802708fcd34f6559cbbba194fd
com.hexagonkt	starters	2.3.1		1b51366b7d6415ffa9f8f7e4476e473dd76474cb
com.hexagonkt	starters	2.4.0		3b78448260566c57c7f22da4b8cbe1559de74d2a
com.hexagonkt	starters	2.4.1		f52d1125fc90dbfd2f71b1776b5f2b1379c32451
com.hexagonkt	starters	2.4.2		663e62b8b7c0fb226418f277ba1257925c1cadd6
com.hexagonkt	starters	2.4.3		f42228dcccdd4849394743ea115dc4fd10489652
com.hexagonkt	starters	2.4.4		66c8e8cad04472573b30b5daaa6505b1f0d04ce4
com.hexagonkt	starters	2.4.5		a13eb026676cbf9d589b64ac8c26b08690598911
com.hexagonkt	starters	2.5.0		8989d11c22e66f2f1909adac00aa5c6fc81c763b
com.hexagonkt	starters	2.5.1		bfcfa8935184a0c994f4349087dc0abdfb75d443
com.hexagonkt	starters	2.6.0		ea68f0dc43ecdbfb61e27eab6feeb9b225e5d0bb
com.hexagonkt	starters	2.6.1		33f52feaebf3ffd114d82322e5489aba36b9d0f3
com.hexagonkt	starters	2.6.2		9002c22c479c1ad8a1cf892e5a665f07eb4b8234
com.hexagonkt	starters	2.6.3		23f80bcf7172028fa8f648f05eff21138f955b55
com.hexagonkt	starters	2.6.4		078cb3cad5305125282a10bdc313f1d27e5bd8ed
com.hexagonkt	starters	2.6.5		b43f93fbad1cf41527987bf3c094a5bd9eaa2988
com.hexagonkt	starters	2.6.6		91bce96592a5ecb02ba6822a9da1d52e63051fa0
com.hexagonkt	starters	2.6.7		bdd80be5db4371f58c6b48a3098e78f4676e6e8f
com.hexagonkt	starters	2.6.8		a9a9b6a025959589faad5cae389ba70ce2b14930
com.hexagonkt	starters	2.7.0		fa2dd84174f6287546d7e650fe32ed960d70ea9d
com.hexagonkt	starters	2.8.0		b6e93efc7cf17dc4304601e3edb97c3994ae545e
com.hexagonkt	starters	2.8.1		34fbae3d14aba49733036dcec2fdb3225fea3bad
com.hexagonkt	starters	2.8.2		2afe75ed8cf493191958405eee908afe66f112b9
com.hexagonkt	starters	2.8.3		b93aa23593e652ba90dc72850a2d0995ed4b7f99
com.hexagonkt	starters	2.8.4		8c623d801a6b9e68074dcb15bff616573db3a334
com.hexagonkt	starters	2.8.5		f85e9b9a747caf0779f32f49fb1a46ddd768edfd
com.hexagonkt	starters	2.8.6		af3784dc15c5db2e293f8afb04b331b219e7cbc6
com.hexagonkt	starters	3.0.0		2fc99e371f36e55f8efc689506562f06dd37fe0f
com.hexagonkt	starters	3.0.0-B1		d0d2fb649d228e33682389e602a5c1f4ca387b7f
com.hexagonkt	starters	3.0.0-B2		94579583dd2ab10d6467ab5959983351b325b26d
com.hexagonkt	starters	3.0.0-B3		d86e98132ab0c539cdc9e79aff01141d72fde8a6
com.hexagonkt	starters	3.0.0-B4		f81cbfc62f8e3f65fd969f91f6dda466014dc902
com.hexagonkt	starters	3.0.0-B5		d64afab92886c12b93c3d9e87ab7af6bbcdc5cfc
com.hexagonkt	starters	3.0.0-B6		626b000288e2760d78e387fe16c99a7878aaa63f
com.hexagonkt	starters	3.0.0-B7		1e4a7a85a7db2b72b28f00fe343202c582ce1c81
com.hexagonkt	starters	3.0.0-B8		a5016cf0ebc6a6ad9dc3a418fc846956934a44a4
com.hexagonkt	starters	3.0.0-B9		237a98015e5763034ce271148081ca245f8f9bc9
com.hexagonkt	starters	3.0.1		f98d61ee62564f7a640ca4f9dcca6023e4f46b65
com.hexagonkt	starters	3.0.2		05f90dc0ab80e49c61029ac466d4c7d6364b141f
com.hexagonkt	starters	3.0.3		7e36fc7a362f841eeca0c60fc5e9893b92e478a8
com.hexagonkt	starters	3.0.4		d8add158fcae6b0af138194396f2020adeeb54de
com.hexagonkt	starters	3.0.5		0bbfad492f9bcdeed00eb8c17ba7cf77a163fba2
com.hexagonkt	starters	3.1.0		72d260c4d78b623b8ee5d602de01eb635f51ea52
com.hexagonkt	starters	3.2.0		54aa7c91aff85767bf38645385cdd33ef21bb43e
com.hexagonkt	starters	3.2.1		e3eca98f124522ffea5068497895fe787801e7c3
com.hexagonkt	starters	3.3.0		2b62efdc5fba59ece7bcca39265af43b2c6e0899
com.hexagonkt	starters	3.3.1		72b28fe163c2e0e123a3258a97ffb0c9ba1bbe99
com.hexagonkt	starters	3.4.0		abea0d2a6ccb063a32ff1b5415312a2cbce0f7da
com.hexagonkt	starters	3.4.1		3bb76990e3275ac1701fc3cb78d81bb767656818
com.hexagonkt	starters	3.4.2		be86a288d0f5d66a6b6773dd069e60286f735f49
com.hexagonkt	starters	3.4.3		cf8f6320c2730c7ea8629187cf27450ed5d02fe4
com.hexagonkt	starters	3.4.4		4e6925f273067ccee79654e02a991cdf97b10ace
com.hexagonkt	starters	3.4.5		d073f928918f0b94c8d5cb899c0968b04a3720cd
com.hexagonkt	starters	3.4.6		0e7dcdba28d3029963332a331f301da1ff281f7c
com.hexagonkt	starters	3.4.7		75fd311ae8a37e4e0d9247699d977e8b65a5e6e2
com.hexagonkt	starters	3.5.0		62072e39004474875303f2c692bd0ba51e489451
com.hexagonkt	starters	3.5.1		19b68177f913a7b9127290741549c60b325669de
com.hexagonkt	starters	3.5.2		d1555be5bbd5817fe6a11fe10dd33cd9a0ed9faf
com.hexagonkt	starters	3.5.3		74cf7eda9b7d7a5e6cacb73115be3159bbaac8a8
com.hexagonkt	starters	3.6.0		306216c3534623c744f3d415a6c65e023f9df51c
com.hexagonkt	starters	3.6.1		88773d0da5b79f2d2c2834e01ed53b1b211356cd
com.hexagonkt	starters	3.6.2		8ea80b77967b37f5c61da004e416543a5ed63f1b
com.hexagonkt	starters	3.6.3		61584af41eaf07cb48384fb046de71ca9e193247
com.hexagonkt	starters	3.6.4		6a673bc309de924eacff98cc2ed92fb2769db2ce
com.hexagonkt	starters	3.6.5		8496d1dc2025ce61fb5aef35cbd18711d3a83ee6
