ai.ylyue	yue-library-web-grpc	j11.2.6.1		448efaa5f0280fe914ded137eaae48afc0be5ab3
com.b2wdigital.iafront.persistense	spark-cloud-persistense-s3_2.11	v1.0.6	assembly	621406ac83f9c5ba6f99e92d5c28ed4aa675bfde
com.baremaps	baremaps	0.4.0		N/A
com.baremaps	baremaps	0.4.1		N/A
com.baremaps	baremaps	0.4.2		N/A
com.baremaps	baremaps	0.5.0		N/A
com.baremaps	baremaps	0.5.1		N/A
com.baremaps	baremaps	0.5.10		N/A
com.baremaps	baremaps	0.5.12		N/A
com.baremaps	baremaps	0.5.13		N/A
com.baremaps	baremaps	0.5.14		N/A
com.baremaps	baremaps	0.5.2		N/A
com.baremaps	baremaps	0.5.3		N/A
com.baremaps	baremaps	0.5.4		N/A
com.baremaps	baremaps	0.5.6		N/A
com.baremaps	baremaps	0.5.7		N/A
com.baremaps	baremaps	0.5.8		N/A
com.baremaps	baremaps	0.6.0		N/A
com.baremaps	baremaps	0.6.2		N/A
com.baremaps	baremaps	0.6.4		N/A
com.baremaps	baremaps	0.6.5		N/A
com.baremaps	baremaps	0.7.0		N/A
com.batoulapps.adhan	adhan2-mingwx64	0.0.4		N/A
com.batoulapps.adhan	adhan2-mingwx64	0.0.5		N/A
com.gilt	gfc-aws-s3_2.11	0.1.0		be45c57ccc04065a6e98ed28c4fdd1e53339b126
com.gilt	gfc-aws-s3_2.11	0.1.1-RC1		228557df6f613aa9611459411f0761deef152ff5
com.gitee.zodiacstack	zodiac-netty-http-base	1.5.14		66d6c02a327d745636d2f2939b8a0c90408df541
com.gitee.zodiacstack	zodiac-netty-http-base	1.5.15		f8aad8eb39cd0fdb9017e3f585799a4513013c7f
com.gitee.zodiacstack	zodiac-netty-http-base	1.5.16		d365321ad680d564eba714b2f5c45a8b0f78d3bb
com.gitee.zodiacstack	zodiac-netty-http-base	1.5.17		5fe28b63dc5f3d2943d79d3cd0de203c7628f2cb
com.gitee.zodiacstack	zodiac-netty-http-base	1.5.18		77d98009355a0abf7f66fff1342a00110521b94a
com.gitee.zodiacstack	zodiac-netty-http-base	1.6.0		9cf8b4016644c3019dbe6503c367976240f99c3d
com.gitee.zodiacstack	zodiac-netty-http-base	1.6.1		eec883671c67d483e9d5403ac1b3ffc526f90f15
com.gitee.zodiacstack	zodiac-netty-http-base	1.6.2		345826c5586a853e7ef621eefea30e4fc37aef08
com.gitee.zodiacstack	zodiac-netty-http-base	1.6.3		eb3e6d67cd0ae5cc0ac39b5fb89a76dee325f9dd
com.gitee.zodiacstack	zodiac-netty-http-base	1.6.4		50a039fa3b4555e4fab1d4dacdca1eedd721fb29
com.gitee.zodiacstack	zodiac-netty-http-base	1.6.5		835176216eb60f9fdaec4ec81509292eb4f2aa54
com.gitee.zodiacstack	zodiac-netty-http-base	1.6.6		905bf0426d2589b55a301817dff78b1ab96f91cb
com.gitee.zodiacstack	zodiac-netty-http-base	1.6.7		e8b0ec3290486be8d0b0ec75df3ace29efdd6cdd
com.gitee.zodiacstack	zodiac-netty-http-base	1.6.8		a95887f90d0c6efd240be8fc9864949c600ebea6
com.gitee.zodiacstack	zodiac-netty-http-base	1.7.0		6fb9e563474317e1a45c8d09e34637e78f2c39a7
com.gitee.zodiacstack	zodiac-netty-http-base	1.7.1		1abb711e660d40301dda7a73cdd31207ff076d40
com.github.cornerman	sloth-http4s-server_sjs1_3	0.7.3		646aa2cc1a8ad428ebff4d131d9cee7f9d1a298b
com.github.cornerman	sloth-http4s-server_sjs1_3	0.7.4		a51afc5300abaaed8840414e4bccc02521c264de
com.github.cornerman	sloth-http4s-server_sjs1_3	0.7.5		96f8ff1b4ebc338ff73280e6df89244cbb746d88
com.github.cornerman	sloth-http4s-server_sjs1_3	0.8.0		585f5c6edf8adf6b47364705ab2711e2a4695623
com.github.fracpete	tablesaw-weka-package	2021.3.3		2efedf8f7dd2e02db1bd3b75e04f392df61e18ac
com.github.guilhe	seekbar-ranged-view	1.0.0		N/A
com.github.guilhe	seekbar-ranged-view	1.0.1		N/A
com.github.guilhe	seekbar-ranged-view	1.0.2		N/A
com.github.guilhe	seekbar-ranged-view	1.0.4		N/A
com.github.guilhe	seekbar-ranged-view	1.0.5		N/A
com.github.guilhe	seekbar-ranged-view	2.0.0		N/A
com.github.guilhe	seekbar-ranged-view	2.0.1		N/A
com.github.guilhe	seekbar-ranged-view	2.0.2		N/A
com.github.guilhe	seekbar-ranged-view	2.0.3		N/A
com.github.guilhe	seekbar-ranged-view	2.0.4		N/A
com.github.guilhe	seekbar-ranged-view	2.0.5		N/A
com.github.guilhe	seekbar-ranged-view	3.0.0		N/A
com.github.jasonwangdev	filepicker-library	1.0.1		N/A
com.github.mx-go	log-config-core	1.0.0		c0f03cc78b2c1009619d530398bbec4accc2ad3d
com.helger.maven	jaxb-maven-plugin-testing	0.16.0		ba06fbd9d2d15e15ba935a4e58b2163566e5de92
com.helger.maven	jaxb-maven-plugin-testing	0.16.1		89b809efa0dfc5e372ec40242d3e8e65f905cce1
com.hotels	shunting-yard-replicator	0.0.1		8ac1e1008775cd959e59cb49227f44986e06a0c1
com.hotels	shunting-yard-replicator	0.0.2		27aba4a6b4519921decc401cadc84fdd1cfac581
com.hotels	shunting-yard-replicator	0.0.3		737b306426532109dc77f25f4c49ac996442b42f
com.hotels	shunting-yard-replicator	0.0.4		a01962f72f411de67dd5fedac75bf86d4454520f
com.hotels	shunting-yard-replicator	0.0.5		e9d97b773be93858b927c499158a4e2df30fb13c
com.hotels	shunting-yard-replicator	0.0.6		5dcd99f54f6964ce5b76837688a5c1044af2fad8
com.hotels	shunting-yard-replicator	0.0.7		dfbeb1b4a51bff31121101de13bb20640632eac2
com.hotels	shunting-yard-replicator	0.0.8		8bfbc475eb0fed6777e891ec9802b4ebac335c76
com.hotels	shunting-yard-replicator	1.0.0		a5ddf06a467964d233c7d484fba5f3b91b636339
com.hotels	shunting-yard-replicator	2.0.0		de584ff6ea7fb38751517c333f46ff239fe623f8
com.hotels	shunting-yard-replicator	2.0.1		d9041d58153bb19a148cb563ee44bf6097489330
com.juul.kable	kable-core-macosarm64	0.33.0		N/A
com.juul.kable	kable-core-macosarm64	0.33.0	metadata	0d7c9e2167b0922992e8ff35b0ec45c19f5ffba7
com.juul.kable	kable-core-macosarm64	0.33.1		N/A
com.juul.kable	kable-core-macosarm64	0.33.1	metadata	e758b67529a0cc1a5331fc8501a05ebf63e3179b
com.juul.kable	kable-core-macosarm64	0.33.2		N/A
com.juul.kable	kable-core-macosarm64	0.33.2	metadata	60a10ed4f49e911874706d6abb0541bbb0ad37d4
com.juul.kable	kable-core-macosarm64	0.34.0		N/A
com.juul.kable	kable-core-macosarm64	0.34.0	metadata	426ab7db480e60c4c8d1a235642d69c3603b3758
com.juul.kable	kable-core-macosarm64	0.35.0		N/A
com.juul.kable	kable-core-macosarm64	0.35.0	metadata	e12f5b49bddc7f659d6acaf459d58e98f56a312b
com.juul.kable	kable-core-macosarm64	0.35.0-rc		N/A
com.juul.kable	kable-core-macosarm64	0.35.0-rc	metadata	bd955a06dbca09d3c632fc31922e0151e0cf9803
com.juul.kable	kable-core-macosarm64	0.35.0-rc2		N/A
com.juul.kable	kable-core-macosarm64	0.35.0-rc2	metadata	ad966a64288ba6cd97dbb334acccb9ba99a552bb
com.juul.kable	kable-core-macosarm64	0.36.0		N/A
com.juul.kable	kable-core-macosarm64	0.36.0	metadata	62e620f39358c28a1c66a9e906d2b551299f9ace
com.juul.kable	kable-core-macosarm64	0.36.1		N/A
com.juul.kable	kable-core-macosarm64	0.36.1	metadata	20713063a19f021ec6c66d3b67570f5dcbd4343f
com.juul.kable	kable-core-macosarm64	0.37.0		N/A
com.juul.kable	kable-core-macosarm64	0.37.0	metadata	960f1454fde69351e3d048585c5bce2b90c65edd
com.juul.kable	kable-core-macosarm64	0.37.1		N/A
com.juul.kable	kable-core-macosarm64	0.37.1	metadata	b85982e3d59942805090261e98c828f4629c75a7
com.lihaoyi	mill-libs-scalajslib-worker-1_3	0.13.0-M2		6182172b644b378f71486a6d6842089ef39c85c7
com.lihaoyi	mill-libs-scalajslib-worker-1_3	0.13.0-M2-19-7fbdc2		25aa6f39595ec1b3cec3e87b32831116726b36b9
com.lihaoyi	mill-libs-scalajslib-worker-1_3	0.13.0-M2-27-fce393		2043f0e0a8323af1e53e7b8dfbc274aef13023ef
com.lihaoyi	mill-libs-scalajslib-worker-1_3	0.13.0-M2-28-ba2985		4c86a07711bcf4070ed9e96d1ff357be41f9dce9
com.lihaoyi	mill-libs-scalajslib-worker-1_3	0.13.0-M2-29-d4e08d		6d412a379f5966192e18e8e8cf64e14d4a1ce162
com.lihaoyi	mill-libs-scalajslib-worker-1_3	0.13.0-M2-33-c98221		b4aa12c3f447e9fa1f3fb6ef75cb5574761e3582
com.lihaoyi	mill-libs-scalajslib-worker-1_3	0.13.0-M2-39-4c3eb7		3e00f53068056cc89a9da91349e8858651a60444
com.lihaoyi	mill-libs-scalajslib-worker-1_3	0.13.0-M2-41-b39ce4		7e54b74b8c6eb33484b6f5b821e2fc4d4041351e
com.lihaoyi	mill-libs-scalajslib-worker-1_3	0.13.0-M2-42-a720c3		f309793b654a93bdba60ccae6af90486dbbe3ffe
com.manyangled	coulomb-physical-constants_2.13	0.5.5		5ce7f2e7bc55adca114ee26321516e9fb26a250e
com.manyangled	coulomb-physical-constants_2.13	0.5.6		93284cbd4ac5b02c24247fbb5212d3b78c48c22d
com.manyangled	coulomb-physical-constants_2.13	0.5.7		9d3a0816015c369229d8b944bca29e805d0248bc
com.manyangled	coulomb-physical-constants_2.13	0.5.8		f396173641b38d8e1e4de18eda09c937ac0b246b
com.netflix.iep	iep-spring-leader	4.0.0		dbc88c31efdceef90d7415d615298a1bdecf3d94
com.netflix.iep	iep-spring-leader	4.0.1		41ff67ac872e009af3e281984821bb5b886bacf5
com.netflix.iep	iep-spring-leader	4.0.2		16b192e2e5d539ecd9bc54e8bd7339335a543df2
com.netflix.iep	iep-spring-leader	4.0.3		7f1f1cbc11cc530f05eef6bfb619e64148592a26
com.netflix.iep	iep-spring-leader	4.0.4		2e63289da7ceb7d2f852059e95ede58e233fee50
com.netflix.iep	iep-spring-leader	4.1.0		e192fa1ba37b02a7cbddd4b86fea8e6338d252ea
com.netflix.iep	iep-spring-leader	4.1.1		5e06be9965399cdaa242c5a84f79b23e36b98439
com.netflix.iep	iep-spring-leader	4.2.0		3d24560918bc114175d5e8e064dfc70d5769018e
com.netflix.iep	iep-spring-leader	4.2.1		6ce135ddabfd8143fed2db0bcc58e9a43d51c7df
com.netflix.iep	iep-spring-leader	5.0.0		d8f6140ede327049ceb72c1fd3e327acd856328b
com.netflix.iep	iep-spring-leader	5.0.1		f860643ad5e69e58f43bc9b9f448425e89485e2c
com.netflix.iep	iep-spring-leader	5.0.10		d56f3e5c8720ecfa4ed414766d3d2db9c09f0bbf
com.netflix.iep	iep-spring-leader	5.0.11		055245876da229927e27a54831af032a42e1fb5b
com.netflix.iep	iep-spring-leader	5.0.12		6e5452894b0ab2e24cb87921a800a3e85ad08419
com.netflix.iep	iep-spring-leader	5.0.13		1a2054811027cba961e39c52808e9f98c71c2981
com.netflix.iep	iep-spring-leader	5.0.14		2c0be1f08fea57c58ceeca6358e9b4cc224dd1d3
com.netflix.iep	iep-spring-leader	5.0.15		e6b8319efbd46336c52921bfb519b7c2ae148dc2
com.netflix.iep	iep-spring-leader	5.0.16		027884b9945a60e36900a2bea89c81d14efbe6f9
com.netflix.iep	iep-spring-leader	5.0.17		88f1ddf1f08ee3e067d05ef99396ecdf074a213d
com.netflix.iep	iep-spring-leader	5.0.18		6a4f36987c3a16acf8ba0d2e58d1411940735f47
com.netflix.iep	iep-spring-leader	5.0.19		890219f53b506c8eda3119c2cb4488193a8acee2
com.netflix.iep	iep-spring-leader	5.0.2		e88feade2e11ff698e12858d46a4175c188922fd
com.netflix.iep	iep-spring-leader	5.0.20		764243ebddeabf1f3e2f3e6a55a063d0eb1aa0a2
com.netflix.iep	iep-spring-leader	5.0.21		6d68060c5653bfaf70faeaafff5ecbe5deae3cb7
com.netflix.iep	iep-spring-leader	5.0.22		0bf1b27e8d1161dd50ec39aab55842d61d1a2db0
com.netflix.iep	iep-spring-leader	5.0.23		c8026c2bf6904c13477b818562aa78f51b6ea556
com.netflix.iep	iep-spring-leader	5.0.24		76d9a8503a97cd7b514beb4fc3bc0b57e9f95250
com.netflix.iep	iep-spring-leader	5.0.25		0a35f38db2e8f0cd26c06a27fa55c590faf245c4
com.netflix.iep	iep-spring-leader	5.0.26		4664e180761ca90ccab10013e3f4b84815c6cff9
com.netflix.iep	iep-spring-leader	5.0.27		f196161e71a94127b7d3a19e4580e64921698010
com.netflix.iep	iep-spring-leader	5.0.28		08be7dfe854cf423d4c8b4ac5bb5c296b43c8862
com.netflix.iep	iep-spring-leader	5.0.29		8977c471633931a0a62a7a229adfa629706fca10
com.netflix.iep	iep-spring-leader	5.0.3		ceb2285606ec1a667c3713464347efc079712e23
com.netflix.iep	iep-spring-leader	5.0.30		a2ad50c25aeb7a3f9477eec7c202e66ddadc1bf3
com.netflix.iep	iep-spring-leader	5.0.31		886dd93bdeef2e397d56108c5547afd23d558997
com.netflix.iep	iep-spring-leader	5.0.32		c4107387dbfe134da745439eb0a1b7237bb2964a
com.netflix.iep	iep-spring-leader	5.0.33		c9afce3de858b266ea9cc26fe88fea3ead9afb03
com.netflix.iep	iep-spring-leader	5.0.4		79b9e6c925db03abd7016df38df19d0d2132aed6
com.netflix.iep	iep-spring-leader	5.0.5		dc75c7130974891d6a97006e4336434dd3317c4a
com.netflix.iep	iep-spring-leader	5.0.6		801562fd47a9d2c8f617c0f60be481e3a292a6cc
com.netflix.iep	iep-spring-leader	5.0.7		26d84f4ec70867b670d86edf4642b427413ca948
com.netflix.iep	iep-spring-leader	5.0.8		4d4b46c666560bb4395d4ba61ad594b951f762c4
com.netflix.iep	iep-spring-leader	5.0.9		f08963309ab1ab01df7adc9cadab157eb95e9980
com.netflix.iep	iep-spring-leader	5.1.0		1d01199773ef131dd96496b49862ab470b022fa5
com.netflix.iep	iep-spring-leader	5.1.1		3ba52c39ff7301fc86aa211e741ffbad1111405e
com.nrinaudo	kantan.regex-generic_sjs1_2.12	0.5.2		217f13476f7a0d737554e93e16515c8c59f9f0e4
com.nrinaudo	kantan.regex-generic_sjs1_2.12	0.5.3		afbf1f6a5da02f0ced5ea68e58f1bc7febd1e746
com.nrinaudo	kantan.regex-generic_sjs1_2.12	0.6.0		211fd269528173dda4402fd22d9d338b5c6fecb7
com.projectdarkstar.server	sgs-server-internal-api	0.9.10		43eb795d0865572d4705d6667fc08e57d1e8d8a5
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.1		cf183963c4f9b9d500b81174cbd22b3a390b8982
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.10		07d9f031450af2f24818ca65db778cd489aa2426
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.11		92e10db2d6a821fc4941212c6b52b99de67817bf
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.12		e931527f279b89b51f3a5ddaa537aff4b75b6fe7
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.2		793a7077f0e21ac4caaeb795bccf05c8fb85ad50
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.3		aa3a848db56239cfb658a03db5fdfc7a6e3afa37
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.4		a2eb593ef095a047437e956a1ed97dd203ab5ca6
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.5		4bee857da9950aa64106cd31d9f5e1c766a48118
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.6		666ddb428fadf6864df4de194c3d105662e8acb5
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.7		a28140eade6ba72c31202572fb3b1e3086ef09dd
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.8		031996b6a446a99ec08225febab8792c2f6f43db
com.projectdarkstar.server	sgs-server-internal-api	0.9.10.9		d5df1993c0de804bb421d79c7e1d995ebb7b39e5
com.projectdarkstar.server	sgs-server-internal-api	0.9.11		2f1b3ec5823f9a16926711f4fe7baf315f44134c
com.projectdarkstar.server	sgs-server-internal-api	0.9.11.1		a6dc9879b56d1a5a91623b86180f3e59b24c554a
com.projectdarkstar.server	sgs-server-internal-api	0.9.11.2		1bafd42c34e5a8969e8a8ad54311e9542c628ed4
com.projectdarkstar.server	sgs-server-internal-api	0.9.11.3		2288ea2b9001fc020ca8afe9aef45f5922db99f1
com.projectdarkstar.server	sgs-server-internal-api	0.9.11.4		87ae865b20ea55292547e422f3ca30e5ee52d399
com.projectdarkstar.server	sgs-server-internal-api	0.9.11.5		80505b1040a030716470f5d9e0c1125ff5ef7264
com.projectdarkstar.server	sgs-server-internal-api	0.9.9.6		101f3b70ee47616c312932f03476086747dd23ac
com.projectdarkstar.server	sgs-server-internal-api	0.9.9.7		a910f46d4a656751a4177dafc01376a33c189724
com.serjltt.moshi	moshi-lazy-adapters	1.0		1efc73d61265d8750c150f25a8e883492ab7149e
com.serjltt.moshi	moshi-lazy-adapters	1.1		e9ce1820aded4ae2de1873275077d4849e4349ac
com.serjltt.moshi	moshi-lazy-adapters	1.2		f211bb17d3b65c43ccb55807f38ba72d160c86e8
com.serjltt.moshi	moshi-lazy-adapters	1.3		d490d28389326dce0adaba4cf8d936a83833dd94
com.serjltt.moshi	moshi-lazy-adapters	2.0		577996228001e4e4324319eb8f7da1997efa111d
com.serjltt.moshi	moshi-lazy-adapters	2.1		c28f5b22f173d2fccf3a2d82c9b9942e5f26e729
com.serjltt.moshi	moshi-lazy-adapters	2.2		8de4f0b8584971a80b677e33c5fe86c935e9833b
com.teragrep	rlo_13	1.0.0		c80b92b18d72d95f69bd376ee851d0910ea0abfe
com.teragrep	rlo_13	1.0.1		757e9f4323340269562434310a40578559b85b9f
com.teragrep	rlo_13	1.1.0		acefccd3068eb9f18356b6c4f6cc4636fc9a510d
com.teragrep	rlo_13	1.2.0		4d4cebe29d78ca8f8edea4d722db4238b4ac1e87
com.teragrep	rlo_13	1.2.1		297a18fe9dab237188dd9833caf7f23334dd7080
com.typesafe.akka	akka-http-experimental_2.11	0.10		6a40a0843ee1b84bfc0e4692026e37bf160569e5
com.typesafe.akka	akka-http-experimental_2.11	0.10-M1		2d9a0ae457dd799eda33056ebcf7f55b7cfe4f7b
com.typesafe.akka	akka-http-experimental_2.11	0.11		7968a31219029c0135c609e781e99b6cfba41d49
com.typesafe.akka	akka-http-experimental_2.11	0.5		c73b2643fbe075b13b7295fd31b00bfdb754e00a
com.typesafe.akka	akka-http-experimental_2.11	0.6		148aa08b7a45d72597dd2163bc5ef26eda3688a3
com.typesafe.akka	akka-http-experimental_2.11	0.7		ac992d615ceb7a5395c915eb7ddbe1c2fa39a3b8
com.typesafe.akka	akka-http-experimental_2.11	0.8		5babcd62494f716ad59fe78e907bc19db093a88d
