app.gebeta	android-plugin-offline-v9	3.0.2		N/A
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-beta11		de74c78faff808409f271b5338bb6d3da2c30e33
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-beta2		7f1b9deb998bbc0543444e51b5e2945ea8c84cd8
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-beta3		bfa0dc49d8a08bbfa5913a1a90144134a45656e2
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-beta4		37285016715188b6ac7c7c907f22f5cefdc5390f
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-beta5		8c484478162dcf6bfbfcf01ac215f0ad7b45872b
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-beta6		0dbbd6679db9d3599c8f4216fa2e659e6105e531
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-beta7		0b0b3ae5498b6cd25b8c6ca002161a6ac4d6496a
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-beta8		4510761b2942cbcb22d4271365148fa1c4580c1d
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-beta9		d042f21c74faa7dc1f228680ba522131eaa067bd
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-rc1		42341a6f288e2aa024f8205d418eb280098e521a
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-rc2		08079caee0e04ac0b786fe0dd9d14b2794b24f38
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-rc3		8f51ce5af135b34cb3e4356ee3740c767e4c3183
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-rc4		4226ce507479a72fcb4471351b60e5bfeca984be
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-rc5		e40c17e5a4d36c57033621ae7d4c63d66be4aab0
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.0-rc7		71ad46e8499e617140d26d6ff661b4ccd6fdc661
com.aeontronix.aeon-commons	aeon-commons-xml	2.0.1		77e091f06e0f8c03e10ff832b16cd42eef8085d9
com.aeontronix.genesis	genesis-templating	0.9.0		N/A
com.aeontronix.genesis	genesis-templating	0.9.4		N/A
com.aeontronix.genesis	genesis-templating	0.9.5		N/A
com.aeontronix.genesis	genesis-templating	0.9.6		N/A
com.aeontronix.genesis	genesis-templating	0.9.7		N/A
com.aeontronix.genesis	genesis-templating	0.9.8		N/A
com.aeontronix.genesis	genesis-templating	0.9.9		N/A
com.aeontronix.genesis	genesis-templating	1.0-beta1		N/A
com.aeontronix.genesis	genesis-templating	1.0.0-beta2		ac3a57b32315bbf57104ae2b40691264f2a37ba2
com.aeontronix.genesis	genesis-templating	1.0.0-beta3		5ea0527f454caff49b3ab9dd7b4b38c6ebc74bcc
com.aeontronix.genesis	genesis-templating	1.0.0-beta4		99bdd2148a020a06faedf837863080a7e49c5196
com.aeontronix.genesis	genesis-templating	1.0.0-beta5		3ee20c616ed2033207e8d7da504557d4831512d9
com.aeontronix.genesis	genesis-templating	1.0.0-beta6		706baf6180fc7bac9b46568f1ff7611b01e2aa1e
com.aeontronix.genesis	genesis-templating	1.0.0-beta7		4fb1593588b1cbdd14e0d149fb138a02c15468ca
com.aeontronix.genesis	genesis-templating	1.0.0-beta8		663da8b291ee28c8261fb2ea65d639c23a0fe4e3
com.aliyun	ros-cdk-nls	1.0.25		1d4962795ae78d8c92b39d7dbeb691ee49b208f1
com.aliyun	ros-cdk-nls	1.0.26		a8528b0006669e89789f108e9594778e8ef2a8a0
com.aliyun	ros-cdk-nls	1.0.27		31b2d72c6547281bb01ab4b22ded46cd5c1fe4ed
com.aliyun	ros-cdk-nls	1.1.0		0780418939cba9d32db5d097659dd5411e0520cd
com.aliyun	ros-cdk-nls	1.2.0		1f062a453ad7517a33c26ed43c3160d8d9236cf2
com.aliyun	ros-cdk-nls	1.3.0		c5d5e4ef08758ed32bc4a2960d964c60af0e4871
com.aliyun	ros-cdk-nls	1.4.0		154199ea034d62765347e72b4db1f35e4fc42df6
com.aliyun	ros-cdk-nls	1.5.0		07687c6c0e3e6751f858f21edcbce5c879abd507
com.aliyun	ros-cdk-nls	1.6.0		c1a685526cf775dec8d2ab428a38727a4f3466cc
com.aliyun	ros-cdk-nls	1.7.0		1c59ff1bd22bc876b4245aa15051704bd317ecea
com.aliyun	ros-cdk-nls	1.8.0		24dc8bc0ce98cd8243d744e9d4ad86694b5750f8
com.aliyun	trademark20180724	3.2.10		39b0136cd912c727e16f3aabd34631e9e80e7047
com.aliyun	trademark20180724	3.2.10	shaded	277a755052da1ad4bebdcbeae0951b13e6967a56
com.aliyun	trademark20180724	3.2.12		56bdabe5a72043c9f3bfc4a7d0acca2a50671356
com.aliyun	trademark20180724	3.2.12	shaded	a2ec21ff86b07fc21b774f272c9939ff0b3ce2ba
com.aliyun	trademark20180724	3.2.15		72973ca1b6bf841604cee8091338cf8a478db822
com.aliyun	trademark20180724	3.2.15	shaded	484c7a8da59fb85c4d71f785385b24e6cba0e9f7
com.aliyun	trademark20180724	3.2.16		7ed19db32bc31e5ecb7280202ba85fe164a7a7b3
com.aliyun	trademark20180724	3.2.16	shaded	832d38a6480095c2cf457d12da3ee8d530b2256b
com.aliyun	trademark20180724	3.2.17		02e777e2efb4e820cdf986563d6d8eab953661c9
com.aliyun	trademark20180724	3.2.17	shaded	20fdc7d5e3261702be12b1c58ab3a4c9fe9f444b
com.aliyun	trademark20180724	3.2.18		e8e476398a1935d7697daf778d8e4ba1280006f5
com.aliyun	trademark20180724	3.2.18	shaded	4c190163010043d383dfd3f7b03b3173f29cdec6
com.aliyun	trademark20180724	3.2.8		43c9a11ce67e5725f72b3c01d3d3348afcf75c50
com.brentcroft.tools	jstl-templates	01.01.01		0455e926199e3582fe0c344ad8414d498e9a2c8f
com.brentcroft.tools	jstl-templates	01.01.02		0b31c5003da5f1e30ca3fb1e234573d39378abff
com.brijframework	brijframework-util	1.0		1b58d8b29c1bdf021c582b8314014f6b719fc647
com.computinglaboratory	java-ansi-text-colorizer	1.0		873cab3a999614d997241311be05be55317014ca
com.computinglaboratory	java-ansi-text-colorizer	1.1		0b6a75aa2e862327186f4754427983e8855cad08
com.computinglaboratory	java-ansi-text-colorizer	1.2		395d21b994db2020d961e9cb874865b16c34c640
com.computinglaboratory	java-ansi-text-colorizer	1.3		411ec0d7bd2081240554536deaef7a3dbead0a9f
com.github.alexarchambault	scalacheck-shapeless_1.16_2.12	1.3.1		95aa0e31e842ffbfd807568de8639bb9d63c070f
com.github.jalasoft	LifeConfig	1.0.1		5d92a675e8bd2976a1d5ef2fd055a094c1114df8
com.github.jalasoft	LifeConfig	1.0.2		9af1ec30dbde2d61d3860d413a10b9b3b08e97cf
com.github.jalasoft	LifeConfig	1.0.3		327218df0acca4ce44ed0095a3c7b726221da8f8
com.github.jenly1314	libyuv	1.0.0		N/A
com.github.lbovolini	ObjectMapper	0.0.1		9f327b7f248c9b23ac5cfe123568f6bfaf299332
com.github.lbovolini	ObjectMapper	0.1.0		6cb23e1da5b3bea376515567fb7bd9b378311966
com.github.lbovolini	ObjectMapper	0.2.0		a6f8fe074458cf3cd9a68d48aea63305d2f4fea6
com.github.lbovolini	ObjectMapper	0.2.1		7192a659b2ebde3a3a0329bcd65e3dc074f0f929
com.github.lbovolini	ObjectMapper	0.2.2		e68da05e82fc7dd71e2ee35cf5ec65face51df36
com.github.lbovolini	ObjectMapper	0.2.3		8087181fe6d64c3cd7ba8c9b56b639d0f8f9b75d
com.github.ljtfreitas	java-restify-http-client-grizzly	2.1.0		f7aa791723b8095c3c499746775b181d82beb505
com.github.xuwei-k	msgpack4z-play_sjs0.6_2.13.0-RC1	0.6.1		e9e1bb23eb9b425db2478b6565aa451435576be9
com.intel.analytics.bigdl	dist-spark-1.5.2-scala-2.10.5-all	0.4.0		e10b10985195eec16f8e3292857c309bef74f4f9
com.intel.analytics.bigdl	dist-spark-1.5.2-scala-2.10.5-all	0.5.0		0080e334e45fba57b3defad8cfe28d2b73bcb2f6
com.intel.analytics.bigdl	dist-spark-1.5.2-scala-2.10.5-all	0.7.0		078db9b67ed59587d3f9c2ccc58ea4503fbf2d8a
com.lihaoyi	classparse_sjs0.6_2.10	0.4.0		5eccdb720f3766543059014c7232a87029a3282d
com.lihaoyi	classparse_sjs0.6_2.10	0.4.1		417867e62f124dadb16173cc04e8febd507a08ea
com.lihaoyi	classparse_sjs0.6_2.10	0.4.2		9d28351e186f5554597b1623db322f3be0ba1c40
com.lihaoyi	classparse_sjs0.6_2.10	0.4.3		cb451872a43b625f41c9096bdfe58cb7efee0fac
com.lihaoyi	classparse_sjs0.6_2.10	0.4.4		e9b07c61742ee2243b6ab346783fdc863c5178fb
com.lihaoyi	classparse_sjs0.6_2.10	1.0.0		727f95d22e775e423dfae37a0b859bff75b1501a
com.ling5821.iot	modbus-protocol	0.0.6		N/A
com.link-intersystems	lis-central-jar	11.0		N/A
com.link-intersystems	lis-central-jar	11.1		N/A
com.link-intersystems	lis-central-jar	8.0		N/A
com.link-intersystems	lis-central-jar	8.1		N/A
com.link-intersystems	lis-central-jar	8.2		N/A
com.link-intersystems	lis-central-jar	8.3		N/A
com.link-intersystems	lis-central-jar	8.4		N/A
com.link-intersystems	lis-central-jar	8.5		N/A
com.link-intersystems	lis-central-jar	8.6		N/A
com.link-intersystems	lis-central-jar	8.7		N/A
com.malliina	okclient-io_3	2.0.0		06571e3fa89d48d5e7ecd6d7cb997488caa85746
com.malliina	okclient-io_3	2.0.2		20135e4fdee7ae971ba90ee0982e9b533aa5ae5a
com.malliina	okclient-io_3	3.0.0		2cf5c4bd38e49c56dd64f718384794b9e6f8b031
com.malliina	okclient-io_3	3.0.2		8ed64e19227854d50d351df3b1cb7f093887b189
com.malliina	okclient-io_3	3.1.0		1eeea8e00d2e54fed5edc757a46f50a08cb3636d
com.malliina	okclient-io_3	3.1.2		2abf8d13a8860da129d88ab11ee4fce1d80611ba
com.malliina	okclient-io_3	3.1.3		5a328bfa42971903158972bd473e7f876fc754a4
com.malliina	okclient-io_3	3.2.0		31cf9cf7e926a14ad29d0dfed9ea624bfa7b246a
com.malliina	okclient-io_3	3.3.0		3a3a69d855525266c42fc5c3f93380a87e024317
com.malliina	okclient-io_3	3.4.0		522a4d973bdd43eeacfd3f677fac52efdd77f511
com.malliina	okclient-io_3	3.4.1		28ae6544eecfc81de16e3128ff5b1c952b596d6d
com.malliina	okclient-io_3	3.4.2		ec9ead90dac9c2d4044afc540406ad189922b9d1
com.malliina	okclient-io_3	3.4.3		8395968e2d6ff9172e6321549c0363326d85de56
com.malliina	okclient-io_3	3.4.4		934620c8bed5524b03bc2902b53c1a07f0bc5545
com.malliina	okclient-io_3	3.4.5		7f4b203993753d549623581150643cc754f881ab
com.malliina	okclient-io_3	3.4.6		a7b09842fad7ad4c28e4766718a1c7d5d8ac9544
com.malliina	okclient-io_3	3.5.0		bc7cbe87d811ad08f337ec582a99d72eb5dee09e
com.malliina	okclient-io_3	3.5.1		f7f9aa835cb5f00e4d40754fff4a071e09ede4ea
com.malliina	okclient-io_3	3.5.2		7ad5f16647ce8738f0b189a9030b188c9dfdde9b
com.malliina	okclient-io_3	3.6.0		7d28977dfaf07752f0c990bf676331ee8e17f4d5
com.malliina	okclient-io_3	3.7.1		809cc36d7573b93a15bab1367decee8564bb295d
com.malliina	okclient-io_3	3.7.10		4e9ac4a76a2e08d18ae88df69dec65d89421c67b
com.malliina	okclient-io_3	3.7.3		d65a4adac7784937dc518d31c7e6d2bca2e21ef6
com.malliina	okclient-io_3	3.7.4		d4e244ddf741227773659ea7c13ee09744624b03
com.malliina	okclient-io_3	3.7.5		bb6f69d19bafc0cc6b9a7a408e6c8f9f71d36f13
com.malliina	okclient-io_3	3.7.6		c50d99f80fe40b2b481898585b3bc39c7806b09d
com.malliina	okclient-io_3	3.7.7		2ed988fd4b42dd51054e32475b7d3fcd214cc55f
com.malliina	okclient-io_3	3.7.8		a2f9cb6e455782047ff809ac7a9243f2c29121a4
com.malliina	okclient-io_3	3.7.9		8dfaf9170acc24e28afa9f511ae6a3f710560315
com.microsoft.azure.iothub.v2018_12_01_preview	azure-mgmt-iothub	1.0.0-beta		d4b5a61055bc1f9bf682b169a3de5b8148595426
com.microsoft.azure.profile_2019_03_01_hybrid	azure	1.0.0-beta		b0bc1362e6decc5895b092d491d1f40b0cb23f6f
com.microsoft.azure.profile_2019_03_01_hybrid	azure	1.0.0-beta-1		264d6274b4e902e1fc5d15be98658c2445664103
com.nkutsche	xmlml	1.0.0		9f285971f4e93a755b67b6c3702fec0c219d1883
com.outr	reactify_native0.5_2.13	4.1.1		a3c3314ccc57c8405ee22eec8a81d8cdc65af849
com.outr	reactify_native0.5_2.13	4.1.2		0550adafbdfb5c624ff5bd2da502c07f71246380
com.outr	reactify_native0.5_2.13	4.1.3		70a7bfd128d4e6872f9515adc4c4d3d92d1dfa32
com.rgi-corp	swagd	2.0.0		03aad19f8d772e88f6da3a93c1b25768b8dd5d33
com.rgi-corp	swagd	2.0.1		37cdf33e8fd615aeb75b3eef0ee8cec59a519d93
com.sap.cloud.yaas.service-generator	service-generator-model	2.1.1		452b4c6d86513b8359bd66579291bc13338961aa
com.sap.cloud.yaas.service-generator	service-generator-model	2.1.2		e105bf80d3f6980d66d42695d5938518a9381716
com.sap.cloud.yaas.service-generator	service-generator-model	2.2.0		6ffa22b5138cd33f6967ef11d66736955527fc76
com.sap.cloud.yaas.service-generator	service-generator-model	2.2.1		03f454940bc71906729614b8501a621688d5458a
com.sap.cloud.yaas.service-generator	service-generator-model	2.2.2		9b9654b5d62ada94b3e341cf9b475ffd9275a473
com.sap.cloud.yaas.service-generator	service-generator-model	2.2.3		b8330cdb6912d4ccd0f2e29f353f3a894b855f2e
com.sap.cloud.yaas.service-generator	service-generator-model	2.2.4		5f7c2195d4841c9057d287abada1eb8d65f228ca
com.sap.cloud.yaas.service-generator	service-generator-model	2.3.0		358016568a8d2c580186b72687898b52187b99a3
com.sap.cloud.yaas.service-generator	service-generator-model	2.3.1		b2d3cc5b0d904769090cedc2c32594ef9736cc71
com.sap.cloud.yaas.service-generator	service-generator-model	2.3.10		1f66ef1548919ba4a5bcb5ced0ffad1ccd83dfc2
com.sap.cloud.yaas.service-generator	service-generator-model	2.3.11		99ebfb9c5b241904103d3bb9d87c7f451723fd4a
com.sap.cloud.yaas.service-generator	service-generator-model	2.3.12		06fc18f1bdf330ce5be8e430ed747757facb9668
com.sap.cloud.yaas.service-generator	service-generator-model	2.3.13		4ee7e41d0965e8fb75f8b2a75b0ad61bdeb2d706
com.sap.cloud.yaas.service-generator	service-generator-model	2.3.14		4c283b3a2e88e600a66490303ac95fc3508e187c
com.sap.cloud.yaas.service-generator	service-generator-model	2.3.3		573099b4764159cc134bab76822093f6483948f7
com.sap.cloud.yaas.service-generator	service-generator-model	2.3.4		3885ae460905a30bad4fa2dc704ecabef54ce2e7
com.turbomates	event-exposed	.1.1		2ba0a845a870742de11a0f45acf2d273a6d135cf
com.turbomates	event-exposed	.1.2		bb322085ea55060d0917c3d9f3aacfbe10dc9dd7
com.turbomates	event-exposed	.1.3		8c6976c4d86841fcd77b81f9320bb3d2645d4719
com.turbomates	event-exposed	0.1.0		00e73960f194acfa31dd052198ab43785f681bad
com.turbomates	event-exposed	0.1.10		bc362996cd9a174267e6b84787a0866684c625ca
com.turbomates	event-exposed	0.1.11		e3fbb9be19311c550eb14d777ba75fb44e907d19
com.turbomates	event-exposed	0.1.12		4822c957da01b5b2047b1cf841249cbbbce49a0f
com.turbomates	event-exposed	0.1.13		918e7e2461e2b93d2240c94c7de996e5680d3e17
com.turbomates	event-exposed	0.1.14		98f09fe0a769dd83f95188e9d76f2ac948e1e4ab
com.turbomates	event-exposed	0.1.4		85ae7e20972a5e896a9869af0486794463cbda65
com.turbomates	event-exposed	0.1.5		94a2408bcf2a96649d6ec3e153a0506988b005bb
com.turbomates	event-exposed	0.1.6		cd3ac891a4660ba974f26eaa8a84f826e7127609
com.turbomates	event-exposed	0.1.7		5ab72f93e90a73cc2df22c6f64847710c39d55ac
com.turbomates	event-exposed	0.1.8		539c5310027d21d0deb9a9488d6537a766f2a88a
com.turbomates	event-exposed	0.1.9		babe41a46ad209ba66d31ef423b30f7b4223be7b
com.turbomates	event-exposed	0.2.1		87973bca3e9ebeec22d2002f0530349e13e4089d
com.turbomates	event-exposed	0.2.3		332a2cb31293483bd1e72703b9f778a93dfdf781
com.xemantic.anthropic	anthropic-sdk-kotlin-tvosarm64	0.11		N/A
com.xemantic.anthropic	anthropic-sdk-kotlin-tvosarm64	0.11	metadata	2e5520d63f145a3dc2529a9c542373ade9a793fc
de.cau.cs.kieler.klighd	de.cau.cs.kieler.klighd	2.3.0.v20230606		bd22c2e36d96da55dd11723c455f939c953ed1f6
de.cau.cs.kieler.klighd	de.cau.cs.kieler.klighd	3.0.1.v20240410		2ed253709c2756d075c8dac1d1feac1852a9cc08
de.cau.cs.kieler.klighd	de.cau.cs.kieler.klighd	3.0.2.v20240507		ff2b0a06e0deb8eff4cc4c643f5b24253faa75a2
de.cau.cs.kieler.klighd	de.cau.cs.kieler.klighd	3.1.0.v20250428		f2351399e819cf1ec376f31ac25a6ece86d50724
de.funfried.netbeans.plugins	nb-editor-close-left-right	1.0.0		7fa1b5dcfe60f1bc68d3096b3dfc181c0085ec30
de.funfried.netbeans.plugins	nb-editor-close-left-right	1.0.1		47a87b83a6190d7a1e00d2f5a92e2beca6edb807
de.funfried.netbeans.plugins	nb-editor-close-left-right	1.0.2		7a702ddbdb718447719cddfd740ca305225a0cc2
de.funfried.netbeans.plugins	nb-editor-close-left-right	1.0.3		1a19c8e065cd751f46c3cf1f74d965394895c39f
de.funfried.netbeans.plugins	nb-editor-close-left-right	1.0.4		467e64215c51aedabad9726b6de57758f6ef7513
de.funfried.netbeans.plugins	nb-editor-close-left-right	1.0.5		dd025bbff8d4253e69a8f22812787d13aaaf82f8
de.funfried.netbeans.plugins	nb-editor-close-left-right	1.0.6		93759f4941f4055d111e9d37226266b71db04f73
de.funfried.netbeans.plugins	nb-editor-close-left-right	1.0.7		7f1a2976000ae51b2ad97b77800fd650a8ad3e30
de.idealo.kafka	crypto-spring	0.1-20180111		d30c0307d38c09a045ff46412d6d8390560fd0db
de.idealo.kafka	crypto-spring	0.1-20180112		f4695bb415ac34722186a02238a83f6a96cd129c
de.idealo.kafka	crypto-spring	0.1-20180118		e47287b40756ff7de9c939b47d3b9ab493d017e0
dev.datlag.flower-core	flower-android	3.0.0-beta01		N/A
dev.datlag.flower-core	flower-android	3.0.0-beta02		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.10		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.10	metadata	4c64daf4da0e2df5ea6867d56b9bea887a8a11cc
dev.programadorthi.routing	call-logging-watchosx64	0.0.11		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.11	metadata	b2b77eaa99ef75919fbd183e77a52ffca123d2d5
dev.programadorthi.routing	call-logging-watchosx64	0.0.12		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.12	metadata	f52163e47ab699976a3a161a94dd2a1fd96eb9c9
dev.programadorthi.routing	call-logging-watchosx64	0.0.13		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.13	metadata	8dec9e175bf74170ce6018145708c9d920378b5d
dev.programadorthi.routing	call-logging-watchosx64	0.0.14		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.14	metadata	687002d7214e2bc7347ac062e66c8fdac873234d
dev.programadorthi.routing	call-logging-watchosx64	0.0.15		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.15	metadata	793466b27cc2ce7b154800c2ad918de76e45bb17
dev.programadorthi.routing	call-logging-watchosx64	0.0.16		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.16	metadata	6e652e99772b5e23f60b858e957ad236e7b85a8b
dev.programadorthi.routing	call-logging-watchosx64	0.0.17		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.17	metadata	7a263b885d68764122b36f2e9a6808cd1fab8ca2
dev.programadorthi.routing	call-logging-watchosx64	0.0.18		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.18	metadata	1ce0efedfe313f7677ca2ddd82cdce74e4ef55bf
dev.programadorthi.routing	call-logging-watchosx64	0.0.19		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.19	metadata	ee2d8dbcd24f72497495c833dba5be297e9e369e
dev.programadorthi.routing	call-logging-watchosx64	0.0.20		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.20	metadata	d83a38b7bf6216da49f917ff67c5e979db4e4923
dev.programadorthi.routing	call-logging-watchosx64	0.0.21		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.21	metadata	e02ff3d82e1501e4fc1a249b28d2874d82e74e60
dev.programadorthi.routing	call-logging-watchosx64	0.0.8		N/A
dev.programadorthi.routing	call-logging-watchosx64	0.0.8	metadata	699d58092cdf867090b3fde5b136b0ad913b3c57
dev.programadorthi.routing	call-logging-watchosx64	2.0.0-alpha01		N/A
dev.programadorthi.routing	call-logging-watchosx64	2.0.0-alpha01	metadata	db5d98c752a289661a1adf39343728d93c84153b
dev.programadorthi.routing	call-logging-watchosx64	2.0.0-alpha02		N/A
dev.programadorthi.routing	call-logging-watchosx64	2.0.0-alpha02	metadata	aea1a298a4cec22099f7c544bdc15bdffe7f5f50
dev.programadorthi.routing	call-logging-watchosx64	2.0.0-alpha03		N/A
dev.programadorthi.routing	call-logging-watchosx64	2.0.0-alpha03	metadata	1a2120d5e9e4f774659929d72c9efa601741fc4a
dev.zacsweers.anvil	annotations-watchosarm64	0.4.0		N/A
dev.zacsweers.anvil	annotations-watchosarm64	0.4.0	metadata	c400b2ec714d8a39a8848a406ddda9d15ca76692
dev.zacsweers.anvil	annotations-watchosarm64	0.4.1		N/A
dev.zacsweers.anvil	annotations-watchosarm64	0.4.1	metadata	1933889d75618579c8f23672ffea9f19738d917a
garden.ephemeral.dsstore	dsstore-gradle-plugin	0.0.2		627eb246dbec2a4dcb641f07e38af5405a49ddd6
garden.ephemeral.dsstore	dsstore-gradle-plugin	0.0.3		48a9965603f9f4e1fc8719fd7f8f070f3d8c833c
garden.ephemeral.dsstore	dsstore-gradle-plugin	0.0.5		857f684da42ecc43a2eab86efd974ee7e3dc8a57
garden.ephemeral.dsstore	dsstore-gradle-plugin	0.0.6		afb391139dab92044bd03ba7ebc0fe1d4bc35183
garden.ephemeral.dsstore	dsstore-gradle-plugin	0.0.7		048c11f6f5e830836e0671acf9c872b5be0dcfcc
garden.ephemeral.dsstore	dsstore-gradle-plugin	0.0.8		cdad20002316fa5f18fea7bc3b3d3529b2928808
garden.ephemeral.dsstore	dsstore-gradle-plugin	0.0.9		f7a2718edb197e819e39a588bdde474d210b9229
hr.fer.grading	hr.fer.grading.gradle.plugin	0.10.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.11.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.12.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.13.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.13.1		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.14.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.15.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.16.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.17.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.18.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.19.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.2.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.20.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.20.2		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.21.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.3.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.4.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.5.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.6.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.7.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.8.0		N/A
hr.fer.grading	hr.fer.grading.gradle.plugin	0.9.0		N/A
io.burkard	aws-cdk-scala-ram_2.13	0.1.2		3a3262e923b8a85b423d27ea6b14856e5d81b8f7
io.burkard	aws-cdk-scala-ram_2.13	0.1.3		4bd62366cabba628db125a1fb6ca540fd562468b
io.burkard	aws-cdk-scala-ram_2.13	0.1.4		2a6064f6fc299355b4905cecfc60291af23da743
io.burkard	aws-cdk-scala-ram_2.13	0.1.5		c7f316a7ea2531fbb3ebd78c02fc16197496edf3
io.burkard	aws-cdk-scala-ram_2.13	0.1.6		cbb7dc0a76b001dcd7e01a0d919b3dfcdc8da8a1
io.burkard	aws-cdk-scala-ram_2.13	0.1.7		18573b547b509f3eb6f7b841652ad0483159423c
io.burkard	aws-cdk-scala-ram_2.13	0.2.0		d7cc4f44359e1bf703e6a3d7256d6cb621abb29a
